카테고리,전라남도 구례군,전라남도 구례군 구례읍,전라남도 구례군 문척면,전라남도 구례군 간전면,전라남도 구례군 토지면,전라남도 구례군 마산면,전라남도 구례군 광의면,전라남도 구례군 용방면,전라남도 구례군 산동면
2020년12월_여_40~49세,"1,335",724,57,55,108,147,63,69,112
2020년12월_여_50~59세,"2,059",926,104,106,240,179,155,102,247
2020년12월_여_60~69세,"2,388",858,127,151,290,265,244,144,309
2020년12월_여_70~79세,"2,269",730,123,181,230,243,265,168,329
2020년12월_여_80~89세,"1,683",467,94,131,194,196,233,132,236
2020년12월_여_90~99세,294,85,21,16,40,33,44,22,33
2020년12월_여_100세 이상,20,5,1,3,3,3,2,1,2
2021년01월_계_총인구수,"25,573","10,810","1,288","1,528","2,536","2,686","2,286","1,477","2,962"
2021년01월_계_연령구간인구수,"25,573","10,810","1,288","1,528","2,536","2,686","2,286","1,477","2,962"
2021년01월_계_0~9세,"1,140",694,42,48,52,111,60,48,85
2021년01월_계_10~19세,"1,828","1,042",70,68,143,180,111,59,155
2021년01월_계_20~29세,"1,945","1,034",74,83,145,191,109,110,199
2021년01월_계_30~39세,"1,657",869,54,74,114,158,146,92,150
2021년01월_계_40~49세,"2,890","1,444",138,146,234,337,174,153,264
2021년01월_계_50~59세,"4,577","1,921",248,280,534,444,372,229,549
2021년01월_계_60~69세,"4,743","1,712",280,299,586,512,467,278,609
2021년01월_계_70~79세,"3,895","1,268",205,308,389,421,457,286,561
2021년01월_계_80~89세,"2,495",710,154,194,282,286,334,189,346
2021년01월_계_90~99세,380,111,22,25,54,40,54,33,41
2021년01월_계_100세 이상,23,5,1,3,3,6,2,0,3
2021년01월_남_총인구수,"12,442","5,254",648,748,"1,237","1,331","1,082",708,"1,434"
2021년01월_남_연령구간인구수,"12,442","5,254",648,748,"1,237","1,331","1,082",708,"1,434"
2021년01월_남_0~9세,563,342,24,25,26,53,26,25,42
2021년01월_남_10~19세,965,557,34,30,71,105,61,35,72
2021년01월_남_20~29세,"1,049",542,44,42,89,97,58,60,117
2021년01월_남_30~39세,887,438,26,35,70,93,86,53,86
2021년01월_남_40~49세,"1,575",724,84,93,131,188,112,88,155
2021년01월_남_50~59세,"2,543",999,145,174,298,269,217,128,313
2021년01월_남_60~69세,"2,339",845,149,147,294,248,222,133,301
2021년01월_남_70~79세,"1,622",539,83,129,156,178,190,118,229
2021년01월_남_80~89세,812,243,58,65,90,90,99,58,109
2021년01월_남_90~99세,84,25,1,8,12,8,11,10,9
2021년01월_남_100세 이상,3,0,0,0,0,2,0,0,1
2021년01월_여_총인구수,"13,131","5,556",640,780,"1,299","1,355","1,204",769,"1,528"
2021년01월_여_연령구간인구수,"13,131","5,556",640,780,"1,299","1,355","1,204",769,"1,528"
2021년01월_여_0~9세,577,352,18,23,26,58,34,23,43
2021년01월_여_10~19세,863,485,36,38,72,75,50,24,83
2021년01월_여_20~29세,896,492,30,41,56,94,51,50,82
2021년01월_여_30~39세,770,431,28,39,44,65,60,39,64
2021년01월_여_40~49세,"1,315",720,54,53,103,149,62,65,109
2021년01월_여_50~59세,"2,034",922,103,106,236,175,155,101,236
2021년01월_여_60~69세,"2,404",867,131,152,292,264,245,145,308
2021년01월_여_70~79세,"2,273",729,122,179,233,243,267,168,332
2021년01월_여_80~89세,"1,683",467,96,129,192,196,235,131,237
2021년01월_여_90~99세,296,86,21,17,42,32,43,23,32
2021년01월_여_100세 이상,20,5,1,3,3,4,2,0,2
2021년02월_계_총인구수,"25,505","10,822","1,281","1,502","2,524","2,660","2,281","1,470","2,965"
2021년02월_계_연령구간인구수,"25,505","10,822","1,281","1,502","2,524","2,660","2,281","1,470","2,965"
2021년02월_계_0~9세,"1,128",690,41,48,51,111,57,42,88
2021년02월_계_10~19세,"1,806","1,038",68,67,139,174,104,59,157
2021년02월_계_20~29세,"1,924","1,035",73,78,142,184,114,105,193
2021년02월_계_30~39세,"1,650",867,54,69,115,157,144,92,152
2021년02월_계_40~49세,"2,861","1,440",132,139,227,329,175,155,264
2021년02월_계_50~59세,"4,564","1,922",247,276,529,440,371,227,552
2021년02월_계_60~69세,"4,753","1,721",279,295,594,511,465,279,609
2021년02월_계_70~79세,"3,891","1,273",209,309,390,417,454,286,553
2021년02월_계_80~89세,"2,521",719,153,194,281,291,338,191,354
2021년02월_계_90~99세,383,112,23,24,53,39,57,34,41
2021년02월_계_100세 이상,24,5,2,3,3,7,2,0,2
2021년02월_남_총인구수,"12,397","5,255",644,733,"1,227","1,314","1,081",704,"1,439"
2021년02월_남_연령구간인구수,"12,397","5,255",644,733,"1,227","1,314","1,081",704,"1,439"
2021년02월_남_0~9세,558,340,23,25,25,54,25,22,44
2021년02월_남_10~19세,946,550,33,30,71,99,57,34,72
2021년02월_남_20~29세,"1,039",545,44,38,83,95,61,58,115
2021년02월_남_30~39세,880,435,26,32,70,91,87,53,86
2021년02월_남_40~49세,"1,557",720,82,89,129,183,112,86,156
2021년02월_남_50~59세,"2,537",999,144,170,293,267,215,130,319
2021년02월_남_60~69세,"2,344",851,149,146,298,247,222,133,298
2021년02월_남_70~79세,"1,630",545,85,130,156,176,191,120,227
2021년02월_남_80~89세,822,245,57,66,90,92,100,58,114
2021년02월_남_90~99세,81,25,1,7,12,8,11,10,7
2021년02월_남_100세 이상,3,0,0,0,0,2,0,0,1
2021년02월_여_총인구수,"13,108","5,567",637,769,"1,297","1,346","1,200",766,"1,526"
2021년02월_여_연령구간인구수,"13,108","5,567",637,769,"1,297","1,346","1,200",766,"1,526"
2021년02월_여_0~9세,570,350,18,23,26,57,32,20,44
2021년02월_여_10~19세,860,488,35,37,68,75,47,25,85
2021년02월_여_20~29세,885,490,29,40,59,89,53,47,78
2021년02월_여_30~39세,770,432,28,37,45,66,57,39,66
2021년02월_여_40~49세,"1,304",720,50,50,98,146,63,69,108
2021년02월_여_50~59세,"2,027",923,103,106,236,173,156,97,233
2021년02월_여_60~69세,"2,409",870,130,149,296,264,243,146,311
2021년02월_여_70~79세,"2,261",728,124,179,234,241,263,166,326
2021년02월_여_80~89세,"1,699",474,96,128,191,199,238,133,240
2021년02월_여_90~99세,302,87,22,17,41,31,46,24,34
2021년02월_여_100세 이상,21,5,2,3,3,5,2,0,1
2021년03월_계_총인구수,"25,437","10,763","1,279","1,503","2,515","2,648","2,280","1,470","2,979"
2021년03월_계_연령구간인구수,"25,437","10,763","1,279","1,503","2,515","2,648","2,280","1,470","2,979"
2021년03월_계_0~9세,"1,117",681,40,49,53,108,58,41,87
2021년03월_계_10~19세,"1,792","1,031",68,67,142,173,99,60,152
2021년03월_계_20~29세,"1,910","1,023",72,74,137,181,120,104,199
2021년03월_계_30~39세,"1,637",859,55,70,108,152,147,95,151
2021년03월_계_40~49세,"2,835","1,430",130,143,219,331,170,152,260
2021년03월_계_50~59세,"4,542","1,898",249,278,523,445,369,220,560
2021년03월_계_60~69세,"4,775","1,730",273,295,600,505,459,289,624
2021년03월_계_70~79세,"3,875","1,272",212,308,390,413,452,282,546
2021년03월_계_80~89세,"2,546",719,155,194,286,295,346,195,356
2021년03월_계_90~99세,389,117,23,23,54,39,58,32,43
2021년03월_계_100세 이상,19,3,2,2,3,6,2,0,1
2021년03월_남_총인구수,"12,376","5,239",645,737,"1,224","1,303","1,078",703,"1,447"
2021년03월_남_연령구간인구수,"12,376","5,239",645,737,"1,224","1,303","1,078",703,"1,447"
2021년03월_남_0~9세,552,336,23,25,25,52,26,21,44
2021년03월_남_10~19세,933,543,33,29,73,98,55,35,67
2021년03월_남_20~29세,"1,037",541,44,37,80,93,63,60,119
2021년03월_남_30~39세,881,438,27,33,68,88,87,54,86
2021년03월_남_40~49세,"1,537",717,79,92,124,182,108,82,153
2021년03월_남_50~59세,"2,527",990,146,171,289,270,212,126,323
2021년03월_남_60~69세,"2,363",855,146,148,303,243,221,138,309
2021년03월_남_70~79세,"1,628",547,87,130,159,172,191,119,223
2021년03월_남_80~89세,836,246,58,66,91,95,104,59,117
2021년03월_남_90~99세,80,26,2,6,12,8,11,9,6
2021년03월_남_100세 이상,2,0,0,0,0,2,0,0,0
2021년03월_여_총인구수,"13,061","5,524",634,766,"1,291","1,345","1,202",767,"1,532"
2021년03월_여_연령구간인구수,"13,061","5,524",634,766,"1,291","1,345","1,202",767,"1,532"
2021년03월_여_0~9세,565,345,17,24,28,56,32,20,43
2021년03월_여_10~19세,859,488,35,38,69,75,44,25,85
2021년03월_여_20~29세,873,482,28,37,57,88,57,44,80
2021년03월_여_30~39세,756,421,28,37,40,64,60,41,65
2021년03월_여_40~49세,"1,298",713,51,51,95,149,62,70,107
2021년03월_여_50~59세,"2,015",908,103,107,234,175,157,94,237
2021년03월_여_60~69세,"2,412",875,127,147,297,262,238,151,315
2021년03월_여_70~79세,"2,247",725,125,178,231,241,261,163,323
2021년03월_여_80~89세,"1,710",473,97,128,195,200,242,136,239
2021년03월_여_90~99세,309,91,21,17,42,31,47,23,37
2021년03월_여_100세 이상,17,3,2,2,3,4,2,0,1
2021년04월_계_총인구수,"25,400","10,740","1,275","1,501","2,524","2,637","2,278","1,466","2,979"
2021년04월_계_연령구간인구수,"25,400","10,740","1,275","1,501","2,524","2,637","2,278","1,466","2,979"
2021년04월_계_0~9세,"1,105",673,40,49,52,104,59,42,86
2021년04월_계_10~19세,"1,786","1,031",67,66,140,174,99,57,152
2021년04월_계_20~29세,"1,904","1,017",73,78,137,180,118,103,198
2021년04월_계_30~39세,"1,624",853,53,70,109,151,142,97,149
2021년04월_계_40~49세,"2,818","1,429",126,141,218,325,171,152,256
2021년04월_계_50~59세,"4,528","1,887",248,279,524,444,367,217,562
2021년04월_계_60~69세,"4,812","1,741",273,294,615,512,462,291,624
2021년04월_계_70~79세,"3,845","1,264",214,305,384,410,447,278,543
2021년04월_계_80~89세,"2,570",723,155,195,290,292,354,197,364
2021년04월_계_90~99세,389,118,25,22,52,39,57,32,44
2021년04월_계_100세 이상,19,4,1,2,3,6,2,0,1
2021년04월_남_총인구수,"12,360","5,224",644,736,"1,228","1,297","1,079",702,"1,450"
2021년04월_남_연령구간인구수,"12,360","5,224",644,736,"1,228","1,297","1,079",702,"1,450"
2021년04월_남_0~9세,543,329,23,25,24,51,26,21,44
2021년04월_남_10~19세,932,546,32,27,72,100,56,32,67
2021년04월_남_20~29세,"1,035",537,45,39,81,91,63,60,119
2021년04월_남_30~39세,873,436,26,34,67,88,83,55,84
2021년04월_남_40~49세,"1,528",717,77,90,121,179,109,83,152
2021년04월_남_50~59세,"2,522",980,145,172,294,271,210,126,324
2021년04월_남_60~69세,"2,387",864,147,148,307,245,226,138,312
2021년04월_남_70~79세,"1,615",542,88,129,157,170,187,119,223
2021년04월_남_80~89세,839,246,59,66,92,92,108,59,117
2021년04월_남_90~99세,84,27,2,6,13,8,11,9,8
2021년04월_남_100세 이상,2,0,0,0,0,2,0,0,0
2021년04월_여_총인구수,"13,040","5,516",631,765,"1,296","1,340","1,199",764,"1,529"
2021년04월_여_연령구간인구수,"13,040","5,516",631,765,"1,296","1,340","1,199",764,"1,529"
2021년04월_여_0~9세,562,344,17,24,28,53,33,21,42
2021년04월_여_10~19세,854,485,35,39,68,74,43,25,85
2021년04월_여_20~29세,869,480,28,39,56,89,55,43,79
2021년04월_여_30~39세,751,417,27,36,42,63,59,42,65
2021년04월_여_40~49세,"1,290",712,49,51,97,146,62,69,104
2021년04월_여_50~59세,"2,006",907,103,107,230,173,157,91,238
2021년04월_여_60~69세,"2,425",877,126,146,308,267,236,153,312
2021년04월_여_70~79세,"2,230",722,126,176,227,240,260,159,320
2021년04월_여_80~89세,"1,731",477,96,129,198,200,246,138,247
2021년04월_여_90~99세,305,91,23,16,39,31,46,23,36
2021년04월_여_100세 이상,17,4,1,2,3,4,2,0,1
2021년05월_계_총인구수,"25,287","10,714","1,270","1,492","2,513","2,616","2,272","1,458","2,952"
2021년05월_계_연령구간인구수,"25,287","10,714","1,270","1,492","2,513","2,616","2,272","1,458","2,952"
2021년05월_계_0~9세,"1,092",665,40,47,48,106,58,42,86
2021년05월_계_10~19세,"1,774","1,028",64,67,144,169,98,54,150
2021년05월_계_20~29세,"1,898","1,009",78,78,135,177,117,106,198
2021년05월_계_30~39세,"1,596",845,51,70,105,152,138,95,140
2021년05월_계_40~49세,"2,779","1,406",126,137,219,317,170,153,251
2021년05월_계_50~59세,"4,529","1,905",247,280,517,443,363,212,562
2021년05월_계_60~69세,"4,807","1,748",272,295,610,511,465,288,618
2021년05월_계_70~79세,"3,827","1,262",214,301,385,404,449,277,535
2021년05월_계_80~89세,"2,576",725,152,193,294,291,356,198,367
2021년05월_계_90~99세,393,117,25,23,54,41,56,33,44
2021년05월_계_100세 이상,16,4,1,1,2,5,2,0,1
2021년05월_남_총인구수,"12,311","5,212",644,731,"1,223","1,284","1,081",700,"1,436"
2021년05월_남_연령구간인구수,"12,311","5,212",644,731,"1,223","1,284","1,081",700,"1,436"
2021년05월_남_0~9세,530,320,23,24,21,52,25,21,44
2021년05월_남_10~19세,927,547,30,28,74,96,55,31,66
2021년05월_남_20~29세,"1,035",537,48,39,80,90,63,59,119
2021년05월_남_30~39세,852,425,25,35,65,89,83,54,76
2021년05월_남_40~49세,"1,517",707,77,88,122,175,109,85,154
2021년05월_남_50~59세,"2,526",992,146,172,289,269,210,124,324
2021년05월_남_60~69세,"2,391",866,148,149,307,245,227,139,310
2021년05월_남_70~79세,"1,613",545,86,126,159,168,189,119,221
2021년05월_남_80~89세,835,247,59,64,92,89,110,60,114
2021년05월_남_90~99세,83,26,2,6,14,9,10,8,8
2021년05월_남_100세 이상,2,0,0,0,0,2,0,0,0
2021년05월_여_총인구수,"12,976","5,502",626,761,"1,290","1,332","1,191",758,"1,516"
2021년05월_여_연령구간인구수,"12,976","5,502",626,761,"1,290","1,332","1,191",758,"1,516"
2021년05월_여_0~9세,562,345,17,23,27,54,33,21,42
2021년05월_여_10~19세,847,481,34,39,70,73,43,23,84
2021년05월_여_20~29세,863,472,30,39,55,87,54,47,79
2021년05월_여_30~39세,744,420,26,35,40,63,55,41,64
2021년05월_여_40~49세,"1,262",699,49,49,97,142,61,68,97
2021년05월_여_50~59세,"2,003",913,101,108,228,174,153,88,238
2021년05월_여_60~69세,"2,416",882,124,146,303,266,238,149,308
2021년05월_여_70~79세,"2,214",717,128,175,226,236,260,158,314
2021년05월_여_80~89세,"1,741",478,93,129,202,202,246,138,253
2021년05월_여_90~99세,310,91,23,17,40,32,46,25,36
2021년05월_여_100세 이상,14,4,1,1,2,3,2,0,1
2021년06월_계_총인구수,"25,255","10,666","1,274","1,489","2,522","2,627","2,274","1,464","2,939"
2021년06월_계_연령구간인구수,"25,255","10,666","1,274","1,489","2,522","2,627","2,274","1,464","2,939"
2021년06월_계_0~9세,"1,076",645,40,45,49,106,60,43,88
2021년06월_계_10~19세,"1,778","1,015",67,67,151,173,97,56,152
2021년06월_계_20~29세,"1,900","1,005",82,82,135,180,119,104,193
2021년06월_계_30~39세,"1,583",834,49,70,104,153,138,95,140
2021년06월_계_40~49세,"2,764","1,402",127,135,217,308,172,152,251
2021년06월_계_50~59세,"4,524","1,900",246,281,517,446,362,215,557
2021년06월_계_60~69세,"4,817","1,746",268,296,614,519,466,290,618
2021년06월_계_70~79세,"3,818","1,266",214,298,381,404,449,273,533
2021년06월_계_80~89세,"2,585",728,155,191,299,291,355,203,363
2021년06월_계_90~99세,394,121,25,23,53,42,54,33,43
2021년06월_계_100세 이상,16,4,1,1,2,5,2,0,1
2021년06월_남_총인구수,"12,304","5,187",648,730,"1,235","1,286","1,085",702,"1,431"
2021년06월_남_연령구간인구수,"12,304","5,187",648,730,"1,235","1,286","1,085",702,"1,431"
2021년06월_남_0~9세,527,313,24,22,23,50,27,22,46
2021년06월_남_10~19세,936,540,33,28,79,100,55,33,68
2021년06월_남_20~29세,"1,038",535,49,43,81,93,63,57,117
2021년06월_남_30~39세,836,412,26,34,64,88,84,55,73
2021년06월_남_40~49세,"1,511",709,78,86,121,167,112,83,155
2021년06월_남_50~59세,"2,521",992,144,173,288,269,208,125,322
2021년06월_남_60~69세,"2,398",861,146,148,314,252,229,139,309
2021년06월_남_70~79세,"1,605",544,85,126,158,169,188,115,220
2021년06월_남_80~89세,847,255,61,64,93,87,109,65,113
2021년06월_남_90~99세,83,26,2,6,14,9,10,8,8
2021년06월_남_100세 이상,2,0,0,0,0,2,0,0,0
2021년06월_여_총인구수,"12,951","5,479",626,759,"1,287","1,341","1,189",762,"1,508"
2021년06월_여_연령구간인구수,"12,951","5,479",626,759,"1,287","1,341","1,189",762,"1,508"
2021년06월_여_0~9세,549,332,16,23,26,56,33,21,42
2021년06월_여_10~19세,842,475,34,39,72,73,42,23,84
2021년06월_여_20~29세,862,470,33,39,54,87,56,47,76
2021년06월_여_30~39세,747,422,23,36,40,65,54,40,67
2021년06월_여_40~49세,"1,253",693,49,49,96,141,60,69,96
2021년06월_여_50~59세,"2,003",908,102,108,229,177,154,90,235
2021년06월_여_60~69세,"2,419",885,122,148,300,267,237,151,309
2021년06월_여_70~79세,"2,213",722,129,172,223,235,261,158,313
2021년06월_여_80~89세,"1,738",473,94,127,206,204,246,138,250
2021년06월_여_90~99세,311,95,23,17,39,33,44,25,35
2021년06월_여_100세 이상,14,4,1,1,2,3,2,0,1
2021년07월_계_총인구수,"25,181","10,647","1,266","1,491","2,505","2,636","2,259","1,448","2,929"
2021년07월_계_연령구간인구수,"25,181","10,647","1,266","1,491","2,505","2,636","2,259","1,448","2,929"
2021년07월_계_0~9세,"1,048",634,39,44,48,105,57,38,83
2021년07월_계_10~19세,"1,769","1,020",64,66,145,172,97,54,151
2021년07월_계_20~29세,"1,885",994,82,83,131,187,114,100,194
2021년07월_계_30~39세,"1,553",815,48,69,103,149,134,93,142
2021년07월_계_40~49세,"2,752","1,402",125,137,214,307,172,150,245
2021년07월_계_50~59세,"4,514","1,899",247,278,520,451,353,213,553
2021년07월_계_60~69세,"4,828","1,746",269,301,613,521,470,287,621
2021년07월_계_70~79세,"3,817","1,273",212,292,383,406,448,275,528
2021년07월_계_80~89세,"2,604",735,153,197,296,291,358,206,368
2021년07월_계_90~99세,395,124,26,23,51,42,54,32,43
2021년07월_계_100세 이상,16,5,1,1,1,5,2,0,1
2021년07월_남_총인구수,"12,260","5,172",643,733,"1,229","1,293","1,074",694,"1,422"
2021년07월_남_연령구간인구수,"12,260","5,172",643,733,"1,229","1,293","1,074",694,"1,422"
2021년07월_남_0~9세,511,307,22,22,23,49,25,20,43
2021년07월_남_10~19세,931,542,32,28,76,100,54,32,67
2021년07월_남_20~29세,"1,038",534,50,45,78,97,61,55,118
2021년07월_남_30~39세,820,402,26,33,63,85,82,53,76
2021년07월_남_40~49세,"1,497",707,75,86,120,167,110,81,151
2021년07월_남_50~59세,"2,515",990,144,172,290,273,205,124,317
2021년07월_남_60~69세,"2,404",862,148,151,313,252,229,138,311
2021년07월_남_70~79세,"1,611",547,84,126,158,173,188,117,218
2021년07월_남_80~89세,849,256,60,64,94,86,110,66,113
2021년07월_남_90~99세,81,24,2,6,14,9,10,8,8
2021년07월_남_100세 이상,3,1,0,0,0,2,0,0,0
2021년07월_여_총인구수,"12,921","5,475",623,758,"1,276","1,343","1,185",754,"1,507"
2021년07월_여_연령구간인구수,"12,921","5,475",623,758,"1,276","1,343","1,185",754,"1,507"
2021년07월_여_0~9세,537,327,17,22,25,56,32,18,40
2021년07월_여_10~19세,838,478,32,38,69,72,43,22,84
2021년07월_여_20~29세,847,460,32,38,53,90,53,45,76
2021년07월_여_30~39세,733,413,22,36,40,64,52,40,66
2021년07월_여_40~49세,"1,255",695,50,51,94,140,62,69,94
2021년07월_여_50~59세,"1,999",909,103,106,230,178,148,89,236
2021년07월_여_60~69세,"2,424",884,121,150,300,269,241,149,310
2021년07월_여_70~79세,"2,206",726,128,166,225,233,260,158,310
2021년07월_여_80~89세,"1,755",479,93,133,202,205,248,140,255
2021년07월_여_90~99세,314,100,24,17,37,33,44,24,35
2021년07월_여_100세 이상,13,4,1,1,1,3,2,0,1
2021년08월_계_총인구수,"25,161","10,616","1,266","1,489","2,506","2,638","2,272","1,442","2,932"
2021년08월_계_연령구간인구수,"25,161","10,616","1,266","1,489","2,506","2,638","2,272","1,442","2,932"
2021년08월_계_0~9세,"1,054",625,38,43,56,103,65,39,85
2021년08월_계_10~19세,"1,781","1,026",64,66,142,173,100,53,157
2021년08월_계_20~29세,"1,866",975,83,80,135,193,114,98,188
2021년08월_계_30~39세,"1,549",815,46,68,104,150,134,94,138
2021년08월_계_40~49세,"2,725","1,384",122,139,214,306,174,146,240
2021년08월_계_50~59세,"4,519","1,900",253,282,510,449,352,215,558
2021년08월_계_60~69세,"4,826","1,753",265,299,613,519,469,285,623
2021년08월_계_70~79세,"3,812","1,276",213,292,378,409,447,271,526
2021년08월_계_80~89세,"2,613",733,154,196,303,288,361,207,371
2021년08월_계_90~99세,400,124,27,23,50,43,54,34,45
2021년08월_계_100세 이상,16,5,1,1,1,5,2,0,1
2021년08월_남_총인구수,"12,241","5,161",641,730,"1,226","1,298","1,074",693,"1,418"
2021년08월_남_연령구간인구수,"12,241","5,161",641,730,"1,226","1,298","1,074",693,"1,418"
2021년08월_남_0~9세,513,302,22,21,28,50,28,21,41
2021년08월_남_10~19세,936,543,32,29,73,101,56,31,71
2021년08월_남_20~29세,"1,036",527,52,42,81,101,61,56,116
2021년08월_남_30~39세,811,401,22,32,62,87,80,54,73
2021년08월_남_40~49세,"1,477",700,73,87,119,165,108,79,146
2021년08월_남_50~59세,"2,519",993,147,173,285,272,205,124,320
2021년08월_남_60~69세,"2,405",867,147,149,314,252,229,137,310
2021년08월_남_70~79세,"1,607",546,83,126,157,175,186,115,219
2021년08월_남_80~89세,853,256,62,65,94,84,111,67,114
2021년08월_남_90~99세,81,25,1,6,13,9,10,9,8
2021년08월_남_100세 이상,3,1,0,0,0,2,0,0,0
2021년08월_여_총인구수,"12,920","5,455",625,759,"1,280","1,340","1,198",749,"1,514"
2021년08월_여_연령구간인구수,"12,920","5,455",625,759,"1,280","1,340","1,198",749,"1,514"
2021년08월_여_0~9세,541,323,16,22,28,53,37,18,44
2021년08월_여_10~19세,845,483,32,37,69,72,44,22,86
2021년08월_여_20~29세,830,448,31,38,54,92,53,42,72
2021년08월_여_30~39세,738,414,24,36,42,63,54,40,65
2021년08월_여_40~49세,"1,248",684,49,52,95,141,66,67,94
2021년08월_여_50~59세,"2,000",907,106,109,225,177,147,91,238
2021년08월_여_60~69세,"2,421",886,118,150,299,267,240,148,313
2021년08월_여_70~79세,"2,205",730,130,166,221,234,261,156,307
2021년08월_여_80~89세,"1,760",477,92,131,209,204,250,140,257
2021년08월_여_90~99세,319,99,26,17,37,34,44,25,37
2021년08월_여_100세 이상,13,4,1,1,1,3,2,0,1
2021년09월_계_총인구수,"25,095","10,561","1,270","1,492","2,510","2,632","2,259","1,435","2,936"
2021년09월_계_연령구간인구수,"25,095","10,561","1,270","1,492","2,510","2,632","2,259","1,435","2,936"
2021년09월_계_0~9세,"1,048",615,41,46,56,103,63,37,87
2021년09월_계_10~19세,"1,776","1,022",62,66,143,172,103,53,155
2021년09월_계_20~29세,"1,830",961,84,81,137,187,105,92,183
2021년09월_계_30~39세,"1,532",802,47,68,106,145,129,93,142
2021년09월_계_40~49세,"2,705","1,369",120,138,213,308,172,146,239
2021년09월_계_50~59세,"4,504","1,893",253,285,506,447,350,213,557
2021년09월_계_60~69세,"4,856","1,759",269,298,615,523,476,286,630
2021년09월_계_70~79세,"3,790","1,267",209,290,373,411,445,273,522
2021년09월_계_80~89세,"2,641",745,158,196,309,289,360,208,376
2021년09월_계_90~99세,399,123,26,24,52,42,54,34,44
2021년09월_계_100세 이상,14,5,1,0,0,5,2,0,1
2021년09월_남_총인구수,"12,223","5,142",644,732,"1,226","1,295","1,073",692,"1,419"
2021년09월_남_연령구간인구수,"12,223","5,142",644,732,"1,226","1,295","1,073",692,"1,419"
2021년09월_남_0~9세,506,292,24,23,28,49,28,20,42
2021년09월_남_10~19세,936,543,32,29,73,102,57,31,69
2021년09월_남_20~29세,"1,031",531,51,42,83,97,58,54,115
2021년09월_남_30~39세,794,391,23,33,61,83,76,54,73
2021년09월_남_40~49세,"1,473",698,71,87,118,169,106,80,144
2021년09월_남_50~59세,"2,513",988,147,174,286,269,206,122,321
2021년09월_남_60~69세,"2,426",872,150,148,313,255,237,138,313
2021년09월_남_70~79세,"1,600",539,83,125,154,176,187,116,220
2021년09월_남_80~89세,860,262,62,65,97,84,108,68,114
2021년09월_남_90~99세,81,25,1,6,13,9,10,9,8
2021년09월_남_100세 이상,3,1,0,0,0,2,0,0,0
2021년09월_여_총인구수,"12,872","5,419",626,760,"1,284","1,337","1,186",743,"1,517"
2021년09월_여_연령구간인구수,"12,872","5,419",626,760,"1,284","1,337","1,186",743,"1,517"
2021년09월_여_0~9세,542,323,17,23,28,54,35,17,45
2021년09월_여_10~19세,840,479,30,37,70,70,46,22,86
2021년09월_여_20~29세,799,430,33,39,54,90,47,38,68
2021년09월_여_30~39세,738,411,24,35,45,62,53,39,69
2021년09월_여_40~49세,"1,232",671,49,51,95,139,66,66,95
2021년09월_여_50~59세,"1,991",905,106,111,220,178,144,91,236
2021년09월_여_60~69세,"2,430",887,119,150,302,268,239,148,317
2021년09월_여_70~79세,"2,190",728,126,165,219,235,258,157,302
2021년09월_여_80~89세,"1,781",483,96,131,212,205,252,140,262
2021년09월_여_90~99세,318,98,25,18,39,33,44,25,36
2021년09월_여_100세 이상,11,4,1,0,0,3,2,0,1
2021년10월_계_총인구수,"25,121","10,635","1,261","1,497","2,510","2,613","2,243","1,435","2,927"
2021년10월_계_연령구간인구수,"25,121","10,635","1,261","1,497","2,510","2,613","2,243","1,435","2,927"
2021년10월_계_0~9세,"1,036",624,37,44,53,97,62,37,82
2021년10월_계_10~19세,"1,780","1,026",62,67,142,175,102,51,155
2021년10월_계_20~29세,"1,835",969,82,80,136,187,102,95,184
2021년10월_계_30~39세,"1,525",808,47,72,104,136,127,92,139
2021년10월_계_40~49세,"2,695","1,373",117,138,218,298,168,141,242
2021년10월_계_50~59세,"4,531","1,912",254,286,503,452,353,216,555
2021년10월_계_60~69세,"4,854","1,763",262,301,620,519,476,288,625
2021년10월_계_70~79세,"3,795","1,276",212,289,373,411,441,271,522
2021년10월_계_80~89세,"2,655",752,161,196,309,290,358,211,378
2021년10월_계_90~99세,401,127,26,24,52,43,52,33,44
2021년10월_계_100세 이상,14,5,1,0,0,5,2,0,1
2021년10월_남_총인구수,"12,237","5,177",641,734,"1,228","1,282","1,069",694,"1,412"
2021년10월_남_연령구간인구수,"12,237","5,177",641,734,"1,228","1,282","1,069",694,"1,412"
2021년10월_남_0~9세,502,298,22,22,27,48,27,20,38
2021년10월_남_10~19세,933,544,32,30,70,104,56,29,68
2021년10월_남_20~29세,"1,037",538,51,41,83,93,59,56,116
2021년10월_남_30~39세,789,391,22,35,61,78,74,56,72
2021년10월_남_40~49세,"1,457",696,69,87,121,160,103,76,145
2021년10월_남_50~59세,"2,531","1,001",147,173,284,274,208,125,319
2021년10월_남_60~69세,"2,429",873,148,150,316,253,237,140,312
2021년10월_남_70~79세,"1,607",545,84,124,156,176,187,115,220
2021년10월_남_80~89세,868,264,65,66,97,85,109,68,114
2021년10월_남_90~99세,81,26,1,6,13,9,9,9,8
2021년10월_남_100세 이상,3,1,0,0,0,2,0,0,0
2021년10월_여_총인구수,"12,884","5,458",620,763,"1,282","1,331","1,174",741,"1,515"
2021년10월_여_연령구간인구수,"12,884","5,458",620,763,"1,282","1,331","1,174",741,"1,515"
2021년10월_여_0~9세,534,326,15,22,26,49,35,17,44
2021년10월_여_10~19세,847,482,30,37,72,71,46,22,87
