카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년07월_남_50~59세,"20,636",842,351,195,662,310,"1,056",126,968,356,119,335,130,715,"1,064","1,599",679,"2,390","2,057","3,058","2,036","1,588"
2020년07월_남_60~69세,"13,246",660,341,208,685,375,727,155,680,347,138,338,162,442,834,742,511,"1,666",860,"1,865",825,685
2020년07월_남_70~79세,"5,017",281,232,107,371,214,395,63,299,205,91,231,94,158,284,178,150,406,231,565,253,209
2020년07월_남_80~89세,"1,468",97,88,44,142,80,105,17,108,78,30,99,36,42,68,40,26,89,32,116,65,66
2020년07월_남_90~99세,123,7,3,4,11,6,11,3,10,6,3,6,3,5,6,5,1,3,5,13,6,6
2020년07월_남_100세 이상,7,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020년07월_여_총인구수,"117,074","3,849","1,528",797,"3,716","1,452","5,857",543,"3,778","1,758",545,"1,590",693,"2,870","4,420","12,705","3,330","12,715","8,823","17,491","17,072","11,542"
2020년07월_여_연령구간인구수,"117,074","3,849","1,528",797,"3,716","1,452","5,857",543,"3,778","1,758",545,"1,590",693,"2,870","4,420","12,705","3,330","12,715","8,823","17,491","17,072","11,542"
2020년07월_여_0~9세,"13,416",279,34,17,199,32,755,15,252,99,12,34,28,211,271,"2,283",293,"1,297",790,"1,777","3,017","1,721"
2020년07월_여_10~19세,"13,211",304,61,29,294,67,547,23,321,120,12,47,33,322,447,"1,595",284,"1,417","1,092","2,078","2,363","1,755"
2020년07월_여_20~29세,"10,756",295,105,35,263,81,408,31,331,146,29,104,35,282,457,"1,066",327,"1,333","1,126","1,880","1,456",966
2020년07월_여_30~39세,"17,884",408,89,35,310,64,948,27,403,147,27,80,45,280,431,"2,914",483,"1,773","1,238","2,551","3,596","2,035"
2020년07월_여_40~49세,"21,606",568,153,64,455,133,946,49,572,181,39,141,71,490,732,"2,545",577,"2,360","1,791","3,449","3,559","2,731"
2020년07월_여_50~59세,"18,207",767,292,142,637,293,864,115,737,316,90,283,115,545,913,"1,294",669,"2,421","1,636","2,944","1,812","1,322"
2020년07월_여_60~69세,"12,197",622,351,182,670,329,689,126,576,348,123,334,144,396,700,634,463,"1,426",801,"1,875",790,618
2020년07월_여_70~79세,"5,686",336,250,172,440,245,411,101,311,209,114,293,125,206,304,220,143,432,213,610,316,235
2020년07월_여_80~89세,"3,426",234,168,105,354,172,248,47,234,154,80,234,81,118,139,128,77,211,110,277,127,128
2020년07월_여_90~99세,648,34,25,16,87,34,37,9,40,37,19,39,15,12,24,26,14,43,25,48,35,29
2020년07월_여_100세 이상,37,2,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,2,1,2
2020년08월_계_총인구수,"246,402","7,858","3,157","1,604","7,334","2,981","12,241","1,119","8,351","3,656","1,101","3,202","1,398","6,391","9,603","27,470","7,266","26,577","20,603","36,055","34,733","23,702"
2020년08월_계_연령구간인구수,"246,402","7,858","3,157","1,604","7,334","2,981","12,241","1,119","8,351","3,656","1,101","3,202","1,398","6,391","9,603","27,470","7,266","26,577","20,603","36,055","34,733","23,702"
2020년08월_계_0~9세,"27,507",556,83,29,429,65,"1,530",38,533,199,27,82,60,435,570,"4,669",618,"2,632","1,615","3,700","6,034","3,603"
2020년08월_계_10~19세,"27,935",644,127,63,599,161,"1,111",52,684,277,29,117,73,666,992,"3,340",630,"3,093","2,291","4,355","4,899","3,732"
2020년08월_계_20~29세,"24,479",687,246,84,570,228,948,72,791,301,57,230,76,687,"1,037","2,446",844,"2,914","2,831","4,157","3,049","2,224"
2020년08월_계_30~39세,"37,909",837,223,88,655,152,"1,900",79,940,336,69,186,102,719,981,"6,218","1,096","3,806","3,416","5,339","6,970","3,797"
2020년08월_계_40~49세,"47,596","1,244",372,160,991,317,"2,193",114,"1,432",481,110,396,178,"1,234","1,677","5,918","1,343","4,991","4,462","7,092","7,456","5,435"
2020년08월_계_50~59세,"38,852","1,591",639,341,"1,312",595,"1,907",240,"1,696",674,208,613,249,"1,265","1,973","2,891","1,334","4,809","3,700","5,998","3,884","2,933"
2020년08월_계_60~69세,"25,688","1,308",701,389,"1,362",709,"1,437",285,"1,269",697,264,675,307,839,"1,544","1,388",983,"3,143","1,669","3,775","1,633","1,311"
2020년08월_계_70~79세,"10,717",616,482,279,810,463,808,164,607,413,206,526,216,363,589,401,298,840,443,"1,178",574,441
2020년08월_계_80~89세,"4,898",330,256,151,500,250,354,64,346,233,108,329,116,158,206,168,105,300,144,396,192,192
2020년08월_계_90~99세,777,41,27,20,97,39,49,11,52,44,23,47,20,17,30,31,15,47,31,63,41,32
2020년08월_계_100세 이상,44,4,1,0,9,2,4,0,1,1,0,1,1,8,4,0,0,2,1,2,1,2
2020년08월_남_총인구수,"129,473","3,990","1,629",812,"3,610","1,535","6,382",572,"4,591","1,903",554,"1,620",704,"3,540","5,198","14,776","3,937","13,871","11,817","18,606","17,669","12,157"
2020년08월_남_연령구간인구수,"129,473","3,990","1,629",812,"3,610","1,535","6,382",572,"4,591","1,903",554,"1,620",704,"3,540","5,198","14,776","3,937","13,871","11,817","18,606","17,669","12,157"
2020년08월_남_0~9세,"14,194",274,48,14,230,34,783,22,286,102,15,47,31,229,301,"2,408",323,"1,347",840,"1,936","3,040","1,884"
2020년08월_남_10~19세,"14,731",338,67,34,302,93,560,29,366,155,17,73,40,347,552,"1,729",345,"1,686","1,203","2,282","2,534","1,979"
2020년08월_남_20~29세,"13,784",393,139,50,313,148,536,42,466,158,29,127,43,402,582,"1,396",525,"1,576","1,722","2,289","1,593","1,255"
2020년08월_남_30~39세,"20,147",425,134,56,346,89,964,52,547,190,41,107,53,447,558,"3,322",609,"2,040","2,177","2,820","3,400","1,770"
2020년08월_남_40~49세,"25,985",669,224,96,542,185,"1,241",63,854,298,70,257,111,751,947,"3,356",767,"2,644","2,682","3,647","3,883","2,698"
2020년08월_남_50~59세,"20,633",831,346,199,663,306,"1,048",124,964,361,118,333,131,714,"1,056","1,593",676,"2,389","2,061","3,057","2,056","1,607"
2020년08월_남_60~69세,"13,366",674,346,206,689,377,739,158,690,350,140,341,163,446,842,747,511,"1,688",866,"1,875",833,685
2020년08월_남_70~79세,"5,018",280,230,108,368,218,393,63,298,203,91,231,92,158,285,179,153,408,227,566,258,209
2020년08월_남_80~89세,"1,483",98,91,45,144,79,106,16,110,80,30,98,37,41,68,41,27,89,34,119,66,64
2020년08월_남_90~99세,124,6,3,4,11,6,12,3,10,6,3,6,3,5,5,5,1,4,5,14,6,6
2020년08월_남_100세 이상,8,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020년08월_여_총인구수,"116,929","3,868","1,528",792,"3,724","1,446","5,859",547,"3,760","1,753",547,"1,582",694,"2,851","4,405","12,694","3,329","12,706","8,786","17,449","17,064","11,545"
2020년08월_여_연령구간인구수,"116,929","3,868","1,528",792,"3,724","1,446","5,859",547,"3,760","1,753",547,"1,582",694,"2,851","4,405","12,694","3,329","12,706","8,786","17,449","17,064","11,545"
2020년08월_여_0~9세,"13,313",282,35,15,199,31,747,16,247,97,12,35,29,206,269,"2,261",295,"1,285",775,"1,764","2,994","1,719"
2020년08월_여_10~19세,"13,204",306,60,29,297,68,551,23,318,122,12,44,33,319,440,"1,611",285,"1,407","1,088","2,073","2,365","1,753"
2020년08월_여_20~29세,"10,695",294,107,34,257,80,412,30,325,143,28,103,33,285,455,"1,050",319,"1,338","1,109","1,868","1,456",969
2020년08월_여_30~39세,"17,762",412,89,32,309,63,936,27,393,146,28,79,49,272,423,"2,896",487,"1,766","1,239","2,519","3,570","2,027"
2020년08월_여_40~49세,"21,611",575,148,64,449,132,952,51,578,183,40,139,67,483,730,"2,562",576,"2,347","1,780","3,445","3,573","2,737"
2020년08월_여_50~59세,"18,219",760,293,142,649,289,859,116,732,313,90,280,118,551,917,"1,298",658,"2,420","1,639","2,941","1,828","1,326"
2020년08월_여_60~69세,"12,322",634,355,183,673,332,698,127,579,347,124,334,144,393,702,641,472,"1,455",803,"1,900",800,626
2020년08월_여_70~79세,"5,699",336,252,171,442,245,415,101,309,210,115,295,124,205,304,222,145,432,216,612,316,232
2020년08월_여_80~89세,"3,415",232,165,106,356,171,248,48,236,153,78,231,79,117,138,127,78,211,110,277,126,128
2020년08월_여_90~99세,653,35,24,16,86,33,37,8,42,38,20,41,17,12,25,26,14,43,26,49,35,26
2020년08월_여_100세 이상,36,2,0,0,7,2,4,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
2020년09월_계_총인구수,"246,231","7,874","3,146","1,599","7,320","2,998","12,223","1,123","8,343","3,646","1,101","3,193","1,398","6,383","9,587","27,463","7,275","26,576","20,589","35,968","34,730","23,696"
2020년09월_계_연령구간인구수,"246,231","7,874","3,146","1,599","7,320","2,998","12,223","1,123","8,343","3,646","1,101","3,193","1,398","6,383","9,587","27,463","7,275","26,576","20,589","35,968","34,730","23,696"
2020년09월_계_0~9세,"27,314",557,84,26,424,71,"1,511",39,531,196,27,83,59,429,570,"4,643",611,"2,604","1,617","3,647","6,006","3,579"
2020년09월_계_10~19세,"27,960",641,128,63,599,163,"1,115",56,687,275,26,117,72,669,977,"3,363",642,"3,092","2,282","4,366","4,908","3,719"
2020년09월_계_20~29세,"24,410",678,244,84,565,229,955,70,788,301,56,223,73,679,"1,034","2,431",840,"2,922","2,828","4,142","3,034","2,234"
2020년09월_계_30~39세,"37,598",840,222,87,644,154,"1,882",79,922,330,67,186,104,711,977,"6,172","1,088","3,767","3,393","5,281","6,915","3,777"
2020년09월_계_40~49세,"47,575","1,239",367,158,993,320,"2,202",115,"1,430",476,113,386,172,"1,232","1,665","5,948","1,340","4,996","4,436","7,067","7,484","5,436"
2020년09월_계_50~59세,"38,953","1,602",637,339,"1,311",598,"1,898",241,"1,698",668,209,614,254,"1,259","1,971","2,893","1,336","4,826","3,712","6,018","3,918","2,951"
2020년09월_계_60~69세,"25,955","1,326",701,390,"1,366",708,"1,443",284,"1,281",705,265,684,312,858,"1,565","1,411",997,"3,168","1,700","3,804","1,659","1,328"
2020년09월_계_70~79세,"10,730",618,483,279,814,465,810,164,608,415,203,523,214,361,588,402,300,849,444,"1,170",576,444
2020년09월_계_80~89세,"4,902",328,249,154,493,249,353,64,344,235,111,330,116,159,207,167,107,304,146,405,187,194
2020년09월_계_90~99세,789,41,30,19,101,39,50,11,53,44,24,46,21,18,29,33,14,46,30,66,42,32
2020년09월_계_100세 이상,45,4,1,0,10,2,4,0,1,1,0,1,1,8,4,0,0,2,1,2,1,2
2020년09월_남_총인구수,"129,325","4,000","1,620",809,"3,603","1,546","6,365",575,"4,575","1,892",554,"1,611",702,"3,527","5,194","14,766","3,949","13,870","11,788","18,550","17,677","12,152"
2020년09월_남_연령구간인구수,"129,325","4,000","1,620",809,"3,603","1,546","6,365",575,"4,575","1,892",554,"1,611",702,"3,527","5,194","14,766","3,949","13,870","11,788","18,550","17,677","12,152"
2020년09월_남_0~9세,"14,119",276,49,13,228,38,771,24,288,98,15,48,32,228,301,"2,395",323,"1,336",840,"1,906","3,029","1,881"
2020년09월_남_10~19세,"14,729",335,69,35,298,93,566,32,367,152,14,73,36,346,544,"1,744",351,"1,683","1,199","2,285","2,538","1,969"
2020년09월_남_20~29세,"13,738",384,136,50,314,150,539,40,462,160,29,124,42,396,578,"1,394",520,"1,590","1,710","2,278","1,595","1,247"
2020년09월_남_30~39세,"19,932",429,134,55,339,89,952,52,531,187,39,108,55,436,556,"3,291",612,"1,999","2,158","2,775","3,364","1,771"
2020년09월_남_40~49세,"25,961",664,217,95,542,189,"1,241",64,847,294,74,249,106,746,943,"3,363",771,"2,651","2,669","3,646","3,899","2,691"
2020년09월_남_50~59세,"20,713",842,343,198,665,307,"1,044",124,969,355,119,333,134,715,"1,062","1,600",675,"2,398","2,060","3,074","2,076","1,620"
2020년09월_남_60~69세,"13,482",683,348,205,689,375,741,158,694,357,140,345,166,455,847,753,514,"1,704",885,"1,887",846,690
2020년09월_남_70~79세,"5,040",283,231,108,370,220,395,63,297,204,91,229,91,158,288,182,155,414,227,562,259,213
2020년09월_남_80~89세,"1,481",96,89,47,144,78,104,15,110,81,31,97,37,42,68,39,27,91,35,121,65,64
2020년09월_남_90~99세,122,6,3,3,12,7,12,3,10,4,2,5,3,5,5,5,1,4,5,15,6,6
2020년09월_남_100세 이상,8,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020년09월_여_총인구수,"116,906","3,874","1,526",790,"3,717","1,452","5,858",548,"3,768","1,754",547,"1,582",696,"2,856","4,393","12,697","3,326","12,706","8,801","17,418","17,053","11,544"
2020년09월_여_연령구간인구수,"116,906","3,874","1,526",790,"3,717","1,452","5,858",548,"3,768","1,754",547,"1,582",696,"2,856","4,393","12,697","3,326","12,706","8,801","17,418","17,053","11,544"
2020년09월_여_0~9세,"13,195",281,35,13,196,33,740,15,243,98,12,35,27,201,269,"2,248",288,"1,268",777,"1,741","2,977","1,698"
2020년09월_여_10~19세,"13,231",306,59,28,301,70,549,24,320,123,12,44,36,323,433,"1,619",291,"1,409","1,083","2,081","2,370","1,750"
2020년09월_여_20~29세,"10,672",294,108,34,251,79,416,30,326,141,27,99,31,283,456,"1,037",320,"1,332","1,118","1,864","1,439",987
2020년09월_여_30~39세,"17,666",411,88,32,305,65,930,27,391,143,28,78,49,275,421,"2,881",476,"1,768","1,235","2,506","3,551","2,006"
2020년09월_여_40~49세,"21,614",575,150,63,451,131,961,51,583,182,39,137,66,486,722,"2,585",569,"2,345","1,767","3,421","3,585","2,745"
2020년09월_여_50~59세,"18,240",760,294,141,646,291,854,117,729,313,90,281,120,544,909,"1,293",661,"2,428","1,652","2,944","1,842","1,331"
2020년09월_여_60~69세,"12,473",643,353,185,677,333,702,126,587,348,125,339,146,403,718,658,483,"1,464",815,"1,917",813,638
2020년09월_여_70~79세,"5,690",335,252,171,444,245,415,101,311,211,112,294,123,203,300,220,145,435,217,608,317,231
2020년09월_여_80~89세,"3,421",232,160,107,349,171,249,49,234,154,80,233,79,117,139,128,80,213,111,284,122,130
2020년09월_여_90~99세,667,35,27,16,89,32,38,8,43,40,22,41,18,13,24,28,13,42,25,51,36,26
2020년09월_여_100세 이상,37,2,0,0,8,2,4,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
2020년10월_계_총인구수,"246,133","7,904","3,135","1,608","7,329","2,986","12,207","1,124","8,306","3,649","1,099","3,193","1,398","6,346","9,548","27,466","7,291","26,573","20,592","35,906","34,752","23,721"
2020년10월_계_연령구간인구수,"246,133","7,904","3,135","1,608","7,329","2,986","12,207","1,124","8,306","3,649","1,099","3,193","1,398","6,346","9,548","27,466","7,291","26,573","20,592","35,906","34,752","23,721"
2020년10월_계_0~9세,"27,108",559,83,29,417,67,"1,489",41,521,194,27,83,55,429,558,"4,618",604,"2,596","1,609","3,617","5,958","3,554"
2020년10월_계_10~19세,"27,928",641,123,62,599,161,"1,124",57,673,274,25,116,72,659,979,"3,371",633,"3,071","2,281","4,341","4,940","3,726"
2020년10월_계_20~29세,"24,487",681,243,87,569,227,954,68,801,299,55,222,71,683,"1,031","2,442",853,"2,922","2,834","4,151","3,050","2,244"
2020년10월_계_30~39세,"37,222",828,218,88,644,153,"1,862",80,906,329,66,183,103,694,956,"6,120","1,083","3,743","3,357","5,210","6,849","3,750"
2020년10월_계_40~49세,"47,580","1,241",362,156,995,320,"2,204",113,"1,405",470,113,389,171,"1,225","1,647","5,975","1,347","4,987","4,447","7,074","7,511","5,428"
2020년10월_계_50~59세,"39,115","1,620",639,341,"1,305",595,"1,907",241,"1,707",672,211,604,256,"1,254","1,974","2,921","1,349","4,838","3,720","6,024","3,949","2,988"
2020년10월_계_60~69세,"26,161","1,343",703,391,"1,379",710,"1,450",283,"1,281",711,267,696,316,852,"1,568","1,419","1,002","3,199","1,718","3,838","1,683","1,352"
2020년10월_계_70~79세,"10,784",617,481,283,817,467,810,166,607,416,201,525,215,364,592,403,300,865,449,"1,174",583,449
2020년10월_계_80~89세,"4,915",327,252,152,493,247,355,64,350,239,111,328,118,160,208,167,106,304,145,407,186,196
2020년10월_계_90~99세,788,43,30,19,100,37,49,11,54,44,23,46,20,18,31,30,14,46,31,68,42,32
2020년10월_계_100세 이상,45,4,1,0,11,2,3,0,1,1,0,1,1,8,4,0,0,2,1,2,1,2
2020년10월_남_총인구수,"129,230","4,015","1,616",813,"3,612","1,543","6,356",571,"4,561","1,896",554,"1,612",704,"3,500","5,167","14,768","3,958","13,849","11,778","18,516","17,688","12,153"
2020년10월_남_연령구간인구수,"129,230","4,015","1,616",813,"3,612","1,543","6,356",571,"4,561","1,896",554,"1,612",704,"3,500","5,167","14,768","3,958","13,849","11,778","18,516","17,688","12,153"
2020년10월_남_0~9세,"14,023",275,49,13,223,37,757,23,285,98,15,48,30,231,297,"2,385",324,"1,329",837,"1,893","3,005","1,869"
2020년10월_남_10~19세,"14,683",337,67,34,299,91,576,32,361,151,13,71,37,343,545,"1,744",343,"1,664","1,198","2,265","2,548","1,964"
2020년10월_남_20~29세,"13,784",386,135,52,316,148,536,39,471,157,29,124,42,395,575,"1,411",529,"1,578","1,714","2,291","1,606","1,250"
2020년10월_남_30~39세,"19,714",423,134,55,340,88,941,52,521,185,39,106,55,420,544,"3,259",611,"1,995","2,128","2,733","3,335","1,750"
2020년10월_남_40~49세,"25,940",665,211,93,544,188,"1,245",62,836,292,73,251,105,740,931,"3,371",772,"2,646","2,674","3,649","3,904","2,688"
2020년10월_남_50~59세,"20,829",847,346,201,662,305,"1,046",124,975,360,120,332,137,712,"1,069","1,619",685,"2,412","2,066","3,073","2,094","1,644"
2020년10월_남_60~69세,"13,570",695,348,204,697,379,746,156,693,360,142,349,166,453,842,754,513,"1,711",893,"1,905",862,702
2020년10월_남_70~79세,"5,067",282,230,111,372,222,394,65,296,207,90,230,92,160,288,183,153,417,229,566,264,216
2020년10월_남_80~89세,"1,487",96,92,47,146,78,103,14,112,82,31,96,37,41,69,38,27,93,34,123,64,64
2020년10월_남_90~99세,125,7,3,3,11,7,12,4,11,4,2,5,3,5,5,4,1,4,5,17,6,6
2020년10월_남_100세 이상,8,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020년10월_여_총인구수,"116,903","3,889","1,519",795,"3,717","1,443","5,851",553,"3,745","1,753",545,"1,581",694,"2,846","4,381","12,698","3,333","12,724","8,814","17,390","17,064","11,568"
2020년10월_여_연령구간인구수,"116,903","3,889","1,519",795,"3,717","1,443","5,851",553,"3,745","1,753",545,"1,581",694,"2,846","4,381","12,698","3,333","12,724","8,814","17,390","17,064","11,568"
2020년10월_여_0~9세,"13,085",284,34,16,194,30,732,18,236,96,12,35,25,198,261,"2,233",280,"1,267",772,"1,724","2,953","1,685"
2020년10월_여_10~19세,"13,245",304,56,28,300,70,548,25,312,123,12,45,35,316,434,"1,627",290,"1,407","1,083","2,076","2,392","1,762"
2020년10월_여_20~29세,"10,703",295,108,35,253,79,418,29,330,142,26,98,29,288,456,"1,031",324,"1,344","1,120","1,860","1,444",994
2020년10월_여_30~39세,"17,508",405,84,33,304,65,921,28,385,144,27,77,48,274,412,"2,861",472,"1,748","1,229","2,477","3,514","2,000"
2020년10월_여_40~49세,"21,640",576,151,63,451,132,959,51,569,178,40,138,66,485,716,"2,604",575,"2,341","1,773","3,425","3,607","2,740"
2020년10월_여_50~59세,"18,286",773,293,140,643,290,861,117,732,312,91,272,119,542,905,"1,302",664,"2,426","1,654","2,951","1,855","1,344"
2020년10월_여_60~69세,"12,591",648,355,187,682,331,704,127,588,351,125,347,150,399,726,665,489,"1,488",825,"1,933",821,650
2020년10월_여_70~79세,"5,717",335,251,172,445,245,416,101,311,209,111,295,123,204,304,220,147,448,220,608,319,233
2020년10월_여_80~89세,"3,428",231,160,105,347,169,252,50,238,157,80,232,81,119,139,129,79,211,111,284,122,132
2020년10월_여_90~99세,663,36,27,16,89,30,37,7,43,40,21,41,17,13,26,26,13,42,26,51,36,26
2020년10월_여_100세 이상,37,2,0,0,9,2,3,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
2020년11월_계_총인구수,"245,956","7,929","3,139","1,604","7,302","2,991","12,168","1,127","8,294","3,643","1,097","3,183","1,402","6,314","9,510","27,400","7,311","26,609","20,592","35,837","34,763","23,741"
2020년11월_계_연령구간인구수,"245,956","7,929","3,139","1,604","7,302","2,991","12,168","1,127","8,294","3,643","1,097","3,183","1,402","6,314","9,510","27,400","7,311","26,609","20,592","35,837","34,763","23,741"
2020년11월_계_0~9세,"26,935",560,84,27,413,67,"1,479",43,516,192,27,83,60,417,552,"4,587",607,"2,586","1,602","3,593","5,907","3,533"
2020년11월_계_10~19세,"27,943",639,120,61,591,163,"1,116",57,674,272,25,114,66,652,974,"3,390",639,"3,079","2,281","4,327","4,972","3,731"
2020년11월_계_20~29세,"24,439",677,239,88,569,226,944,68,802,296,52,215,72,682,"1,025","2,416",847,"2,932","2,809","4,163","3,061","2,256"
2020년11월_계_30~39세,"36,877",828,226,86,630,153,"1,844",79,890,319,67,184,102,683,941,"6,032","1,088","3,723","3,354","5,148","6,784","3,716"
2020년11월_계_40~49세,"47,624","1,235",360,157,997,323,"2,203",112,"1,400",461,108,387,173,"1,223","1,643","6,016","1,333","5,002","4,453","7,051","7,552","5,435"
2020년11월_계_50~59세,"39,199","1,621",636,340,"1,305",597,"1,904",242,"1,706",686,214,600,257,"1,258","1,963","2,919","1,363","4,823","3,732","6,034","3,973","3,026"
2020년11월_계_60~69세,"26,358","1,366",707,392,"1,376",710,"1,458",286,"1,292",712,269,702,317,854,"1,577","1,432","1,012","3,232","1,739","3,866","1,694","1,365"
2020년11월_계_70~79세,"10,815",626,486,279,814,465,811,165,611,422,201,526,218,361,591,411,303,870,444,"1,174",588,449
2020년11월_계_80~89세,"4,926",328,251,153,496,247,357,64,348,238,111,326,117,158,211,169,104,311,146,408,187,196
2020년11월_계_90~99세,792,45,29,21,100,38,49,11,53,44,23,45,19,18,29,28,15,49,30,71,43,32
2020년11월_계_100세 이상,48,4,1,0,11,2,3,0,2,1,0,1,1,8,4,0,0,2,2,2,2,2
2020년11월_남_총인구수,"129,085","4,026","1,621",807,"3,601","1,541","6,325",571,"4,551","1,890",550,"1,608",700,"3,496","5,155","14,724","3,965","13,858","11,772","18,478","17,693","12,153"
2020년11월_남_연령구간인구수,"129,085","4,026","1,621",807,"3,601","1,541","6,325",571,"4,551","1,890",550,"1,608",700,"3,496","5,155","14,724","3,965","13,858","11,772","18,478","17,693","12,153"
2020년11월_남_0~9세,"13,925",279,51,12,221,37,750,23,280,98,15,47,33,225,293,"2,367",322,"1,323",835,"1,888","2,980","1,846"
2020년11월_남_10~19세,"14,676",331,66,34,297,91,573,33,359,149,14,69,32,341,544,"1,760",346,"1,671","1,192","2,251","2,562","1,961"
2020년11월_남_20~29세,"13,776",384,134,52,311,146,534,38,473,154,27,123,43,401,573,"1,383",530,"1,582","1,704","2,303","1,619","1,262"
2020년11월_남_30~39세,"19,492",426,138,54,333,88,925,50,513,181,38,104,53,410,536,"3,213",612,"1,979","2,122","2,694","3,292","1,731"
2020년11월_남_40~49세,"25,968",664,210,92,549,189,"1,242",63,829,285,69,248,107,741,932,"3,397",759,"2,650","2,680","3,640","3,929","2,693"
2020년11월_남_50~59세,"20,880",842,345,200,660,304,"1,042",123,975,367,121,327,139,717,"1,067","1,615",699,"2,411","2,079","3,079","2,105","1,663"
2020년11월_남_60~69세,"13,652",709,347,205,702,379,749,158,699,362,143,355,165,454,845,760,515,"1,718",896,"1,913",867,711
2020년11월_남_70~79세,"5,097",287,235,109,368,222,395,65,301,209,90,233,91,159,288,187,155,424,225,569,270,215
2020년11월_남_80~89세,"1,485",95,91,46,147,77,103,14,111,81,31,97,35,43,70,38,26,96,34,122,63,65
2020년11월_남_90~99세,125,7,3,3,11,8,12,4,11,4,2,5,2,5,5,4,1,4,5,18,5,6
2020년11월_남_100세 이상,9,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
2020년11월_여_총인구수,"116,871","3,903","1,518",797,"3,701","1,450","5,843",556,"3,743","1,753",547,"1,575",702,"2,818","4,355","12,676","3,346","12,751","8,820","17,359","17,070","11,588"
2020년11월_여_연령구간인구수,"116,871","3,903","1,518",797,"3,701","1,450","5,843",556,"3,743","1,753",547,"1,575",702,"2,818","4,355","12,676","3,346","12,751","8,820","17,359","17,070","11,588"
2020년11월_여_0~9세,"13,010",281,33,15,192,30,729,20,236,94,12,36,27,192,259,"2,220",285,"1,263",767,"1,705","2,927","1,687"
2020년11월_여_10~19세,"13,267",308,54,27,294,72,543,24,315,123,11,45,34,311,430,"1,630",293,"1,408","1,089","2,076","2,410","1,770"
2020년11월_여_20~29세,"10,663",293,105,36,258,80,410,30,329,142,25,92,29,281,452,"1,033",317,"1,350","1,105","1,860","1,442",994
2020년11월_여_30~39세,"17,385",402,88,32,297,65,919,29,377,138,29,80,49,273,405,"2,819",476,"1,744","1,232","2,454","3,492","1,985"
2020년11월_여_40~49세,"21,656",571,150,65,448,134,961,49,571,176,39,139,66,482,711,"2,619",574,"2,352","1,773","3,411","3,623","2,742"
2020년11월_여_50~59세,"18,319",779,291,140,645,293,862,119,731,319,93,273,118,541,896,"1,304",664,"2,412","1,653","2,955","1,868","1,363"
2020년11월_여_60~69세,"12,706",657,360,187,674,331,709,128,593,350,126,347,152,400,732,672,497,"1,514",843,"1,953",827,654
2020년11월_여_70~79세,"5,718",339,251,170,446,243,416,100,310,213,111,293,127,202,303,224,148,446,219,605,318,234
2020년11월_여_80~89세,"3,441",233,160,107,349,170,254,50,237,157,80,229,82,115,141,131,78,215,112,286,124,131
2020년11월_여_90~99세,667,38,26,18,89,30,37,7,42,40,21,40,17,13,24,24,14,45,25,53,38,26
2020년11월_여_100세 이상,39,2,0,0,9,2,3,0,2,1,0,1,1,8,2,0,0,2,2,1,1,2
2020년12월_계_총인구수,"245,754","7,961","3,131","1,605","7,293","2,972","12,172","1,130","8,298","3,632","1,096","3,173","1,398","6,294","9,474","27,363","7,370","26,565","20,558","35,739","34,743","23,787"
2020년12월_계_연령구간인구수,"245,754","7,961","3,131","1,605","7,293","2,972","12,172","1,130","8,298","3,632","1,096","3,173","1,398","6,294","9,474","27,363","7,370","26,565","20,558","35,739","34,743","23,787"
2020년12월_계_0~9세,"26,716",563,80,26,410,65,"1,469",43,509,193,27,80,58,409,542,"4,557",611,"2,565","1,589","3,566","5,845","3,509"
2020년12월_계_10~19세,"27,963",637,121,61,589,157,"1,120",56,674,272,25,111,66,651,970,"3,408",654,"3,075","2,262","4,321","4,985","3,748"
2020년12월_계_20~29세,"24,350",680,243,89,562,222,939,68,800,298,51,211,70,689,"1,022","2,380",849,"2,910","2,791","4,152","3,049","2,275"
2020년12월_계_30~39세,"36,640",839,223,82,629,153,"1,840",79,894,315,67,181,101,672,920,"5,988","1,098","3,713","3,333","5,081","6,738","3,694"
2020년12월_계_40~49세,"47,635","1,240",358,156,993,319,"2,211",113,"1,397",456,109,388,170,"1,221","1,627","6,046","1,341","4,971","4,458","7,047","7,565","5,449"
