카테고리,전라남도 보성군,전라남도 보성군 보성읍,전라남도 보성군 벌교읍,전라남도 보성군 노동면,전라남도 보성군 미력면,전라남도 보성군 겸백면,전라남도 보성군 율어면,전라남도 보성군 복내면,전라남도 보성군 문덕면,전라남도 보성군 조성면,전라남도 보성군 득량면,전라남도 보성군 득량면예당출장소,전라남도 보성군 회천면,전라남도 보성군 웅치면
2020년08월_남_0~9세,958,357,300,15,23,11,25,29,11,65,30,32,45,15
2020년08월_남_10~19세,"1,342",407,444,33,32,28,38,45,24,99,63,32,79,18
2020년08월_남_20~29세,"1,698",547,473,32,46,35,36,61,25,143,83,56,117,44
2020년08월_남_30~39세,"1,388",414,430,32,49,24,29,42,21,111,83,51,69,33
2020년08월_남_40~49세,"2,414",635,732,57,69,56,74,83,57,212,150,75,165,49
2020년08월_남_50~59세,"3,763",823,"1,083",102,140,115,112,139,107,339,301,95,307,100
2020년08월_남_60~69세,"3,781",654,"1,101",128,161,109,107,194,91,379,278,133,337,109
2020년08월_남_70~79세,"2,821",428,855,89,103,106,89,137,81,295,219,85,239,95
2020년08월_남_80~89세,"1,476",226,400,47,71,65,60,71,39,155,122,44,118,58
2020년08월_남_90~99세,149,17,39,9,3,11,4,11,3,14,17,0,13,8
2020년08월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년08월_여_총인구수,"20,958","4,692","6,161",583,713,617,621,907,440,"1,973","1,465",658,"1,559",569
2020년08월_여_연령구간인구수,"20,958","4,692","6,161",583,713,617,621,907,440,"1,973","1,465",658,"1,559",569
2020년08월_여_0~9세,863,319,248,15,18,19,19,44,11,52,37,24,43,14
2020년08월_여_10~19세,"1,296",440,411,19,25,24,31,35,25,78,63,41,87,17
2020년08월_여_20~29세,"1,307",436,360,26,45,30,25,47,19,104,61,35,77,42
2020년08월_여_30~39세,"1,211",417,343,23,28,34,22,38,10,100,78,40,61,17
2020년08월_여_40~49세,"1,835",628,567,31,42,38,38,59,30,129,88,55,105,25
2020년08월_여_50~59세,"2,993",703,870,72,95,65,82,121,58,251,189,117,286,84
2020년08월_여_60~69세,"3,768",688,"1,166",102,126,110,92,155,89,398,304,121,315,102
2020년08월_여_70~79세,"3,856",565,"1,160",113,157,120,150,183,102,440,313,120,306,127
2020년08월_여_80~89세,"3,239",429,873,153,151,156,142,197,78,354,275,91,228,112
2020년08월_여_90~99세,558,61,153,29,25,21,19,27,17,66,53,14,46,27
2020년08월_여_100세 이상,32,6,10,0,1,0,1,1,1,1,4,0,5,2
2020년09월_계_총인구수,"40,689","9,199","11,990","1,129","1,414","1,181","1,198","1,702",894,"3,782","2,797","1,256","3,054","1,093"
2020년09월_계_연령구간인구수,"40,689","9,199","11,990","1,129","1,414","1,181","1,198","1,702",894,"3,782","2,797","1,256","3,054","1,093"
2020년09월_계_0~9세,"1,802",674,539,30,37,31,45,65,23,117,68,55,89,29
2020년09월_계_10~19세,"2,631",853,847,47,61,53,69,78,48,176,125,75,164,35
2020년09월_계_20~29세,"2,992",976,832,66,90,63,61,109,44,246,139,89,192,85
2020년09월_계_30~39세,"2,576",832,761,55,77,58,50,76,31,206,158,89,132,51
2020년09월_계_40~49세,"4,234","1,253","1,295",89,112,95,111,140,85,342,236,129,273,74
2020년09월_계_50~59세,"6,717","1,522","1,941",171,235,183,196,259,164,584,484,208,590,180
2020년09월_계_60~69세,"7,594","1,353","2,276",232,292,219,203,346,179,782,586,255,659,212
2020년09월_계_70~79세,"6,668",995,"2,009",202,259,227,235,321,183,739,525,206,546,221
2020년09월_계_80~89세,"4,720",656,"1,281",198,221,221,202,269,117,508,399,135,346,167
2020년09월_계_90~99세,716,78,194,39,29,31,25,38,18,81,72,15,59,37
2020년09월_계_100세 이상,39,7,15,0,1,0,1,1,2,1,5,0,4,2
2020년09월_남_총인구수,"19,791","4,506","5,852",544,702,563,578,805,458,"1,811","1,341",603,"1,502",526
2020년09월_남_연령구간인구수,"19,791","4,506","5,852",544,702,563,578,805,458,"1,811","1,341",603,"1,502",526
2020년09월_남_0~9세,951,359,294,15,20,12,26,26,11,65,31,32,45,15
2020년09월_남_10~19세,"1,343",409,446,30,36,30,38,43,24,97,62,33,78,17
2020년09월_남_20~29세,"1,691",541,465,36,46,34,36,62,25,144,83,56,119,44
2020년09월_남_30~39세,"1,378",411,427,33,49,23,29,40,22,108,81,50,72,33
2020년09월_남_40~49세,"2,413",626,735,57,70,58,73,83,56,214,151,75,166,49
2020년09월_남_50~59세,"3,759",830,"1,075",98,142,116,114,140,108,337,297,93,310,99
2020년09월_남_60~69세,"3,796",656,"1,109",130,163,109,108,192,90,383,278,132,338,108
2020년09월_남_70~79세,"2,823",430,854,89,102,105,90,137,81,294,218,87,242,94
2020년09월_남_80~89세,"1,480",226,404,47,71,65,60,71,39,155,122,45,118,57
2020년09월_남_90~99세,151,18,38,9,3,11,4,11,2,14,17,0,14,10
2020년09월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년09월_여_총인구수,"20,898","4,693","6,138",585,712,618,620,897,436,"1,971","1,456",653,"1,552",567
2020년09월_여_연령구간인구수,"20,898","4,693","6,138",585,712,618,620,897,436,"1,971","1,456",653,"1,552",567
2020년09월_여_0~9세,851,315,245,15,17,19,19,39,12,52,37,23,44,14
2020년09월_여_10~19세,"1,288",444,401,17,25,23,31,35,24,79,63,42,86,18
2020년09월_여_20~29세,"1,301",435,367,30,44,29,25,47,19,102,56,33,73,41
2020년09월_여_30~39세,"1,198",421,334,22,28,35,21,36,9,98,77,39,60,18
2020년09월_여_40~49세,"1,821",627,560,32,42,37,38,57,29,128,85,54,107,25
2020년09월_여_50~59세,"2,958",692,866,73,93,67,82,119,56,247,187,115,280,81
2020년09월_여_60~69세,"3,798",697,"1,167",102,129,110,95,154,89,399,308,123,321,104
2020년09월_여_70~79세,"3,845",565,"1,155",113,157,122,145,184,102,445,307,119,304,127
2020년09월_여_80~89세,"3,240",430,877,151,150,156,142,198,78,353,277,90,228,110
2020년09월_여_90~99세,565,60,156,30,26,20,21,27,16,67,55,15,45,27
2020년09월_여_100세 이상,33,7,10,0,1,0,1,1,2,1,4,0,4,2
2020년10월_계_총인구수,"40,611","9,209","11,958","1,120","1,410","1,174","1,194","1,698",891,"3,766","2,802","1,253","3,047","1,089"
2020년10월_계_연령구간인구수,"40,611","9,209","11,958","1,120","1,410","1,174","1,194","1,698",891,"3,766","2,802","1,253","3,047","1,089"
2020년10월_계_0~9세,"1,785",672,531,29,38,30,44,66,23,117,67,53,86,29
2020년10월_계_10~19세,"2,614",855,840,44,61,50,68,75,47,171,129,76,165,33
2020년10월_계_20~29세,"2,985",975,834,63,91,63,62,111,44,241,139,88,192,82
2020년10월_계_30~39세,"2,570",832,757,53,78,58,51,76,32,206,159,88,128,52
2020년10월_계_40~49세,"4,207","1,254","1,280",89,111,92,109,140,83,339,238,128,271,73
2020년10월_계_50~59세,"6,702","1,520","1,939",171,232,185,194,259,165,582,484,205,585,181
2020년10월_계_60~69세,"7,605","1,356","2,280",228,291,220,204,346,177,779,587,259,664,214
2020년10월_계_70~79세,"6,655","1,002","2,001",205,260,227,231,316,183,738,524,204,545,219
2020년10월_계_80~89세,"4,730",654,"1,285",199,218,219,205,269,117,513,397,137,349,168
2020년10월_계_90~99세,718,82,195,39,29,30,25,39,18,79,73,15,58,36
2020년10월_계_100세 이상,40,7,16,0,1,0,1,1,2,1,5,0,4,2
2020년10월_남_총인구수,"19,766","4,512","5,843",539,703,563,577,803,458,"1,800","1,343",602,"1,499",524
2020년10월_남_연령구간인구수,"19,766","4,512","5,843",539,703,563,577,803,458,"1,800","1,343",602,"1,499",524
2020년10월_남_0~9세,945,358,290,15,21,12,26,26,11,64,31,31,45,15
2020년10월_남_10~19세,"1,335",410,442,29,36,28,37,43,23,95,65,34,77,16
2020년10월_남_20~29세,"1,687",537,467,35,46,35,37,63,25,143,83,55,119,42
2020년10월_남_30~39세,"1,378",414,423,31,50,25,31,39,23,108,80,49,71,34
2020년10월_남_40~49세,"2,405",630,733,57,70,56,71,83,55,211,151,75,164,49
2020년10월_남_50~59세,"3,747",827,"1,073",99,141,116,112,140,108,336,296,90,309,100
2020년10월_남_60~69세,"3,812",661,"1,115",127,163,111,109,191,91,378,281,135,341,109
2020년10월_남_70~79세,"2,813",430,846,91,102,105,88,133,81,298,218,88,241,92
2020년10월_남_80~89세,"1,491",228,410,47,71,64,62,74,39,154,120,45,120,57
2020년10월_남_90~99세,147,17,39,8,3,11,4,11,2,13,17,0,12,10
2020년10월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년10월_여_총인구수,"20,845","4,697","6,115",581,707,611,617,895,433,"1,966","1,459",651,"1,548",565
2020년10월_여_연령구간인구수,"20,845","4,697","6,115",581,707,611,617,895,433,"1,966","1,459",651,"1,548",565
2020년10월_여_0~9세,840,314,241,14,17,18,18,40,12,53,36,22,41,14
2020년10월_여_10~19세,"1,279",445,398,15,25,22,31,32,24,76,64,42,88,17
2020년10월_여_20~29세,"1,298",438,367,28,45,28,25,48,19,98,56,33,73,40
2020년10월_여_30~39세,"1,192",418,334,22,28,33,20,37,9,98,79,39,57,18
2020년10월_여_40~49세,"1,802",624,547,32,41,36,38,57,28,128,87,53,107,24
2020년10월_여_50~59세,"2,955",693,866,72,91,69,82,119,57,246,188,115,276,81
2020년10월_여_60~69세,"3,793",695,"1,165",101,128,109,95,155,86,401,306,124,323,105
2020년10월_여_70~79세,"3,842",572,"1,155",114,158,122,143,183,102,440,306,116,304,127
2020년10월_여_80~89세,"3,239",426,875,152,147,155,143,195,78,359,277,92,229,111
2020년10월_여_90~99세,571,65,156,31,26,19,21,28,16,66,56,15,46,26
2020년10월_여_100세 이상,34,7,11,0,1,0,1,1,2,1,4,0,4,2
2020년11월_계_총인구수,"40,494","9,202","11,922","1,108","1,401","1,166","1,195","1,685",889,"3,746","2,798","1,250","3,046","1,086"
2020년11월_계_연령구간인구수,"40,494","9,202","11,922","1,108","1,401","1,166","1,195","1,685",889,"3,746","2,798","1,250","3,046","1,086"
2020년11월_계_0~9세,"1,760",672,520,28,37,28,44,62,23,114,70,51,85,26
2020년11월_계_10~19세,"2,614",853,843,41,62,51,67,74,46,169,130,76,167,35
2020년11월_계_20~29세,"2,979",978,828,62,88,63,63,111,44,242,135,92,192,81
2020년11월_계_30~39세,"2,538",821,754,53,77,58,52,75,30,199,160,85,123,51
2020년11월_계_40~49세,"4,188","1,251","1,273",87,110,92,107,134,84,340,238,125,275,72
2020년11월_계_50~59세,"6,670","1,520","1,916",169,233,183,197,261,165,581,478,204,582,181
2020년11월_계_60~69세,"7,610","1,356","2,283",230,291,221,204,344,178,772,588,262,665,216
2020년11월_계_70~79세,"6,655","1,009","2,011",200,258,221,232,318,182,737,524,204,543,216
2020년11월_계_80~89세,"4,728",657,"1,279",200,218,220,204,266,117,512,397,137,351,170
2020년11월_계_90~99세,711,77,199,38,26,29,24,39,18,79,73,14,59,36
2020년11월_계_100세 이상,41,8,16,0,1,0,1,1,2,1,5,0,4,2
2020년11월_남_총인구수,"19,727","4,518","5,823",535,697,563,575,799,458,"1,791","1,340",602,"1,502",524
2020년11월_남_연령구간인구수,"19,727","4,518","5,823",535,697,563,575,799,458,"1,791","1,340",602,"1,502",524
2020년11월_남_0~9세,931,360,282,14,20,12,26,24,11,61,33,32,43,13
2020년11월_남_10~19세,"1,337",411,444,27,36,28,36,43,22,95,66,32,79,18
2020년11월_남_20~29세,"1,684",538,464,35,44,34,37,63,26,141,83,59,119,41
2020년11월_남_30~39세,"1,359",409,420,32,49,26,31,39,23,105,79,46,67,33
2020년11월_남_40~49세,"2,396",631,728,56,69,56,70,79,55,211,150,74,168,49
2020년11월_남_50~59세,"3,726",823,"1,060",99,140,115,115,141,108,335,292,89,308,101
2020년11월_남_60~69세,"3,826",662,"1,124",129,164,112,108,192,92,374,280,136,344,109
2020년11월_남_70~79세,"2,827",438,846,90,103,104,89,136,80,301,217,90,240,93
2020년11월_남_80~89세,"1,488",231,411,45,69,65,60,71,39,154,122,44,120,57
2020년11월_남_90~99세,147,15,39,8,3,11,3,11,2,14,17,0,14,10
2020년11월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년11월_여_총인구수,"20,767","4,684","6,099",573,704,603,620,886,431,"1,955","1,458",648,"1,544",562
2020년11월_여_연령구간인구수,"20,767","4,684","6,099",573,704,603,620,886,431,"1,955","1,458",648,"1,544",562
2020년11월_여_0~9세,829,312,238,14,17,16,18,38,12,53,37,19,42,13
2020년11월_여_10~19세,"1,277",442,399,14,26,23,31,31,24,74,64,44,88,17
2020년11월_여_20~29세,"1,295",440,364,27,44,29,26,48,18,101,52,33,73,40
2020년11월_여_30~39세,"1,179",412,334,21,28,32,21,36,7,94,81,39,56,18
2020년11월_여_40~49세,"1,792",620,545,31,41,36,37,55,29,129,88,51,107,23
2020년11월_여_50~59세,"2,944",697,856,70,93,68,82,120,57,246,186,115,274,80
2020년11월_여_60~69세,"3,784",694,"1,159",101,127,109,96,152,86,398,308,126,321,107
2020년11월_여_70~79세,"3,828",571,"1,165",110,155,117,143,182,102,436,307,114,303,123
2020년11월_여_80~89세,"3,240",426,868,155,149,155,144,195,78,358,275,93,231,113
2020년11월_여_90~99세,564,62,160,30,23,18,21,28,16,65,56,14,45,26
2020년11월_여_100세 이상,35,8,11,0,1,0,1,1,2,1,4,0,4,2
2020년12월_계_총인구수,"40,482","9,195","11,913","1,118","1,405","1,165","1,201","1,696",886,"3,732","2,782","1,244","3,061","1,084"
2020년12월_계_연령구간인구수,"40,482","9,195","11,913","1,118","1,405","1,165","1,201","1,696",886,"3,732","2,782","1,244","3,061","1,084"
2020년12월_계_0~9세,"1,759",679,521,29,35,28,45,62,20,112,68,48,86,26
2020년12월_계_10~19세,"2,604",842,838,44,62,50,67,78,45,170,125,74,174,35
2020년12월_계_20~29세,"2,988",978,822,67,89,67,62,109,45,238,141,95,193,82
2020년12월_계_30~39세,"2,539",827,751,54,80,55,54,76,28,199,160,83,123,49
2020년12월_계_40~49세,"4,158","1,239","1,264",89,112,92,105,132,85,329,230,126,283,72
2020년12월_계_50~59세,"6,676","1,516","1,926",168,234,184,201,267,161,585,469,201,583,181
2020년12월_계_60~69세,"7,620","1,362","2,279",227,294,220,205,344,180,773,591,264,665,216
2020년12월_계_70~79세,"6,646","1,008","2,015",202,256,220,230,319,182,735,522,202,540,215
2020년12월_계_80~89세,"4,739",660,"1,280",200,216,220,206,268,119,511,399,137,353,170
2020년12월_계_90~99세,714,76,202,38,26,29,25,40,19,79,72,14,58,36
2020년12월_계_100세 이상,39,8,15,0,1,0,1,1,2,1,5,0,3,2
2020년12월_남_총인구수,"19,719","4,513","5,809",540,699,566,579,804,456,"1,790","1,336",595,"1,511",521
2020년12월_남_연령구간인구수,"19,719","4,513","5,809",540,699,566,579,804,456,"1,790","1,336",595,"1,511",521
2020년12월_남_0~9세,925,363,279,14,18,12,26,25,9,61,33,30,42,13
2020년12월_남_10~19세,"1,329",405,441,28,36,28,36,45,22,96,64,29,81,18
2020년12월_남_20~29세,"1,676",535,454,37,46,36,36,63,27,135,86,61,119,41
2020년12월_남_30~39세,"1,367",414,418,33,50,26,32,40,21,105,83,45,69,31
2020년12월_남_40~49세,"2,388",627,726,56,71,57,70,78,55,208,145,74,172,49
2020년12월_남_50~59세,"3,714",810,"1,065",99,140,115,118,142,105,337,284,89,309,101
2020년12월_남_60~69세,"3,837",669,"1,123",128,164,111,108,193,95,376,282,134,345,109
2020년12월_남_70~79세,"2,834",440,849,92,102,105,88,134,81,305,218,90,238,92
2020년12월_남_80~89세,"1,493",234,410,45,69,65,61,73,38,152,124,43,122,57
2020년12월_남_90~99세,150,16,39,8,3,11,4,11,3,15,16,0,14,10
2020년12월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2020년12월_여_총인구수,"20,763","4,682","6,104",578,706,599,622,892,430,"1,942","1,446",649,"1,550",563
2020년12월_여_연령구간인구수,"20,763","4,682","6,104",578,706,599,622,892,430,"1,942","1,446",649,"1,550",563
2020년12월_여_0~9세,834,316,242,15,17,16,19,37,11,51,35,18,44,13
2020년12월_여_10~19세,"1,275",437,397,16,26,22,31,33,23,74,61,45,93,17
2020년12월_여_20~29세,"1,312",443,368,30,43,31,26,46,18,103,55,34,74,41
2020년12월_여_30~39세,"1,172",413,333,21,30,29,22,36,7,94,77,38,54,18
2020년12월_여_40~49세,"1,770",612,538,33,41,35,35,54,30,121,85,52,111,23
2020년12월_여_50~59세,"2,962",706,861,69,94,69,83,125,56,248,185,112,274,80
2020년12월_여_60~69세,"3,783",693,"1,156",99,130,109,97,151,85,397,309,130,320,107
2020년12월_여_70~79세,"3,812",568,"1,166",110,154,115,142,185,101,430,304,112,302,123
2020년12월_여_80~89세,"3,246",426,870,155,147,155,145,195,81,359,275,94,231,113
2020년12월_여_90~99세,564,60,163,30,23,18,21,29,16,64,56,14,44,26
2020년12월_여_100세 이상,33,8,10,0,1,0,1,1,2,1,4,0,3,2
2021년01월_계_총인구수,"40,430","9,193","11,884","1,119","1,412","1,168","1,200","1,692",885,"3,716","2,785","1,240","3,050","1,086"
2021년01월_계_연령구간인구수,"40,430","9,193","11,884","1,119","1,412","1,168","1,200","1,692",885,"3,716","2,785","1,240","3,050","1,086"
2021년01월_계_0~9세,"1,747",677,515,29,36,28,43,64,19,111,67,47,85,26
2021년01월_계_10~19세,"2,588",833,830,42,65,51,67,81,47,165,127,75,171,34
2021년01월_계_20~29세,"2,959",976,817,69,89,68,60,101,43,232,138,98,187,81
2021년01월_계_30~39세,"2,504",819,748,54,79,54,52,75,27,193,153,80,121,49
2021년01월_계_40~49세,"4,161","1,251","1,264",86,110,91,105,129,84,326,232,126,284,73
2021년01월_계_50~59세,"6,681","1,517","1,930",173,239,183,203,268,161,586,464,200,577,180
2021년01월_계_60~69세,"7,649","1,371","2,280",226,289,222,206,348,184,778,602,260,665,218
2021년01월_계_70~79세,"6,636","1,001","2,004",202,258,221,231,319,181,736,521,200,547,215
2021년01월_계_80~89세,"4,731",660,"1,270",199,218,220,205,266,120,508,402,140,350,173
2021년01월_계_90~99세,735,80,210,39,28,29,27,40,18,80,74,14,60,36
2021년01월_계_100세 이상,39,8,16,0,1,1,1,1,1,1,5,0,3,1
2021년01월_남_총인구수,"19,702","4,516","5,798",535,699,564,581,804,456,"1,783","1,344",593,"1,506",523
2021년01월_남_연령구간인구수,"19,702","4,516","5,798",535,699,564,581,804,456,"1,783","1,344",593,"1,506",523
2021년01월_남_0~9세,919,362,273,14,18,12,26,26,9,61,32,30,43,13
2021년01월_남_10~19세,"1,319",401,437,26,38,28,36,47,22,94,66,28,78,18
2021년01월_남_20~29세,"1,669",533,456,39,46,36,36,57,26,131,86,63,118,42
2021년01월_남_30~39세,"1,342",410,414,33,47,26,31,40,20,98,81,43,68,31
2021년01월_남_40~49세,"2,381",635,724,54,69,55,70,75,54,205,146,74,171,49
2021년01월_남_50~59세,"3,723",809,"1,072",101,145,115,119,145,106,337,281,89,304,100
2021년01월_남_60~69세,"3,855",674,"1,119",124,159,112,108,197,97,381,290,132,352,110
2021년01월_남_70~79세,"2,842",439,850,92,104,105,89,135,81,309,219,89,238,92
2021년01월_남_80~89세,"1,489",236,406,43,70,64,62,71,38,152,124,45,120,58
2021년01월_남_90~99세,157,17,42,9,3,11,4,11,3,15,18,0,14,10
2021년01월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2021년01월_여_총인구수,"20,728","4,677","6,086",584,713,604,619,888,429,"1,933","1,441",647,"1,544",563
2021년01월_여_연령구간인구수,"20,728","4,677","6,086",584,713,604,619,888,429,"1,933","1,441",647,"1,544",563
2021년01월_여_0~9세,828,315,242,15,18,16,17,38,10,50,35,17,42,13
2021년01월_여_10~19세,"1,269",432,393,16,27,23,31,34,25,71,61,47,93,16
2021년01월_여_20~29세,"1,290",443,361,30,43,32,24,44,17,101,52,35,69,39
2021년01월_여_30~39세,"1,162",409,334,21,32,28,21,35,7,95,72,37,53,18
2021년01월_여_40~49세,"1,780",616,540,32,41,36,35,54,30,121,86,52,113,24
2021년01월_여_50~59세,"2,958",708,858,72,94,68,84,123,55,249,183,111,273,80
2021년01월_여_60~69세,"3,794",697,"1,161",102,130,110,98,151,87,397,312,128,313,108
2021년01월_여_70~79세,"3,794",562,"1,154",110,154,116,142,184,100,427,302,111,309,123
2021년01월_여_80~89세,"3,242",424,864,156,148,156,143,195,82,356,278,95,230,115
2021년01월_여_90~99세,578,63,168,30,25,18,23,29,15,65,56,14,46,26
2021년01월_여_100세 이상,33,8,11,0,1,1,1,1,1,1,4,0,3,1
2021년02월_계_총인구수,"40,305","9,160","11,826","1,119","1,409","1,163","1,202","1,686",880,"3,721","2,783","1,237","3,042","1,077"
2021년02월_계_연령구간인구수,"40,305","9,160","11,826","1,119","1,409","1,163","1,202","1,686",880,"3,721","2,783","1,237","3,042","1,077"
2021년02월_계_0~9세,"1,709",656,505,29,35,28,40,61,18,112,67,48,84,26
2021년02월_계_10~19세,"2,577",843,816,42,66,48,70,79,48,167,127,75,165,31
2021년02월_계_20~29세,"2,936",969,812,68,87,67,60,100,40,232,137,93,190,81
2021년02월_계_30~39세,"2,458",804,733,54,80,55,51,73,25,187,148,81,120,47
2021년02월_계_40~49세,"4,144","1,244","1,261",86,110,90,108,129,84,327,231,126,275,73
2021년02월_계_50~59세,"6,670","1,523","1,920",170,239,182,203,269,161,580,462,198,584,179
2021년02월_계_60~69세,"7,669","1,369","2,277",232,291,221,208,350,186,789,610,259,661,216
2021년02월_계_70~79세,"6,620",999,"2,010",200,253,222,228,314,181,732,518,201,548,214
2021년02월_계_80~89세,"4,749",661,"1,267",197,220,220,207,271,118,516,404,142,353,173
2021년02월_계_90~99세,732,84,207,41,27,29,26,39,18,78,74,14,59,36
2021년02월_계_100세 이상,41,8,18,0,1,1,1,1,1,1,5,0,3,1
2021년02월_남_총인구수,"19,650","4,502","5,772",536,695,560,583,800,453,"1,790","1,345",593,"1,504",517
2021년02월_남_연령구간인구수,"19,650","4,502","5,772",536,695,560,583,800,453,"1,790","1,345",593,"1,504",517
2021년02월_남_0~9세,900,354,268,14,17,12,24,24,9,61,31,31,42,13
2021년02월_남_10~19세,"1,315",405,432,26,39,27,38,46,22,93,67,28,76,16
2021년02월_남_20~29세,"1,670",532,455,38,46,35,36,58,25,133,88,61,121,42
2021년02월_남_30~39세,"1,321",406,410,33,47,26,31,38,18,95,78,43,67,29
2021년02월_남_40~49세,"2,362",626,719,54,70,54,71,74,54,208,144,75,165,48
2021년02월_남_50~59세,"3,723",816,"1,063",101,143,114,121,146,107,336,280,88,308,100
2021년02월_남_60~69세,"3,873",674,"1,122",126,159,112,108,199,97,386,297,132,351,110
2021년02월_남_70~79세,"2,829",438,849,92,101,106,87,131,82,309,215,89,239,91
2021년02월_남_80~89세,"1,494",232,409,43,70,63,63,75,36,154,126,46,120,57
2021년02월_남_90~99세,156,19,39,9,3,11,4,9,3,15,18,0,15,11
2021년02월_남_100세 이상,7,0,6,0,0,0,0,0,0,0,1,0,0,0
2021년02월_여_총인구수,"20,655","4,658","6,054",583,714,603,619,886,427,"1,931","1,438",644,"1,538",560
2021년02월_여_연령구간인구수,"20,655","4,658","6,054",583,714,603,619,886,427,"1,931","1,438",644,"1,538",560
2021년02월_여_0~9세,809,302,237,15,18,16,16,37,9,51,36,17,42,13
2021년02월_여_10~19세,"1,262",438,384,16,27,21,32,33,26,74,60,47,89,15
2021년02월_여_20~29세,"1,266",437,357,30,41,32,24,42,15,99,49,32,69,39
2021년02월_여_30~39세,"1,137",398,323,21,33,29,20,35,7,92,70,38,53,18
2021년02월_여_40~49세,"1,782",618,542,32,40,36,37,55,30,119,87,51,110,25
2021년02월_여_50~59세,"2,947",707,857,69,96,68,82,123,54,244,182,110,276,79
2021년02월_여_60~69세,"3,796",695,"1,155",106,132,109,100,151,89,403,313,127,310,106
2021년02월_여_70~79세,"3,791",561,"1,161",108,152,116,141,183,99,423,303,112,309,123
2021년02월_여_80~89세,"3,255",429,858,154,150,157,144,196,82,362,278,96,233,116
2021년02월_여_90~99세,576,65,168,32,24,18,22,30,15,63,56,14,44,25
2021년02월_여_100세 이상,34,8,12,0,1,1,1,1,1,1,4,0,3,1
2021년03월_계_총인구수,"40,169","9,133","11,772","1,107","1,416","1,164","1,200","1,663",885,"3,711","2,788","1,227","3,034","1,069"
2021년03월_계_연령구간인구수,"40,169","9,133","11,772","1,107","1,416","1,164","1,200","1,663",885,"3,711","2,788","1,227","3,034","1,069"
2021년03월_계_0~9세,"1,693",650,500,29,36,29,38,61,19,111,66,46,84,24
2021년03월_계_10~19세,"2,551",848,810,42,64,45,71,73,48,168,123,70,159,30
2021년03월_계_20~29세,"2,911",960,805,65,87,69,58,101,41,229,137,92,187,80
2021년03월_계_30~39세,"2,436",796,727,53,80,53,52,69,24,186,151,80,118,47
2021년03월_계_40~49세,"4,125","1,235","1,248",82,112,91,109,128,87,331,229,127,276,70
2021년03월_계_50~59세,"6,646","1,520","1,910",169,241,186,201,266,159,573,467,197,583,174
2021년03월_계_60~69세,"7,668","1,371","2,274",225,295,222,212,352,187,786,614,252,658,220
2021년03월_계_70~79세,"6,579",997,"2,002",201,249,222,221,304,178,727,516,205,545,212
2021년03월_계_80~89세,"4,780",667,"1,276",199,221,218,209,269,121,518,405,144,359,174
2021년03월_계_90~99세,749,83,210,41,30,28,28,39,20,81,76,14,62,37
2021년03월_계_100세 이상,31,6,10,1,1,1,1,1,1,1,4,0,3,1
2021년03월_남_총인구수,"19,585","4,481","5,753",528,699,560,581,786,456,"1,784","1,350",590,"1,504",513
2021년03월_남_연령구간인구수,"19,585","4,481","5,753",528,699,560,581,786,456,"1,784","1,350",590,"1,504",513
2021년03월_남_0~9세,889,354,262,14,17,12,23,24,9,60,29,30,43,12
2021년03월_남_10~19세,"1,303",403,430,26,38,25,38,42,22,94,66,28,75,16
2021년03월_남_20~29세,"1,662",530,454,37,46,37,34,58,26,130,88,63,118,41
2021년03월_남_30~39세,"1,308",403,400,32,49,25,31,35,18,95,82,41,68,29
2021년03월_남_40~49세,"2,355",622,716,52,70,54,72,75,54,210,140,77,165,48
2021년03월_남_50~59세,"3,709",805,"1,062",101,144,115,120,145,109,332,283,87,310,96
2021년03월_남_60~69세,"3,873",671,"1,126",121,162,114,110,198,96,385,300,127,351,112
2021년03월_남_70~79세,"2,813",438,845,93,98,106,83,129,82,307,215,91,236,90
2021년03월_남_80~89세,"1,509",236,413,43,71,62,66,71,37,156,127,46,123,58
2021년03월_남_90~99세,158,19,40,9,4,10,4,9,3,15,19,0,15,11
2021년03월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2021년03월_여_총인구수,"20,584","4,652","6,019",579,717,604,619,877,429,"1,927","1,438",637,"1,530",556
2021년03월_여_연령구간인구수,"20,584","4,652","6,019",579,717,604,619,877,429,"1,927","1,438",637,"1,530",556
2021년03월_여_0~9세,804,296,238,15,19,17,15,37,10,51,37,16,41,12
2021년03월_여_10~19세,"1,248",445,380,16,26,20,33,31,26,74,57,42,84,14
2021년03월_여_20~29세,"1,249",430,351,28,41,32,24,43,15,99,49,29,69,39
2021년03월_여_30~39세,"1,128",393,327,21,31,28,21,34,6,91,69,39,50,18
2021년03월_여_40~49세,"1,770",613,532,30,42,37,37,53,33,121,89,50,111,22
2021년03월_여_50~59세,"2,937",715,848,68,97,71,81,121,50,241,184,110,273,78
2021년03월_여_60~69세,"3,795",700,"1,148",104,133,108,102,154,91,401,314,125,307,108
2021년03월_여_70~79세,"3,766",559,"1,157",108,151,116,138,175,96,420,301,114,309,122
