카테고리,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2020년06월_여_10~19세,"27,840","2,119","1,761","2,175","3,024","1,768","1,037",220,388,781,448,673,"1,555",439,"1,011",638,362,"1,683","1,425","1,706","1,625","1,320","1,682",
2020년06월_여_20~29세,"35,161","3,198","3,100","1,986","2,885","1,483","1,753",463,771,"1,540",785,"1,090","2,145",777,"1,475","1,110",722,"2,227","1,336","1,319","1,921","1,481","1,594",
2020년06월_여_30~39세,"39,833","4,201","2,383","3,087","4,510","2,784","2,516",394,534,"1,272",736,704,"2,250",642,"1,320",811,804,"2,186","1,298","1,806","2,391","1,689","1,515",
2020년06월_여_40~49세,"47,142","4,105","3,199","3,287","4,958","2,798","2,128",392,696,"1,534",887,"1,086","2,506",839,"1,595","1,145",778,"2,911","2,270","2,795","2,764","2,119","2,350",
2020년06월_여_50~59세,"45,887","3,401","4,332","1,911","3,290","1,856","2,370",790,"1,197","2,415","1,363","1,608","3,075","1,171","2,174","1,706",995,"2,701","1,818","1,529","2,197","2,129","1,859",
2020년06월_여_60~69세,"27,379","1,967","2,374",870,"1,625",830,"1,604",450,644,"1,673","1,073","1,076","2,036",812,"1,383","1,342",741,"1,609","1,095",932,"1,037","1,229",977,
2020년06월_여_70~79세,"12,925",914,"1,261",378,605,285,686,146,299,784,539,534,786,469,585,643,315,830,719,519,527,592,509,
2020년06월_여_80~89세,"6,767",400,706,191,288,167,375,99,168,421,278,290,375,216,329,352,181,421,369,236,268,359,278,
2020년06월_여_90~99세,"1,289",76,145,37,56,37,80,29,22,73,46,47,85,31,67,59,43,84,34,51,44,84,59,
2020년06월_여_100세 이상,69,3,6,2,2,0,5,4,2,6,4,1,6,1,2,6,4,7,4,3,1,0,0,
2020년07월_계_총인구수,"544,147","46,295","41,713","31,568","49,055","28,853","28,403","6,696","9,975","22,890","13,583","14,912","32,433","12,096","20,689","16,633","10,988","33,102","22,978","24,632","28,443","24,829","23,381",
2020년07월_계_연령구간인구수,"544,147","46,295","41,713","31,568","49,055","28,853","28,403","6,696","9,975","22,890","13,583","14,912","32,433","12,096","20,689","16,633","10,988","33,102","22,978","24,632","28,443","24,829","23,381",
2020년07월_계_0~9세,"51,598","4,872","2,519","4,023","7,053","4,589","3,372",356,505,"1,289",768,663,"2,847",603,"1,463",708,792,"2,796","2,029","2,659","3,086","2,378","2,228",
2020년07월_계_10~19세,"57,019","4,480","3,657","4,402","6,230","3,663","2,141",453,797,"1,630",952,"1,303","3,081",893,"1,985","1,330",796,"3,461","2,904","3,502","3,343","2,709","3,307",
2020년07월_계_20~29세,"73,145","6,606","6,629","3,865","5,822","3,078","3,525","1,056","1,626","3,330","1,771","2,337","4,398","1,701","3,071","2,359","1,452","4,739","2,867","2,719","3,845","3,174","3,175",
2020년07월_계_30~39세,"81,035","8,573","5,063","6,031","8,506","5,390","5,040",916,"1,206","2,969","1,623","1,597","4,568","1,513","2,640","1,894","1,704","4,755","2,636","3,480","4,680","3,316","2,935",
2020년07월_계_40~49세,"96,126","8,587","6,477","6,500","9,934","5,763","4,540",861,"1,359","3,362","1,934","2,251","5,069","1,893","3,062","2,302","1,636","5,963","4,568","5,632","5,522","4,371","4,540",
2020년07월_계_50~59세,"93,241","6,862","8,764","3,957","6,543","3,737","4,683","1,627","2,309","4,780","2,799","3,177","6,107","2,549","4,043","3,419","2,039","5,792","3,873","3,490","4,461","4,420","3,810",
2020년07월_계_60~69세,"56,204","3,916","5,048","1,810","3,322","1,819","3,193",973,"1,391","3,389","2,236","2,130","4,157","1,730","2,802","2,751","1,610","3,316","2,153","1,756","2,091","2,656","1,955",
2020년07월_계_70~79세,"24,006","1,690","2,250",642,"1,141",542,"1,287",288,509,"1,461","1,023",983,"1,547",842,"1,066","1,262",633,"1,547","1,292",944,932,"1,179",946,
2020년07월_계_80~89세,"10,050",604,"1,102",294,428,225,524,126,245,577,412,416,554,325,466,523,263,625,600,385,421,523,412,
2020년07월_계_90~99세,"1,622",98,194,42,73,46,91,33,26,93,61,54,98,44,89,79,57,98,50,61,60,102,73,
2020년07월_계_100세 이상,101,7,10,2,3,1,7,7,2,10,4,1,7,3,2,6,6,10,6,4,2,1,0,
2020년07월_남_총인구수,"274,755","23,530","21,241","15,693","24,434","14,269","14,287","3,520","5,018","11,786","7,054","7,530","16,230","6,445","10,069","8,479","5,652","17,126","11,582","12,480","14,180","12,657","11,493",
2020년07월_남_연령구간인구수,"274,755","23,530","21,241","15,693","24,434","14,269","14,287","3,520","5,018","11,786","7,054","7,530","16,230","6,445","10,069","8,479","5,652","17,126","11,582","12,480","14,180","12,657","11,493",
2020년07월_남_0~9세,"26,637","2,519","1,270","2,109","3,658","2,361","1,780",177,254,656,387,376,"1,438",330,750,365,391,"1,468","1,017","1,410","1,569","1,209","1,143",
2020년07월_남_10~19세,"29,188","2,361","1,899","2,204","3,188","1,866","1,109",236,413,853,502,629,"1,529",456,985,693,434,"1,776","1,483","1,801","1,729","1,405","1,637",
2020년07월_남_20~29세,"37,987","3,384","3,559","1,885","2,951","1,535","1,786",597,860,"1,810",996,"1,246","2,246",923,"1,607","1,249",738,"2,531","1,515","1,393","1,926","1,674","1,576",
2020년07월_남_30~39세,"41,377","4,396","2,692","2,952","4,026","2,502","2,551",514,676,"1,695",891,900,"2,333",884,"1,328","1,079",906,"2,594","1,349","1,694","2,323","1,655","1,437",
2020년07월_남_40~49세,"48,992","4,474","3,299","3,205","4,962","2,881","2,411",474,677,"1,842","1,057","1,172","2,589","1,056","1,463","1,168",853,"3,055","2,302","2,834","2,757","2,255","2,206",
2020년07월_남_50~59세,"47,295","3,449","4,438","2,045","3,266","1,845","2,308",832,"1,110","2,376","1,433","1,584","3,028","1,377","1,882","1,722","1,048","3,073","2,055","1,939","2,265","2,286","1,934",
2020년07월_남_60~69세,"28,644","1,941","2,657",927,"1,692",963,"1,585",517,736,"1,700","1,158","1,046","2,117",920,"1,417","1,396",871,"1,700","1,046",822,"1,042","1,418",973,
2020년07월_남_70~79세,"11,021",780,983,266,533,249,600,138,212,674,486,446,757,375,478,615,314,708,569,422,402,573,441,
2020년07월_남_80~89세,"3,268",202,395,96,143,61,141,28,75,157,130,123,180,109,139,172,80,204,230,155,149,167,132,
2020년07월_남_90~99세,313,20,45,4,14,5,14,4,5,19,14,8,12,13,20,19,15,14,14,9,17,14,14,
2020년07월_남_100세 이상,33,4,4,0,1,1,2,3,0,4,0,0,1,2,0,1,2,3,2,1,1,1,0,
2020년07월_여_총인구수,"269,392","22,765","20,472","15,875","24,621","14,584","14,116","3,176","4,957","11,104","6,529","7,382","16,203","5,651","10,620","8,154","5,336","15,976","11,396","12,152","14,263","12,172","11,888",
2020년07월_여_연령구간인구수,"269,392","22,765","20,472","15,875","24,621","14,584","14,116","3,176","4,957","11,104","6,529","7,382","16,203","5,651","10,620","8,154","5,336","15,976","11,396","12,152","14,263","12,172","11,888",
2020년07월_여_0~9세,"24,961","2,353","1,249","1,914","3,395","2,228","1,592",179,251,633,381,287,"1,409",273,713,343,401,"1,328","1,012","1,249","1,517","1,169","1,085",
2020년07월_여_10~19세,"27,831","2,119","1,758","2,198","3,042","1,797","1,032",217,384,777,450,674,"1,552",437,"1,000",637,362,"1,685","1,421","1,701","1,614","1,304","1,670",
2020년07월_여_20~29세,"35,158","3,222","3,070","1,980","2,871","1,543","1,739",459,766,"1,520",775,"1,091","2,152",778,"1,464","1,110",714,"2,208","1,352","1,326","1,919","1,500","1,599",
2020년07월_여_30~39세,"39,658","4,177","2,371","3,079","4,480","2,888","2,489",402,530,"1,274",732,697,"2,235",629,"1,312",815,798,"2,161","1,287","1,786","2,357","1,661","1,498",
2020년07월_여_40~49세,"47,134","4,113","3,178","3,295","4,972","2,882","2,129",387,682,"1,520",877,"1,079","2,480",837,"1,599","1,134",783,"2,908","2,266","2,798","2,765","2,116","2,334",
2020년07월_여_50~59세,"45,946","3,413","4,326","1,912","3,277","1,892","2,375",795,"1,199","2,404","1,366","1,593","3,079","1,172","2,161","1,697",991,"2,719","1,818","1,551","2,196","2,134","1,876",
2020년07월_여_60~69세,"27,560","1,975","2,391",883,"1,630",856,"1,608",456,655,"1,689","1,078","1,084","2,040",810,"1,385","1,355",739,"1,616","1,107",934,"1,049","1,238",982,
2020년07월_여_70~79세,"12,985",910,"1,267",376,608,293,687,150,297,787,537,537,790,467,588,647,319,839,723,522,530,606,505,
2020년07월_여_80~89세,"6,782",402,707,198,285,164,383,98,170,420,282,293,374,216,327,351,183,421,370,230,272,356,280,
2020년07월_여_90~99세,"1,309",78,149,38,59,41,77,29,21,74,47,46,86,31,69,60,42,84,36,52,43,88,59,
2020년07월_여_100세 이상,68,3,6,2,2,0,5,4,2,6,4,1,6,1,2,5,4,7,4,3,1,0,0,
2020년08월_계_총인구수,"543,627","46,150","41,621","31,472","48,969","29,555","28,379","6,666","9,917","22,873","13,531","14,848","32,364","12,115","20,642","16,603","10,977","33,043","22,829","24,577","28,398","24,815","23,283",
2020년08월_계_연령구간인구수,"543,627","46,150","41,621","31,472","48,969","29,555","28,379","6,666","9,917","22,873","13,531","14,848","32,364","12,115","20,642","16,603","10,977","33,043","22,829","24,577","28,398","24,815","23,283",
2020년08월_계_0~9세,"51,351","4,834","2,496","3,967","7,011","4,710","3,354",357,500,"1,286",749,657,"2,829",605,"1,448",713,785,"2,775","2,000","2,661","3,061","2,354","2,199",
2020년08월_계_10~19세,"56,932","4,473","3,640","4,423","6,226","3,748","2,138",434,792,"1,622",941,"1,292","3,068",893,"1,978","1,315",800,"3,465","2,880","3,480","3,337","2,706","3,281",
2020년08월_계_20~29세,"72,976","6,590","6,608","3,858","5,793","3,138","3,516","1,060","1,594","3,331","1,756","2,311","4,377","1,696","3,040","2,344","1,447","4,734","2,863","2,711","3,852","3,180","3,177",
2020년08월_계_30~39세,"80,705","8,505","5,049","5,976","8,465","5,559","5,009",903,"1,208","2,962","1,609","1,597","4,556","1,521","2,623","1,885","1,700","4,713","2,587","3,422","4,639","3,315","2,902",
2020년08월_계_40~49세,"95,900","8,556","6,440","6,469","9,931","5,924","4,533",861,"1,348","3,337","1,918","2,222","5,044","1,879","3,058","2,301","1,624","5,945","4,528","5,609","5,508","4,351","4,514",
2020년08월_계_50~59세,"93,215","6,865","8,739","3,960","6,563","3,788","4,689","1,615","2,287","4,774","2,796","3,175","6,100","2,543","4,044","3,401","2,022","5,772","3,863","3,533","4,456","4,419","3,811",
2020년08월_계_60~69세,"56,627","3,922","5,076","1,827","3,349","1,861","3,219",974,"1,407","3,417","2,249","2,138","4,180","1,759","2,818","2,769","1,635","3,338","2,159","1,759","2,135","2,681","1,955",
2020년08월_계_70~79세,"24,056","1,701","2,250",650,"1,122",554,"1,292",291,514,"1,470","1,031",983,"1,551",840,"1,071","1,258",632,"1,558","1,283",954,919,"1,183",949,
2020년08월_계_80~89세,"10,117",600,"1,115",295,433,225,528,131,241,571,416,416,553,332,467,527,267,634,609,383,428,522,424,
2020년08월_계_90~99세,"1,648",99,197,45,73,47,94,33,24,93,62,56,99,44,93,84,59,99,51,61,61,103,71,
2020년08월_계_100세 이상,100,5,11,2,3,1,7,7,2,10,4,1,7,3,2,6,6,10,6,4,2,1,0,
2020년08월_남_총인구수,"274,487","23,457","21,184","15,648","24,385","14,637","14,271","3,502","4,989","11,781","7,021","7,483","16,194","6,455","10,052","8,469","5,666","17,090","11,528","12,441","14,153","12,634","11,447",
2020년08월_남_연령구간인구수,"274,487","23,457","21,184","15,648","24,385","14,637","14,271","3,502","4,989","11,781","7,021","7,483","16,194","6,455","10,052","8,469","5,666","17,090","11,528","12,441","14,153","12,634","11,447",
2020년08월_남_0~9세,"26,540","2,502","1,260","2,084","3,645","2,425","1,774",177,251,655,377,371,"1,426",331,746,367,390,"1,464","1,014","1,411","1,554","1,191","1,125",
2020년08월_남_10~19세,"29,124","2,347","1,893","2,214","3,183","1,906","1,111",220,411,845,493,624,"1,522",455,985,690,434,"1,774","1,479","1,785","1,725","1,400","1,628",
2020년08월_남_20~29세,"37,870","3,383","3,554","1,875","2,925","1,573","1,778",602,839,"1,810",988,"1,222","2,242",916,"1,578","1,240",738,"2,516","1,523","1,390","1,934","1,671","1,573",
2020년08월_남_30~39세,"41,235","4,359","2,669","2,942","4,002","2,589","2,535",509,681,"1,696",885,904,"2,319",894,"1,323","1,072",911,"2,572","1,314","1,666","2,311","1,654","1,428",
2020년08월_남_40~49세,"48,872","4,459","3,282","3,176","4,969","2,964","2,399",473,673,"1,822","1,044","1,161","2,580","1,049","1,463","1,176",859,"3,057","2,283","2,810","2,739","2,241","2,193",
2020년08월_남_50~59세,"47,301","3,447","4,419","2,051","3,278","1,876","2,308",826,"1,097","2,382","1,432","1,574","3,028","1,370","1,890","1,713","1,042","3,056","2,055","1,969","2,266","2,283","1,939",
2020년08월_남_60~69세,"28,847","1,946","2,673",933,"1,701",983,"1,604",518,744,"1,710","1,166","1,050","2,128",940,"1,420","1,406",883,"1,709","1,045",824,"1,055","1,434",975,
2020년08월_남_70~79세,"11,044",792,985,273,521,255,596,140,214,681,492,444,753,375,487,613,311,714,563,421,397,580,437,
2020년08월_남_80~89세,"3,308",200,398,96,146,60,150,30,74,158,130,125,182,110,140,172,81,211,235,156,153,165,136,
2020년08월_남_90~99세,313,19,46,4,14,5,14,4,5,18,14,8,13,13,20,19,15,14,15,8,18,14,13,
2020년08월_남_100세 이상,33,3,5,0,1,1,2,3,0,4,0,0,1,2,0,1,2,3,2,1,1,1,0,
2020년08월_여_총인구수,"269,140","22,693","20,437","15,824","24,584","14,918","14,108","3,164","4,928","11,092","6,510","7,365","16,170","5,660","10,590","8,134","5,311","15,953","11,301","12,136","14,245","12,181","11,836",
2020년08월_여_연령구간인구수,"269,140","22,693","20,437","15,824","24,584","14,918","14,108","3,164","4,928","11,092","6,510","7,365","16,170","5,660","10,590","8,134","5,311","15,953","11,301","12,136","14,245","12,181","11,836",
2020년08월_여_0~9세,"24,811","2,332","1,236","1,883","3,366","2,285","1,580",180,249,631,372,286,"1,403",274,702,346,395,"1,311",986,"1,250","1,507","1,163","1,074",
2020년08월_여_10~19세,"27,808","2,126","1,747","2,209","3,043","1,842","1,027",214,381,777,448,668,"1,546",438,993,625,366,"1,691","1,401","1,695","1,612","1,306","1,653",
2020년08월_여_20~29세,"35,106","3,207","3,054","1,983","2,868","1,565","1,738",458,755,"1,521",768,"1,089","2,135",780,"1,462","1,104",709,"2,218","1,340","1,321","1,918","1,509","1,604",
2020년08월_여_30~39세,"39,470","4,146","2,380","3,034","4,463","2,970","2,474",394,527,"1,266",724,693,"2,237",627,"1,300",813,789,"2,141","1,273","1,756","2,328","1,661","1,474",
2020년08월_여_40~49세,"47,028","4,097","3,158","3,293","4,962","2,960","2,134",388,675,"1,515",874,"1,061","2,464",830,"1,595","1,125",765,"2,888","2,245","2,799","2,769","2,110","2,321",
2020년08월_여_50~59세,"45,914","3,418","4,320","1,909","3,285","1,912","2,381",789,"1,190","2,392","1,364","1,601","3,072","1,173","2,154","1,688",980,"2,716","1,808","1,564","2,190","2,136","1,872",
2020년08월_여_60~69세,"27,780","1,976","2,403",894,"1,648",878,"1,615",456,663,"1,707","1,083","1,088","2,052",819,"1,398","1,363",752,"1,629","1,114",935,"1,080","1,247",980,
2020년08월_여_70~79세,"13,012",909,"1,265",377,601,299,696,151,300,789,539,539,798,465,584,645,321,844,720,533,522,603,512,
2020년08월_여_80~89세,"6,809",400,717,199,287,165,378,101,167,413,286,291,371,222,327,355,186,423,374,227,275,357,288,
2020년08월_여_90~99세,"1,335",80,151,41,59,42,80,29,19,75,48,48,86,31,73,65,44,85,36,53,43,89,58,
2020년08월_여_100세 이상,67,2,6,2,2,0,5,4,2,6,4,1,6,1,2,5,4,7,4,3,1,0,0,
2020년09월_계_총인구수,"543,365","46,022","41,531","31,478","48,920","29,963","28,291","6,666","9,893","22,844","13,514","14,716","32,291","12,177","20,624","16,602","10,943","32,995","22,820","24,567","28,413","24,791","23,304",
2020년09월_계_연령구간인구수,"543,365","46,022","41,531","31,478","48,920","29,963","28,291","6,666","9,893","22,844","13,514","14,716","32,291","12,177","20,624","16,602","10,943","32,995","22,820","24,567","28,413","24,791","23,304",
2020년09월_계_0~9세,"50,967","4,783","2,464","3,939","6,942","4,734","3,324",355,495,"1,265",743,646,"2,798",611,"1,440",708,789,"2,758","1,981","2,625","3,044","2,347","2,176",
2020년09월_계_10~19세,"56,865","4,463","3,617","4,432","6,257","3,780","2,122",429,788,"1,610",938,"1,283","3,070",888,"1,965","1,308",794,"3,441","2,866","3,487","3,339","2,696","3,292",
2020년09월_계_20~29세,"72,893","6,557","6,580","3,884","5,755","3,205","3,509","1,056","1,586","3,308","1,756","2,277","4,346","1,720","3,034","2,343","1,434","4,731","2,869","2,720","3,865","3,165","3,193",
2020년09월_계_30~39세,"80,373","8,422","5,028","5,894","8,417","5,637","4,967",905,"1,204","2,980","1,607","1,591","4,523","1,539","2,607","1,877","1,698","4,667","2,576","3,399","4,626","3,317","2,892",
2020년09월_계_40~49세,"95,796","8,543","6,394","6,511","9,957","6,021","4,523",861,"1,348","3,303","1,906","2,196","5,037","1,874","3,055","2,290","1,601","5,923","4,534","5,610","5,497","4,331","4,481",
2020년09월_계_50~59세,"93,342","6,896","8,734","3,973","6,580","3,839","4,677","1,620","2,274","4,763","2,803","3,145","6,085","2,541","4,052","3,408","2,014","5,789","3,868","3,556","4,476","4,415","3,834",
2020년09월_계_60~69세,"57,086","3,947","5,140","1,853","3,380","1,914","3,246",974,"1,416","3,462","2,250","2,134","4,203","1,781","2,836","2,781","1,643","3,377","2,162","1,757","2,144","2,715","1,971",
2020년09월_계_70~79세,"24,113","1,709","2,242",651,"1,116",556,"1,292",292,514,"1,480","1,028",973,"1,568",838,"1,068","1,264",637,"1,568","1,293",960,925,"1,178",961,
2020년09월_계_80~89세,"10,158",598,"1,125",294,432,228,526,133,242,571,414,414,555,337,467,531,268,634,615,389,432,523,430,
2020년09월_계_90~99세,"1,666",99,194,45,80,48,98,34,24,92,65,55,99,45,98,86,59,95,50,60,63,103,74,
2020년09월_계_100세 이상,106,5,13,2,4,1,7,7,2,10,4,2,7,3,2,6,6,12,6,4,2,1,0,
2020년09월_남_총인구수,"274,441","23,392","21,146","15,645","24,366","14,847","14,215","3,502","4,969","11,773","7,016","7,420","16,156","6,495","10,053","8,460","5,640","17,069","11,547","12,450","14,168","12,643","11,469",
2020년09월_남_연령구간인구수,"274,441","23,392","21,146","15,645","24,366","14,847","14,215","3,502","4,969","11,773","7,016","7,420","16,156","6,495","10,053","8,460","5,640","17,069","11,547","12,450","14,168","12,643","11,469",
2020년09월_남_0~9세,"26,335","2,486","1,247","2,062","3,606","2,435","1,755",180,246,646,376,365,"1,404",331,742,362,386,"1,452","1,007","1,394","1,552","1,182","1,119",
2020년09월_남_10~19세,"29,112","2,339","1,872","2,222","3,208","1,926","1,100",215,410,841,490,626,"1,522",458,984,690,430,"1,758","1,477","1,793","1,731","1,391","1,629",
2020년09월_남_20~29세,"37,852","3,371","3,548","1,895","2,912","1,597","1,771",606,835,"1,794",990,"1,200","2,233",928,"1,578","1,234",728,"2,514","1,537","1,401","1,930","1,668","1,582",
2020년09월_남_30~39세,"41,099","4,313","2,674","2,903","3,975","2,622","2,509",509,677,"1,713",882,903,"2,298",906,"1,319","1,063",905,"2,538","1,317","1,666","2,311","1,667","1,429",
2020년09월_남_40~49세,"48,827","4,450","3,251","3,190","4,984","3,029","2,389",475,673,"1,801","1,041","1,142","2,584","1,043","1,463","1,173",851,"3,059","2,283","2,798","2,728","2,232","2,188",
2020년09월_남_50~59세,"47,362","3,459","4,418","2,061","3,282","1,903","2,315",822,"1,086","2,373","1,434","1,570","3,018","1,375","1,895","1,710","1,037","3,061","2,057","1,985","2,280","2,282","1,939",
2020년09월_남_60~69세,"29,083","1,954","2,699",938,"1,720","1,008","1,611",518,749,"1,737","1,165","1,044","2,143",950,"1,422","1,417",890,"1,736","1,049",820,"1,064","1,459",990,
2020년09월_남_70~79세,"11,093",796,984,274,519,260,597,140,218,685,490,441,758,377,490,613,313,721,566,427,399,581,444,
2020년09월_남_80~89세,"3,323",203,402,95,146,59,151,30,70,161,133,121,182,111,139,177,83,211,238,155,154,166,136,
2020년09월_남_90~99세,320,18,45,5,13,7,15,4,5,18,15,8,13,14,21,20,15,15,14,10,18,14,13,
2020년09월_남_100세 이상,35,3,6,0,1,1,2,3,0,4,0,0,1,2,0,1,2,4,2,1,1,1,0,
2020년09월_여_총인구수,"268,924","22,630","20,385","15,833","24,554","15,116","14,076","3,164","4,924","11,071","6,498","7,296","16,135","5,682","10,571","8,142","5,303","15,926","11,273","12,117","14,245","12,148","11,835",
2020년09월_여_연령구간인구수,"268,924","22,630","20,385","15,833","24,554","15,116","14,076","3,164","4,924","11,071","6,498","7,296","16,135","5,682","10,571","8,142","5,303","15,926","11,273","12,117","14,245","12,148","11,835",
2020년09월_여_0~9세,"24,632","2,297","1,217","1,877","3,336","2,299","1,569",175,249,619,367,281,"1,394",280,698,346,403,"1,306",974,"1,231","1,492","1,165","1,057",
2020년09월_여_10~19세,"27,753","2,124","1,745","2,210","3,049","1,854","1,022",214,378,769,448,657,"1,548",430,981,618,364,"1,683","1,389","1,694","1,608","1,305","1,663",
2020년09월_여_20~29세,"35,041","3,186","3,032","1,989","2,843","1,608","1,738",450,751,"1,514",766,"1,077","2,113",792,"1,456","1,109",706,"2,217","1,332","1,319","1,935","1,497","1,611",
2020년09월_여_30~39세,"39,274","4,109","2,354","2,991","4,442","3,015","2,458",396,527,"1,267",725,688,"2,225",633,"1,288",814,793,"2,129","1,259","1,733","2,315","1,650","1,463",
2020년09월_여_40~49세,"46,969","4,093","3,143","3,321","4,973","2,992","2,134",386,675,"1,502",865,"1,054","2,453",831,"1,592","1,117",750,"2,864","2,251","2,812","2,769","2,099","2,293",
2020년09월_여_50~59세,"45,980","3,437","4,316","1,912","3,298","1,936","2,362",798,"1,188","2,390","1,369","1,575","3,067","1,166","2,157","1,698",977,"2,728","1,811","1,571","2,196","2,133","1,895",
2020년09월_여_60~69세,"28,003","1,993","2,441",915,"1,660",906,"1,635",456,667,"1,725","1,085","1,090","2,060",831,"1,414","1,364",753,"1,641","1,113",937,"1,080","1,256",981,
2020년09월_여_70~79세,"13,020",913,"1,258",377,597,296,695,152,296,795,538,532,810,461,578,651,324,847,727,533,526,597,517,
2020년09월_여_80~89세,"6,835",395,723,199,286,169,375,103,172,410,281,293,373,226,328,354,185,423,377,234,278,357,294,
2020년09월_여_90~99세,"1,346",81,149,40,67,41,83,30,19,74,50,47,86,31,77,66,44,80,36,50,45,89,61,
2020년09월_여_100세 이상,71,2,7,2,3,0,5,4,2,6,4,2,6,1,2,5,4,8,4,3,1,0,0,
2020년10월_계_총인구수,"542,982","45,921","41,450","31,412","48,939","30,242","28,314","6,647","9,880","22,839","13,479","14,478","32,283","12,217","20,572","16,599","10,905","33,027","22,829","24,536","28,362","24,782","23,269",
2020년10월_계_연령구간인구수,"542,982","45,921","41,450","31,412","48,939","30,242","28,314","6,647","9,880","22,839","13,479","14,478","32,283","12,217","20,572","16,599","10,905","33,027","22,829","24,536","28,362","24,782","23,269",
2020년10월_계_0~9세,"50,571","4,716","2,442","3,894","6,920","4,758","3,314",350,488,"1,259",727,635,"2,798",613,"1,426",690,793,"2,730","1,954","2,586","2,999","2,323","2,156",
2020년10월_계_10~19세,"56,780","4,454","3,591","4,418","6,283","3,798","2,118",425,782,"1,601",941,"1,261","3,045",894,"1,961","1,296",789,"3,445","2,864","3,494","3,349","2,688","3,283",
2020년10월_계_20~29세,"72,846","6,541","6,587","3,884","5,743","3,275","3,498","1,042","1,583","3,303","1,751","2,219","4,342","1,731","3,004","2,345","1,413","4,747","2,878","2,731","3,864","3,171","3,194",
2020년10월_계_30~39세,"80,037","8,370","4,976","5,853","8,391","5,650","4,970",893,"1,203","2,977","1,593","1,560","4,520","1,558","2,614","1,866","1,685","4,668","2,565","3,364","4,596","3,290","2,875",
2020년10월_계_40~49세,"95,590","8,517","6,377","6,483","9,970","6,092","4,503",851,"1,346","3,278","1,901","2,164","5,002","1,862","3,046","2,279","1,593","5,908","4,529","5,592","5,494","4,333","4,470",
2020년10월_계_50~59세,"93,460","6,906","8,697","4,008","6,607","3,891","4,699","1,629","2,269","4,770","2,795","3,077","6,080","2,542","4,035","3,402","2,009","5,801","3,881","3,583","4,491","4,437","3,851",
2020년10월_계_60~69세,"57,517","3,987","5,203","1,870","3,397","1,933","3,267",987,"1,424","3,487","2,265","2,126","4,253","1,782","2,851","2,820","1,656","3,411","2,178","1,764","2,157","2,732","1,967",
2020년10월_계_70~79세,"24,196","1,715","2,247",657,"1,113",570,"1,302",296,512,"1,486","1,026",970,"1,582",847,"1,062","1,271",633,"1,573","1,304",962,918,"1,185",965,
2020년10월_계_80~89세,"10,209",610,"1,125",298,430,226,536,134,246,577,407,410,557,341,474,538,271,636,616,396,427,518,436,
2020년10월_계_90~99세,"1,670",100,192,45,81,48,100,33,25,91,69,54,97,44,97,86,57,96,54,60,65,104,72,
2020년10월_계_100세 이상,106,5,13,2,4,1,7,7,2,10,4,2,7,3,2,6,6,12,6,4,2,1,0,
2020년10월_남_총인구수,"274,290","23,348","21,109","15,621","24,367","14,991","14,212","3,489","4,961","11,763","6,986","7,304","16,158","6,531","10,025","8,461","5,620","17,086","11,555","12,437","14,153","12,646","11,467",
2020년10월_남_연령구간인구수,"274,290","23,348","21,109","15,621","24,367","14,991","14,212","3,489","4,961","11,763","6,986","7,304","16,158","6,531","10,025","8,461","5,620","17,086","11,555","12,437","14,153","12,646","11,467",
2020년10월_남_0~9세,"26,148","2,448","1,231","2,036","3,604","2,446","1,745",173,243,646,369,358,"1,416",336,737,348,388,"1,433",995,"1,386","1,522","1,173","1,115",
2020년10월_남_10~19세,"29,065","2,337","1,854","2,211","3,223","1,938","1,100",213,411,835,489,616,"1,503",460,981,685,428,"1,769","1,480","1,779","1,740","1,385","1,628",
2020년10월_남_20~29세,"37,837","3,361","3,558","1,897","2,892","1,632","1,772",600,823,"1,784",988,"1,171","2,244",937,"1,560","1,244",715,"2,524","1,535","1,414","1,936","1,668","1,582",
2020년10월_남_30~39세,"40,898","4,292","2,645","2,893","3,967","2,628","2,497",499,678,"1,705",871,881,"2,297",920,"1,319","1,051",895,"2,528","1,311","1,655","2,305","1,655","1,406",
2020년10월_남_40~49세,"48,749","4,442","3,258","3,178","4,980","3,068","2,378",471,677,"1,797","1,029","1,128","2,562","1,039","1,455","1,168",845,"3,058","2,286","2,777","2,722","2,239","2,192",
2020년10월_남_50~59세,"47,475","3,467","4,399","2,082","3,302","1,933","2,319",829,"1,085","2,387","1,433","1,537","3,011","1,384","1,885","1,708","1,044","3,057","2,068","2,000","2,290","2,299","1,956",
2020년10월_남_60~69세,"29,259","1,974","2,727",944,"1,719","1,011","1,626",524,750,"1,736","1,169","1,050","2,162",944,"1,434","1,433",890,"1,759","1,052",825,"1,070","1,467",993,
2020년10월_남_70~79세,"11,161",798,987,277,519,268,605,144,219,692,492,435,764,384,490,622,314,728,571,432,395,582,443,
