카테고리,전라남도 장흥군,전라남도 장흥군 장흥읍,전라남도 장흥군 관산읍,전라남도 장흥군 대덕읍,전라남도 장흥군 용산면,전라남도 장흥군 안양면,전라남도 장흥군 장동면,전라남도 장흥군 장평면,전라남도 장흥군 유치면,전라남도 장흥군 부산면,전라남도 장흥군 회진면
2020년09월_남_30~39세,"1,486",783,167,111,87,101,37,51,31,32,86
2020년09월_남_40~49세,"2,328","1,082",248,221,129,159,68,106,62,84,169
2020년09월_남_50~59세,"3,417","1,288",456,314,189,277,115,227,146,156,249
2020년09월_남_60~69세,"3,262","1,041",508,331,269,293,136,197,127,117,243
2020년09월_남_70~79세,"2,300",637,364,235,168,217,97,158,70,111,243
2020년09월_남_80~89세,"1,187",274,210,128,93,93,66,105,39,80,99
2020년09월_남_90~99세,115,30,17,14,7,15,5,6,6,10,5
2020년09월_남_100세 이상,4,1,0,2,0,0,1,0,0,0,0
2020년09월_여_총인구수,"19,467","7,919","2,581","1,763","1,217","1,457",672,"1,107",544,754,"1,453"
2020년09월_여_연령구간인구수,"19,467","7,919","2,581","1,763","1,217","1,457",672,"1,107",544,754,"1,453"
2020년09월_여_0~9세,988,659,73,82,37,30,15,19,11,18,44
2020년09월_여_10~19세,"1,353",780,131,105,54,54,33,56,15,40,85
2020년09월_여_20~29세,"1,349",717,138,98,53,93,36,54,30,43,87
2020년09월_여_30~39세,"1,344",803,142,90,55,66,39,42,9,30,68
2020년09월_여_40~49세,"1,871","1,073",176,127,77,112,33,52,41,66,114
2020년09월_여_50~59세,"2,897","1,169",400,249,164,227,93,166,112,91,226
2020년09월_여_60~69세,"3,265","1,113",482,342,223,266,130,178,117,112,302
2020년09월_여_70~79세,"3,182",849,542,330,256,266,118,251,110,157,303
2020년09월_여_80~89세,"2,702",615,423,297,242,283,152,254,84,153,199
2020년09월_여_90~99세,496,131,73,40,53,59,22,35,14,44,25
2020년09월_여_100세 이상,20,10,1,3,3,1,1,0,1,0,0
2020년10월_계_총인구수,"37,823","15,452","5,010","3,408","2,341","2,852","1,277","2,108","1,091","1,454","2,830"
2020년10월_계_연령구간인구수,"37,823","15,452","5,010","3,408","2,341","2,852","1,277","2,108","1,091","1,454","2,830"
2020년10월_계_0~9세,"2,031","1,326",163,138,82,80,38,37,18,46,103
2020년10월_계_10~19세,"2,834","1,618",305,213,113,130,57,108,37,75,178
2020년10월_계_20~29세,"3,096","1,604",336,221,137,209,65,139,63,97,225
2020년10월_계_30~39세,"2,816","1,582",305,199,138,165,75,94,42,62,154
2020년10월_계_40~49세,"4,165","2,144",418,344,205,270,102,155,100,145,282
2020년10월_계_50~59세,"6,311","2,466",856,565,345,503,210,392,259,245,470
2020년10월_계_60~69세,"6,566","2,170",992,675,498,564,267,376,247,231,546
2020년10월_계_70~79세,"5,477","1,484",907,566,422,478,213,412,179,267,549
2020년10월_계_80~89세,"3,885",884,636,424,334,375,221,357,125,234,295
2020년10월_계_90~99세,617,163,90,58,64,77,27,38,20,52,28
2020년10월_계_100세 이상,25,11,2,5,3,1,2,0,1,0,0
2020년10월_남_총인구수,"18,373","7,521","2,429","1,642","1,130","1,401",605,"1,005",548,707,"1,385"
2020년10월_남_연령구간인구수,"18,373","7,521","2,429","1,642","1,130","1,401",605,"1,005",548,707,"1,385"
2020년10월_남_0~9세,"1,043",668,92,57,44,51,20,17,7,28,59
2020년10월_남_10~19세,"1,493",838,176,110,61,76,25,51,23,36,97
2020년10월_남_20~29세,"1,737",877,191,120,87,118,31,87,35,55,136
2020년10월_남_30~39세,"1,481",783,163,108,85,101,39,51,32,32,87
2020년10월_남_40~49세,"2,294","1,067",241,220,127,157,68,106,59,82,167
2020년10월_남_50~59세,"3,423","1,301",458,312,188,277,117,225,146,153,246
2020년10월_남_60~69세,"3,284","1,044",510,336,270,297,136,197,129,120,245
2020년10월_남_70~79세,"2,310",637,370,235,168,215,98,160,72,110,245
2020년10월_남_80~89세,"1,184",274,210,128,91,93,65,105,39,81,98
2020년10월_남_90~99세,120,31,18,14,9,16,5,6,6,10,5
2020년10월_남_100세 이상,4,1,0,2,0,0,1,0,0,0,0
2020년10월_여_총인구수,"19,450","7,931","2,581","1,766","1,211","1,451",672,"1,103",543,747,"1,445"
2020년10월_여_연령구간인구수,"19,450","7,931","2,581","1,766","1,211","1,451",672,"1,103",543,747,"1,445"
2020년10월_여_0~9세,988,658,71,81,38,29,18,20,11,18,44
2020년10월_여_10~19세,"1,341",780,129,103,52,54,32,57,14,39,81
2020년10월_여_20~29세,"1,359",727,145,101,50,91,34,52,28,42,89
2020년10월_여_30~39세,"1,335",799,142,91,53,64,36,43,10,30,67
2020년10월_여_40~49세,"1,871","1,077",177,124,78,113,34,49,41,63,115
2020년10월_여_50~59세,"2,888","1,165",398,253,157,226,93,167,113,92,224
2020년10월_여_60~69세,"3,282","1,126",482,339,228,267,131,179,118,111,301
2020년10월_여_70~79세,"3,167",847,537,331,254,263,115,252,107,157,304
2020년10월_여_80~89세,"2,701",610,426,296,243,282,156,252,86,153,197
2020년10월_여_90~99세,497,132,72,44,55,61,22,32,14,42,23
2020년10월_여_100세 이상,21,10,2,3,3,1,1,0,1,0,0
2020년11월_계_총인구수,"37,819","15,483","5,010","3,410","2,334","2,844","1,267","2,104","1,086","1,461","2,820"
2020년11월_계_연령구간인구수,"37,819","15,483","5,010","3,410","2,334","2,844","1,267","2,104","1,086","1,461","2,820"
2020년11월_계_0~9세,"2,016","1,330",159,137,78,75,36,36,17,45,103
2020년11월_계_10~19세,"2,833","1,623",305,213,112,130,54,106,36,76,178
2020년11월_계_20~29세,"3,089","1,608",334,223,135,208,63,139,64,98,217
2020년11월_계_30~39세,"2,811","1,581",308,196,137,165,71,93,42,64,154
2020년11월_계_40~49세,"4,155","2,144",414,341,206,269,103,158,96,143,281
2020년11월_계_50~59세,"6,309","2,481",853,569,344,498,205,388,258,248,465
2020년11월_계_60~69세,"6,600","2,179","1,004",673,497,568,272,377,247,233,550
2020년11월_계_70~79세,"5,469","1,477",903,571,424,479,212,408,181,265,549
2020년11월_계_80~89세,"3,894",887,636,424,333,374,223,362,124,236,295
2020년11월_계_90~99세,617,162,92,58,64,77,26,37,20,53,28
2020년11월_계_100세 이상,26,11,2,5,4,1,2,0,1,0,0
2020년11월_남_총인구수,"18,367","7,547","2,423","1,642","1,127","1,394",597,"1,003",545,715,"1,374"
2020년11월_남_연령구간인구수,"18,367","7,547","2,423","1,642","1,127","1,394",597,"1,003",545,715,"1,374"
2020년11월_남_0~9세,"1,032",672,89,56,43,47,17,17,6,27,58
2020년11월_남_10~19세,"1,486",837,176,111,60,74,23,50,22,37,96
2020년11월_남_20~29세,"1,728",881,187,121,86,117,29,85,36,56,130
2020년11월_남_30~39세,"1,485",785,165,108,84,101,37,51,31,35,88
2020년11월_남_40~49세,"2,298","1,072",240,217,128,158,70,108,57,82,166
2020년11월_남_50~59세,"3,417","1,309",457,313,187,274,114,221,148,154,240
2020년11월_남_60~69세,"3,302","1,049",513,334,268,300,139,200,127,122,250
2020년11월_남_70~79세,"2,305",633,365,238,171,216,97,160,73,109,243
2020년11월_남_80~89세,"1,188",278,212,128,90,91,65,104,39,83,98
2020년11월_남_90~99세,122,30,19,14,10,16,5,7,6,10,5
2020년11월_남_100세 이상,4,1,0,2,0,0,1,0,0,0,0
2020년11월_여_총인구수,"19,452","7,936","2,587","1,768","1,207","1,450",670,"1,101",541,746,"1,446"
2020년11월_여_연령구간인구수,"19,452","7,936","2,587","1,768","1,207","1,450",670,"1,101",541,746,"1,446"
2020년11월_여_0~9세,984,658,70,81,35,28,19,19,11,18,45
2020년11월_여_10~19세,"1,347",786,129,102,52,56,31,56,14,39,82
2020년11월_여_20~29세,"1,361",727,147,102,49,91,34,54,28,42,87
2020년11월_여_30~39세,"1,326",796,143,88,53,64,34,42,11,29,66
2020년11월_여_40~49세,"1,857","1,072",174,124,78,111,33,50,39,61,115
2020년11월_여_50~59세,"2,892","1,172",396,256,157,224,91,167,110,94,225
2020년11월_여_60~69세,"3,298","1,130",491,339,229,268,133,177,120,111,300
2020년11월_여_70~79세,"3,164",844,538,333,253,263,115,248,108,156,306
2020년11월_여_80~89세,"2,706",609,424,296,243,283,158,258,85,153,197
2020년11월_여_90~99세,495,132,73,44,54,61,21,30,14,43,23
2020년11월_여_100세 이상,22,10,2,3,4,1,1,0,1,0,0
2020년12월_계_총인구수,"37,800","15,465","4,998","3,409","2,341","2,850","1,268","2,105","1,079","1,456","2,829"
2020년12월_계_연령구간인구수,"37,800","15,465","4,998","3,409","2,341","2,850","1,268","2,105","1,079","1,456","2,829"
2020년12월_계_0~9세,"2,014","1,325",159,139,78,76,36,39,15,43,104
2020년12월_계_10~19세,"2,811","1,614",298,209,115,129,54,106,34,77,175
2020년12월_계_20~29세,"3,098","1,603",335,223,138,213,66,138,63,101,218
2020년12월_계_30~39세,"2,784","1,564",301,194,138,164,70,94,44,61,154
2020년12월_계_40~49세,"4,132","2,139",418,333,208,265,101,154,95,140,279
2020년12월_계_50~59세,"6,322","2,485",851,573,347,499,203,394,258,242,470
2020년12월_계_60~69세,"6,615","2,190","1,007",673,493,567,269,377,243,239,557
2020년12월_계_70~79세,"5,474","1,475",896,577,426,483,218,406,181,263,549
2020년12월_계_80~89세,"3,902",896,638,423,332,375,221,360,122,239,296
2020년12월_계_90~99세,624,164,93,60,63,78,28,37,23,51,27
2020년12월_계_100세 이상,24,10,2,5,3,1,2,0,1,0,0
2020년12월_남_총인구수,"18,381","7,532","2,423","1,642","1,136","1,407",599,"1,005",542,718,"1,377"
2020년12월_남_연령구간인구수,"18,381","7,532","2,423","1,642","1,136","1,407",599,"1,005",542,718,"1,377"
2020년12월_남_0~9세,"1,033",669,90,56,43,48,18,19,5,27,58
2020년12월_남_10~19세,"1,469",827,171,108,63,75,23,49,21,38,94
2020년12월_남_20~29세,"1,746",881,189,123,87,121,31,83,36,59,136
2020년12월_남_30~39세,"1,480",779,164,107,85,104,37,52,31,35,86
2020년12월_남_40~49세,"2,275","1,062",244,209,128,156,67,107,57,81,164
2020년12월_남_50~59세,"3,432","1,317",452,318,191,278,116,224,148,150,238
2020년12월_남_60~69세,"3,308","1,052",514,334,265,298,137,200,126,126,256
2020년12월_남_70~79세,"2,311",629,366,242,175,219,99,158,72,110,241
2020년12월_남_80~89세,"1,198",285,213,128,89,91,65,106,39,83,99
2020년12월_남_90~99세,125,30,20,15,10,17,5,7,7,9,5
2020년12월_남_100세 이상,4,1,0,2,0,0,1,0,0,0,0
2020년12월_여_총인구수,"19,419","7,933","2,575","1,767","1,205","1,443",669,"1,100",537,738,"1,452"
2020년12월_여_연령구간인구수,"19,419","7,933","2,575","1,767","1,205","1,443",669,"1,100",537,738,"1,452"
2020년12월_여_0~9세,981,656,69,83,35,28,18,20,10,16,46
2020년12월_여_10~19세,"1,342",787,127,101,52,54,31,57,13,39,81
2020년12월_여_20~29세,"1,352",722,146,100,51,92,35,55,27,42,82
2020년12월_여_30~39세,"1,304",785,137,87,53,60,33,42,13,26,68
2020년12월_여_40~49세,"1,857","1,077",174,124,80,109,34,47,38,59,115
2020년12월_여_50~59세,"2,890","1,168",399,255,156,221,87,170,110,92,232
2020년12월_여_60~69세,"3,307","1,138",493,339,228,269,132,177,117,113,301
2020년12월_여_70~79세,"3,163",846,530,335,251,264,119,248,109,153,308
2020년12월_여_80~89세,"2,704",611,425,295,243,284,156,254,83,156,197
2020년12월_여_90~99세,499,134,73,45,53,61,23,30,16,42,22
2020년12월_여_100세 이상,20,9,2,3,3,1,1,0,1,0,0
2021년01월_계_총인구수,"37,689","15,422","4,971","3,395","2,337","2,841","1,262","2,102","1,080","1,455","2,824"
2021년01월_계_연령구간인구수,"37,689","15,422","4,971","3,395","2,337","2,841","1,262","2,102","1,080","1,455","2,824"
2021년01월_계_0~9세,"1,993","1,311",155,137,79,77,36,37,15,42,104
2021년01월_계_10~19세,"2,784","1,593",297,206,114,129,53,106,34,79,173
2021년01월_계_20~29세,"3,082","1,604",328,218,135,208,70,138,63,97,221
2021년01월_계_30~39세,"2,752","1,552",296,188,140,161,68,93,44,58,152
2021년01월_계_40~49세,"4,111","2,124",419,331,203,267,100,155,94,141,277
2021년01월_계_50~59세,"6,309","2,490",852,573,343,494,200,393,259,242,463
2021년01월_계_60~69세,"6,638","2,198","1,001",678,500,569,269,375,245,242,561
2021년01월_계_70~79세,"5,451","1,475",890,576,418,482,215,406,179,261,549
2021년01월_계_80~89세,"3,906",898,637,422,336,373,222,361,123,238,296
2021년01월_계_90~99세,639,167,94,61,66,80,27,38,23,55,28
2021년01월_계_100세 이상,24,10,2,5,3,1,2,0,1,0,0
2021년01월_남_총인구수,"18,323","7,517","2,414","1,634","1,129","1,401",596,"1,005",541,715,"1,371"
2021년01월_남_연령구간인구수,"18,323","7,517","2,414","1,634","1,129","1,401",596,"1,005",541,715,"1,371"
2021년01월_남_0~9세,"1,020",659,88,54,43,50,18,18,5,26,59
2021년01월_남_10~19세,"1,454",816,170,105,62,76,22,50,21,39,93
2021년01월_남_20~29세,"1,743",893,184,122,82,119,32,83,36,57,135
2021년01월_남_30~39세,"1,456",765,163,103,88,101,36,53,31,31,85
2021년01월_남_40~49세,"2,270","1,061",245,211,124,156,66,107,55,82,163
2021년01월_남_50~59세,"3,421","1,311",456,316,188,276,116,223,149,150,236
2021년01월_남_60~69세,"3,319","1,061",512,337,268,298,137,196,126,129,255
2021년01월_남_70~79세,"2,298",631,362,241,169,217,98,160,72,106,242
2021년01월_남_80~89세,"1,211",289,213,128,95,91,65,107,39,85,99
2021년01월_남_90~99세,127,30,21,15,10,17,5,8,7,10,4
2021년01월_남_100세 이상,4,1,0,2,0,0,1,0,0,0,0
2021년01월_여_총인구수,"19,366","7,905","2,557","1,761","1,208","1,440",666,"1,097",539,740,"1,453"
2021년01월_여_연령구간인구수,"19,366","7,905","2,557","1,761","1,208","1,440",666,"1,097",539,740,"1,453"
2021년01월_여_0~9세,973,652,67,83,36,27,18,19,10,16,45
2021년01월_여_10~19세,"1,330",777,127,101,52,53,31,56,13,40,80
2021년01월_여_20~29세,"1,339",711,144,96,53,89,38,55,27,40,86
2021년01월_여_30~39세,"1,296",787,133,85,52,60,32,40,13,27,67
2021년01월_여_40~49세,"1,841","1,063",174,120,79,111,34,48,39,59,114
2021년01월_여_50~59세,"2,888","1,179",396,257,155,218,84,170,110,92,227
2021년01월_여_60~69세,"3,319","1,137",489,341,232,271,132,179,119,113,306
2021년01월_여_70~79세,"3,153",844,528,335,249,265,117,246,107,155,307
2021년01월_여_80~89세,"2,695",609,424,294,241,282,157,254,84,153,197
2021년01월_여_90~99세,512,137,73,46,56,63,22,30,16,45,24
2021년01월_여_100세 이상,20,9,2,3,3,1,1,0,1,0,0
2021년02월_계_총인구수,"37,528","15,352","4,943","3,390","2,323","2,841","1,260","2,095","1,080","1,447","2,797"
2021년02월_계_연령구간인구수,"37,528","15,352","4,943","3,390","2,323","2,841","1,260","2,095","1,080","1,447","2,797"
2021년02월_계_0~9세,"1,968","1,294",151,134,79,77,33,37,15,44,104
2021년02월_계_10~19세,"2,758","1,577",291,208,111,131,52,106,33,78,171
2021년02월_계_20~29세,"3,041","1,589",322,211,129,206,70,142,62,95,215
2021년02월_계_30~39세,"2,706","1,524",292,188,139,163,64,89,46,53,148
2021년02월_계_40~49세,"4,103","2,131",410,330,202,262,102,157,93,140,276
2021년02월_계_50~59세,"6,276","2,476",855,572,337,496,202,390,258,241,449
2021년02월_계_60~69세,"6,654","2,209","1,001",679,505,570,268,373,248,242,559
2021년02월_계_70~79세,"5,442","1,470",888,578,417,482,217,400,175,262,553
2021년02월_계_80~89세,"3,910",904,639,422,331,373,223,363,126,236,293
2021년02월_계_90~99세,645,168,92,63,70,80,26,38,23,56,29
2021년02월_계_100세 이상,25,10,2,5,3,1,3,0,1,0,0
2021년02월_남_총인구수,"18,270","7,497","2,409","1,631","1,123","1,395",598,995,543,715,"1,364"
2021년02월_남_연령구간인구수,"18,270","7,497","2,409","1,631","1,123","1,395",598,995,543,715,"1,364"
2021년02월_남_0~9세,"1,000",646,85,52,44,49,15,18,5,27,59
2021년02월_남_10~19세,"1,455",817,168,106,60,78,22,50,21,40,93
2021년02월_남_20~29세,"1,726",888,185,119,77,118,33,81,36,56,133
2021년02월_남_30~39세,"1,433",750,164,102,87,101,35,51,31,28,84
2021년02월_남_40~49세,"2,263","1,069",238,210,123,151,67,108,55,81,161
2021년02월_남_50~59세,"3,417","1,311",457,317,186,275,118,221,149,151,232
2021년02월_남_60~69세,"3,326","1,063",512,337,270,300,136,194,128,130,256
2021년02월_남_70~79세,"2,303",632,362,243,170,215,100,161,71,106,243
2021년02월_남_80~89세,"1,213",289,217,127,94,92,66,104,40,85,99
2021년02월_남_90~99세,130,31,21,16,12,16,5,7,7,11,4
2021년02월_남_100세 이상,4,1,0,2,0,0,1,0,0,0,0
2021년02월_여_총인구수,"19,258","7,855","2,534","1,759","1,200","1,446",662,"1,100",537,732,"1,433"
2021년02월_여_연령구간인구수,"19,258","7,855","2,534","1,759","1,200","1,446",662,"1,100",537,732,"1,433"
2021년02월_여_0~9세,968,648,66,82,35,28,18,19,10,17,45
2021년02월_여_10~19세,"1,303",760,123,102,51,53,30,56,12,38,78
2021년02월_여_20~29세,"1,315",701,137,92,52,88,37,61,26,39,82
2021년02월_여_30~39세,"1,273",774,128,86,52,62,29,38,15,25,64
2021년02월_여_40~49세,"1,840","1,062",172,120,79,111,35,49,38,59,115
2021년02월_여_50~59세,"2,859","1,165",398,255,151,221,84,169,109,90,217
2021년02월_여_60~69세,"3,328","1,146",489,342,235,270,132,179,120,112,303
2021년02월_여_70~79세,"3,139",838,526,335,247,267,117,239,104,156,310
2021년02월_여_80~89세,"2,697",615,422,295,237,281,157,259,86,151,194
2021년02월_여_90~99세,515,137,71,47,58,64,21,31,16,45,25
2021년02월_여_100세 이상,21,9,2,3,3,1,2,0,1,0,0
2021년03월_계_총인구수,"37,266","15,238","4,886","3,353","2,316","2,829","1,255","2,085","1,073","1,433","2,798"
2021년03월_계_연령구간인구수,"37,266","15,238","4,886","3,353","2,316","2,829","1,255","2,085","1,073","1,433","2,798"
2021년03월_계_0~9세,"1,951","1,273",150,133,83,80,35,39,13,42,103
2021년03월_계_10~19세,"2,730","1,579",279,200,110,132,48,101,36,75,170
2021년03월_계_20~29세,"3,027","1,583",319,216,132,199,71,142,61,90,214
2021년03월_계_30~39세,"2,661","1,496",277,185,136,168,65,86,46,51,151
2021년03월_계_40~49세,"4,022","2,090",402,326,196,253,98,154,90,139,274
2021년03월_계_50~59세,"6,230","2,473",843,563,338,491,208,383,250,235,446
2021년03월_계_60~69세,"6,633","2,183",999,672,505,569,264,379,252,246,564
2021년03월_계_70~79세,"5,419","1,472",883,575,410,481,218,396,176,262,546
2021년03월_계_80~89세,"3,930",908,640,418,334,374,221,368,126,238,303
2021년03월_계_90~99세,641,170,92,64,69,81,25,37,22,54,27
2021년03월_계_100세 이상,22,11,2,1,3,1,2,0,1,1,0
2021년03월_남_총인구수,"18,134","7,435","2,386","1,610","1,120","1,391",591,988,541,704,"1,368"
2021년03월_남_연령구간인구수,"18,134","7,435","2,386","1,610","1,120","1,391",591,988,541,704,"1,368"
2021년03월_남_0~9세,980,629,84,50,46,51,15,19,4,24,58
2021년03월_남_10~19세,"1,448",822,163,105,60,78,21,49,22,37,91
2021년03월_남_20~29세,"1,715",888,186,118,77,114,33,80,36,51,132
2021년03월_남_30~39세,"1,408",736,153,101,85,103,35,50,30,28,87
2021년03월_남_40~49세,"2,225","1,045",235,204,121,149,65,104,54,84,164
2021년03월_남_50~59세,"3,395","1,311",454,314,187,274,120,215,147,145,228
2021년03월_남_60~69세,"3,315","1,047",510,339,271,298,132,197,131,131,259
2021년03월_남_70~79세,"2,304",634,363,240,168,213,101,162,72,109,242
2021년03월_남_80~89세,"1,216",290,217,125,93,95,63,106,39,85,103
2021년03월_남_90~99세,125,32,21,14,12,16,5,6,6,9,4
2021년03월_남_100세 이상,3,1,0,0,0,0,1,0,0,1,0
2021년03월_여_총인구수,"19,132","7,803","2,500","1,743","1,196","1,438",664,"1,097",532,729,"1,430"
2021년03월_여_연령구간인구수,"19,132","7,803","2,500","1,743","1,196","1,438",664,"1,097",532,729,"1,430"
2021년03월_여_0~9세,971,644,66,83,37,29,20,20,9,18,45
2021년03월_여_10~19세,"1,282",757,116,95,50,54,27,52,14,38,79
2021년03월_여_20~29세,"1,312",695,133,98,55,85,38,62,25,39,82
2021년03월_여_30~39세,"1,253",760,124,84,51,65,30,36,16,23,64
2021년03월_여_40~49세,"1,797","1,045",167,122,75,104,33,50,36,55,110
2021년03월_여_50~59세,"2,835","1,162",389,249,151,217,88,168,103,90,218
2021년03월_여_60~69세,"3,318","1,136",489,333,234,271,132,182,121,115,305
2021년03월_여_70~79세,"3,115",838,520,335,242,268,117,234,104,153,304
2021년03월_여_80~89세,"2,714",618,423,293,241,279,158,262,87,153,200
2021년03월_여_90~99세,516,138,71,50,57,65,20,31,16,45,23
2021년03월_여_100세 이상,19,10,2,1,3,1,1,0,1,0,0
2021년04월_계_총인구수,"37,177","15,182","4,879","3,349","2,321","2,825","1,242","2,080","1,070","1,437","2,792"
2021년04월_계_연령구간인구수,"37,177","15,182","4,879","3,349","2,321","2,825","1,242","2,080","1,070","1,437","2,792"
2021년04월_계_0~9세,"1,930","1,262",146,131,84,76,33,38,13,41,106
2021년04월_계_10~19세,"2,686","1,548",279,197,108,131,46,98,35,74,170
2021년04월_계_20~29세,"3,022","1,585",323,216,131,195,68,141,60,89,214
2021년04월_계_30~39세,"2,666","1,503",272,182,139,163,67,87,47,53,153
2021년04월_계_40~49세,"3,998","2,078",402,325,193,256,94,151,89,145,265
2021년04월_계_50~59세,"6,212","2,463",842,558,347,488,205,378,248,237,446
2021년04월_계_60~69세,"6,650","2,187",996,678,503,573,264,388,255,245,561
2021년04월_계_70~79세,"5,397","1,474",878,574,407,477,215,395,174,260,543
2021년04월_계_80~89세,"3,945",904,643,420,336,381,223,365,127,238,308
2021년04월_계_90~99세,650,167,96,67,70,84,25,39,22,54,26
2021년04월_계_100세 이상,21,11,2,1,3,1,2,0,0,1,0
2021년04월_남_총인구수,"18,088","7,403","2,381","1,610","1,119","1,386",589,987,542,705,"1,366"
2021년04월_남_연령구간인구수,"18,088","7,403","2,381","1,610","1,119","1,386",589,987,542,705,"1,366"
2021년04월_남_0~9세,966,621,81,49,46,48,13,18,4,25,61
2021년04월_남_10~19세,"1,424",803,162,104,60,77,22,49,21,36,90
2021년04월_남_20~29세,"1,709",882,188,120,77,112,33,79,36,50,132
2021년04월_남_30~39세,"1,411",745,149,98,85,99,38,51,30,28,88
2021년04월_남_40~49세,"2,203","1,034",235,203,118,150,63,100,54,87,159
2021년04월_남_50~59세,"3,397","1,312",453,312,191,275,120,213,146,145,230
2021년04월_남_60~69세,"3,321","1,050",510,342,270,298,131,202,132,129,257
2021년04월_남_70~79세,"2,303",639,364,240,167,208,98,163,74,109,241
2021년04월_남_80~89세,"1,225",286,216,127,94,103,65,105,39,86,104
2021년04월_남_90~99세,126,30,23,15,11,16,5,7,6,9,4
2021년04월_남_100세 이상,3,1,0,0,0,0,1,0,0,1,0
2021년04월_여_총인구수,"19,089","7,779","2,498","1,739","1,202","1,439",653,"1,093",528,732,"1,426"
2021년04월_여_연령구간인구수,"19,089","7,779","2,498","1,739","1,202","1,439",653,"1,093",528,732,"1,426"
2021년04월_여_0~9세,964,641,65,82,38,28,20,20,9,16,45
2021년04월_여_10~19세,"1,262",745,117,93,48,54,24,49,14,38,80
2021년04월_여_20~29세,"1,313",703,135,96,54,83,35,62,24,39,82
2021년04월_여_30~39세,"1,255",758,123,84,54,64,29,36,17,25,65
2021년04월_여_40~49세,"1,795","1,044",167,122,75,106,31,51,35,58,106
2021년04월_여_50~59세,"2,815","1,151",389,246,156,213,85,165,102,92,216
2021년04월_여_60~69세,"3,329","1,137",486,336,233,275,133,186,123,116,304
2021년04월_여_70~79세,"3,094",835,514,334,240,269,117,232,100,151,302
2021년04월_여_80~89세,"2,720",618,427,293,242,278,158,260,88,152,204
2021년04월_여_90~99세,524,137,73,52,59,68,20,32,16,45,22
2021년04월_여_100세 이상,18,10,2,1,3,1,1,0,0,0,0
2021년05월_계_총인구수,"37,095","15,151","4,878","3,332","2,315","2,808","1,237","2,089","1,065","1,442","2,778"
2021년05월_계_연령구간인구수,"37,095","15,151","4,878","3,332","2,315","2,808","1,237","2,089","1,065","1,442","2,778"
2021년05월_계_0~9세,"1,914","1,249",146,130,82,76,35,40,13,40,103
2021년05월_계_10~19세,"2,682","1,545",280,195,107,130,47,102,34,73,169
2021년05월_계_20~29세,"2,998","1,584",321,208,130,192,67,140,58,88,210
2021년05월_계_30~39세,"2,637","1,486",270,180,138,158,66,88,46,52,153
2021년05월_계_40~49세,"3,961","2,064",400,322,192,250,93,148,92,140,260
2021년05월_계_50~59세,"6,212","2,475",838,558,337,486,206,379,245,243,445
2021년05월_계_60~69세,"6,666","2,190",991,681,510,576,261,391,254,249,563
2021년05월_계_70~79세,"5,391","1,476",888,566,406,473,211,396,173,262,540
2021년05월_계_80~89세,"3,958",904,641,423,338,382,225,366,128,241,310
2021년05월_계_90~99세,652,167,100,67,72,84,24,38,22,53,25
2021년05월_계_100세 이상,24,11,3,2,3,1,2,1,0,1,0
2021년05월_남_총인구수,"18,032","7,384","2,380","1,600","1,117","1,375",587,990,540,704,"1,355"
2021년05월_남_연령구간인구수,"18,032","7,384","2,380","1,600","1,117","1,375",587,990,540,704,"1,355"
2021년05월_남_0~9세,956,614,82,49,45,48,14,19,4,24,57
2021년05월_남_10~19세,"1,423",804,163,102,60,76,23,50,20,36,89
2021년05월_남_20~29세,"1,696",878,187,117,78,111,33,78,37,48,129
2021년05월_남_30~39세,"1,387",729,146,98,85,95,37,52,29,27,89
2021년05월_남_40~49세,"2,184","1,033",233,201,117,147,62,99,55,84,153
2021년05월_남_50~59세,"3,396","1,316",450,313,186,275,121,214,145,146,230
2021년05월_남_60~69세,"3,327","1,052",511,341,272,297,130,203,131,131,259
2021년05월_남_70~79세,"2,301",637,367,238,167,208,96,164,75,111,238
2021년05월_남_80~89세,"1,233",290,217,126,96,103,65,104,38,87,107
2021년05월_남_90~99세,126,30,24,15,11,15,5,7,6,9,4
2021년05월_남_100세 이상,3,1,0,0,0,0,1,0,0,1,0
2021년05월_여_총인구수,"19,063","7,767","2,498","1,732","1,198","1,433",650,"1,099",525,738,"1,423"
2021년05월_여_연령구간인구수,"19,063","7,767","2,498","1,732","1,198","1,433",650,"1,099",525,738,"1,423"
2021년05월_여_0~9세,958,635,64,81,37,28,21,21,9,16,46
2021년05월_여_10~19세,"1,259",741,117,93,47,54,24,52,14,37,80
2021년05월_여_20~29세,"1,302",706,134,91,52,81,34,62,21,40,81
2021년05월_여_30~39세,"1,250",757,124,82,53,63,29,36,17,25,64
2021년05월_여_40~49세,"1,777","1,031",167,121,75,103,31,49,37,56,107
2021년05월_여_50~59세,"2,816","1,159",388,245,151,211,85,165,100,97,215
2021년05월_여_60~69세,"3,339","1,138",480,340,238,279,131,188,123,118,304
2021년05월_여_70~79세,"3,090",839,521,328,239,265,115,232,98,151,302
2021년05월_여_80~89세,"2,725",614,424,297,242,279,160,262,90,154,203
2021년05월_여_90~99세,526,137,76,52,61,69,19,31,16,44,21
2021년05월_여_100세 이상,21,10,3,2,3,1,1,1,0,0,0
2021년06월_계_총인구수,"37,028","15,119","4,870","3,324","2,309","2,800","1,240","2,094","1,063","1,437","2,772"
2021년06월_계_연령구간인구수,"37,028","15,119","4,870","3,324","2,309","2,800","1,240","2,094","1,063","1,437","2,772"
