카테고리,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2020년11월_남_20~29세,"15,908",211,"1,405",705,775,474,"1,463",964,"1,422","1,125","1,530","1,992",743,994,862,123,"1,120"
2020년11월_남_30~39세,"13,910",254,"1,494",891,805,456,956,"1,086",680,793,"1,098","1,800",810,732,778,100,"1,177"
2020년11월_남_40~49세,"17,889",364,"2,476",966,885,578,"1,299","1,203",756,"1,153","1,390","1,690",945,891,"1,185",156,"1,952"
2020년11월_남_50~59세,"18,840",661,"1,789",955,"1,067",801,"1,533","1,224",788,"1,287","1,669","1,753","1,060",956,"1,373",275,"1,649"
2020년11월_남_60~69세,"15,658",665,"1,335",836,928,913,"1,186",937,751,"1,095","1,267","1,264",905,796,"1,181",296,"1,303"
2020년11월_남_70~79세,"8,559",387,713,558,505,513,598,516,430,580,649,608,521,385,708,163,725
2020년11월_남_80~89세,"2,975",129,224,202,194,213,193,181,139,209,215,180,167,142,259,79,249
2020년11월_남_90~99세,280,11,19,16,26,21,19,21,10,17,10,21,22,3,28,10,26
2020년11월_남_100세 이상,28,7,1,4,1,0,4,1,0,1,0,0,3,1,2,0,3
2020년11월_여_총인구수,"110,352","2,185","12,983","6,299","6,487","4,513","8,361","7,606","5,046","6,837","9,266","10,013","6,270","5,463","7,208","1,202","10,613"
2020년11월_여_연령구간인구수,"110,352","2,185","12,983","6,299","6,487","4,513","8,361","7,606","5,046","6,837","9,266","10,013","6,270","5,463","7,208","1,202","10,613"
2020년11월_여_0~9세,"7,272",54,"1,348",449,380,153,472,688,188,410,489,549,426,264,429,36,937
2020년11월_여_10~19세,"9,602",63,"1,598",418,481,191,775,658,409,567,856,731,465,405,608,72,"1,305"
2020년11월_여_20~29세,"14,216",173,"1,258",690,733,357,"1,270",871,"1,229",922,"1,429","1,889",673,958,713,85,966
2020년11월_여_30~39세,"11,803",161,"1,598",782,704,311,785,994,426,651,854,"1,321",717,579,669,63,"1,188"
2020년11월_여_40~49세,"16,147",190,"2,459",864,894,449,"1,214","1,157",521,937,"1,376","1,466",866,728,"1,035",117,"1,874"
2020년11월_여_50~59세,"17,903",350,"1,833","1,025","1,153",776,"1,470","1,220",766,"1,127","1,640","1,607","1,076",921,"1,240",199,"1,500"
2020년11월_여_60~69세,"16,671",516,"1,540","1,059","1,035",982,"1,249",983,755,"1,104","1,385","1,351","1,014",833,"1,228",250,"1,387"
2020년11월_여_70~79세,"10,521",427,883,646,665,754,719,650,486,722,809,732,656,497,822,181,872
2020년11월_여_80~89세,"5,308",214,389,296,395,470,350,324,230,346,371,311,313,231,400,173,495
2020년11월_여_90~99세,842,32,70,62,45,68,54,54,31,46,57,54,57,46,59,24,83
2020년11월_여_100세 이상,67,5,7,8,2,2,3,7,5,5,0,2,7,1,5,2,6
2020년12월_계_총인구수,"223,021","4,963","25,338","12,322","12,503","8,811","18,610","15,175","10,582","13,994","18,475","20,607","12,341","11,051","14,590","2,491","21,168"
2020년12월_계_연령구간인구수,"223,021","4,963","25,338","12,322","12,503","8,811","18,610","15,175","10,582","13,994","18,475","20,607","12,341","11,051","14,590","2,491","21,168"
2020년12월_계_0~9세,"15,010",108,"2,632",909,791,283,"1,222","1,469",385,808,981,"1,115",892,586,815,69,"1,945"
2020년12월_계_10~19세,"19,901",143,"3,366",902,982,406,"1,624","1,397",784,"1,130","1,772","1,496",932,810,"1,298",140,"2,719"
2020년12월_계_20~29세,"30,186",373,"2,653","1,384","1,494",815,"2,961","1,814","2,681","2,022","2,946","3,881","1,395","1,932","1,553",206,"2,076"
2020년12월_계_30~39세,"25,852",411,"3,028","1,646","1,469",749,"2,205","2,042","1,083","1,423","1,950","3,093","1,531","1,294","1,447",156,"2,325"
2020년12월_계_40~49세,"34,080",557,"4,888","1,802","1,749","1,031","2,801","2,349","1,254","2,081","2,750","3,144","1,793","1,604","2,198",267,"3,812"
2020년12월_계_50~59세,"36,736",994,"3,598","1,974","2,200","1,568","3,181","2,424","1,564","2,394","3,292","3,344","2,119","1,887","2,594",472,"3,131"
2020년12월_계_60~69세,"32,564","1,169","2,882","1,899","1,969","1,900","2,624","1,924","1,490","2,210","2,662","2,617","1,928","1,630","2,403",553,"2,704"
2020년12월_계_70~79세,"19,150",812,"1,578","1,217","1,174","1,274","1,352","1,169",920,"1,306","1,464","1,348","1,181",878,"1,535",345,"1,597"
2020년12월_계_80~89세,"8,315",340,615,501,596,692,553,500,373,553,590,495,477,379,657,250,744
2020년12월_계_90~99세,"1,129",44,90,76,76,91,80,79,42,61,66,72,83,49,83,31,106
2020년12월_계_100세 이상,98,12,8,12,3,2,7,8,6,6,2,2,10,2,7,2,9
2020년12월_남_총인구수,"112,416","2,788","12,495","6,063","6,092","4,320","9,396","7,612","5,538","7,188","9,240","10,620","6,101","5,620","7,424","1,305","10,614"
2020년12월_남_연령구간인구수,"112,416","2,788","12,495","6,063","6,092","4,320","9,396","7,612","5,538","7,188","9,240","10,620","6,101","5,620","7,424","1,305","10,614"
2020년12월_남_0~9세,"7,725",54,"1,318",468,434,135,631,786,201,398,501,577,465,323,389,33,"1,012"
2020년12월_남_10~19세,"10,325",78,"1,781",486,508,211,802,737,388,569,921,772,470,412,692,68,"1,430"
2020년12월_남_20~29세,"15,943",209,"1,409",696,768,467,"1,588",957,"1,424","1,109","1,513","1,977",741,990,854,124,"1,117"
2020년12월_남_30~39세,"13,992",248,"1,469",878,787,447,"1,200","1,066",670,780,"1,097","1,793",810,720,777,97,"1,153"
2020년12월_남_40~49세,"17,910",370,"2,447",953,866,580,"1,446","1,189",734,"1,147","1,393","1,686",938,885,"1,172",156,"1,948"
2020년12월_남_50~59세,"18,839",643,"1,775",955,"1,064",801,"1,616","1,218",795,"1,275","1,654","1,744","1,054",960,"1,372",273,"1,640"
2020년12월_남_60~69세,"15,786",656,"1,345",840,933,922,"1,274",938,742,"1,104","1,280","1,259",910,798,"1,170",301,"1,314"
2020년12월_남_70~79세,"8,596",385,700,565,509,518,621,520,431,579,657,608,522,382,712,164,723
2020년12월_남_80~89세,"2,988",127,228,202,195,217,194,178,143,209,214,184,165,146,259,79,248
2020년12월_남_90~99세,284,11,22,16,27,22,20,22,10,17,10,20,23,3,25,10,26
2020년12월_남_100세 이상,28,7,1,4,1,0,4,1,0,1,0,0,3,1,2,0,3
2020년12월_여_총인구수,"110,605","2,175","12,843","6,259","6,411","4,491","9,214","7,563","5,044","6,806","9,235","9,987","6,240","5,431","7,166","1,186","10,554"
2020년12월_여_연령구간인구수,"110,605","2,175","12,843","6,259","6,411","4,491","9,214","7,563","5,044","6,806","9,235","9,987","6,240","5,431","7,166","1,186","10,554"
2020년12월_여_0~9세,"7,285",54,"1,314",441,357,148,591,683,184,410,480,538,427,263,426,36,933
2020년12월_여_10~19세,"9,576",65,"1,585",416,474,195,822,660,396,561,851,724,462,398,606,72,"1,289"
2020년12월_여_20~29세,"14,243",164,"1,244",688,726,348,"1,373",857,"1,257",913,"1,433","1,904",654,942,699,82,959
2020년12월_여_30~39세,"11,860",163,"1,559",768,682,302,"1,005",976,413,643,853,"1,300",721,574,670,59,"1,172"
2020년12월_여_40~49세,"16,170",187,"2,441",849,883,451,"1,355","1,160",520,934,"1,357","1,458",855,719,"1,026",111,"1,864"
2020년12월_여_50~59세,"17,897",351,"1,823","1,019","1,136",767,"1,565","1,206",769,"1,119","1,638","1,600","1,065",927,"1,222",199,"1,491"
2020년12월_여_60~69세,"16,778",513,"1,537","1,059","1,036",978,"1,350",986,748,"1,106","1,382","1,358","1,018",832,"1,233",252,"1,390"
2020년12월_여_70~79세,"10,554",427,878,652,665,756,731,649,489,727,807,740,659,496,823,181,874
2020년12월_여_80~89세,"5,327",213,387,299,401,475,359,322,230,344,376,311,312,233,398,171,496
2020년12월_여_90~99세,845,33,68,60,49,69,60,57,32,44,56,52,60,46,58,21,80
2020년12월_여_100세 이상,70,5,7,8,2,2,3,7,6,5,2,2,7,1,5,2,6
2021년01월_계_총인구수,"223,727","4,950","25,120","12,247","12,436","8,743","20,458","15,059","10,465","13,927","18,360","20,534","12,289","10,990","14,538","2,491","21,120"
2021년01월_계_연령구간인구수,"223,727","4,950","25,120","12,247","12,436","8,743","20,458","15,059","10,465","13,927","18,360","20,534","12,289","10,990","14,538","2,491","21,120"
2021년01월_계_0~9세,"15,041",107,"2,574",887,788,269,"1,482","1,423",379,799,963,"1,101",888,578,802,64,"1,937"
2021년01월_계_10~19세,"19,868",143,"3,339",900,965,394,"1,774","1,385",753,"1,108","1,764","1,500",924,801,"1,278",144,"2,696"
2021년01월_계_20~29세,"30,188",372,"2,628","1,383","1,477",801,"3,167","1,810","2,644","2,006","2,899","3,871","1,382","1,915","1,558",206,"2,069"
2021년01월_계_30~39세,"26,005",412,"2,969","1,619","1,464",750,"2,645","2,010","1,065","1,416","1,910","3,053","1,526","1,292","1,424",156,"2,294"
2021년01월_계_40~49세,"34,143",549,"4,861","1,773","1,735","1,018","3,093","2,327","1,235","2,065","2,739","3,131","1,779","1,581","2,184",263,"3,810"
2021년01월_계_50~59세,"36,796",983,"3,580","1,961","2,195","1,540","3,413","2,402","1,557","2,382","3,293","3,329","2,107","1,872","2,579",468,"3,135"
2021년01월_계_60~69세,"32,875","1,172","2,881","1,921","1,950","1,906","2,817","1,952","1,492","2,212","2,678","2,633","1,922","1,644","2,419",558,"2,718"
2021년01월_계_70~79세,"19,185",810,"1,579","1,213","1,192","1,275","1,397","1,156",915,"1,315","1,445","1,340","1,188",874,"1,542",346,"1,598"
2021년01월_계_80~89세,"8,392",346,611,503,593,696,579,508,376,557,599,504,479,381,664,248,748
2021년01월_계_90~99세,"1,137",44,90,75,74,92,84,78,43,61,68,71,84,50,81,36,106
2021년01월_계_100세 이상,97,12,8,12,3,2,7,8,6,6,2,1,10,2,7,2,9
2021년01월_남_총인구수,"112,794","2,773","12,386","6,005","6,062","4,281","10,362","7,558","5,480","7,159","9,196","10,572","6,075","5,592","7,384","1,304","10,605"
2021년01월_남_연령구간인구수,"112,794","2,773","12,386","6,005","6,062","4,281","10,362","7,558","5,480","7,159","9,196","10,572","6,075","5,592","7,384","1,304","10,605"
2021년01월_남_0~9세,"7,752",55,"1,284",450,432,127,784,755,196,390,493,576,465,314,388,31,"1,012"
2021년01월_남_10~19세,"10,309",77,"1,775",484,501,202,888,732,372,559,917,772,465,406,679,68,"1,412"
2021년01월_남_20~29세,"15,964",207,"1,395",691,766,462,"1,699",961,"1,409","1,096","1,491","1,969",737,988,848,125,"1,120"
2021년01월_남_30~39세,"14,067",244,"1,442",863,784,446,"1,439","1,054",659,779,"1,074","1,759",805,720,769,97,"1,133"
2021년01월_남_40~49세,"17,959",364,"2,429",938,855,578,"1,601","1,176",724,"1,142","1,400","1,680",934,873,"1,161",153,"1,951"
2021년01월_남_50~59세,"18,849",633,"1,765",946,"1,062",784,"1,716","1,210",795,"1,279","1,651","1,737","1,046",952,"1,361",269,"1,643"
2021년01월_남_60~69세,"15,946",661,"1,348",849,924,923,"1,368",950,742,"1,102","1,291","1,266",907,808,"1,177",306,"1,324"
2021년01월_남_70~79세,"8,612",385,699,561,518,518,643,516,428,586,651,600,525,378,716,167,721
2021년01월_남_80~89세,"3,018",129,226,203,193,217,200,182,144,208,218,193,165,148,259,76,257
2021년01월_남_90~99세,290,11,22,16,26,24,20,21,11,17,10,20,23,4,24,12,29
2021년01월_남_100세 이상,28,7,1,4,1,0,4,1,0,1,0,0,3,1,2,0,3
2021년01월_여_총인구수,"110,933","2,177","12,734","6,242","6,374","4,462","10,096","7,501","4,985","6,768","9,164","9,962","6,214","5,398","7,154","1,187","10,515"
2021년01월_여_연령구간인구수,"110,933","2,177","12,734","6,242","6,374","4,462","10,096","7,501","4,985","6,768","9,164","9,962","6,214","5,398","7,154","1,187","10,515"
2021년01월_여_0~9세,"7,289",52,"1,290",437,356,142,698,668,183,409,470,525,423,264,414,33,925
2021년01월_여_10~19세,"9,559",66,"1,564",416,464,192,886,653,381,549,847,728,459,395,599,76,"1,284"
2021년01월_여_20~29세,"14,224",165,"1,233",692,711,339,"1,468",849,"1,235",910,"1,408","1,902",645,927,710,81,949
2021년01월_여_30~39세,"11,938",168,"1,527",756,680,304,"1,206",956,406,637,836,"1,294",721,572,655,59,"1,161"
2021년01월_여_40~49세,"16,184",185,"2,432",835,880,440,"1,492","1,151",511,923,"1,339","1,451",845,708,"1,023",110,"1,859"
2021년01월_여_50~59세,"17,947",350,"1,815","1,015","1,133",756,"1,697","1,192",762,"1,103","1,642","1,592","1,061",920,"1,218",199,"1,492"
2021년01월_여_60~69세,"16,929",511,"1,533","1,072","1,026",983,"1,449","1,002",750,"1,110","1,387","1,367","1,015",836,"1,242",252,"1,394"
2021년01월_여_70~79세,"10,573",425,880,652,674,757,754,640,487,729,794,740,663,496,826,179,877
2021년01월_여_80~89세,"5,374",217,385,300,400,479,379,326,232,349,381,311,314,233,405,172,491
2021년01월_여_90~99세,847,33,68,59,48,68,64,57,32,44,58,51,61,46,57,24,77
2021년01월_여_100세 이상,69,5,7,8,2,2,3,7,6,5,2,1,7,1,5,2,6
2021년02월_계_총인구수,"224,103","4,924","25,056","12,230","12,376","8,716","21,305","14,973","10,539","13,883","18,341","20,561","12,252","10,945","14,475","2,495","21,032"
2021년02월_계_연령구간인구수,"224,103","4,924","25,056","12,230","12,376","8,716","21,305","14,973","10,539","13,883","18,341","20,561","12,252","10,945","14,475","2,495","21,032"
2021년02월_계_0~9세,"15,010",105,"2,549",877,771,262,"1,615","1,389",371,794,949,"1,098",882,574,792,64,"1,918"
2021년02월_계_10~19세,"19,971",144,"3,333",897,963,389,"1,844","1,383",835,"1,108","1,773","1,501",925,790,"1,266",143,"2,677"
2021년02월_계_20~29세,"30,133",371,"2,619","1,359","1,463",788,"3,268","1,779","2,646","1,971","2,892","3,872","1,364","1,909","1,557",207,"2,068"
2021년02월_계_30~39세,"25,967",409,"2,899","1,598","1,450",746,"2,829","1,998","1,056","1,419","1,903","3,038","1,497","1,285","1,407",157,"2,276"
2021년02월_계_40~49세,"34,241",539,"4,883","1,776","1,733","1,011","3,239","2,332","1,235","2,049","2,723","3,152","1,781","1,574","2,172",257,"3,785"
2021년02월_계_50~59세,"36,789",982,"3,595","1,966","2,175","1,536","3,510","2,384","1,555","2,369","3,289","3,317","2,097","1,856","2,574",468,"3,116"
2021년02월_계_60~69세,"33,079","1,166","2,883","1,943","1,946","1,912","2,906","1,947","1,493","2,232","2,695","2,658","1,927","1,649","2,421",561,"2,740"
2021년02월_계_70~79세,"19,176",802,"1,588","1,215","1,196","1,275","1,414","1,156",917,"1,313","1,446","1,343","1,193",867,"1,522",343,"1,586"
2021년02월_계_80~89세,"8,485",351,607,511,599,704,587,517,382,561,597,508,488,389,675,255,754
2021년02월_계_90~99세,"1,154",43,91,76,77,91,87,79,43,61,72,73,88,50,82,38,103
2021년02월_계_100세 이상,98,12,9,12,3,2,6,9,6,6,2,1,10,2,7,2,9
2021년02월_남_총인구수,"113,026","2,756","12,357","5,993","6,034","4,260","10,775","7,516","5,549","7,132","9,207","10,600","6,057","5,561","7,360","1,308","10,561"
2021년02월_남_연령구간인구수,"113,026","2,756","12,357","5,993","6,034","4,260","10,775","7,516","5,549","7,132","9,207","10,600","6,057","5,561","7,360","1,308","10,561"
2021년02월_남_0~9세,"7,755",52,"1,279",447,426,125,856,737,194,383,487,572,466,314,385,31,"1,001"
2021년02월_남_10~19세,"10,330",78,"1,757",485,500,195,923,732,401,551,918,777,467,400,674,68,"1,404"
2021년02월_남_20~29세,"15,982",206,"1,401",677,759,451,"1,744",943,"1,452","1,085","1,490","1,968",728,979,854,125,"1,120"
2021년02월_남_30~39세,"14,057",243,"1,405",852,779,443,"1,527","1,052",648,785,"1,075","1,745",788,719,765,98,"1,133"
2021년02월_남_40~49세,"17,994",354,"2,431",944,857,576,"1,679","1,177",721,"1,128","1,397","1,701",935,868,"1,154",147,"1,925"
2021년02월_남_50~59세,"18,875",635,"1,780",943,"1,049",787,"1,755","1,205",800,"1,272","1,662","1,738","1,040",946,"1,355",271,"1,637"
2021년02월_남_60~69세,"16,051",656,"1,341",858,922,920,"1,420",952,745,"1,118","1,294","1,281",914,804,"1,180",310,"1,336"
2021년02월_남_70~79세,"8,607",385,711,559,517,519,647,516,428,584,654,604,524,378,701,165,715
2021년02월_남_80~89세,"3,054",129,229,207,198,220,200,180,149,208,219,193,168,148,265,81,260
2021년02월_남_90~99세,294,11,22,17,26,24,21,21,11,17,11,21,24,4,25,12,27
2021년02월_남_100세 이상,27,7,1,4,1,0,3,1,0,1,0,0,3,1,2,0,3
2021년02월_여_총인구수,"111,077","2,168","12,699","6,237","6,342","4,456","10,530","7,457","4,990","6,751","9,134","9,961","6,195","5,384","7,115","1,187","10,471"
2021년02월_여_연령구간인구수,"111,077","2,168","12,699","6,237","6,342","4,456","10,530","7,457","4,990","6,751","9,134","9,961","6,195","5,384","7,115","1,187","10,471"
2021년02월_여_0~9세,"7,255",53,"1,270",430,345,137,759,652,177,411,462,526,416,260,407,33,917
2021년02월_여_10~19세,"9,641",66,"1,576",412,463,194,921,651,434,557,855,724,458,390,592,75,"1,273"
2021년02월_여_20~29세,"14,151",165,"1,218",682,704,337,"1,524",836,"1,194",886,"1,402","1,904",636,930,703,82,948
2021년02월_여_30~39세,"11,910",166,"1,494",746,671,303,"1,302",946,408,634,828,"1,293",709,566,642,59,"1,143"
2021년02월_여_40~49세,"16,247",185,"2,452",832,876,435,"1,560","1,155",514,921,"1,326","1,451",846,706,"1,018",110,"1,860"
2021년02월_여_50~59세,"17,914",347,"1,815","1,023","1,126",749,"1,755","1,179",755,"1,097","1,627","1,579","1,057",910,"1,219",197,"1,479"
2021년02월_여_60~69세,"17,028",510,"1,542","1,085","1,024",992,"1,486",995,748,"1,114","1,401","1,377","1,013",845,"1,241",251,"1,404"
2021년02월_여_70~79세,"10,569",417,877,656,679,756,767,640,489,729,792,739,669,489,821,178,871
2021년02월_여_80~89세,"5,431",222,378,304,401,484,387,337,233,353,378,315,320,241,410,174,494
2021년02월_여_90~99세,860,32,69,59,51,67,66,58,32,44,61,52,64,46,57,26,76
2021년02월_여_100세 이상,71,5,8,8,2,2,3,8,6,5,2,1,7,1,5,2,6
2021년03월_계_총인구수,"223,469","4,743","24,916","12,156","12,376","8,651","21,574","14,914","10,570","13,824","18,304","20,547","12,209","10,920","14,375","2,474","20,916"
2021년03월_계_연령구간인구수,"223,469","4,743","24,916","12,156","12,376","8,651","21,574","14,914","10,570","13,824","18,304","20,547","12,209","10,920","14,375","2,474","20,916"
2021년03월_계_0~9세,"14,943",107,"2,518",876,762,255,"1,657","1,383",370,793,943,"1,081",883,580,780,66,"1,889"
2021년03월_계_10~19세,"19,971",146,"3,341",888,961,378,"1,837","1,375",875,"1,110","1,772","1,494",932,789,"1,256",140,"2,677"
2021년03월_계_20~29세,"30,220",368,"2,584","1,356","1,480",776,"3,336","1,767","2,678","1,968","2,891","3,934","1,348","1,928","1,540",204,"2,062"
2021년03월_계_30~39세,"25,851",381,"2,872","1,583","1,463",739,"2,911","1,985","1,048","1,413","1,882","3,013","1,498","1,274","1,397",158,"2,234"
2021년03월_계_40~49세,"34,027",502,"4,862","1,775","1,705",995,"3,267","2,318","1,227","2,039","2,701","3,136","1,769","1,553","2,154",255,"3,769"
2021년03월_계_50~59세,"36,513",940,"3,546","1,958","2,163","1,528","3,521","2,377","1,545","2,325","3,281","3,313","2,086","1,842","2,539",458,"3,091"
2021년03월_계_60~69세,"33,183","1,146","2,901","1,937","1,961","1,901","2,948","1,965","1,493","2,235","2,706","2,651","1,937","1,648","2,439",566,"2,749"
2021년03월_계_70~79세,"19,102",778,"1,586","1,202","1,201","1,281","1,419","1,136",903,"1,313","1,451","1,347","1,184",864,"1,517",331,"1,589"
2021년03월_계_80~89세,"8,503",334,611,513,603,707,590,527,383,565,599,512,489,393,675,256,746
2021년03월_계_90~99세,"1,117",39,93,66,75,90,84,78,44,59,75,65,80,49,77,40,103
2021년03월_계_100세 이상,39,2,2,2,2,1,4,3,4,4,3,1,3,0,1,0,7
2021년03월_남_총인구수,"112,726","2,665","12,302","5,952","6,042","4,229","10,893","7,475","5,578","7,120","9,202","10,574","6,039","5,558","7,307","1,295","10,495"
2021년03월_남_연령구간인구수,"112,726","2,665","12,302","5,952","6,042","4,229","10,893","7,475","5,578","7,120","9,202","10,574","6,039","5,558","7,307","1,295","10,495"
2021년03월_남_0~9세,"7,712",51,"1,264",449,424,124,874,727,194,383,484,556,471,319,378,30,984
2021년03월_남_10~19세,"10,316",78,"1,762",476,497,190,918,730,424,556,914,769,470,405,662,66,"1,399"
2021년03월_남_20~29세,"16,052",208,"1,397",677,769,441,"1,769",928,"1,475","1,093","1,501","2,000",718,986,851,122,"1,117"
2021년03월_남_30~39세,"13,990",229,"1,389",835,785,441,"1,574","1,045",641,784,"1,063","1,735",786,710,756,100,"1,117"
2021년03월_남_40~49세,"17,882",333,"2,425",940,841,568,"1,695","1,174",715,"1,124","1,393","1,689",931,854,"1,146",145,"1,909"
2021년03월_남_50~59세,"18,769",614,"1,746",942,"1,050",786,"1,751","1,204",800,"1,252","1,658","1,736","1,040",953,"1,336",264,"1,637"
2021년03월_남_60~69세,"16,095",649,"1,357",862,931,912,"1,435",958,746,"1,115","1,300","1,276",912,800,"1,191",318,"1,333"
2021년03월_남_70~79세,"8,562",371,707,550,519,520,653,505,425,583,660,600,521,375,700,156,717
2021년03월_남_80~89세,"3,064",121,234,208,200,224,200,185,149,212,216,197,168,151,264,80,255
2021년03월_남_90~99세,274,10,21,12,25,22,22,19,9,17,13,16,22,5,22,14,25
2021년03월_남_100세 이상,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021년03월_여_총인구수,"110,743","2,078","12,614","6,204","6,334","4,422","10,681","7,439","4,992","6,704","9,102","9,973","6,170","5,362","7,068","1,179","10,421"
2021년03월_여_연령구간인구수,"110,743","2,078","12,614","6,204","6,334","4,422","10,681","7,439","4,992","6,704","9,102","9,973","6,170","5,362","7,068","1,179","10,421"
2021년03월_여_0~9세,"7,231",56,"1,254",427,338,131,783,656,176,410,459,525,412,261,402,36,905
2021년03월_여_10~19세,"9,655",68,"1,579",412,464,188,919,645,451,554,858,725,462,384,594,74,"1,278"
2021년03월_여_20~29세,"14,168",160,"1,187",679,711,335,"1,567",839,"1,203",875,"1,390","1,934",630,942,689,82,945
2021년03월_여_30~39세,"11,861",152,"1,483",748,678,298,"1,337",940,407,629,819,"1,278",712,564,641,58,"1,117"
2021년03월_여_40~49세,"16,145",169,"2,437",835,864,427,"1,572","1,144",512,915,"1,308","1,447",838,699,"1,008",110,"1,860"
2021년03월_여_50~59세,"17,744",326,"1,800","1,016","1,113",742,"1,770","1,173",745,"1,073","1,623","1,577","1,046",889,"1,203",194,"1,454"
2021년03월_여_60~69세,"17,088",497,"1,544","1,075","1,030",989,"1,513","1,007",747,"1,120","1,406","1,375","1,025",848,"1,248",248,"1,416"
2021년03월_여_70~79세,"10,540",407,879,652,682,761,766,631,478,730,791,747,663,489,817,175,872
2021년03월_여_80~89세,"5,439",213,377,305,403,483,390,342,234,353,383,315,321,242,411,176,491
2021년03월_여_90~99세,843,29,72,54,50,68,62,59,35,42,62,49,58,44,55,26,78
2021년03월_여_100세 이상,29,1,2,1,1,0,2,3,4,3,3,1,3,0,0,0,5
2021년04월_계_총인구수,"223,358","4,733","24,872","12,146","12,337","8,674","21,724","14,939","10,572","13,793","18,254","20,509","12,179","10,922","14,357","2,450","20,897"
2021년04월_계_연령구간인구수,"223,358","4,733","24,872","12,146","12,337","8,674","21,724","14,939","10,572","13,793","18,254","20,509","12,179","10,922","14,357","2,450","20,897"
2021년04월_계_0~9세,"14,869",106,"2,499",879,752,259,"1,669","1,379",374,790,924,"1,068",878,579,774,63,"1,876"
2021년04월_계_10~19세,"19,927",140,"3,336",888,961,380,"1,844","1,373",856,"1,103","1,772","1,476",938,794,"1,252",139,"2,675"
2021년04월_계_20~29세,"30,180",371,"2,574","1,345","1,473",781,"3,341","1,768","2,687","1,944","2,883","3,939","1,335","1,941","1,535",197,"2,066"
2021년04월_계_30~39세,"25,790",374,"2,863","1,578","1,457",729,"2,953","1,987","1,045","1,421","1,865","2,985","1,489","1,275","1,388",155,"2,226"
2021년04월_계_40~49세,"33,994",501,"4,851","1,769","1,700","1,008","3,286","2,333","1,230","2,025","2,682","3,140","1,757","1,541","2,151",251,"3,769"
2021년04월_계_50~59세,"36,404",938,"3,540","1,938","2,150","1,513","3,543","2,359","1,548","2,303","3,292","3,302","2,078","1,836","2,533",450,"3,081"
2021년04월_계_60~69세,"33,423","1,151","2,916","1,957","1,975","1,919","2,974","1,989","1,503","2,261","2,711","2,664","1,946","1,657","2,456",575,"2,769"
2021년04월_계_70~79세,"19,072",776,"1,573","1,210","1,194","1,286","1,428","1,146",897,"1,314","1,439","1,356","1,179",857,"1,512",325,"1,580"
2021년04월_계_80~89세,"8,540",335,622,513,598,708,601,523,385,568,606,514,495,394,677,256,745
2021년04월_계_90~99세,"1,120",39,96,67,75,90,81,79,43,60,77,64,81,48,78,39,103
2021년04월_계_100세 이상,39,2,2,2,2,1,4,3,4,4,3,1,3,0,1,0,7
2021년04월_남_총인구수,"112,660","2,651","12,266","5,943","6,029","4,254","10,967","7,487","5,578","7,104","9,172","10,565","6,023","5,559","7,296","1,277","10,489"
2021년04월_남_연령구간인구수,"112,660","2,651","12,266","5,943","6,029","4,254","10,967","7,487","5,578","7,104","9,172","10,565","6,023","5,559","7,296","1,277","10,489"
2021년04월_남_0~9세,"7,685",51,"1,249",453,424,128,873,723,199,386,472,551,471,316,380,27,982
2021년04월_남_10~19세,"10,301",74,"1,758",475,492,196,924,730,414,553,918,757,472,411,658,68,"1,401"
2021년04월_남_20~29세,"16,020",208,"1,398",668,769,443,"1,774",930,"1,472","1,078","1,493","2,014",710,991,845,114,"1,113"
2021년04월_남_30~39세,"13,969",225,"1,384",835,785,441,"1,596","1,046",637,789,"1,051","1,719",779,716,752,98,"1,116"
2021년04월_남_40~49세,"17,848",331,"2,416",939,838,574,"1,700","1,180",715,"1,119","1,386","1,687",929,845,"1,139",144,"1,906"
2021년04월_남_50~59세,"18,731",614,"1,744",925,"1,045",784,"1,766","1,194",810,"1,234","1,667","1,737","1,038",948,"1,340",257,"1,628"
2021년04월_남_60~69세,"16,196",647,"1,358",873,938,918,"1,447",968,751,"1,132","1,300","1,279",913,805,"1,197",326,"1,344"
2021년04월_남_70~79세,"8,551",369,696,556,515,524,661,512,421,584,651,609,522,372,696,151,712
2021년04월_남_80~89세,"3,072",122,241,205,197,224,203,184,150,211,220,196,166,150,265,79,259
2021년04월_남_90~99세,277,9,22,13,25,21,21,20,9,17,14,16,23,5,23,13,26
2021년04월_남_100세 이상,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021년04월_여_총인구수,"110,698","2,082","12,606","6,203","6,308","4,420","10,757","7,452","4,994","6,689","9,082","9,944","6,156","5,363","7,061","1,173","10,408"
2021년04월_여_연령구간인구수,"110,698","2,082","12,606","6,203","6,308","4,420","10,757","7,452","4,994","6,689","9,082","9,944","6,156","5,363","7,061","1,173","10,408"
2021년04월_여_0~9세,"7,184",55,"1,250",426,328,131,796,656,175,404,452,517,407,263,394,36,894
