카테고리,경기도 연천군,경기도 연천군 연천읍,경기도 연천군 전곡읍,경기도 연천군 군남면,경기도 연천군 청산면,경기도 연천군 백학면,경기도 연천군 미산면,경기도 연천군 왕징면,경기도 연천군 신서면,경기도 연천군 중면,경기도 연천군 장남면
2020년11월_남_30~39세,"2,416",613,"1,175",111,163,115,72,41,96,7,23
2020년11월_남_40~49세,"2,726",458,"1,373",177,247,143,87,52,142,8,39
2020년11월_남_50~59세,"3,844",599,"1,661",318,377,284,182,91,246,18,68
2020년11월_남_60~69세,"3,869",556,"1,384",379,440,296,269,121,324,18,82
2020년11월_남_70~79세,"2,294",379,702,228,251,203,119,106,235,14,57
2020년11월_남_80~89세,"1,015",185,288,112,109,101,61,40,89,4,26
2020년11월_남_90~99세,108,26,39,9,12,5,7,1,9,0,0
2020년11월_남_100세 이상,16,0,9,2,1,1,1,1,1,0,0
2020년11월_여_총인구수,"20,730","3,600","9,515","1,518","1,843","1,213",833,479,"1,284",84,361
2020년11월_여_연령구간인구수,"20,730","3,600","9,515","1,518","1,843","1,213",833,479,"1,284",84,361
2020년11월_여_0~9세,"1,356",353,770,48,68,41,22,10,31,5,8
2020년11월_여_10~19세,"1,493",197,942,81,77,62,30,19,62,6,17
2020년11월_여_20~29세,"1,956",378,"1,072",102,139,83,56,30,68,5,23
2020년11월_여_30~39세,"1,826",407,"1,008",80,106,68,52,26,56,5,18
2020년11월_여_40~49세,"2,259",354,"1,317",120,160,105,57,28,89,9,20
2020년11월_여_50~59세,"3,319",465,"1,523",273,323,229,160,66,193,14,73
2020년11월_여_60~69세,"3,638",559,"1,347",316,415,256,203,117,327,17,81
2020년11월_여_70~79세,"2,759",499,830,276,321,227,148,117,264,12,65
2020년11월_여_80~89세,"1,804",329,581,200,195,131,90,57,168,9,44
2020년11월_여_90~99세,291,55,113,20,32,10,14,9,25,1,12
2020년11월_여_100세 이상,29,4,12,2,7,1,1,0,1,1,0
2020년12월_계_총인구수,"43,516","7,869","19,358","3,214","3,933","2,652","1,781","1,028","2,762",200,719
2020년12월_계_연령구간인구수,"43,516","7,869","19,358","3,214","3,933","2,652","1,781","1,028","2,762",200,719
2020년12월_계_0~9세,"2,730",690,"1,576",91,124,84,52,23,60,9,21
2020년12월_계_10~19세,"3,193",448,"1,953",176,189,149,71,50,113,9,35
2020년12월_계_20~29세,"5,364","1,245","2,436",332,461,238,142,81,327,44,58
2020년12월_계_30~39세,"4,259","1,015","2,204",192,269,183,125,68,151,12,40
2020년12월_계_40~49세,"4,978",806,"2,688",297,406,251,140,81,231,19,59
2020년12월_계_50~59세,"7,132","1,062","3,181",580,695,511,338,157,438,32,138
2020년12월_계_60~69세,"7,547","1,130","2,743",703,864,556,468,238,648,34,163
2020년12월_계_70~79세,"5,045",875,"1,536",500,564,432,266,223,500,26,123
2020년12월_계_80~89세,"2,821",512,868,310,309,230,156,96,257,13,70
2020년12월_계_90~99세,400,82,151,29,44,15,21,10,35,1,12
2020년12월_계_100세 이상,47,4,22,4,8,3,2,1,2,1,0
2020년12월_남_총인구수,"22,799","4,284","9,835","1,704","2,093","1,427",948,552,"1,479",116,361
2020년12월_남_연령구간인구수,"22,799","4,284","9,835","1,704","2,093","1,427",948,552,"1,479",116,361
2020년12월_남_0~9세,"1,394",343,821,44,55,41,30,13,29,4,14
2020년12월_남_10~19세,"1,692",250,"1,002",96,112,87,40,32,52,4,17
2020년12월_남_20~29세,"3,403",873,"1,359",229,324,152,85,51,257,38,35
2020년12월_남_30~39세,"2,428",611,"1,189",112,165,115,71,41,95,7,22
2020년12월_남_40~49세,"2,722",456,"1,370",180,245,143,84,53,142,9,40
2020년12월_남_50~59세,"3,837",601,"1,665",311,379,282,181,90,243,18,67
2020년12월_남_60~69세,"3,886",563,"1,386",382,442,296,268,124,325,18,82
2020년12월_남_70~79세,"2,293",377,704,228,247,205,117,106,238,14,57
2020년12월_남_80~89세,"1,019",184,290,111,111,100,64,40,88,4,27
2020년12월_남_90~99세,108,26,39,9,12,5,7,1,9,0,0
2020년12월_남_100세 이상,17,0,10,2,1,1,1,1,1,0,0
2020년12월_여_총인구수,"20,717","3,585","9,523","1,510","1,840","1,225",833,476,"1,283",84,358
2020년12월_여_연령구간인구수,"20,717","3,585","9,523","1,510","1,840","1,225",833,476,"1,283",84,358
2020년12월_여_0~9세,"1,336",347,755,47,69,43,22,10,31,5,7
2020년12월_여_10~19세,"1,501",198,951,80,77,62,31,18,61,5,18
2020년12월_여_20~29세,"1,961",372,"1,077",103,137,86,57,30,70,6,23
2020년12월_여_30~39세,"1,831",404,"1,015",80,104,68,54,27,56,5,18
2020년12월_여_40~49세,"2,256",350,"1,318",117,161,108,56,28,89,10,19
2020년12월_여_50~59세,"3,295",461,"1,516",269,316,229,157,67,195,14,71
2020년12월_여_60~69세,"3,661",567,"1,357",321,422,260,200,114,323,16,81
2020년12월_여_70~79세,"2,752",498,832,272,317,227,149,117,262,12,66
2020년12월_여_80~89세,"1,802",328,578,199,198,130,92,56,169,9,43
2020년12월_여_90~99세,292,56,112,20,32,10,14,9,26,1,12
2020년12월_여_100세 이상,30,4,12,2,7,2,1,0,1,1,0
2021년01월_계_총인구수,"43,438","7,829","19,349","3,208","3,938","2,626","1,782","1,026","2,757",201,722
2021년01월_계_연령구간인구수,"43,438","7,829","19,349","3,208","3,938","2,626","1,782","1,026","2,757",201,722
2021년01월_계_0~9세,"2,702",681,"1,562",92,124,80,52,23,59,8,21
2021년01월_계_10~19세,"3,179",448,"1,949",172,188,146,70,50,110,10,36
2021년01월_계_20~29세,"5,334","1,226","2,429",330,464,233,140,80,327,47,58
2021년01월_계_30~39세,"4,243","1,019","2,195",191,267,176,125,67,152,12,39
2021년01월_계_40~49세,"4,954",796,"2,678",298,401,250,139,81,233,19,59
2021년01월_계_50~59세,"7,106","1,066","3,180",576,697,496,337,158,430,31,135
2021년01월_계_60~69세,"7,596","1,130","2,762",705,870,569,473,236,649,34,168
2021년01월_계_70~79세,"5,042",867,"1,547",496,563,428,264,222,505,26,124
2021년01월_계_80~89세,"2,833",510,873,315,313,229,158,98,255,12,70
2021년01월_계_90~99세,403,82,152,29,44,16,22,10,35,1,12
2021년01월_계_100세 이상,46,4,22,4,7,3,2,1,2,1,0
2021년01월_남_총인구수,"22,744","4,250","9,827","1,703","2,093","1,415",946,551,"1,476",118,365
2021년01월_남_연령구간인구수,"22,744","4,250","9,827","1,703","2,093","1,415",946,551,"1,476",118,365
2021년01월_남_0~9세,"1,380",339,810,45,56,40,30,13,29,4,14
2021년01월_남_10~19세,"1,679",245,997,94,113,85,39,32,51,4,19
2021년01월_남_20~29세,"3,391",859,"1,359",229,328,146,86,51,257,41,35
2021년01월_남_30~39세,"2,412",610,"1,186",110,164,111,70,39,94,7,21
2021년01월_남_40~49세,"2,713",451,"1,363",181,240,145,83,54,145,9,42
2021년01월_남_50~59세,"3,819",598,"1,664",311,381,275,181,90,240,17,62
2021년01월_남_60~69세,"3,918",567,"1,397",386,443,304,268,124,325,18,86
2021년01월_남_70~79세,"2,283",372,709,222,243,204,115,106,239,14,59
2021년01월_남_80~89세,"1,025",183,292,114,113,99,66,40,87,4,27
2021년01월_남_90~99세,107,26,40,9,11,5,7,1,8,0,0
2021년01월_남_100세 이상,17,0,10,2,1,1,1,1,1,0,0
2021년01월_여_총인구수,"20,694","3,579","9,522","1,505","1,845","1,211",836,475,"1,281",83,357
2021년01월_여_연령구간인구수,"20,694","3,579","9,522","1,505","1,845","1,211",836,475,"1,281",83,357
2021년01월_여_0~9세,"1,322",342,752,47,68,40,22,10,30,4,7
2021년01월_여_10~19세,"1,500",203,952,78,75,61,31,18,59,6,17
2021년01월_여_20~29세,"1,943",367,"1,070",101,136,87,54,29,70,6,23
2021년01월_여_30~39세,"1,831",409,"1,009",81,103,65,55,28,58,5,18
2021년01월_여_40~49세,"2,241",345,"1,315",117,161,105,56,27,88,10,17
2021년01월_여_50~59세,"3,287",468,"1,516",265,316,221,156,68,190,14,73
2021년01월_여_60~69세,"3,678",563,"1,365",319,427,265,205,112,324,16,82
2021년01월_여_70~79세,"2,759",495,838,274,320,224,149,116,266,12,65
2021년01월_여_80~89세,"1,808",327,581,201,200,130,92,58,168,8,43
2021년01월_여_90~99세,296,56,112,20,33,11,15,9,27,1,12
2021년01월_여_100세 이상,29,4,12,2,6,2,1,0,1,1,0
2021년02월_계_총인구수,"43,368","7,834","19,299","3,192","3,933","2,638","1,775","1,021","2,754",202,720
2021년02월_계_연령구간인구수,"43,368","7,834","19,299","3,192","3,933","2,638","1,775","1,021","2,754",202,720
2021년02월_계_0~9세,"2,679",681,"1,539",90,126,80,51,23,60,8,21
2021년02월_계_10~19세,"3,157",447,"1,934",171,187,147,68,50,108,10,35
2021년02월_계_20~29세,"5,321","1,225","2,420",326,460,240,141,77,329,46,57
2021년02월_계_30~39세,"4,225","1,026","2,183",193,262,173,125,66,145,13,39
2021년02월_계_40~49세,"4,932",800,"2,662",291,402,245,139,79,237,19,58
2021년02월_계_50~59세,"7,068","1,054","3,175",573,692,502,330,158,420,32,132
2021년02월_계_60~69세,"7,650","1,134","2,788",705,876,576,476,238,654,34,169
2021년02월_계_70~79세,"5,034",868,"1,551",498,556,422,261,220,505,26,127
2021년02월_계_80~89세,"2,844",512,869,311,319,234,160,98,259,12,70
2021년02월_계_90~99세,412,83,156,30,46,16,22,11,35,1,12
2021년02월_계_100세 이상,46,4,22,4,7,3,2,1,2,1,0
2021년02월_남_총인구수,"22,707","4,254","9,796","1,700","2,090","1,415",945,547,"1,477",119,364
2021년02월_남_연령구간인구수,"22,707","4,254","9,796","1,700","2,090","1,415",945,547,"1,477",119,364
2021년02월_남_0~9세,"1,373",342,799,48,55,39,29,13,30,4,14
2021년02월_남_10~19세,"1,668",246,991,92,112,86,38,32,49,4,18
2021년02월_남_20~29세,"3,382",854,"1,353",227,327,150,88,49,259,40,35
2021년02월_남_30~39세,"2,398",614,"1,177",114,163,106,71,38,87,8,20
2021년02월_남_40~49세,"2,706",454,"1,357",176,240,142,84,53,150,9,41
2021년02월_남_50~59세,"3,793",591,"1,658",309,375,279,174,89,237,18,63
2021년02월_남_60~69세,"3,953",569,"1,410",389,451,305,270,126,329,18,86
2021년02월_남_70~79세,"2,283",374,710,223,240,202,117,104,239,14,60
2021년02월_남_80~89세,"1,023",182,290,111,114,100,66,41,88,4,27
2021년02월_남_90~99세,111,28,41,9,12,5,7,1,8,0,0
2021년02월_남_100세 이상,17,0,10,2,1,1,1,1,1,0,0
2021년02월_여_총인구수,"20,661","3,580","9,503","1,492","1,843","1,223",830,474,"1,277",83,356
2021년02월_여_연령구간인구수,"20,661","3,580","9,503","1,492","1,843","1,223",830,474,"1,277",83,356
2021년02월_여_0~9세,"1,306",339,740,42,71,41,22,10,30,4,7
2021년02월_여_10~19세,"1,489",201,943,79,75,61,30,18,59,6,17
2021년02월_여_20~29세,"1,939",371,"1,067",99,133,90,53,28,70,6,22
2021년02월_여_30~39세,"1,827",412,"1,006",79,99,67,54,28,58,5,19
2021년02월_여_40~49세,"2,226",346,"1,305",115,162,103,55,26,87,10,17
2021년02월_여_50~59세,"3,275",463,"1,517",264,317,223,156,69,183,14,69
2021년02월_여_60~69세,"3,697",565,"1,378",316,425,271,206,112,325,16,83
2021년02월_여_70~79세,"2,751",494,841,275,316,220,144,116,266,12,67
2021년02월_여_80~89세,"1,821",330,579,200,205,134,94,57,171,8,43
2021년02월_여_90~99세,301,55,115,21,34,11,15,10,27,1,12
2021년02월_여_100세 이상,29,4,12,2,6,2,1,0,1,1,0
2021년03월_계_총인구수,"43,063","7,827","19,153","3,167","3,862","2,615","1,770","1,015","2,728",197,729
2021년03월_계_연령구간인구수,"43,063","7,827","19,153","3,167","3,862","2,615","1,770","1,015","2,728",197,729
2021년03월_계_0~9세,"2,655",676,"1,520",90,123,82,49,25,60,7,23
2021년03월_계_10~19세,"3,123",447,"1,919",169,182,143,66,47,106,9,35
2021년03월_계_20~29세,"5,325","1,234","2,422",332,457,235,137,77,325,48,58
2021년03월_계_30~39세,"4,176","1,019","2,158",185,254,172,126,66,144,11,41
2021년03월_계_40~49세,"4,863",802,"2,620",279,398,243,130,75,238,17,61
2021년03월_계_50~59세,"6,998","1,044","3,159",566,679,491,330,159,406,32,132
2021년03월_계_60~69세,"7,657","1,137","2,794",706,861,577,487,237,655,34,169
2021년03월_계_70~79세,"5,011",867,"1,541",500,551,420,259,218,501,26,128
2021년03월_계_80~89세,"2,828",513,859,308,313,234,161,99,259,12,70
2021년03월_계_90~99세,404,84,154,29,41,17,23,11,32,1,12
2021년03월_계_100세 이상,23,4,7,3,3,1,2,1,2,0,0
2021년03월_남_총인구수,"22,577","4,244","9,731","1,691","2,059","1,407",952,544,"1,461",119,369
2021년03월_남_연령구간인구수,"22,577","4,244","9,731","1,691","2,059","1,407",952,544,"1,461",119,369
2021년03월_남_0~9세,"1,349",335,782,48,53,40,27,15,30,4,15
2021년03월_남_10~19세,"1,655",250,981,92,109,85,38,30,48,4,18
2021년03월_남_20~29세,"3,377",854,"1,357",231,325,147,88,48,250,41,36
2021년03월_남_30~39세,"2,385",608,"1,170",109,161,107,73,39,89,7,22
2021년03월_남_40~49세,"2,669",456,"1,334",171,239,140,80,50,148,9,42
2021년03월_남_50~59세,"3,762",586,"1,646",309,370,275,177,89,229,18,63
2021년03월_남_60~69세,"3,973",572,"1,426",388,443,306,278,125,332,18,85
2021년03월_남_70~79세,"2,281",373,710,226,238,201,116,104,238,14,61
2021년03월_남_80~89세,"1,007",183,279,108,109,100,67,42,88,4,27
2021년03월_남_90~99세,112,27,43,8,12,6,7,1,8,0,0
2021년03월_남_100세 이상,7,0,3,1,0,0,1,1,1,0,0
2021년03월_여_총인구수,"20,486","3,583","9,422","1,476","1,803","1,208",818,471,"1,267",78,360
2021년03월_여_연령구간인구수,"20,486","3,583","9,422","1,476","1,803","1,208",818,471,"1,267",78,360
2021년03월_여_0~9세,"1,306",341,738,42,70,42,22,10,30,3,8
2021년03월_여_10~19세,"1,468",197,938,77,73,58,28,17,58,5,17
2021년03월_여_20~29세,"1,948",380,"1,065",101,132,88,49,29,75,7,22
2021년03월_여_30~39세,"1,791",411,988,76,93,65,53,27,55,4,19
2021년03월_여_40~49세,"2,194",346,"1,286",108,159,103,50,25,90,8,19
2021년03월_여_50~59세,"3,236",458,"1,513",257,309,216,153,70,177,14,69
2021년03월_여_60~69세,"3,684",565,"1,368",318,418,271,209,112,323,16,84
2021년03월_여_70~79세,"2,730",494,831,274,313,219,143,114,263,12,67
2021년03월_여_80~89세,"1,821",330,580,200,204,134,94,57,171,8,43
2021년03월_여_90~99세,292,57,111,21,29,11,16,10,24,1,12
2021년03월_여_100세 이상,16,4,4,2,3,1,1,0,1,0,0
2021년04월_계_총인구수,"43,080","7,807","19,195","3,166","3,870","2,623","1,771","1,004","2,715",195,734
2021년04월_계_연령구간인구수,"43,080","7,807","19,195","3,166","3,870","2,623","1,771","1,004","2,715",195,734
2021년04월_계_0~9세,"2,648",670,"1,526",92,119,81,49,23,59,6,23
2021년04월_계_10~19세,"3,119",443,"1,909",171,187,147,68,46,104,9,35
2021년04월_계_20~29세,"5,296","1,241","2,411",320,453,233,138,76,320,46,58
2021년04월_계_30~39세,"4,156",995,"2,160",184,257,176,126,63,142,12,41
2021년04월_계_40~49세,"4,870",803,"2,631",278,397,240,132,76,234,17,62
2021년04월_계_50~59세,"7,004","1,044","3,173",570,679,492,327,151,406,31,131
2021년04월_계_60~69세,"7,707","1,138","2,819",711,866,580,489,240,658,35,171
2021년04월_계_70~79세,"5,002",867,"1,541",496,553,420,256,217,495,26,131
2021년04월_계_80~89세,"2,845",515,863,311,315,235,160,101,263,12,70
2021년04월_계_90~99세,409,86,155,30,41,18,24,10,32,1,12
2021년04월_계_100세 이상,24,5,7,3,3,1,2,1,2,0,0
2021년04월_남_총인구수,"22,552","4,225","9,752","1,687","2,054","1,406",949,538,"1,451",119,371
2021년04월_남_연령구간인구수,"22,552","4,225","9,752","1,687","2,054","1,406",949,538,"1,451",119,371
2021년04월_남_0~9세,"1,348",330,787,47,52,40,27,16,30,4,15
2021년04월_남_10~19세,"1,653",251,976,93,110,86,39,29,47,4,18
2021년04월_남_20~29세,"3,362",858,"1,359",224,321,146,87,46,245,40,36
2021년04월_남_30~39세,"2,357",590,"1,163",109,160,110,71,37,88,7,22
2021년04월_남_40~49세,"2,664",454,"1,340",170,236,134,81,51,147,10,41
2021년04월_남_50~59세,"3,765",585,"1,648",313,376,273,177,84,227,17,65
2021년04월_남_60~69세,"3,991",573,"1,441",388,442,307,278,125,333,19,85
2021년04월_남_70~79세,"2,277",373,708,226,235,204,115,104,236,14,62
2021년04월_남_80~89세,"1,015",183,283,108,111,100,66,44,89,4,27
2021년04월_남_90~99세,112,27,44,8,11,6,7,1,8,0,0
2021년04월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년04월_여_총인구수,"20,528","3,582","9,443","1,479","1,816","1,217",822,466,"1,264",76,363
2021년04월_여_연령구간인구수,"20,528","3,582","9,443","1,479","1,816","1,217",822,466,"1,264",76,363
2021년04월_여_0~9세,"1,300",340,739,45,67,41,22,7,29,2,8
2021년04월_여_10~19세,"1,466",192,933,78,77,61,29,17,57,5,17
2021년04월_여_20~29세,"1,934",383,"1,052",96,132,87,51,30,75,6,22
2021년04월_여_30~39세,"1,799",405,997,75,97,66,55,26,54,5,19
2021년04월_여_40~49세,"2,206",349,"1,291",108,161,106,51,25,87,7,21
2021년04월_여_50~59세,"3,239",459,"1,525",257,303,219,150,67,179,14,66
2021년04월_여_60~69세,"3,716",565,"1,378",323,424,273,211,115,325,16,86
2021년04월_여_70~79세,"2,725",494,833,270,318,216,141,113,259,12,69
2021년04월_여_80~89세,"1,830",332,580,203,204,135,94,57,174,8,43
2021년04월_여_90~99세,297,59,111,22,30,12,17,9,24,1,12
2021년04월_여_100세 이상,16,4,4,2,3,1,1,0,1,0,0
2021년05월_계_총인구수,"43,071","7,811","19,214","3,161","3,859","2,611","1,765",999,"2,722",195,734
2021년05월_계_연령구간인구수,"43,071","7,811","19,214","3,161","3,859","2,611","1,765",999,"2,722",195,734
2021년05월_계_0~9세,"2,643",683,"1,513",93,117,80,49,23,58,5,22
2021년05월_계_10~19세,"3,119",434,"1,921",168,191,143,67,45,104,10,36
2021년05월_계_20~29세,"5,288","1,248","2,415",321,445,231,133,75,319,45,56
2021년05월_계_30~39세,"4,146",991,"2,156",186,255,167,127,60,147,13,44
2021년05월_계_40~49세,"4,841",796,"2,631",275,392,239,128,76,226,16,62
2021년05월_계_50~59세,"6,999","1,044","3,173",567,676,495,325,148,408,31,132
2021년05월_계_60~69세,"7,768","1,152","2,847",713,873,579,495,243,662,35,169
2021년05월_계_70~79세,"4,964",858,"1,522",494,550,420,254,212,496,26,132
2021년05월_계_80~89세,"2,870",516,874,310,315,238,161,106,268,13,69
2021년05월_계_90~99세,409,84,155,31,42,18,24,10,32,1,12
2021년05월_계_100세 이상,24,5,7,3,3,1,2,1,2,0,0
2021년05월_남_총인구수,"22,546","4,230","9,771","1,685","2,041","1,399",946,533,"1,451",118,372
2021년05월_남_연령구간인구수,"22,546","4,230","9,771","1,685","2,041","1,399",946,533,"1,451",118,372
2021년05월_남_0~9세,"1,338",334,775,48,50,41,27,16,29,3,15
2021년05월_남_10~19세,"1,646",248,976,92,110,83,39,28,47,5,18
2021년05월_남_20~29세,"3,372",865,"1,375",225,314,146,84,47,241,39,36
2021년05월_남_30~39세,"2,357",586,"1,166",111,162,103,72,33,93,8,23
2021년05월_남_40~49세,"2,641",451,"1,338",168,231,132,78,51,142,9,41
2021년05월_남_50~59세,"3,770",587,"1,648",312,374,278,177,81,231,17,65
2021년05월_남_60~69세,"4,017",581,"1,457",387,443,304,281,127,332,19,86
2021년05월_남_70~79세,"2,254",366,700,226,234,203,112,102,236,14,61
2021년05월_남_80~89세,"1,031",185,289,106,112,103,68,46,91,4,27
2021년05월_남_90~99세,112,26,44,9,11,6,7,1,8,0,0
2021년05월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년05월_여_총인구수,"20,525","3,581","9,443","1,476","1,818","1,212",819,466,"1,271",77,362
2021년05월_여_연령구간인구수,"20,525","3,581","9,443","1,476","1,818","1,212",819,466,"1,271",77,362
2021년05월_여_0~9세,"1,305",349,738,45,67,39,22,7,29,2,7
2021년05월_여_10~19세,"1,473",186,945,76,81,60,28,17,57,5,18
2021년05월_여_20~29세,"1,916",383,"1,040",96,131,85,49,28,78,6,20
2021년05월_여_30~39세,"1,789",405,990,75,93,64,55,27,54,5,21
2021년05월_여_40~49세,"2,200",345,"1,293",107,161,107,50,25,84,7,21
2021년05월_여_50~59세,"3,229",457,"1,525",255,302,217,148,67,177,14,67
2021년05월_여_60~69세,"3,751",571,"1,390",326,430,275,214,116,330,16,83
2021년05월_여_70~79세,"2,710",492,822,268,316,217,142,110,260,12,71
2021년05월_여_80~89세,"1,839",331,585,204,203,135,93,60,177,9,42
2021년05월_여_90~99세,297,58,111,22,31,12,17,9,24,1,12
2021년05월_여_100세 이상,16,4,4,2,3,1,1,0,1,0,0
2021년06월_계_총인구수,"43,042","7,787","19,222","3,163","3,848","2,616","1,758","1,004","2,720",195,729
2021년06월_계_연령구간인구수,"43,042","7,787","19,222","3,163","3,848","2,616","1,758","1,004","2,720",195,729
2021년06월_계_0~9세,"2,622",682,"1,496",91,119,81,45,23,58,5,22
2021년06월_계_10~19세,"3,106",432,"1,923",167,183,141,66,45,103,11,35
2021년06월_계_20~29세,"5,268","1,227","2,413",325,451,233,130,73,317,43,56
2021년06월_계_30~39세,"4,161",998,"2,159",185,258,171,127,61,146,13,43
2021년06월_계_40~49세,"4,819",788,"2,624",277,383,236,130,76,227,16,62
2021년06월_계_50~59세,"6,974","1,037","3,165",566,673,491,323,150,408,30,131
2021년06월_계_60~69세,"7,821","1,154","2,873",715,879,587,496,244,666,38,169
2021년06월_계_70~79세,"4,956",860,"1,529",490,542,423,252,211,494,24,131
2021년06월_계_80~89세,"2,877",518,876,312,316,236,162,110,266,13,68
2021년06월_계_90~99세,414,86,157,32,41,16,25,10,33,2,12
2021년06월_계_100세 이상,24,5,7,3,3,1,2,1,2,0,0
2021년06월_남_총인구수,"22,537","4,210","9,783","1,684","2,043","1,401",942,535,"1,449",116,374
2021년06월_남_연령구간인구수,"22,537","4,210","9,783","1,684","2,043","1,401",942,535,"1,449",116,374
2021년06월_남_0~9세,"1,324",333,763,47,53,41,24,16,29,3,15
2021년06월_남_10~19세,"1,640",244,983,90,104,83,38,28,47,5,18
2021년06월_남_20~29세,"3,348",846,"1,371",225,324,145,82,45,237,37,36
2021년06월_남_30~39세,"2,367",590,"1,170",110,165,104,72,34,92,7,23
2021년06월_남_40~49세,"2,637",446,"1,338",170,227,132,80,52,141,9,42
2021년06월_남_50~59세,"3,765",589,"1,648",313,371,274,177,81,231,16,65
2021년06월_남_60~69세,"4,049",581,"1,472",386,445,311,281,127,337,22,87
2021년06월_남_70~79세,"2,252",367,703,225,232,204,111,102,235,12,61
2021년06월_남_80~89세,"1,034",186,288,107,111,102,69,48,91,5,27
2021년06월_남_90~99세,113,27,44,10,11,5,7,1,8,0,0
2021년06월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년06월_여_총인구수,"20,505","3,577","9,439","1,479","1,805","1,215",816,469,"1,271",79,355
2021년06월_여_연령구간인구수,"20,505","3,577","9,439","1,479","1,805","1,215",816,469,"1,271",79,355
2021년06월_여_0~9세,"1,298",349,733,44,66,40,21,7,29,2,7
2021년06월_여_10~19세,"1,466",188,940,77,79,58,28,17,56,6,17
2021년06월_여_20~29세,"1,920",381,"1,042",100,127,88,48,28,80,6,20
2021년06월_여_30~39세,"1,794",408,989,75,93,67,55,27,54,6,20
2021년06월_여_40~49세,"2,182",342,"1,286",107,156,104,50,24,86,7,20
2021년06월_여_50~59세,"3,209",448,"1,517",253,302,217,146,69,177,14,66
2021년06월_여_60~69세,"3,772",573,"1,401",329,434,276,215,117,329,16,82
2021년06월_여_70~79세,"2,704",493,826,265,310,219,141,109,259,12,70
2021년06월_여_80~89세,"1,843",332,588,205,205,134,93,62,175,8,41
2021년06월_여_90~99세,301,59,113,22,30,11,18,9,25,2,12
2021년06월_여_100세 이상,16,4,4,2,3,1,1,0,1,0,0
2021년07월_계_총인구수,"42,985","7,759","19,216","3,157","3,869","2,610","1,755",995,"2,702",196,726
2021년07월_계_연령구간인구수,"42,985","7,759","19,216","3,157","3,869","2,610","1,755",995,"2,702",196,726
2021년07월_계_0~9세,"2,603",672,"1,493",88,120,79,46,22,56,5,22
2021년07월_계_10~19세,"3,086",428,"1,920",166,181,140,64,44,99,11,33
2021년07월_계_20~29세,"5,241","1,227","2,387",324,461,235,127,69,313,43,55
2021년07월_계_30~39세,"4,158",996,"2,163",178,258,169,129,63,144,13,45
2021년07월_계_40~49세,"4,799",781,"2,623",270,386,234,132,75,223,16,59
2021년07월_계_50~59세,"6,976","1,036","3,175",567,675,491,318,146,407,30,131
2021년07월_계_60~69세,"7,866","1,160","2,886",723,884,591,499,244,669,39,171
2021년07월_계_70~79세,"4,914",847,"1,519",485,543,417,249,208,493,24,129
2021년07월_계_80~89세,"2,906",523,884,320,319,237,164,113,264,13,69
2021년07월_계_90~99세,410,84,159,32,39,16,25,10,31,2,12
2021년07월_계_100세 이상,26,5,7,4,3,1,2,1,3,0,0
2021년07월_남_총인구수,"22,518","4,198","9,790","1,680","2,058","1,399",938,529,"1,435",118,373
2021년07월_남_연령구간인구수,"22,518","4,198","9,790","1,680","2,058","1,399",938,529,"1,435",118,373
2021년07월_남_0~9세,"1,312",327,762,46,54,38,24,15,28,3,15
2021년07월_남_10~19세,"1,632",242,983,89,102,83,38,27,47,5,16
2021년07월_남_20~29세,"3,343",842,"1,367",226,334,148,78,42,234,37,35
2021년07월_남_30~39세,"2,368",592,"1,168",107,165,102,75,36,90,8,25
2021년07월_남_40~49세,"2,622",445,"1,333",164,228,133,81,51,138,9,40
2021년07월_남_50~59세,"3,765",588,"1,657",314,370,273,171,80,230,16,66
2021년07월_남_60~69세,"4,078",588,"1,481",390,448,313,285,125,338,23,87
2021년07월_남_70~79세,"2,231",360,701,223,233,200,107,101,233,12,61
2021년07월_남_80~89세,"1,049",187,291,110,114,104,71,50,89,5,28
2021년07월_남_90~99세,110,26,44,10,10,5,7,1,7,0,0
2021년07월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년07월_여_총인구수,"20,467","3,561","9,426","1,477","1,811","1,211",817,466,"1,267",78,353
2021년07월_여_연령구간인구수,"20,467","3,561","9,426","1,477","1,811","1,211",817,466,"1,267",78,353
2021년07월_여_0~9세,"1,291",345,731,42,66,41,22,7,28,2,7
2021년07월_여_10~19세,"1,454",186,937,77,79,57,26,17,52,6,17
2021년07월_여_20~29세,"1,898",385,"1,020",98,127,87,49,27,79,6,20
2021년07월_여_30~39세,"1,790",404,995,71,93,67,54,27,54,5,20
2021년07월_여_40~49세,"2,177",336,"1,290",106,158,101,51,24,85,7,19
2021년07월_여_50~59세,"3,211",448,"1,518",253,305,218,147,66,177,14,65
2021년07월_여_60~69세,"3,788",572,"1,405",333,436,278,214,119,331,16,84
2021년07월_여_70~79세,"2,683",487,818,262,310,217,142,107,260,12,68
2021년07월_여_80~89세,"1,857",336,593,210,205,133,93,63,175,8,41
2021년07월_여_90~99세,300,58,115,22,29,11,18,9,24,2,12
2021년07월_여_100세 이상,18,4,4,3,3,1,1,0,2,0,0
2021년08월_계_총인구수,"42,942","7,741","19,196","3,150","3,895","2,598","1,749",999,"2,697",193,724
