카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년05월_계_30~39세,"47,513","2,438","1,806","2,291","2,329","2,479","2,305","3,171","3,149","3,028","1,856","2,489","1,686","1,423","2,364","1,897","2,823","1,246","3,594","2,150","2,989"
2020년05월_계_40~49세,"51,579","1,825","1,497","3,319","3,073","3,077","1,809","2,429","3,056","3,713","2,979","3,642","1,496","1,831","2,786","2,340","2,457","1,647","4,362","1,564","2,677"
2020년05월_계_50~59세,"59,096","2,536","1,591","3,217","3,681","3,659","1,723","2,321","3,157","3,726","3,463","4,614","1,580","2,323","3,545","2,877","2,599","2,018","5,594","1,738","3,134"
2020년05월_계_60~69세,"54,219","2,376","1,269","3,251","3,981","2,965","1,635","2,143","3,279","3,161","2,668","3,983","1,554","1,825","3,322","2,898","2,084","1,871","4,806","1,660","3,488"
2020년05월_계_70~79세,"31,498","1,354",570,"2,008","2,616","1,714","1,032","1,448","2,127","1,973","1,436","2,158",910,"1,042","1,962","1,661","1,193","1,142","2,172",955,"2,025"
2020년05월_계_80~89세,"12,520",526,220,793,"1,016",785,409,624,864,672,521,970,353,405,675,575,434,450,994,418,816
2020년05월_계_90~99세,"1,499",72,47,97,111,86,54,87,91,85,65,133,32,45,77,81,48,37,113,51,87
2020년05월_계_100세 이상,227,14,7,6,13,12,8,17,12,31,12,12,7,8,9,11,2,3,9,8,26
2020년05월_남_총인구수,"172,803","7,802","5,063","9,674","10,644","9,798","6,023","8,658","10,115","11,046","9,045","11,691","5,019","5,884","10,147","8,235","8,261","5,718","14,603","5,664","9,713"
2020년05월_남_연령구간인구수,"172,803","7,802","5,063","9,674","10,644","9,798","6,023","8,658","10,115","11,046","9,045","11,691","5,019","5,884","10,147","8,235","8,261","5,718","14,603","5,664","9,713"
2020년05월_남_0~9세,"11,046",309,352,755,644,639,294,442,577,"1,016",599,643,406,395,494,526,649,338,"1,050",256,662
2020년05월_남_10~19세,"13,020",319,250,937,848,806,307,498,634,921,"1,044","1,064",373,509,673,717,509,472,"1,329",253,557
2020년05월_남_20~29세,"25,582","1,488",969,"1,103","1,213","1,445","1,178","1,803","1,600","1,267","1,166","1,640",629,711,"1,781","1,127","1,470",864,"1,992","1,006","1,130"
2020년05월_남_30~39세,"24,187","1,318",949,"1,148","1,213","1,228","1,101","1,626","1,536","1,478",936,"1,308",864,716,"1,286",957,"1,423",674,"1,809","1,085","1,532"
2020년05월_남_40~49세,"26,057",986,791,"1,613","1,551","1,529",910,"1,232","1,517","1,901","1,455","1,744",745,921,"1,484","1,165","1,272",819,"2,142",812,"1,468"
2020년05월_남_50~59세,"28,603","1,374",764,"1,476","1,772","1,745",865,"1,168","1,485","1,789","1,722","2,199",743,"1,145","1,733","1,357","1,268",999,"2,604",887,"1,508"
2020년05월_남_60~69세,"25,556","1,180",634,"1,461","1,807","1,390",760,"1,014","1,485","1,516","1,271","1,853",706,875,"1,565","1,347",948,880,"2,366",799,"1,699"
2020년05월_남_70~79세,"13,840",623,261,856,"1,180",715,444,620,924,890,645,898,411,465,860,785,551,499,953,405,855
2020년05월_남_80~89세,"4,513",186,80,299,391,276,149,231,335,238,189,310,132,138,255,229,162,162,337,145,269
2020년05월_남_90~99세,352,16,13,24,24,21,11,20,19,23,15,31,9,7,16,22,9,10,20,15,27
2020년05월_남_100세 이상,47,3,0,2,1,4,4,4,3,7,3,1,1,2,0,3,0,1,1,1,6
2020년05월_여_총인구수,"184,387","7,769","5,115","10,733","11,266","10,724","7,112","9,553","11,383","11,560","9,266","12,732","5,368","6,121","10,171","8,609","9,039","5,955","15,474","6,248","10,189"
2020년05월_여_연령구간인구수,"184,387","7,769","5,115","10,733","11,266","10,724","7,112","9,553","11,383","11,560","9,266","12,732","5,368","6,121","10,171","8,609","9,039","5,955","15,474","6,248","10,189"
2020년05월_여_0~9세,"10,695",321,296,751,590,622,291,478,503,982,598,658,383,361,493,512,626,371,951,274,634
2020년05월_여_10~19세,"12,515",282,263,923,708,804,346,529,615,870,953,"1,042",365,512,622,648,537,452,"1,325",247,472
2020년05월_여_20~29세,"26,181","1,711","1,041",956,"1,087","1,429","1,744","2,221","1,834","1,161",951,"1,375",613,615,"1,515",974,"1,869",762,"1,786","1,332","1,205"
2020년05월_여_30~39세,"23,326","1,120",857,"1,143","1,116","1,251","1,204","1,545","1,613","1,550",920,"1,181",822,707,"1,078",940,"1,400",572,"1,785","1,065","1,457"
2020년05월_여_40~49세,"25,522",839,706,"1,706","1,522","1,548",899,"1,197","1,539","1,812","1,524","1,898",751,910,"1,302","1,175","1,185",828,"2,220",752,"1,209"
2020년05월_여_50~59세,"30,493","1,162",827,"1,741","1,909","1,914",858,"1,153","1,672","1,937","1,741","2,415",837,"1,178","1,812","1,520","1,331","1,019","2,990",851,"1,626"
2020년05월_여_60~69세,"28,663","1,196",635,"1,790","2,174","1,575",875,"1,129","1,794","1,645","1,397","2,130",848,950,"1,757","1,551","1,136",991,"2,440",861,"1,789"
2020년05월_여_70~79세,"17,658",731,309,"1,152","1,436",999,588,828,"1,203","1,083",791,"1,260",499,577,"1,102",876,642,643,"1,219",550,"1,170"
2020년05월_여_80~89세,"8,007",340,140,494,625,509,260,393,529,434,332,660,221,267,420,346,272,288,657,273,547
2020년05월_여_90~99세,"1,147",56,34,73,87,65,43,67,72,62,50,102,23,38,61,59,39,27,93,36,60
2020년05월_여_100세 이상,180,11,7,4,12,8,4,13,9,24,9,11,6,6,9,8,2,2,8,7,20
2020년06월_계_총인구수,"357,242","15,595","10,145","20,431","22,213","20,466","13,164","18,157","21,483","22,492","18,253","24,376","10,363","11,972","20,257","16,847","17,323","11,635","29,985","11,961","20,124"
2020년06월_계_연령구간인구수,"357,242","15,595","10,145","20,431","22,213","20,466","13,164","18,157","21,483","22,492","18,253","24,376","10,363","11,972","20,257","16,847","17,323","11,635","29,985","11,961","20,124"
2020년06월_계_0~9세,"21,696",641,654,"1,493","1,283","1,251",588,912,"1,074","1,977","1,184","1,295",779,756,981,"1,039","1,278",702,"1,972",529,"1,308"
2020년06월_계_10~19세,"25,444",597,501,"1,848","1,575","1,609",648,"1,013","1,244","1,801","2,000","2,090",733,"1,010","1,287","1,361","1,032",928,"2,636",497,"1,034"
2020년06월_계_20~29세,"51,770","3,194","2,001","2,062","2,321","2,868","2,925","4,046","3,444","2,416","2,094","3,008","1,239","1,321","3,269","2,099","3,338","1,613","3,764","2,372","2,376"
2020년06월_계_30~39세,"47,574","2,458","1,794","2,304","2,435","2,467","2,322","3,149","3,133","3,004","1,843","2,480","1,686","1,406","2,349","1,879","2,834","1,230","3,563","2,170","3,068"
2020년06월_계_40~49세,"51,551","1,814","1,505","3,301","3,119","3,059","1,819","2,415","3,039","3,701","2,962","3,647","1,494","1,831","2,783","2,335","2,460","1,641","4,349","1,575","2,702"
2020년06월_계_50~59세,"58,878","2,542","1,572","3,237","3,684","3,652","1,715","2,308","3,156","3,696","3,461","4,575","1,558","2,301","3,514","2,874","2,596","2,005","5,554","1,720","3,158"
2020년06월_계_60~69세,"54,471","2,381","1,275","3,263","4,015","2,962","1,637","2,151","3,285","3,144","2,666","4,005","1,563","1,849","3,340","2,911","2,107","1,884","4,848","1,675","3,510"
2020년06월_계_70~79세,"31,597","1,358",569,"2,023","2,634","1,713","1,038","1,435","2,141","1,967","1,445","2,166",914,"1,043","1,975","1,679","1,188","1,141","2,181",945,"2,042"
2020년06월_계_80~89세,"12,526",522,220,799,"1,022",787,408,621,862,670,522,964,356,402,675,580,440,449,995,418,814
2020년06월_계_90~99세,"1,506",74,47,95,112,85,56,90,92,85,64,134,34,45,75,79,48,39,114,52,86
2020년06월_계_100세 이상,229,14,7,6,13,13,8,17,13,31,12,12,7,8,9,11,2,3,9,8,26
2020년06월_남_총인구수,"172,757","7,821","5,049","9,687","10,779","9,770","6,027","8,627","10,123","10,994","9,003","11,650","4,998","5,866","10,112","8,219","8,272","5,682","14,553","5,684","9,841"
2020년06월_남_연령구간인구수,"172,757","7,821","5,049","9,687","10,779","9,770","6,027","8,627","10,123","10,994","9,003","11,650","4,998","5,866","10,112","8,219","8,272","5,682","14,553","5,684","9,841"
2020년06월_남_0~9세,"11,019",310,350,750,672,628,297,443,574,"1,015",593,638,400,396,487,522,649,332,"1,036",257,670
2020년06월_남_10~19세,"12,997",320,249,934,856,803,307,501,636,922,"1,043","1,057",367,503,673,718,504,475,"1,320",253,556
2020년06월_남_20~29세,"25,519","1,489",967,"1,091","1,218","1,452","1,174","1,804","1,614","1,257","1,152","1,628",620,703,"1,759","1,116","1,468",853,"1,984","1,017","1,153"
2020년06월_남_30~39세,"24,226","1,330",946,"1,173","1,270","1,223","1,106","1,606","1,525","1,471",925,"1,301",866,705,"1,281",947,"1,425",660,"1,790","1,091","1,585"
2020년06월_남_40~49세,"26,017",978,791,"1,599","1,573","1,516",908,"1,225","1,506","1,889","1,442","1,750",744,921,"1,484","1,157","1,280",814,"2,141",819,"1,480"
2020년06월_남_50~59세,"28,513","1,379",757,"1,482","1,764","1,740",863,"1,166","1,487","1,781","1,726","2,175",732,"1,142","1,719","1,365","1,268",991,"2,585",873,"1,518"
2020년06월_남_60~69세,"25,664","1,188",635,"1,468","1,825","1,389",764,"1,016","1,490","1,503","1,268","1,861",711,882,"1,572","1,345",961,885,"2,378",810,"1,713"
2020년06월_남_70~79세,"13,879",621,262,863,"1,188",716,444,612,933,888,645,901,415,468,866,792,545,498,961,401,860
2020년06월_남_80~89세,"4,523",187,79,301,388,278,149,229,336,238,191,307,133,136,256,232,163,162,338,147,273
2020년06월_남_90~99세,352,16,13,24,24,21,11,21,18,23,15,31,9,8,15,22,9,11,19,15,27
2020년06월_남_100세 이상,48,3,0,2,1,4,4,4,4,7,3,1,1,2,0,3,0,1,1,1,6
2020년06월_여_총인구수,"184,485","7,774","5,096","10,744","11,434","10,696","7,137","9,530","11,360","11,498","9,250","12,726","5,365","6,106","10,145","8,628","9,051","5,953","15,432","6,277","10,283"
2020년06월_여_연령구간인구수,"184,485","7,774","5,096","10,744","11,434","10,696","7,137","9,530","11,360","11,498","9,250","12,726","5,365","6,106","10,145","8,628","9,051","5,953","15,432","6,277","10,283"
2020년06월_여_0~9세,"10,677",331,304,743,611,623,291,469,500,962,591,657,379,360,494,517,629,370,936,272,638
2020년06월_여_10~19세,"12,447",277,252,914,719,806,341,512,608,879,957,"1,033",366,507,614,643,528,453,"1,316",244,478
2020년06월_여_20~29세,"26,251","1,705","1,034",971,"1,103","1,416","1,751","2,242","1,830","1,159",942,"1,380",619,618,"1,510",983,"1,870",760,"1,780","1,355","1,223"
2020년06월_여_30~39세,"23,348","1,128",848,"1,131","1,165","1,244","1,216","1,543","1,608","1,533",918,"1,179",820,701,"1,068",932,"1,409",570,"1,773","1,079","1,483"
2020년06월_여_40~49세,"25,534",836,714,"1,702","1,546","1,543",911,"1,190","1,533","1,812","1,520","1,897",750,910,"1,299","1,178","1,180",827,"2,208",756,"1,222"
2020년06월_여_50~59세,"30,365","1,163",815,"1,755","1,920","1,912",852,"1,142","1,669","1,915","1,735","2,400",826,"1,159","1,795","1,509","1,328","1,014","2,969",847,"1,640"
2020년06월_여_60~69세,"28,807","1,193",640,"1,795","2,190","1,573",873,"1,135","1,795","1,641","1,398","2,144",852,967,"1,768","1,566","1,146",999,"2,470",865,"1,797"
2020년06월_여_70~79세,"17,718",737,307,"1,160","1,446",997,594,823,"1,208","1,079",800,"1,265",499,575,"1,109",887,643,643,"1,220",544,"1,182"
2020년06월_여_80~89세,"8,003",335,141,498,634,509,259,392,526,432,331,657,223,266,419,348,277,287,657,271,541
2020년06월_여_90~99세,"1,154",58,34,71,88,64,45,69,74,62,49,103,25,37,60,57,39,28,95,37,59
2020년06월_여_100세 이상,181,11,7,4,12,9,4,13,9,24,9,11,6,6,9,8,2,2,8,7,20
2020년07월_계_총인구수,"357,695","15,591","10,149","20,608","22,435","20,425","13,122","18,151","21,469","22,485","18,228","24,264","10,354","11,953","20,248","16,976","17,310","11,599","29,895","11,985","20,448"
2020년07월_계_연령구간인구수,"357,695","15,591","10,149","20,608","22,435","20,425","13,122","18,151","21,469","22,485","18,228","24,264","10,354","11,953","20,248","16,976","17,310","11,599","29,895","11,985","20,448"
2020년07월_계_0~9세,"21,668",641,650,"1,482","1,322","1,248",590,907,"1,077","1,973","1,183","1,268",781,753,978,"1,049","1,278",695,"1,960",522,"1,311"
2020년07월_계_10~19세,"25,370",582,499,"1,855","1,578","1,604",638,"1,013","1,230","1,819","1,995","2,081",719,"1,003","1,279","1,372","1,023",919,"2,611",505,"1,045"
2020년07월_계_20~29세,"51,999","3,242","2,010","2,086","2,346","2,862","2,920","4,073","3,428","2,417","2,087","2,997","1,251","1,318","3,279","2,124","3,353","1,610","3,739","2,395","2,462"
2020년07월_계_30~39세,"47,642","2,459","1,795","2,333","2,486","2,463","2,314","3,163","3,150","2,993","1,825","2,448","1,672","1,393","2,349","1,899","2,817","1,225","3,521","2,181","3,156"
2020년07월_계_40~49세,"51,569","1,795","1,498","3,322","3,144","3,042","1,813","2,406","3,029","3,713","2,956","3,613","1,505","1,826","2,786","2,374","2,454","1,634","4,344","1,580","2,735"
2020년07월_계_50~59세,"58,857","2,542","1,576","3,272","3,712","3,632","1,706","2,293","3,138","3,692","3,464","4,578","1,549","2,307","3,491","2,893","2,573","1,989","5,535","1,717","3,198"
2020년07월_계_60~69세,"54,617","2,379","1,275","3,316","4,033","2,969","1,626","2,138","3,291","3,128","2,667","4,010","1,561","1,855","3,353","2,908","2,123","1,897","4,871","1,669","3,548"
2020년07월_계_70~79세,"31,671","1,345",571,"2,029","2,663","1,716","1,039","1,434","2,148","1,971","1,457","2,163",916,"1,040","1,973","1,683","1,194","1,139","2,193",941,"2,056"
2020년07월_계_80~89세,"12,577",522,221,810,"1,027",790,413,617,874,664,521,963,358,404,676,584,444,448,"1,000",416,825
2020년07월_계_90~99세,"1,499",70,47,97,111,87,55,91,91,84,62,131,35,46,76,78,49,40,112,51,86
2020년07월_계_100세 이상,226,14,7,6,13,12,8,16,13,31,11,12,7,8,8,12,2,3,9,8,26
2020년07월_남_총인구수,"172,953","7,825","5,057","9,765","10,900","9,737","6,014","8,630","10,110","10,976","8,991","11,617","4,991","5,853","10,101","8,274","8,261","5,664","14,502","5,700","9,985"
2020년07월_남_연령구간인구수,"172,953","7,825","5,057","9,765","10,900","9,737","6,014","8,630","10,110","10,976","8,991","11,617","4,991","5,853","10,101","8,274","8,261","5,664","14,502","5,700","9,985"
2020년07월_남_0~9세,"11,005",314,344,744,694,624,299,438,576,"1,011",595,625,400,396,482,528,650,329,"1,028",256,672
2020년07월_남_10~19세,"12,953",313,247,939,866,804,302,505,631,928,"1,030","1,056",359,497,668,719,499,471,"1,303",254,562
2020년07월_남_20~29세,"25,613","1,514",977,"1,102","1,235","1,445","1,169","1,819","1,596","1,251","1,150","1,629",628,701,"1,763","1,126","1,471",851,"1,978","1,023","1,185"
2020년07월_남_30~39세,"24,284","1,332",959,"1,191","1,300","1,222","1,113","1,614","1,543","1,460",919,"1,285",854,694,"1,284",957,"1,411",658,"1,764","1,097","1,627"
2020년07월_남_40~49세,"26,023",967,786,"1,607","1,584","1,497",902,"1,218","1,491","1,895","1,441","1,737",754,919,"1,483","1,179","1,282",812,"2,148",824,"1,497"
2020년07월_남_50~59세,"28,477","1,376",758,"1,487","1,777","1,729",861,"1,159","1,481","1,779","1,723","2,180",729,"1,148","1,709","1,377","1,252",982,"2,570",873,"1,527"
2020년07월_남_60~69세,"25,749","1,191",631,"1,498","1,831","1,394",754,"1,015","1,499","1,497","1,270","1,869",705,884,"1,575","1,344",973,893,"2,385",807,"1,734"
2020년07월_남_70~79세,"13,903",611,264,866,"1,197",716,446,611,924,892,656,900,418,466,863,787,549,498,968,404,867
2020년07월_남_80~89세,"4,550",188,77,305,392,281,153,228,348,232,190,305,134,138,259,232,164,158,339,146,281
2020년07월_남_90~99세,349,16,14,24,23,21,11,20,17,24,14,30,9,8,15,22,10,11,18,15,27
2020년07월_남_100세 이상,47,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,1,6
2020년07월_여_총인구수,"184,742","7,766","5,092","10,843","11,535","10,688","7,108","9,521","11,359","11,509","9,237","12,647","5,363","6,100","10,147","8,702","9,049","5,935","15,393","6,285","10,463"
2020년07월_여_연령구간인구수,"184,742","7,766","5,092","10,843","11,535","10,688","7,108","9,521","11,359","11,509","9,237","12,647","5,363","6,100","10,147","8,702","9,049","5,935","15,393","6,285","10,463"
2020년07월_여_0~9세,"10,663",327,306,738,628,624,291,469,501,962,588,643,381,357,496,521,628,366,932,266,639
2020년07월_여_10~19세,"12,417",269,252,916,712,800,336,508,599,891,965,"1,025",360,506,611,653,524,448,"1,308",251,483
2020년07월_여_20~29세,"26,386","1,728","1,033",984,"1,111","1,417","1,751","2,254","1,832","1,166",937,"1,368",623,617,"1,516",998,"1,882",759,"1,761","1,372","1,277"
2020년07월_여_30~39세,"23,358","1,127",836,"1,142","1,186","1,241","1,201","1,549","1,607","1,533",906,"1,163",818,699,"1,065",942,"1,406",567,"1,757","1,084","1,529"
2020년07월_여_40~49세,"25,546",828,712,"1,715","1,560","1,545",911,"1,188","1,538","1,818","1,515","1,876",751,907,"1,303","1,195","1,172",822,"2,196",756,"1,238"
2020년07월_여_50~59세,"30,380","1,166",818,"1,785","1,935","1,903",845,"1,134","1,657","1,913","1,741","2,398",820,"1,159","1,782","1,516","1,321","1,007","2,965",844,"1,671"
2020년07월_여_60~69세,"28,868","1,188",644,"1,818","2,202","1,575",872,"1,123","1,792","1,631","1,397","2,141",856,971,"1,778","1,564","1,150","1,004","2,486",862,"1,814"
2020년07월_여_70~79세,"17,768",734,307,"1,163","1,466","1,000",593,823,"1,224","1,079",801,"1,263",498,574,"1,110",896,645,641,"1,225",537,"1,189"
2020년07월_여_80~89세,"8,027",334,144,505,635,509,260,389,526,432,331,658,224,266,417,352,280,290,661,270,544
2020년07월_여_90~99세,"1,150",54,33,73,88,66,44,71,74,60,48,101,26,38,61,56,39,29,94,36,59
2020년07월_여_100세 이상,179,11,7,4,12,8,4,13,9,24,8,11,6,6,8,9,2,2,8,7,20
2020년08월_계_총인구수,"357,768","15,569","10,111","20,652","22,457","20,548","13,070","18,089","21,403","22,748","18,189","24,151","10,350","11,930","20,187","17,101","17,275","11,534","29,769","12,026","20,609"
2020년08월_계_연령구간인구수,"357,768","15,569","10,111","20,652","22,457","20,548","13,070","18,089","21,403","22,748","18,189","24,151","10,350","11,930","20,187","17,101","17,275","11,534","29,769","12,026","20,609"
2020년08월_계_0~9세,"21,501",645,648,"1,469","1,326","1,242",580,900,"1,060","1,963","1,180","1,255",775,747,974,"1,059","1,269",684,"1,919",511,"1,295"
2020년08월_계_10~19세,"25,254",577,495,"1,864","1,577","1,590",638,"1,003","1,219","1,852","1,979","2,071",711,990,"1,276","1,379","1,009",888,"2,584",495,"1,057"
2020년08월_계_20~29세,"52,210","3,234","1,995","2,097","2,340","2,925","2,933","4,076","3,431","2,485","2,089","2,980","1,253","1,313","3,257","2,142","3,358","1,614","3,754","2,431","2,503"
2020년08월_계_30~39세,"47,622","2,451","1,785","2,339","2,502","2,503","2,299","3,140","3,116","3,034","1,817","2,420","1,671","1,379","2,342","1,923","2,811","1,220","3,477","2,203","3,190"
2020년08월_계_40~49세,"51,527","1,778","1,500","3,329","3,147","3,050","1,800","2,394","3,025","3,751","2,943","3,583","1,500","1,822","2,773","2,390","2,450","1,613","4,337","1,578","2,764"
2020년08월_계_50~59세,"58,725","2,543","1,563","3,271","3,701","3,632","1,694","2,288","3,131","3,727","3,451","4,538","1,546","2,310","3,467","2,914","2,552","1,967","5,499","1,724","3,207"
2020년08월_계_60~69세,"54,885","2,391","1,284","3,326","4,048","3,002","1,622","2,133","3,297","3,174","2,669","4,047","1,569","1,864","3,355","2,927","2,128","1,908","4,886","1,671","3,584"
2020년08월_계_70~79세,"31,695","1,341",570,"2,031","2,663","1,719","1,023","1,428","2,147","1,981","1,460","2,162",921,"1,045","1,975","1,691","1,199","1,148","2,187",938,"2,066"
2020년08월_계_80~89세,"12,619",526,218,822,"1,032",786,418,618,872,666,528,947,361,407,683,586,447,450,"1,006",414,832
2020년08월_계_90~99세,"1,502",69,46,98,108,87,55,93,92,84,62,136,36,45,77,78,49,39,111,52,85
2020년08월_계_100세 이상,228,14,7,6,13,12,8,16,13,31,11,12,7,8,8,12,3,3,9,9,26
2020년08월_남_총인구수,"173,014","7,818","5,045","9,777","10,909","9,774","6,001","8,622","10,085","11,092","8,973","11,556","4,982","5,848","10,067","8,348","8,248","5,650","14,428","5,740","10,051"
2020년08월_남_연령구간인구수,"173,014","7,818","5,045","9,777","10,909","9,774","6,001","8,622","10,085","11,092","8,973","11,556","4,982","5,848","10,067","8,348","8,248","5,650","14,428","5,740","10,051"
2020년08월_남_0~9세,"10,912",316,343,733,697,619,294,438,562,"1,003",601,615,394,394,480,537,643,325,"1,002",251,665
2020년08월_남_10~19세,"12,903",309,242,937,865,806,299,503,628,948,"1,020","1,053",356,491,665,726,492,458,"1,286",251,568
2020년08월_남_20~29세,"25,711","1,503",975,"1,108","1,239","1,469","1,185","1,824","1,590","1,271","1,147","1,620",625,697,"1,747","1,139","1,476",861,"1,984","1,054","1,197"
2020년08월_남_30~39세,"24,302","1,328",955,"1,197","1,307","1,240","1,107","1,605","1,533","1,483",922,"1,263",852,690,"1,279",968,"1,413",662,"1,740","1,110","1,648"
2020년08월_남_40~49세,"26,014",955,787,"1,602","1,586","1,502",900,"1,215","1,489","1,911","1,432","1,727",756,922,"1,487","1,192","1,275",800,"2,150",814,"1,512"
2020년08월_남_50~59세,"28,439","1,384",755,"1,496","1,771","1,716",851,"1,157","1,492","1,801","1,713","2,162",728,"1,146","1,694","1,384","1,247",976,"2,550",885,"1,531"
2020년08월_남_60~69세,"25,838","1,206",635,"1,494","1,834","1,404",756,"1,010","1,498","1,523","1,268","1,883",704,894,"1,578","1,349",974,894,"2,384",807,"1,743"
2020년08월_남_70~79세,"13,939",610,263,873,"1,195",714,439,613,922,891,662,901,420,466,862,796,554,503,972,408,875
2020년08월_남_80~89세,"4,554",188,77,309,390,279,155,233,349,230,191,301,136,139,259,231,164,159,340,143,281
2020년08월_남_90~99세,354,16,13,26,24,21,11,21,18,24,14,30,10,7,16,23,10,11,19,15,25
2020년08월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년08월_여_총인구수,"184,754","7,751","5,066","10,875","11,548","10,774","7,069","9,467","11,318","11,656","9,216","12,595","5,368","6,082","10,120","8,753","9,027","5,884","15,341","6,286","10,558"
2020년08월_여_연령구간인구수,"184,754","7,751","5,066","10,875","11,548","10,774","7,069","9,467","11,318","11,656","9,216","12,595","5,368","6,082","10,120","8,753","9,027","5,884","15,341","6,286","10,558"
2020년08월_여_0~9세,"10,589",329,305,736,629,623,286,462,498,960,579,640,381,353,494,522,626,359,917,260,630
2020년08월_여_10~19세,"12,351",268,253,927,712,784,339,500,591,904,959,"1,018",355,499,611,653,517,430,"1,298",244,489
2020년08월_여_20~29세,"26,499","1,731","1,020",989,"1,101","1,456","1,748","2,252","1,841","1,214",942,"1,360",628,616,"1,510","1,003","1,882",753,"1,770","1,377","1,306"
2020년08월_여_30~39세,"23,320","1,123",830,"1,142","1,195","1,263","1,192","1,535","1,583","1,551",895,"1,157",819,689,"1,063",955,"1,398",558,"1,737","1,093","1,542"
2020년08월_여_40~49세,"25,513",823,713,"1,727","1,561","1,548",900,"1,179","1,536","1,840","1,511","1,856",744,900,"1,286","1,198","1,175",813,"2,187",764,"1,252"
2020년08월_여_50~59세,"30,286","1,159",808,"1,775","1,930","1,916",843,"1,131","1,639","1,926","1,738","2,376",818,"1,164","1,773","1,530","1,305",991,"2,949",839,"1,676"
2020년08월_여_60~69세,"29,047","1,185",649,"1,832","2,214","1,598",866,"1,123","1,799","1,651","1,401","2,164",865,970,"1,777","1,578","1,154","1,014","2,502",864,"1,841"
2020년08월_여_70~79세,"17,756",731,307,"1,158","1,468","1,005",584,815,"1,225","1,090",798,"1,261",501,579,"1,113",895,645,645,"1,215",530,"1,191"
2020년08월_여_80~89세,"8,065",338,141,513,642,507,263,385,523,436,337,646,225,268,424,355,283,291,666,271,551
2020년08월_여_90~99세,"1,148",53,33,72,84,66,44,72,74,60,48,106,26,38,61,55,39,28,92,37,60
2020년08월_여_100세 이상,180,11,7,4,12,8,4,13,9,24,8,11,6,6,8,9,3,2,8,7,20
2020년09월_계_총인구수,"357,558","15,541","10,081","20,711","22,441","20,571","13,026","18,066","21,331","22,898","18,137","24,058","10,350","11,847","20,105","17,195","17,254","11,479","29,672","12,091","20,704"
2020년09월_계_연령구간인구수,"357,558","15,541","10,081","20,711","22,441","20,571","13,026","18,066","21,331","22,898","18,137","24,058","10,350","11,847","20,105","17,195","17,254","11,479","29,672","12,091","20,704"
2020년09월_계_0~9세,"21,366",637,644,"1,483","1,313","1,246",573,895,"1,038","1,968","1,170","1,237",774,728,955,"1,066","1,267",668,"1,906",512,"1,286"
2020년09월_계_10~19세,"25,118",564,489,"1,872","1,580","1,571",629,"1,004","1,213","1,859","1,968","2,063",703,974,"1,264","1,391",995,862,"2,562",491,"1,064"
2020년09월_계_20~29세,"52,244","3,244","1,977","2,111","2,337","2,952","2,919","4,060","3,422","2,535","2,064","2,944","1,275","1,303","3,248","2,153","3,351","1,616","3,716","2,466","2,551"
2020년09월_계_30~39세,"47,547","2,432","1,786","2,326","2,493","2,510","2,300","3,151","3,091","3,074","1,807","2,401","1,664","1,356","2,322","1,922","2,815","1,217","3,462","2,221","3,197"
2020년09월_계_40~49세,"51,458","1,764","1,499","3,346","3,152","3,057","1,802","2,399","3,007","3,761","2,939","3,556","1,500","1,815","2,750","2,420","2,440","1,592","4,317","1,569","2,773"
2020년09월_계_50~59세,"58,547","2,556","1,546","3,260","3,691","3,616","1,676","2,279","3,127","3,749","3,443","4,509","1,519","2,281","3,443","2,919","2,555","1,970","5,462","1,735","3,211"
2020년09월_계_60~69세,"55,179","2,395","1,297","3,349","4,055","3,023","1,622","2,132","3,303","3,190","2,680","4,076","1,586","1,877","3,382","2,943","2,125","1,915","4,932","1,684","3,613"
2020년09월_계_70~79세,"31,647","1,338",567,"2,029","2,662","1,717","1,022","1,421","2,150","1,975","1,460","2,158",921,"1,048","1,972","1,688","1,201","1,143","2,183",928,"2,064"
2020년09월_계_80~89세,"12,717",526,224,826,"1,037",782,419,619,876,671,532,967,365,413,685,602,452,454,"1,010",422,835
2020년09월_계_90~99세,"1,507",71,45,103,109,85,56,90,91,84,62,135,36,45,76,79,50,39,113,54,84
2020년09월_계_100세 이상,228,14,7,6,12,12,8,16,13,32,12,12,7,7,8,12,3,3,9,9,26
2020년09월_남_총인구수,"172,829","7,821","5,034","9,787","10,897","9,794","5,973","8,612","10,032","11,168","8,942","11,496","4,978","5,815","10,022","8,389","8,230","5,620","14,371","5,767","10,081"
