카테고리,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2020년10월_남_50~59세,"12,835","3,455",554,"1,658","1,164","1,160","1,903",680,"1,382",879
2020년10월_남_60~69세,"11,379","2,684",559,"1,386",863,"1,068","1,434",791,"1,642",952
2020년10월_남_70~79세,"4,155",971,253,540,248,511,487,319,508,318
2020년10월_남_80~89세,791,189,49,113,68,82,98,51,76,65
2020년10월_남_90~99세,50,7,5,10,1,7,5,2,6,7
2020년10월_남_100세 이상,5,0,0,0,0,3,1,0,1,0
2020년10월_여_총인구수,"75,058","18,742","2,678","9,688","5,638","7,267","10,297","4,382","10,274","6,092"
2020년10월_여_연령구간인구수,"75,058","18,742","2,678","9,688","5,638","7,267","10,297","4,382","10,274","6,092"
2020년10월_여_0~9세,"7,395","1,812",115,"1,088",472,659,"1,091",355,"1,169",634
2020년10월_여_10~19세,"7,354","1,924",174,911,542,623,"1,123",443,985,629
2020년10월_여_20~29세,"7,812","1,981",314,906,689,922,"1,076",381,"1,019",524
2020년10월_여_30~39세,"10,487","2,526",288,"1,472",684,"1,025","1,333",549,"1,737",873
2020년10월_여_40~49세,"11,866","3,131",341,"1,466",946,"1,064","1,687",664,"1,574",993
2020년10월_여_50~59세,"13,064","3,205",518,"1,595","1,145","1,227","1,946",755,"1,668","1,005"
2020년10월_여_60~69세,"11,090","2,597",585,"1,363",780,"1,128","1,378",793,"1,572",894
2020년10월_여_70~79세,"3,997","1,019",238,556,248,442,433,307,402,352
2020년10월_여_80~89세,"1,660",435,93,288,112,149,186,112,123,162
2020년10월_여_90~99세,312,105,11,39,18,27,43,22,24,23
2020년10월_여_100세 이상,21,7,1,4,2,1,1,1,1,3
2020년11월_계_총인구수,"157,111","40,345","5,799","20,050","11,827","15,066","20,999","8,933","21,758","12,334"
2020년11월_계_연령구간인구수,"157,111","40,345","5,799","20,050","11,827","15,066","20,999","8,933","21,758","12,334"
2020년11월_계_0~9세,"15,012","3,662",242,"2,216",938,"1,375","2,116",720,"2,442","1,301"
2020년11월_계_10~19세,"15,594","4,113",361,"1,917","1,177","1,378","2,317",910,"2,145","1,276"
2020년11월_계_20~29세,"17,823","4,633",726,"2,039","1,546","1,930","2,431",912,"2,442","1,164"
2020년11월_계_30~39세,"23,186","5,941",777,"3,030","1,541","2,250","2,747","1,157","3,889","1,854"
2020년11월_계_40~49세,"26,021","7,279",826,"3,255","1,965","2,325","3,460","1,401","3,431","2,079"
2020년11월_계_50~59세,"25,801","6,637","1,064","3,262","2,306","2,375","3,825","1,432","3,036","1,864"
2020년11월_계_60~69세,"22,612","5,330","1,149","2,767","1,654","2,204","2,845","1,585","3,220","1,858"
2020년11월_계_70~79세,"8,198","1,993",492,"1,106",498,957,926,629,922,675
2020년11월_계_80~89세,"2,465",633,145,403,180,234,279,162,199,230
2020년11월_계_90~99세,373,117,16,51,20,34,51,24,30,30
2020년11월_계_100세 이상,26,7,1,4,2,4,2,1,2,3
2020년11월_남_총인구수,"82,126","21,637","3,131","10,330","6,194","7,805","10,720","4,570","11,490","6,249"
2020년11월_남_연령구간인구수,"82,126","21,637","3,131","10,330","6,194","7,805","10,720","4,570","11,490","6,249"
2020년11월_남_0~9세,"7,684","1,879",125,"1,125",478,723,"1,036",365,"1,284",669
2020년11월_남_10~19세,"8,227","2,187",191,"1,008",634,752,"1,184",467,"1,156",648
2020년11월_남_20~29세,"10,047","2,661",415,"1,129",853,"1,009","1,369",540,"1,427",644
2020년11월_남_30~39세,"12,767","3,444",492,"1,552",859,"1,229","1,428",614,"2,163",986
2020년11월_남_40~49세,"14,142","4,133",489,"1,786","1,027","1,260","1,779",745,"1,840","1,083"
2020년11월_남_50~59세,"12,788","3,457",549,"1,664","1,154","1,150","1,887",676,"1,378",873
2020년11월_남_60~69세,"11,440","2,702",560,"1,398",870,"1,076","1,444",794,"1,646",950
2020년11월_남_70~79세,"4,172",972,255,541,249,511,491,316,513,324
2020년11월_남_80~89세,803,195,51,116,69,85,95,51,76,65
2020년11월_남_90~99세,51,7,4,11,1,7,6,2,6,7
2020년11월_남_100세 이상,5,0,0,0,0,3,1,0,1,0
2020년11월_여_총인구수,"74,985","18,708","2,668","9,720","5,633","7,261","10,279","4,363","10,268","6,085"
2020년11월_여_연령구간인구수,"74,985","18,708","2,668","9,720","5,633","7,261","10,279","4,363","10,268","6,085"
2020년11월_여_0~9세,"7,328","1,783",117,"1,091",460,652,"1,080",355,"1,158",632
2020년11월_여_10~19세,"7,367","1,926",170,909,543,626,"1,133",443,989,628
2020년11월_여_20~29세,"7,776","1,972",311,910,693,921,"1,062",372,"1,015",520
2020년11월_여_30~39세,"10,419","2,497",285,"1,478",682,"1,021","1,319",543,"1,726",868
2020년11월_여_40~49세,"11,879","3,146",337,"1,469",938,"1,065","1,681",656,"1,591",996
2020년11월_여_50~59세,"13,013","3,180",515,"1,598","1,152","1,225","1,938",756,"1,658",991
2020년11월_여_60~69세,"11,172","2,628",589,"1,369",784,"1,128","1,401",791,"1,574",908
2020년11월_여_70~79세,"4,026","1,021",237,565,249,446,435,313,409,351
2020년11월_여_80~89세,"1,662",438,94,287,111,149,184,111,123,165
2020년11월_여_90~99세,322,110,12,40,19,27,45,22,24,23
2020년11월_여_100세 이상,21,7,1,4,2,1,1,1,1,3
2020년12월_계_총인구수,"156,806","40,288","5,797","19,996","11,822","15,071","20,942","8,927","21,652","12,311"
2020년12월_계_연령구간인구수,"156,806","40,288","5,797","19,996","11,822","15,071","20,942","8,927","21,652","12,311"
2020년12월_계_0~9세,"14,889","3,628",239,"2,199",933,"1,376","2,089",712,"2,423","1,290"
2020년12월_계_10~19세,"15,611","4,117",361,"1,913","1,188","1,376","2,320",918,"2,145","1,273"
2020년12월_계_20~29세,"17,725","4,611",725,"2,031","1,534","1,931","2,418",909,"2,402","1,164"
2020년12월_계_30~39세,"23,042","5,912",769,"2,999","1,536","2,241","2,731","1,147","3,862","1,845"
2020년12월_계_40~49세,"25,990","7,279",828,"3,239","1,962","2,324","3,453","1,402","3,428","2,075"
2020년12월_계_50~59세,"25,702","6,619","1,060","3,252","2,288","2,371","3,821","1,422","3,016","1,853"
2020년12월_계_60~69세,"22,709","5,361","1,150","2,788","1,675","2,216","2,850","1,598","3,204","1,867"
2020년12월_계_70~79세,"8,277","2,013",503,"1,117",504,963,927,630,941,679
2020년12월_계_80~89세,"2,467",630,144,403,180,236,281,164,197,232
2020년12월_계_90~99세,367,110,17,51,20,33,50,24,32,30
2020년12월_계_100세 이상,27,8,1,4,2,4,2,1,2,3
2020년12월_남_총인구수,"81,999","21,627","3,129","10,308","6,194","7,815","10,695","4,568","11,432","6,231"
2020년12월_남_연령구간인구수,"81,999","21,627","3,129","10,308","6,194","7,815","10,695","4,568","11,432","6,231"
2020년12월_남_0~9세,"7,618","1,856",122,"1,120",480,723,"1,022",362,"1,269",664
2020년12월_남_10~19세,"8,240","2,199",190,998,637,757,"1,182",468,"1,159",650
2020년12월_남_20~29세,"10,012","2,645",414,"1,128",851,"1,007","1,371",540,"1,415",641
2020년12월_남_30~39세,"12,688","3,439",488,"1,537",858,"1,221","1,417",610,"2,143",975
2020년12월_남_40~49세,"14,136","4,133",489,"1,780","1,023","1,262","1,779",748,"1,839","1,083"
2020년12월_남_50~59세,"12,746","3,453",551,"1,657","1,145","1,155","1,880",673,"1,370",862
2020년12월_남_60~69세,"11,471","2,713",559,"1,408",879,"1,077","1,450",798,"1,629",958
2020년12월_남_70~79세,"4,220",984,261,550,254,515,491,315,526,324
2020년12월_남_80~89세,812,198,51,119,66,88,96,52,75,67
2020년12월_남_90~99세,51,7,4,11,1,7,6,2,6,7
2020년12월_남_100세 이상,5,0,0,0,0,3,1,0,1,0
2020년12월_여_총인구수,"74,807","18,661","2,668","9,688","5,628","7,256","10,247","4,359","10,220","6,080"
2020년12월_여_연령구간인구수,"74,807","18,661","2,668","9,688","5,628","7,256","10,247","4,359","10,220","6,080"
2020년12월_여_0~9세,"7,271","1,772",117,"1,079",453,653,"1,067",350,"1,154",626
2020년12월_여_10~19세,"7,371","1,918",171,915,551,619,"1,138",450,986,623
2020년12월_여_20~29세,"7,713","1,966",311,903,683,924,"1,047",369,987,523
2020년12월_여_30~39세,"10,354","2,473",281,"1,462",678,"1,020","1,314",537,"1,719",870
2020년12월_여_40~49세,"11,854","3,146",339,"1,459",939,"1,062","1,674",654,"1,589",992
2020년12월_여_50~59세,"12,956","3,166",509,"1,595","1,143","1,216","1,941",749,"1,646",991
2020년12월_여_60~69세,"11,238","2,648",591,"1,380",796,"1,139","1,400",800,"1,575",909
2020년12월_여_70~79세,"4,057","1,029",242,567,250,448,436,315,415,355
2020년12월_여_80~89세,"1,655",432,93,284,114,148,185,112,122,165
2020년12월_여_90~99세,316,103,13,40,19,26,44,22,26,23
2020년12월_여_100세 이상,22,8,1,4,2,1,1,1,1,3
2021년01월_계_총인구수,"156,596","40,289","5,830","19,935","11,827","15,064","20,886","8,907","21,547","12,311"
2021년01월_계_연령구간인구수,"156,596","40,289","5,830","19,935","11,827","15,064","20,886","8,907","21,547","12,311"
2021년01월_계_0~9세,"14,761","3,584",237,"2,186",930,"1,365","2,088",689,"2,396","1,286"
2021년01월_계_10~19세,"15,622","4,127",364,"1,924","1,195","1,360","2,312",922,"2,146","1,272"
2021년01월_계_20~29세,"17,672","4,624",729,"2,012","1,528","1,936","2,406",909,"2,374","1,154"
2021년01월_계_30~39세,"22,856","5,844",775,"2,978","1,539","2,225","2,704","1,135","3,818","1,838"
2021년01월_계_40~49세,"26,042","7,327",837,"3,241","1,958","2,325","3,440","1,400","3,437","2,077"
2021년01월_계_50~59세,"25,567","6,607","1,053","3,224","2,272","2,368","3,791","1,416","2,988","1,848"
2021년01월_계_60~69세,"22,859","5,409","1,161","2,793","1,694","2,234","2,874","1,613","3,211","1,870"
2021년01월_계_70~79세,"8,342","2,026",507,"1,118",509,976,935,628,946,697
2021년01월_계_80~89세,"2,488",630,149,406,179,237,284,170,198,235
2021년01월_계_90~99세,359,103,17,49,20,34,50,24,31,31
2021년01월_계_100세 이상,28,8,1,4,3,4,2,1,2,3
2021년01월_남_총인구수,"81,834","21,629","3,143","10,284","6,187","7,791","10,659","4,553","11,365","6,223"
2021년01월_남_연령구간인구수,"81,834","21,629","3,143","10,284","6,187","7,791","10,659","4,553","11,365","6,223"
2021년01월_남_0~9세,"7,553","1,838",119,"1,111",478,716,"1,023",354,"1,253",661
2021년01월_남_10~19세,"8,250","2,207",192,"1,001",642,747,"1,178",469,"1,160",654
2021년01월_남_20~29세,"9,951","2,637",420,"1,122",847,992,"1,367",538,"1,398",630
2021년01월_남_30~39세,"12,549","3,395",491,"1,527",854,"1,214","1,397",598,"2,101",972
2021년01월_남_40~49세,"14,172","4,163",494,"1,788","1,018","1,264","1,765",746,"1,852","1,082"
2021년01월_남_50~59세,"12,693","3,455",544,"1,637","1,140","1,151","1,865",673,"1,363",865
2021년01월_남_60~69세,"11,519","2,731",562,"1,413",884,"1,087","1,460",806,"1,627",949
2021년01월_남_70~79세,"4,265",997,263,554,257,523,499,310,527,335
2021년01월_남_80~89세,827,199,54,120,66,87,99,57,77,68
2021년01월_남_90~99세,50,7,4,11,1,7,5,2,6,7
2021년01월_남_100세 이상,5,0,0,0,0,3,1,0,1,0
2021년01월_여_총인구수,"74,762","18,660","2,687","9,651","5,640","7,273","10,227","4,354","10,182","6,088"
2021년01월_여_연령구간인구수,"74,762","18,660","2,687","9,651","5,640","7,273","10,227","4,354","10,182","6,088"
2021년01월_여_0~9세,"7,208","1,746",118,"1,075",452,649,"1,065",335,"1,143",625
2021년01월_여_10~19세,"7,372","1,920",172,923,553,613,"1,134",453,986,618
2021년01월_여_20~29세,"7,721","1,987",309,890,681,944,"1,039",371,976,524
2021년01월_여_30~39세,"10,307","2,449",284,"1,451",685,"1,011","1,307",537,"1,717",866
2021년01월_여_40~49세,"11,870","3,164",343,"1,453",940,"1,061","1,675",654,"1,585",995
2021년01월_여_50~59세,"12,874","3,152",509,"1,587","1,132","1,217","1,926",743,"1,625",983
2021년01월_여_60~69세,"11,340","2,678",599,"1,380",810,"1,147","1,414",807,"1,584",921
2021년01월_여_70~79세,"4,077","1,029",244,564,252,453,436,318,419,362
2021년01월_여_80~89세,"1,661",431,95,286,113,150,185,113,121,167
2021년01월_여_90~99세,309,96,13,38,19,27,45,22,25,24
2021년01월_여_100세 이상,23,8,1,4,3,1,1,1,1,3
2021년02월_계_총인구수,"156,209","40,232","5,833","19,870","11,759","15,022","20,814","8,870","21,493","12,316"
2021년02월_계_연령구간인구수,"156,209","40,232","5,833","19,870","11,759","15,022","20,814","8,870","21,493","12,316"
2021년02월_계_0~9세,"14,603","3,553",235,"2,163",907,"1,350","2,076",669,"2,372","1,278"
2021년02월_계_10~19세,"15,597","4,095",366,"1,922","1,187","1,372","2,303",929,"2,148","1,275"
2021년02월_계_20~29세,"17,576","4,621",728,"2,004","1,513","1,919","2,385",904,"2,356","1,146"
2021년02월_계_30~39세,"22,609","5,833",768,"2,933","1,512","2,190","2,675","1,101","3,769","1,828"
2021년02월_계_40~49세,"26,095","7,321",841,"3,233","1,961","2,329","3,429","1,405","3,480","2,096"
2021년02월_계_50~59세,"25,433","6,589","1,057","3,208","2,251","2,361","3,773","1,415","2,945","1,834"
2021년02월_계_60~69세,"23,003","5,436","1,162","2,827","1,712","2,246","2,894","1,618","3,229","1,879"
2021년02월_계_70~79세,"8,394","2,040",509,"1,115",513,982,941,634,955,705
2021년02월_계_80~89세,"2,515",636,147,413,181,237,287,169,204,241
2021년02월_계_90~99세,356,100,19,48,19,32,49,25,33,31
2021년02월_계_100세 이상,28,8,1,4,3,4,2,1,2,3
2021년02월_남_총인구수,"81,652","21,612","3,139","10,258","6,151","7,767","10,613","4,537","11,335","6,240"
2021년02월_남_연령구간인구수,"81,652","21,612","3,139","10,258","6,151","7,767","10,613","4,537","11,335","6,240"
2021년02월_남_0~9세,"7,484","1,825",118,"1,103",471,704,"1,021",344,"1,237",661
2021년02월_남_10~19세,"8,243","2,196",190,"1,010",637,757,"1,162",472,"1,160",659
2021년02월_남_20~29세,"9,882","2,630",417,"1,115",837,976,"1,352",539,"1,388",628
2021년02월_남_30~39세,"12,422","3,376",489,"1,507",847,"1,193","1,378",587,"2,076",969
2021년02월_남_40~49세,"14,205","4,170",497,"1,777","1,011","1,278","1,767",740,"1,870","1,095"
2021년02월_남_50~59세,"12,663","3,460",546,"1,627","1,135","1,147","1,862",676,"1,353",857
2021년02월_남_60~69세,"11,549","2,733",560,"1,431",886,"1,085","1,465",806,"1,630",953
2021년02월_남_70~79세,"4,311","1,012",266,554,261,530,499,314,534,341
2021년02월_남_80~89세,838,204,52,122,65,87,101,57,80,70
2021년02월_남_90~99세,50,6,4,12,1,7,5,2,6,7
2021년02월_남_100세 이상,5,0,0,0,0,3,1,0,1,0
2021년02월_여_총인구수,"74,557","18,620","2,694","9,612","5,608","7,255","10,201","4,333","10,158","6,076"
2021년02월_여_연령구간인구수,"74,557","18,620","2,694","9,612","5,608","7,255","10,201","4,333","10,158","6,076"
2021년02월_여_0~9세,"7,119","1,728",117,"1,060",436,646,"1,055",325,"1,135",617
2021년02월_여_10~19세,"7,354","1,899",176,912,550,615,"1,141",457,988,616
2021년02월_여_20~29세,"7,694","1,991",311,889,676,943,"1,033",365,968,518
2021년02월_여_30~39세,"10,187","2,457",279,"1,426",665,997,"1,297",514,"1,693",859
2021년02월_여_40~49세,"11,890","3,151",344,"1,456",950,"1,051","1,662",665,"1,610","1,001"
2021년02월_여_50~59세,"12,770","3,129",511,"1,581","1,116","1,214","1,911",739,"1,592",977
2021년02월_여_60~69세,"11,454","2,703",602,"1,396",826,"1,161","1,429",812,"1,599",926
2021년02월_여_70~79세,"4,083","1,028",243,561,252,452,442,320,421,364
2021년02월_여_80~89세,"1,677",432,95,291,116,150,186,112,124,171
2021년02월_여_90~99세,306,94,15,36,18,25,44,23,27,24
2021년02월_여_100세 이상,23,8,1,4,3,1,1,1,1,3
2021년03월_계_총인구수,"155,753","40,189","5,814","19,811","11,714","14,969","20,764","8,841","21,398","12,253"
2021년03월_계_연령구간인구수,"155,753","40,189","5,814","19,811","11,714","14,969","20,764","8,841","21,398","12,253"
2021년03월_계_0~9세,"14,508","3,535",232,"2,157",904,"1,342","2,065",660,"2,357","1,256"
2021년03월_계_10~19세,"15,563","4,092",367,"1,912","1,178","1,368","2,299",927,"2,141","1,279"
2021년03월_계_20~29세,"17,524","4,615",724,"1,999","1,503","1,929","2,360",897,"2,364","1,133"
2021년03월_계_30~39세,"22,426","5,817",771,"2,897","1,491","2,154","2,657","1,084","3,745","1,810"
2021년03월_계_40~49세,"26,052","7,309",839,"3,227","1,952","2,328","3,444","1,393","3,461","2,099"
2021년03월_계_50~59세,"25,320","6,580","1,048","3,189","2,250","2,356","3,744","1,412","2,922","1,819"
2021년03월_계_60~69세,"23,063","5,447","1,163","2,848","1,712","2,245","2,912","1,633","3,220","1,883"
2021년03월_계_70~79세,"8,413","2,054",503,"1,113",527,975,946,637,951,707
2021년03월_계_80~89세,"2,520",641,149,419,174,240,287,172,203,235
2021년03월_계_90~99세,354,96,18,49,21,31,48,25,34,32
2021년03월_계_100세 이상,10,3,0,1,2,1,2,1,0,0
2021년03월_남_총인구수,"81,412","21,604","3,127","10,229","6,140","7,709","10,590","4,520","11,288","6,205"
2021년03월_남_연령구간인구수,"81,412","21,604","3,127","10,229","6,140","7,709","10,590","4,520","11,288","6,205"
2021년03월_남_0~9세,"7,430","1,813",115,"1,103",466,697,"1,016",338,"1,230",652
2021년03월_남_10~19세,"8,232","2,201",193,"1,006",631,752,"1,161",474,"1,157",657
2021년03월_남_20~29세,"9,843","2,629",417,"1,112",839,964,"1,333",531,"1,399",619
2021년03월_남_30~39세,"12,350","3,382",486,"1,488",838,"1,185","1,371",581,"2,058",961
2021년03월_남_40~49세,"14,179","4,170",496,"1,769","1,006","1,268","1,769",740,"1,863","1,098"
2021년03월_남_50~59세,"12,616","3,449",540,"1,616","1,140","1,144","1,857",674,"1,347",849
2021년03월_남_60~69세,"11,568","2,741",557,"1,447",882,"1,082","1,476",808,"1,618",957
2021년03월_남_70~79세,"4,298","1,011",265,550,272,523,497,313,530,337
2021년03월_남_80~89세,845,202,54,126,65,87,104,59,80,68
2021년03월_남_90~99세,49,6,4,12,1,6,5,2,6,7
2021년03월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년03월_여_총인구수,"74,341","18,585","2,687","9,582","5,574","7,260","10,174","4,321","10,110","6,048"
2021년03월_여_연령구간인구수,"74,341","18,585","2,687","9,582","5,574","7,260","10,174","4,321","10,110","6,048"
2021년03월_여_0~9세,"7,078","1,722",117,"1,054",438,645,"1,049",322,"1,127",604
2021년03월_여_10~19세,"7,331","1,891",174,906,547,616,"1,138",453,984,622
2021년03월_여_20~29세,"7,681","1,986",307,887,664,965,"1,027",366,965,514
2021년03월_여_30~39세,"10,076","2,435",285,"1,409",653,969,"1,286",503,"1,687",849
2021년03월_여_40~49세,"11,873","3,139",343,"1,458",946,"1,060","1,675",653,"1,598","1,001"
2021년03월_여_50~59세,"12,704","3,131",508,"1,573","1,110","1,212","1,887",738,"1,575",970
2021년03월_여_60~69세,"11,495","2,706",606,"1,401",830,"1,163","1,436",825,"1,602",926
2021년03월_여_70~79세,"4,115","1,043",238,563,255,452,449,324,421,370
2021년03월_여_80~89세,"1,675",439,95,293,109,153,183,113,123,167
2021년03월_여_90~99세,305,90,14,37,20,25,43,23,28,25
2021년03월_여_100세 이상,8,3,0,1,2,0,1,1,0,0
2021년04월_계_총인구수,"155,511","40,125","5,805","19,799","11,693","14,928","20,736","8,849","21,339","12,237"
2021년04월_계_연령구간인구수,"155,511","40,125","5,805","19,799","11,693","14,928","20,736","8,849","21,339","12,237"
2021년04월_계_0~9세,"14,385","3,508",228,"2,141",892,"1,331","2,052",653,"2,341","1,239"
2021년04월_계_10~19세,"15,580","4,098",361,"1,924","1,181","1,375","2,291",926,"2,136","1,288"
2021년04월_계_20~29세,"17,472","4,607",723,"1,989","1,502","1,914","2,351",899,"2,354","1,133"
2021년04월_계_30~39세,"22,271","5,763",768,"2,869","1,477","2,153","2,653","1,074","3,727","1,787"
2021년04월_계_40~49세,"26,067","7,316",835,"3,251","1,950","2,312","3,447","1,408","3,441","2,107"
2021년04월_계_50~59세,"25,194","6,580","1,046","3,168","2,240","2,332","3,711","1,408","2,908","1,801"
2021년04월_계_60~69세,"23,192","5,454","1,172","2,868","1,719","2,258","2,938","1,644","3,232","1,907"
2021년04월_계_70~79세,"8,431","2,051",504,"1,114",531,974,953,638,961,705
2021년04월_계_80~89세,"2,554",649,150,424,178,247,291,173,206,236
2021년04월_계_90~99세,355,97,18,50,21,30,47,25,33,34
2021년04월_계_100세 이상,10,2,0,1,2,2,2,1,0,0
2021년04월_남_총인구수,"81,246","21,571","3,121","10,211","6,123","7,681","10,572","4,519","11,257","6,191"
2021년04월_남_연령구간인구수,"81,246","21,571","3,121","10,211","6,123","7,681","10,572","4,519","11,257","6,191"
2021년04월_남_0~9세,"7,352","1,794",112,"1,087",457,692,"1,013",330,"1,227",640
2021년04월_남_10~19세,"8,237","2,205",191,"1,013",629,758,"1,157",472,"1,147",665
2021년04월_남_20~29세,"9,827","2,643",419,"1,110",833,953,"1,326",533,"1,393",617
2021년04월_남_30~39세,"12,246","3,338",481,"1,464",835,"1,184","1,367",580,"2,048",949
2021년04월_남_40~49세,"14,207","4,179",493,"1,792","1,011","1,262","1,768",746,"1,855","1,101"
2021년04월_남_50~59세,"12,561","3,453",538,"1,605","1,137","1,133","1,839",671,"1,342",843
2021년04월_남_60~69세,"11,594","2,734",566,"1,447",878,"1,080","1,489",812,"1,624",964
2021년04월_남_70~79세,"4,314","1,015",264,554,275,521,501,314,533,337
2021년04월_남_80~89세,856,203,53,127,67,91,106,59,82,68
2021년04월_남_90~99세,50,7,4,12,1,6,5,2,6,7
2021년04월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년04월_여_총인구수,"74,265","18,554","2,684","9,588","5,570","7,247","10,164","4,330","10,082","6,046"
2021년04월_여_연령구간인구수,"74,265","18,554","2,684","9,588","5,570","7,247","10,164","4,330","10,082","6,046"
2021년04월_여_0~9세,"7,033","1,714",116,"1,054",435,639,"1,039",323,"1,114",599
2021년04월_여_10~19세,"7,343","1,893",170,911,552,617,"1,134",454,989,623
2021년04월_여_20~29세,"7,645","1,964",304,879,669,961,"1,025",366,961,516
2021년04월_여_30~39세,"10,025","2,425",287,"1,405",642,969,"1,286",494,"1,679",838
2021년04월_여_40~49세,"11,860","3,137",342,"1,459",939,"1,050","1,679",662,"1,586","1,006"
2021년04월_여_50~59세,"12,633","3,127",508,"1,563","1,103","1,199","1,872",737,"1,566",958
2021년04월_여_60~69세,"11,598","2,720",606,"1,421",841,"1,178","1,449",832,"1,608",943
2021년04월_여_70~79세,"4,117","1,036",240,560,256,453,452,324,428,368
2021년04월_여_80~89세,"1,698",446,97,297,111,156,185,114,124,168
2021년04월_여_90~99세,305,90,14,38,20,24,42,23,27,27
2021년04월_여_100세 이상,8,2,0,1,2,1,1,1,0,0
2021년05월_계_총인구수,"155,284","40,122","5,788","19,740","11,698","14,905","20,719","8,829","21,250","12,233"
2021년05월_계_연령구간인구수,"155,284","40,122","5,788","19,740","11,698","14,905","20,719","8,829","21,250","12,233"
2021년05월_계_0~9세,"14,278","3,495",230,"2,132",889,"1,306","2,043",640,"2,310","1,233"
2021년05월_계_10~19세,"15,579","4,091",358,"1,925","1,172","1,381","2,297",926,"2,136","1,293"
2021년05월_계_20~29세,"17,418","4,594",723,"1,972","1,500","1,909","2,351",896,"2,349","1,124"
2021년05월_계_30~39세,"22,159","5,763",756,"2,841","1,474","2,128","2,653","1,068","3,692","1,784"
2021년05월_계_40~49세,"26,009","7,313",830,"3,239","1,957","2,301","3,438","1,409","3,421","2,101"
2021년05월_계_50~59세,"25,126","6,578","1,032","3,154","2,236","2,352","3,691","1,391","2,895","1,797"
2021년05월_계_60~69세,"23,305","5,472","1,179","2,885","1,729","2,270","2,956","1,655","3,236","1,923"
2021년05월_계_70~79세,"8,490","2,064",509,"1,121",540,980,955,645,971,705
2021년05월_계_80~89세,"2,554",649,153,422,177,244,289,174,208,238
2021년05월_계_90~99세,357,101,18,48,22,33,44,24,32,35
2021년05월_계_100세 이상,9,2,0,1,2,1,2,1,0,0
2021년05월_남_총인구수,"81,102","21,566","3,117","10,175","6,123","7,665","10,557","4,498","11,208","6,193"
2021년05월_남_연령구간인구수,"81,102","21,566","3,117","10,175","6,123","7,665","10,557","4,498","11,208","6,193"
2021년05월_남_0~9세,"7,288","1,777",116,"1,082",456,676,"1,007",327,"1,210",637
2021년05월_남_10~19세,"8,250","2,205",192,"1,015",628,760,"1,164",472,"1,149",665
2021년05월_남_20~29세,"9,773","2,639",422,"1,092",825,950,"1,321",526,"1,382",616
2021년05월_남_30~39세,"12,189","3,335",473,"1,445",831,"1,167","1,369",577,"2,045",947
2021년05월_남_40~49세,"14,153","4,170",488,"1,793","1,012","1,259","1,759",744,"1,832","1,096"
2021년05월_남_50~59세,"12,572","3,472",534,"1,600","1,142","1,141","1,827",659,"1,349",848
2021년05월_남_60~69세,"11,622","2,735",564,"1,454",884,"1,090","1,498",818,"1,611",968
2021년05월_남_70~79세,"4,340","1,019",269,556,277,524,500,314,541,340
2021년05월_남_80~89세,862,205,55,126,67,91,106,60,83,69
2021년05월_남_90~99세,51,9,4,12,1,6,5,1,6,7
2021년05월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년05월_여_총인구수,"74,182","18,556","2,671","9,565","5,575","7,240","10,162","4,331","10,042","6,040"
2021년05월_여_연령구간인구수,"74,182","18,556","2,671","9,565","5,575","7,240","10,162","4,331","10,042","6,040"
2021년05월_여_0~9세,"6,990","1,718",114,"1,050",433,630,"1,036",313,"1,100",596
2021년05월_여_10~19세,"7,329","1,886",166,910,544,621,"1,133",454,987,628
2021년05월_여_20~29세,"7,645","1,955",301,880,675,959,"1,030",370,967,508
2021년05월_여_30~39세,"9,970","2,428",283,"1,396",643,961,"1,284",491,"1,647",837
2021년05월_여_40~49세,"11,856","3,143",342,"1,446",945,"1,042","1,679",665,"1,589","1,005"
2021년05월_여_50~59세,"12,554","3,106",498,"1,554","1,094","1,211","1,864",732,"1,546",949
2021년05월_여_60~69세,"11,683","2,737",615,"1,431",845,"1,180","1,458",837,"1,625",955
2021년05월_여_70~79세,"4,150","1,045",240,565,263,456,455,331,430,365
2021년05월_여_80~89세,"1,692",444,98,296,110,153,183,114,125,169
2021년05월_여_90~99세,306,92,14,36,21,27,39,23,26,28
2021년05월_여_100세 이상,7,2,0,1,2,0,1,1,0,0
2021년06월_계_총인구수,"155,129","40,122","5,769","19,722","11,688","14,913","20,681","8,823","21,206","12,205"
2021년06월_계_연령구간인구수,"155,129","40,122","5,769","19,722","11,688","14,913","20,681","8,823","21,206","12,205"
2021년06월_계_0~9세,"14,200","3,475",230,"2,122",891,"1,308","2,025",631,"2,294","1,224"
2021년06월_계_10~19세,"15,595","4,084",356,"1,929","1,173","1,392","2,310",922,"2,136","1,293"
2021년06월_계_20~29세,"17,340","4,599",712,"1,969","1,494","1,891","2,337",892,"2,330","1,116"
2021년06월_계_30~39세,"22,041","5,744",748,"2,823","1,473","2,115","2,629","1,058","3,684","1,767"
2021년06월_계_40~49세,"26,026","7,311",832,"3,240","1,961","2,318","3,437","1,416","3,418","2,093"
