카테고리,경기도 여주시,경기도 여주시 가남읍,경기도 여주시 점동면,경기도 여주시 흥천면,경기도 여주시 금사면,경기도 여주시 능서면,경기도 여주시 대신면,경기도 여주시 북내면,경기도 여주시 강천면,경기도 여주시 산북면,경기도 여주시 여흥동,경기도 여주시 중앙동,경기도 여주시 오학동,경기도 여주시 세종대왕면
2021년02월_여_10~19세,"4,610",618,115,120,76,214,176,147,131,77,946,"1,076",914,
2021년02월_여_20~29세,"5,522",743,183,178,77,240,237,189,140,85,"1,322","1,129",999,
2021년02월_여_30~39세,"5,416",784,131,154,86,233,188,141,139,77,"1,191",953,"1,339",
2021년02월_여_40~49세,"7,739","1,055",178,244,116,279,315,272,214,127,"1,748","1,581","1,610",
2021년02월_여_50~59세,"9,596","1,296",399,421,268,507,604,426,385,214,"1,944","1,592","1,540",
2021년02월_여_60~69세,"9,277","1,278",533,589,363,657,765,483,447,300,"1,625","1,218","1,019",
2021년02월_여_70~79세,"5,391",705,323,368,234,424,532,340,276,193,852,639,505,
2021년02월_여_80~89세,"3,384",459,254,231,135,326,381,258,173,109,459,325,274,
2021년02월_여_90~99세,655,80,41,55,35,67,66,38,55,20,90,60,48,
2021년02월_여_100세 이상,39,6,2,3,1,0,3,5,1,1,6,6,5,
2021년03월_계_총인구수,"111,903","15,507","4,664","5,100","2,987","6,349","6,969","4,904","4,195","2,517","21,736","18,517","18,458",
2021년03월_계_연령구간인구수,"111,903","15,507","4,664","5,100","2,987","6,349","6,969","4,904","4,195","2,517","21,736","18,517","18,458",
2021년03월_계_0~9세,"7,306","1,004",196,169,91,280,211,163,143,115,"1,506","1,360","2,068",
2021년03월_계_10~19세,"9,477","1,260",253,279,140,437,407,346,266,140,"1,960","2,159","1,830",
2021년03월_계_20~29세,"12,193","1,676",443,408,228,546,603,414,344,192,"2,813","2,422","2,104",
2021년03월_계_30~39세,"11,398","1,779",292,358,189,475,442,306,298,177,"2,442","1,968","2,672",
2021년03월_계_40~49세,"15,894","2,228",407,524,259,681,670,567,466,267,"3,478","3,097","3,250",
2021년03월_계_50~59세,"20,079","2,792",870,934,581,"1,116","1,287",998,866,439,"3,856","3,317","3,023",
2021년03월_계_60~69세,"19,076","2,603","1,092","1,241",768,"1,398","1,651","1,033",900,600,"3,267","2,451","2,072",
2021년03월_계_70~79세,"10,220","1,346",665,727,465,827,983,613,559,364,"1,564","1,153",954,
2021년03월_계_80~89세,"5,383",708,389,387,223,504,619,403,286,193,735,510,426,
2021년03월_계_90~99세,850,107,54,71,43,83,94,59,67,29,110,76,57,
2021년03월_계_100세 이상,27,4,3,2,0,2,2,2,0,1,5,4,2,
2021년03월_남_총인구수,"56,842","8,015","2,423","2,665","1,551","3,262","3,635","2,541","2,179","1,269","10,848","9,288","9,166",
2021년03월_남_연령구간인구수,"56,842","8,015","2,423","2,665","1,551","3,262","3,635","2,541","2,179","1,269","10,848","9,288","9,166",
2021년03월_남_0~9세,"3,754",490,110,93,45,126,104,87,74,53,772,715,"1,085",
2021년03월_남_10~19세,"4,874",648,140,157,64,222,231,201,139,67,"1,006","1,097",902,
2021년03월_남_20~29세,"6,683",932,264,232,149,308,368,229,204,105,"1,497","1,292","1,103",
2021년03월_남_30~39세,"6,001",998,162,209,101,250,257,164,156,100,"1,255","1,020","1,329",
2021년03월_남_40~49세,"8,217","1,188",228,279,148,412,368,301,255,146,"1,752","1,517","1,623",
2021년03월_남_50~59세,"10,518","1,498",470,513,312,616,694,576,486,231,"1,919","1,724","1,479",
2021년03월_남_60~69세,"9,718","1,316",556,648,406,735,882,543,453,302,"1,632","1,209","1,036",
2021년03월_남_70~79세,"4,886",656,344,364,231,407,455,274,286,174,728,517,450,
2021년03월_남_80~89세,"1,991",260,134,153,88,168,245,149,114,82,264,184,150,
2021년03월_남_90~99세,193,26,14,17,7,17,31,17,12,8,22,13,9,
2021년03월_남_100세 이상,7,3,1,0,0,1,0,0,0,1,1,0,0,
2021년03월_여_총인구수,"55,061","7,492","2,241","2,435","1,436","3,087","3,334","2,363","2,016","1,248","10,888","9,229","9,292",
2021년03월_여_연령구간인구수,"55,061","7,492","2,241","2,435","1,436","3,087","3,334","2,363","2,016","1,248","10,888","9,229","9,292",
2021년03월_여_0~9세,"3,552",514,86,76,46,154,107,76,69,62,734,645,983,
2021년03월_여_10~19세,"4,603",612,113,122,76,215,176,145,127,73,954,"1,062",928,
2021년03월_여_20~29세,"5,510",744,179,176,79,238,235,185,140,87,"1,316","1,130","1,001",
2021년03월_여_30~39세,"5,397",781,130,149,88,225,185,142,142,77,"1,187",948,"1,343",
2021년03월_여_40~49세,"7,677","1,040",179,245,111,269,302,266,211,121,"1,726","1,580","1,627",
2021년03월_여_50~59세,"9,561","1,294",400,421,269,500,593,422,380,208,"1,937","1,593","1,544",
2021년03월_여_60~69세,"9,358","1,287",536,593,362,663,769,490,447,298,"1,635","1,242","1,036",
2021년03월_여_70~79세,"5,334",690,321,363,234,420,528,339,273,190,836,636,504,
2021년03월_여_80~89세,"3,392",448,255,234,135,336,374,254,172,111,471,326,276,
2021년03월_여_90~99세,657,81,40,54,36,66,63,42,55,21,88,63,48,
2021년03월_여_100세 이상,20,1,2,2,0,1,2,2,0,0,4,4,2,
2021년04월_계_총인구수,"111,913","15,504","4,683","5,100","2,964","6,334","6,991","4,903","4,212","2,529","21,694","18,478","18,521",
2021년04월_계_연령구간인구수,"111,913","15,504","4,683","5,100","2,964","6,334","6,991","4,903","4,212","2,529","21,694","18,478","18,521",
2021년04월_계_0~9세,"7,260",995,193,168,88,278,208,158,145,115,"1,489","1,351","2,072",
2021년04월_계_10~19세,"9,442","1,260",254,278,137,426,410,343,268,140,"1,958","2,140","1,828",
2021년04월_계_20~29세,"12,166","1,665",447,409,226,546,600,413,342,192,"2,788","2,420","2,118",
2021년04월_계_30~39세,"11,371","1,786",290,357,185,474,444,301,301,180,"2,433","1,960","2,660",
2021년04월_계_40~49세,"15,855","2,220",404,523,257,681,674,564,457,268,"3,462","3,077","3,268",
2021년04월_계_50~59세,"20,063","2,786",868,927,578,"1,103","1,277",992,877,434,"3,863","3,321","3,037",
2021년04월_계_60~69세,"19,233","2,623","1,110","1,253",764,"1,408","1,671","1,051",910,609,"3,283","2,462","2,089",
2021년04월_계_70~79세,"10,213","1,353",667,722,463,827,985,617,558,365,"1,552","1,149",955,
2021년04월_계_80~89세,"5,426",707,393,387,223,505,623,403,285,196,752,518,434,
2021년04월_계_90~99세,856,105,53,74,43,84,97,60,69,29,108,76,58,
2021년04월_계_100세 이상,28,4,4,2,0,2,2,1,0,1,6,4,2,
2021년04월_남_총인구수,"56,882","8,026","2,428","2,668","1,537","3,264","3,652","2,540","2,179","1,274","10,828","9,282","9,204",
2021년04월_남_연령구간인구수,"56,882","8,026","2,428","2,668","1,537","3,264","3,652","2,540","2,179","1,274","10,828","9,282","9,204",
2021년04월_남_0~9세,"3,735",490,110,92,44,129,102,83,72,53,769,708,"1,083",
2021년04월_남_10~19세,"4,860",651,139,156,61,213,235,198,140,68,"1,001","1,088",910,
2021년04월_남_20~29세,"6,671",921,264,231,149,310,366,231,203,102,"1,490","1,297","1,107",
2021년04월_남_30~39세,"5,995","1,005",160,210,97,253,259,162,154,102,"1,240","1,024","1,329",
2021년04월_남_40~49세,"8,203","1,186",228,279,147,411,372,297,252,147,"1,751","1,501","1,632",
2021년04월_남_50~59세,"10,515","1,495",465,511,313,609,691,572,491,226,"1,920","1,735","1,487",
2021년04월_남_60~69세,"9,800","1,326",564,656,402,743,892,552,457,311,"1,641","1,213","1,043",
2021년04월_남_70~79세,"4,885",660,348,361,228,407,458,279,285,173,720,515,451,
2021년04월_남_80~89세,"2,016",262,134,154,90,171,246,150,113,83,273,188,152,
2021년04월_남_90~99세,195,27,15,18,6,17,31,16,12,8,22,13,10,
2021년04월_남_100세 이상,7,3,1,0,0,1,0,0,0,1,1,0,0,
2021년04월_여_총인구수,"55,031","7,478","2,255","2,432","1,427","3,070","3,339","2,363","2,033","1,255","10,866","9,196","9,317",
2021년04월_여_연령구간인구수,"55,031","7,478","2,255","2,432","1,427","3,070","3,339","2,363","2,033","1,255","10,866","9,196","9,317",
2021년04월_여_0~9세,"3,525",505,83,76,44,149,106,75,73,62,720,643,989,
2021년04월_여_10~19세,"4,582",609,115,122,76,213,175,145,128,72,957,"1,052",918,
2021년04월_여_20~29세,"5,495",744,183,178,77,236,234,182,139,90,"1,298","1,123","1,011",
2021년04월_여_30~39세,"5,376",781,130,147,88,221,185,139,147,78,"1,193",936,"1,331",
2021년04월_여_40~49세,"7,652","1,034",176,244,110,270,302,267,205,121,"1,711","1,576","1,636",
2021년04월_여_50~59세,"9,548","1,291",403,416,265,494,586,420,386,208,"1,943","1,586","1,550",
2021년04월_여_60~69세,"9,433","1,297",546,597,362,665,779,499,453,298,"1,642","1,249","1,046",
2021년04월_여_70~79세,"5,328",693,319,361,235,420,527,338,273,192,832,634,504,
2021년04월_여_80~89세,"3,410",445,259,233,133,334,377,253,172,113,479,330,282,
2021년04월_여_90~99세,661,78,38,56,37,67,66,44,57,21,86,63,48,
2021년04월_여_100세 이상,21,1,3,2,0,1,2,1,0,0,5,4,2,
2021년05월_계_총인구수,"111,939","15,457","4,705","5,096","2,991","6,306","6,984","4,900","4,200","2,521","21,706","18,530","18,543",
2021년05월_계_연령구간인구수,"111,939","15,457","4,705","5,096","2,991","6,306","6,984","4,900","4,200","2,521","21,706","18,530","18,543",
2021년05월_계_0~9세,"7,208",976,194,175,88,273,207,158,144,114,"1,475","1,356","2,048",
2021년05월_계_10~19세,"9,442","1,271",251,278,141,426,407,337,265,134,"1,957","2,139","1,836",
2021년05월_계_20~29세,"12,143","1,660",442,398,231,540,606,414,335,194,"2,788","2,427","2,108",
2021년05월_계_30~39세,"11,346","1,770",299,360,183,468,440,295,299,177,"2,423","1,972","2,660",
2021년05월_계_40~49세,"15,826","2,205",405,520,260,684,665,567,453,265,"3,454","3,076","3,272",
2021년05월_계_50~59세,"20,049","2,789",862,920,577,"1,088","1,284",991,874,433,"3,868","3,322","3,041",
2021년05월_계_60~69세,"19,382","2,622","1,125","1,256",776,"1,413","1,672","1,055",925,611,"3,320","2,486","2,121",
2021년05월_계_70~79세,"10,199","1,349",676,728,464,815,974,616,553,365,"1,551","1,149",959,
2021년05월_계_80~89세,"5,461",708,391,386,226,516,628,405,286,199,756,521,439,
2021년05월_계_90~99세,854,103,56,73,45,82,99,61,66,28,107,78,56,
2021년05월_계_100세 이상,29,4,4,2,0,1,2,1,0,1,7,4,3,
2021년05월_남_총인구수,"56,898","8,016","2,440","2,661","1,553","3,246","3,645","2,535","2,173","1,266","10,837","9,302","9,224",
2021년05월_남_연령구간인구수,"56,898","8,016","2,440","2,661","1,553","3,246","3,645","2,535","2,173","1,266","10,837","9,302","9,224",
2021년05월_남_0~9세,"3,707",480,111,94,45,128,101,83,71,52,765,707,"1,070",
2021년05월_남_10~19세,"4,859",659,139,152,62,213,233,195,137,65,999,"1,088",917,
2021년05월_남_20~29세,"6,654",923,261,225,153,303,367,231,200,100,"1,485","1,302","1,104",
2021년05월_남_30~39세,"5,993",999,163,208,98,253,258,159,152,101,"1,238","1,027","1,337",
2021년05월_남_40~49세,"8,182","1,176",230,279,149,405,369,297,253,147,"1,740","1,506","1,631",
2021년05월_남_50~59세,"10,526","1,505",462,509,310,607,693,570,487,223,"1,933","1,735","1,492",
2021년05월_남_60~69세,"9,862","1,324",572,658,409,740,896,555,466,314,"1,655","1,217","1,056",
2021년05월_남_70~79세,"4,884",655,351,367,230,404,451,279,283,173,722,516,453,
2021년05월_남_80~89세,"2,028",265,134,151,91,175,244,150,114,83,276,191,154,
2021년05월_남_90~99세,196,27,16,18,6,17,33,16,10,7,23,13,10,
2021년05월_남_100세 이상,7,3,1,0,0,1,0,0,0,1,1,0,0,
2021년05월_여_총인구수,"55,041","7,441","2,265","2,435","1,438","3,060","3,339","2,365","2,027","1,255","10,869","9,228","9,319",
2021년05월_여_연령구간인구수,"55,041","7,441","2,265","2,435","1,438","3,060","3,339","2,365","2,027","1,255","10,869","9,228","9,319",
2021년05월_여_0~9세,"3,501",496,83,81,43,145,106,75,73,62,710,649,978,
2021년05월_여_10~19세,"4,583",612,112,126,79,213,174,142,128,69,958,"1,051",919,
2021년05월_여_20~29세,"5,489",737,181,173,78,237,239,183,135,94,"1,303","1,125","1,004",
2021년05월_여_30~39세,"5,353",771,136,152,85,215,182,136,147,76,"1,185",945,"1,323",
2021년05월_여_40~49세,"7,644","1,029",175,241,111,279,296,270,200,118,"1,714","1,570","1,641",
2021년05월_여_50~59세,"9,523","1,284",400,411,267,481,591,421,387,210,"1,935","1,587","1,549",
2021년05월_여_60~69세,"9,520","1,298",553,598,367,673,776,500,459,297,"1,665","1,269","1,065",
2021년05월_여_70~79세,"5,315",694,325,361,234,411,523,337,270,192,829,633,506,
2021년05월_여_80~89세,"3,433",443,257,235,135,341,384,255,172,116,480,330,285,
2021년05월_여_90~99세,658,76,40,55,39,65,66,45,56,21,84,65,46,
2021년05월_여_100세 이상,22,1,3,2,0,0,2,1,0,0,6,4,3,
2021년06월_계_총인구수,"112,177","15,438","4,705","5,103","2,986","6,301","6,992","4,899","4,218","2,627","21,708","18,570","18,630",
2021년06월_계_연령구간인구수,"112,177","15,438","4,705","5,103","2,986","6,301","6,992","4,899","4,218","2,627","21,708","18,570","18,630",
2021년06월_계_0~9세,"7,167",961,199,174,90,270,202,153,139,115,"1,465","1,343","2,056",
2021년06월_계_10~19세,"9,518","1,261",248,270,139,423,410,332,265,207,"1,958","2,151","1,854",
2021년06월_계_20~29세,"12,200","1,650",443,399,232,538,625,420,338,219,"2,787","2,440","2,109",
2021년06월_계_30~39세,"11,308","1,751",291,361,182,464,428,293,300,183,"2,423","1,966","2,666",
2021년06월_계_40~49세,"15,816","2,199",407,517,261,687,661,568,454,259,"3,452","3,062","3,289",
2021년06월_계_50~59세,"20,018","2,795",861,919,558,"1,077","1,273",977,880,436,"3,850","3,343","3,049",
2021년06월_계_60~69세,"19,561","2,643","1,126","1,272",791,"1,430","1,689","1,069",939,618,"3,337","2,508","2,139",
2021년06월_계_70~79세,"10,212","1,353",672,728,460,814,982,619,551,360,"1,560","1,145",968,
2021년06월_계_80~89세,"5,487",716,396,389,228,514,621,402,285,201,763,531,441,
2021년06월_계_90~99세,861,105,58,72,45,83,99,65,67,28,106,77,56,
2021년06월_계_100세 이상,29,4,4,2,0,1,2,1,0,1,7,4,3,
2021년06월_남_총인구수,"57,050","8,007","2,439","2,668","1,554","3,243","3,654","2,537","2,189","1,334","10,841","9,314","9,270",
2021년06월_남_연령구간인구수,"57,050","8,007","2,439","2,668","1,554","3,243","3,654","2,537","2,189","1,334","10,841","9,314","9,270",
2021년06월_남_0~9세,"3,691",472,114,96,46,127,100,80,67,52,764,701,"1,072",
2021년06월_남_10~19세,"4,910",654,139,146,63,213,233,192,138,110,"1,001","1,095",926,
2021년06월_남_20~29세,"6,683",917,259,229,153,301,378,234,201,120,"1,487","1,303","1,101",
2021년06월_남_30~39세,"5,970",985,160,209,97,248,252,160,156,103,"1,235","1,023","1,342",
2021년06월_남_40~49세,"8,191","1,176",228,281,150,409,367,297,253,143,"1,739","1,502","1,646",
2021년06월_남_50~59세,"10,498","1,510",460,504,298,605,684,563,493,226,"1,924","1,741","1,490",
2021년06월_남_60~69세,"9,961","1,335",575,665,422,747,909,563,470,318,"1,664","1,226","1,067",
2021년06월_남_70~79세,"4,892",658,349,367,227,400,456,280,281,170,726,519,459,
2021년06월_남_80~89세,"2,049",270,138,153,91,176,240,151,120,84,278,191,157,
2021년06월_남_90~99세,198,27,16,18,7,16,35,17,10,7,22,13,10,
2021년06월_남_100세 이상,7,3,1,0,0,1,0,0,0,1,1,0,0,
2021년06월_여_총인구수,"55,127","7,431","2,266","2,435","1,432","3,058","3,338","2,362","2,029","1,293","10,867","9,256","9,360",
2021년06월_여_연령구간인구수,"55,127","7,431","2,266","2,435","1,432","3,058","3,338","2,362","2,029","1,293","10,867","9,256","9,360",
2021년06월_여_0~9세,"3,476",489,85,78,44,143,102,73,72,63,701,642,984,
2021년06월_여_10~19세,"4,608",607,109,124,76,210,177,140,127,97,957,"1,056",928,
2021년06월_여_20~29세,"5,517",733,184,170,79,237,247,186,137,99,"1,300","1,137","1,008",
2021년06월_여_30~39세,"5,338",766,131,152,85,216,176,133,144,80,"1,188",943,"1,324",
2021년06월_여_40~49세,"7,625","1,023",179,236,111,278,294,271,201,116,"1,713","1,560","1,643",
2021년06월_여_50~59세,"9,520","1,285",401,415,260,472,589,414,387,210,"1,926","1,602","1,559",
2021년06월_여_60~69세,"9,600","1,308",551,607,369,683,780,506,469,300,"1,673","1,282","1,072",
2021년06월_여_70~79세,"5,320",695,323,361,233,414,526,339,270,190,834,626,509,
2021년06월_여_80~89세,"3,438",446,258,236,137,338,381,251,165,117,485,340,284,
2021년06월_여_90~99세,663,78,42,54,38,67,64,48,57,21,84,64,46,
2021년06월_여_100세 이상,22,1,3,2,0,0,2,1,0,0,6,4,3,
2021년07월_계_총인구수,"112,203","15,363","4,740","5,127","2,984","6,304","6,998","4,885","4,226","2,651","21,688","18,571","18,666",
2021년07월_계_연령구간인구수,"112,203","15,363","4,740","5,127","2,984","6,304","6,998","4,885","4,226","2,651","21,688","18,571","18,666",
2021년07월_계_0~9세,"7,104",943,196,175,88,264,203,148,141,116,"1,443","1,340","2,047",
2021년07월_계_10~19세,"9,536","1,240",253,274,139,427,410,333,260,224,"1,957","2,145","1,874",
2021년07월_계_20~29세,"12,185","1,647",451,405,225,542,628,415,339,219,"2,780","2,435","2,099",
2021년07월_계_30~39세,"11,272","1,735",288,355,186,466,423,291,306,186,"2,407","1,957","2,672",
2021년07월_계_40~49세,"15,787","2,184",419,518,259,691,662,556,451,255,"3,441","3,059","3,292",
2021년07월_계_50~59세,"20,003","2,771",862,922,556,"1,068","1,263",982,880,430,"3,863","3,355","3,051",
2021년07월_계_60~69세,"19,673","2,657","1,141","1,286",795,"1,442","1,695","1,067",942,631,"3,349","2,513","2,155",
2021년07월_계_70~79세,"10,225","1,351",670,727,462,811,985,620,554,361,"1,565","1,143",976,
2021년07월_계_80~89세,"5,527",726,395,390,229,513,628,405,288,198,769,544,442,
2021년07월_계_90~99세,861,105,61,73,45,79,99,67,65,30,107,76,54,
2021년07월_계_100세 이상,30,4,4,2,0,1,2,1,0,1,7,4,4,
2021년07월_남_총인구수,"57,076","7,978","2,457","2,685","1,552","3,244","3,650","2,535","2,188","1,349","10,836","9,320","9,282",
2021년07월_남_연령구간인구수,"57,076","7,978","2,457","2,685","1,552","3,244","3,650","2,535","2,188","1,349","10,836","9,320","9,282",
2021년07월_남_0~9세,"3,656",462,112,96,47,123,98,75,69,52,755,702,"1,065",
2021년07월_남_10~19세,"4,927",646,141,150,64,215,235,192,134,122,995,"1,100",933,
2021년07월_남_20~29세,"6,669",920,266,232,147,301,372,232,202,121,"1,485","1,289","1,102",
2021년07월_남_30~39세,"5,964",977,157,208,99,255,247,162,156,104,"1,226","1,024","1,349",
2021년07월_남_40~49세,"8,188","1,172",234,282,146,409,371,296,250,142,"1,745","1,500","1,641",
2021년07월_남_50~59세,"10,486","1,497",460,506,299,602,681,562,494,220,"1,927","1,748","1,490",
2021년07월_남_60~69세,"10,013","1,341",582,672,422,751,909,566,473,326,"1,671","1,226","1,074",
2021년07월_남_70~79세,"4,900",660,349,367,231,398,457,282,277,170,730,518,461,
2021년07월_남_80~89세,"2,065",271,137,154,90,174,246,151,122,84,279,200,157,
2021년07월_남_90~99세,200,29,18,18,7,15,34,17,11,7,22,13,9,
2021년07월_남_100세 이상,8,3,1,0,0,1,0,0,0,1,1,0,1,
2021년07월_여_총인구수,"55,127","7,385","2,283","2,442","1,432","3,060","3,348","2,350","2,038","1,302","10,852","9,251","9,384",
2021년07월_여_연령구간인구수,"55,127","7,385","2,283","2,442","1,432","3,060","3,348","2,350","2,038","1,302","10,852","9,251","9,384",
2021년07월_여_0~9세,"3,448",481,84,79,41,141,105,73,72,64,688,638,982,
2021년07월_여_10~19세,"4,609",594,112,124,75,212,175,141,126,102,962,"1,045",941,
2021년07월_여_20~29세,"5,516",727,185,173,78,241,256,183,137,98,"1,295","1,146",997,
2021년07월_여_30~39세,"5,308",758,131,147,87,211,176,129,150,82,"1,181",933,"1,323",
2021년07월_여_40~49세,"7,599","1,012",185,236,113,282,291,260,201,113,"1,696","1,559","1,651",
2021년07월_여_50~59세,"9,517","1,274",402,416,257,466,582,420,386,210,"1,936","1,607","1,561",
2021년07월_여_60~69세,"9,660","1,316",559,614,373,691,786,501,469,305,"1,678","1,287","1,081",
2021년07월_여_70~79세,"5,325",691,321,360,231,413,528,338,277,191,835,625,515,
2021년07월_여_80~89세,"3,462",455,258,236,139,339,382,254,166,114,490,344,285,
2021년07월_여_90~99세,661,76,43,55,38,64,65,50,54,23,85,63,45,
2021년07월_여_100세 이상,22,1,3,2,0,0,2,1,0,0,6,4,3,
2021년08월_계_총인구수,"112,289","15,366","4,740","5,122","2,995","6,295","7,004","4,895","4,235","2,611","21,729","18,623","18,674",
2021년08월_계_연령구간인구수,"112,289","15,366","4,740","5,122","2,995","6,295","7,004","4,895","4,235","2,611","21,729","18,623","18,674",
2021년08월_계_0~9세,"7,063",932,193,179,86,262,202,143,137,112,"1,441","1,345","2,031",
2021년08월_계_10~19세,"9,521","1,239",252,266,142,425,411,332,261,209,"1,943","2,153","1,888",
2021년08월_계_20~29세,"12,152","1,652",450,402,222,537,625,413,338,211,"2,783","2,440","2,079",
2021년08월_계_30~39세,"11,231","1,709",283,352,191,464,432,290,306,180,"2,391","1,968","2,665",
2021년08월_계_40~49세,"15,771","2,190",415,518,256,685,653,556,450,250,"3,452","3,046","3,300",
2021년08월_계_50~59세,"20,046","2,764",867,918,563,"1,069","1,266",998,880,431,"3,878","3,360","3,052",
2021년08월_계_60~69세,"19,794","2,689","1,150","1,290",793,"1,444","1,705","1,068",960,629,"3,369","2,527","2,170",
2021년08월_계_70~79세,"10,238","1,348",666,724,462,811,979,620,550,361,"1,576","1,155",986,
2021년08월_계_80~89세,"5,568",728,395,396,235,518,628,408,290,196,782,547,445,
2021년08월_계_90~99세,874,110,65,75,45,79,101,66,63,31,107,78,54,
2021년08월_계_100세 이상,31,5,4,2,0,1,2,1,0,1,7,4,4,
2021년08월_남_총인구수,"57,131","7,983","2,456","2,687","1,554","3,243","3,657","2,541","2,195","1,328","10,865","9,336","9,286",
2021년08월_남_연령구간인구수,"57,131","7,983","2,456","2,687","1,554","3,243","3,657","2,541","2,195","1,328","10,865","9,336","9,286",
2021년08월_남_0~9세,"3,644",455,112,100,46,124,96,76,68,51,756,704,"1,056",
2021년08월_남_10~19세,"4,907",645,139,147,66,216,235,190,133,111,983,"1,103",939,
2021년08월_남_20~29세,"6,650",917,266,226,143,298,373,231,201,120,"1,488","1,291","1,096",
2021년08월_남_30~39세,"5,944",969,151,206,103,254,254,161,157,99,"1,221","1,027","1,342",
2021년08월_남_40~49세,"8,185","1,180",234,283,143,408,365,295,250,140,"1,756","1,486","1,645",
2021년08월_남_50~59세,"10,525","1,492",460,510,303,601,683,571,493,221,"1,945","1,754","1,492",
2021년08월_남_60~69세,"10,071","1,360",590,674,421,751,916,568,480,326,"1,673","1,229","1,083",
2021년08월_남_70~79세,"4,903",657,346,365,230,397,455,280,278,169,736,527,463,
2021년08월_남_80~89세,"2,087",273,136,158,91,177,245,153,124,83,284,203,160,
2021년08월_남_90~99세,207,32,21,18,8,16,35,16,11,7,22,12,9,
2021년08월_남_100세 이상,8,3,1,0,0,1,0,0,0,1,1,0,1,
2021년08월_여_총인구수,"55,158","7,383","2,284","2,435","1,441","3,052","3,347","2,354","2,040","1,283","10,864","9,287","9,388",
2021년08월_여_연령구간인구수,"55,158","7,383","2,284","2,435","1,441","3,052","3,347","2,354","2,040","1,283","10,864","9,287","9,388",
2021년08월_여_0~9세,"3,419",477,81,79,40,138,106,67,69,61,685,641,975,
2021년08월_여_10~19세,"4,614",594,113,119,76,209,176,142,128,98,960,"1,050",949,
2021년08월_여_20~29세,"5,502",735,184,176,79,239,252,182,137,91,"1,295","1,149",983,
2021년08월_여_30~39세,"5,287",740,132,146,88,210,178,129,149,81,"1,170",941,"1,323",
2021년08월_여_40~49세,"7,586","1,010",181,235,113,277,288,261,200,110,"1,696","1,560","1,655",
2021년08월_여_50~59세,"9,521","1,272",407,408,260,468,583,427,387,210,"1,933","1,606","1,560",
2021년08월_여_60~69세,"9,723","1,329",560,616,372,693,789,500,480,303,"1,696","1,298","1,087",
2021년08월_여_70~79세,"5,335",691,320,359,232,414,524,340,272,192,840,628,523,
2021년08월_여_80~89세,"3,481",455,259,238,144,341,383,255,166,113,498,344,285,
2021년08월_여_90~99세,667,78,44,57,37,63,66,50,52,24,85,66,45,
2021년08월_여_100세 이상,23,2,3,2,0,0,2,1,0,0,6,4,3,
2021년09월_계_총인구수,"112,151","15,340","4,754","5,087","2,977","6,296","6,987","4,905","4,237","2,553","21,726","18,605","18,684",
2021년09월_계_연령구간인구수,"112,151","15,340","4,754","5,087","2,977","6,296","6,987","4,905","4,237","2,553","21,726","18,605","18,684",
2021년09월_계_0~9세,"6,997",919,190,175,91,261,202,143,136,110,"1,440","1,325","2,005",
2021년09월_계_10~19세,"9,453","1,233",250,260,135,423,404,330,259,167,"1,953","2,147","1,892",
2021년09월_계_20~29세,"12,075","1,659",447,385,219,534,618,418,332,206,"2,755","2,440","2,062",
2021년09월_계_30~39세,"11,185","1,697",283,354,188,470,428,286,307,178,"2,394","1,938","2,662",
2021년09월_계_40~49세,"15,765","2,191",421,507,252,677,655,555,447,245,"3,453","3,044","3,318",
2021년09월_계_50~59세,"20,060","2,755",873,903,559,"1,073","1,257",997,881,422,"3,889","3,372","3,079",
2021년09월_계_60~69세,"19,902","2,695","1,157","1,299",795,"1,450","1,713","1,080",971,634,"3,374","2,551","2,183",
2021년09월_계_70~79세,"10,177","1,339",666,725,455,807,972,614,547,362,"1,564","1,156",970,
2021년09월_계_80~89세,"5,613",736,397,400,237,520,634,413,291,197,790,548,450,
2021년09월_계_90~99세,893,111,66,77,46,80,102,68,66,31,107,80,59,
2021년09월_계_100세 이상,31,5,4,2,0,1,2,1,0,1,7,4,4,
2021년09월_남_총인구수,"57,058","7,974","2,461","2,665","1,543","3,242","3,649","2,544","2,192","1,286","10,871","9,334","9,297",
2021년09월_남_연령구간인구수,"57,058","7,974","2,461","2,665","1,543","3,242","3,649","2,544","2,192","1,286","10,871","9,334","9,297",
2021년09월_남_0~9세,"3,621",452,112,98,48,126,98,77,68,50,760,693,"1,039",
2021년09월_남_10~19세,"4,859",641,138,146,61,215,231,187,131,84,984,"1,100",941,
2021년09월_남_20~29세,"6,606",920,262,215,143,292,369,235,197,115,"1,476","1,287","1,095",
2021년09월_남_30~39세,"5,909",959,150,203,102,257,248,158,158,97,"1,218","1,016","1,343",
2021년09월_남_40~49세,"8,181","1,176",238,278,141,401,370,295,248,135,"1,757","1,490","1,652",
2021년09월_남_50~59세,"10,534","1,495",466,499,300,602,676,569,490,215,"1,953","1,760","1,509",
2021년09월_남_60~69세,"10,135","1,363",590,678,423,754,923,574,486,330,"1,682","1,242","1,090",
2021년09월_남_70~79세,"4,891",655,346,369,226,400,451,280,277,169,732,530,456,
2021년09월_남_80~89세,"2,103",277,137,161,91,178,247,154,125,83,287,203,160,
2021년09월_남_90~99세,211,33,21,18,8,16,36,15,12,7,21,13,11,
2021년09월_남_100세 이상,8,3,1,0,0,1,0,0,0,1,1,0,1,
2021년09월_여_총인구수,"55,093","7,366","2,293","2,422","1,434","3,054","3,338","2,361","2,045","1,267","10,855","9,271","9,387",
