카테고리,강원도 삼척시,강원도 삼척시 도계읍,강원도 삼척시 원덕읍,강원도 삼척시 원덕읍임원출장소,강원도 삼척시 근덕면,강원도 삼척시 하장면,강원도 삼척시 노곡면,강원도 삼척시 미로면,강원도 삼척시 가곡면,강원도 삼척시 신기면,강원도 삼척시 남양동,강원도 삼척시 교동,강원도 삼척시 정라동,강원도 삼척시 성내동
2020년08월_계_20~29세,"7,397","1,962",263,124,359,68,32,93,28,25,755,"1,908",993,787
2020년08월_계_30~39세,"5,940",588,224,98,283,75,28,93,28,45,621,"2,097",994,766
2020년08월_계_40~49세,"9,033","1,120",403,191,470,151,60,201,79,74,959,"2,560","1,537","1,228"
2020년08월_계_50~59세,"11,446","1,695",641,358,"1,016",298,151,352,140,130,"1,478","2,252","1,553","1,382"
2020년08월_계_60~69세,"10,942","1,823",671,367,"1,154",364,176,420,170,156,"1,584","1,384","1,291","1,382"
2020년08월_계_70~79세,"7,233","1,258",525,300,864,181,144,332,126,125,"1,021",685,831,841
2020년08월_계_80~89세,"3,900",572,336,157,604,115,94,222,79,83,483,322,382,451
2020년08월_계_90~99세,573,67,51,26,100,16,20,36,9,7,58,56,66,61
2020년08월_계_100세 이상,50,15,8,0,7,0,0,1,1,1,2,5,8,2
2020년08월_남_총인구수,"33,268","5,129","1,747",858,"2,670",725,395,969,351,372,"3,826","7,462","4,684","4,080"
2020년08월_남_연령구간인구수,"33,268","5,129","1,747",858,"2,670",725,395,969,351,372,"3,826","7,462","4,684","4,080"
2020년08월_남_0~9세,"1,994",162,53,20,52,15,4,25,10,11,160,865,340,277
2020년08월_남_10~19세,"2,736",400,70,39,158,24,6,46,12,5,261,851,462,402
2020년08월_남_20~29세,"4,150","1,047",175,69,228,34,21,61,17,14,420,"1,084",547,433
2020년08월_남_30~39세,"3,216",307,138,65,170,51,17,52,14,26,351,"1,081",527,417
2020년08월_남_40~49세,"4,993",639,266,117,312,108,43,145,52,57,514,"1,267",818,655
2020년08월_남_50~59세,"6,088",903,373,182,585,155,96,202,79,81,719,"1,166",865,682
2020년08월_남_60~69세,"5,471",923,346,190,591,202,104,217,81,89,746,699,621,662
2020년08월_남_70~79세,"3,184",550,217,113,360,83,64,152,56,57,471,309,367,385
2020년08월_남_80~89세,"1,317",173,100,58,201,50,34,64,29,31,173,126,122,156
2020년08월_남_90~99세,107,20,6,5,12,3,6,5,1,1,11,13,14,10
2020년08월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년08월_여_총인구수,"32,440","5,176","1,611",870,"2,527",613,329,895,349,307,"3,926","7,192","4,489","4,156"
2020년08월_여_연령구간인구수,"32,440","5,176","1,611",870,"2,527",613,329,895,349,307,"3,926","7,192","4,489","4,156"
2020년08월_여_0~9세,"1,935",184,41,18,48,13,4,19,4,10,137,844,334,279
2020년08월_여_10~19세,"2,529",459,72,30,82,18,5,24,14,7,233,825,382,378
2020년08월_여_20~29세,"3,247",915,88,55,131,34,11,32,11,11,335,824,446,354
2020년08월_여_30~39세,"2,724",281,86,33,113,24,11,41,14,19,270,"1,016",467,349
2020년08월_여_40~49세,"4,040",481,137,74,158,43,17,56,27,17,445,"1,293",719,573
2020년08월_여_50~59세,"5,358",792,268,176,431,143,55,150,61,49,759,"1,086",688,700
2020년08월_여_60~69세,"5,471",900,325,177,563,162,72,203,89,67,838,685,670,720
2020년08월_여_70~79세,"4,049",708,308,187,504,98,80,180,70,68,550,376,464,456
2020년08월_여_80~89세,"2,583",399,236,99,403,65,60,158,50,52,310,196,260,295
2020년08월_여_90~99세,466,47,45,21,88,13,14,31,8,6,47,43,52,51
2020년08월_여_100세 이상,38,10,5,0,6,0,0,1,1,1,2,4,7,1
2020년09월_계_총인구수,"65,639","10,286","3,347","1,728","5,180","1,339",722,"1,847",701,681,"7,753","14,660","9,167","8,228"
2020년09월_계_연령구간인구수,"65,639","10,286","3,347","1,728","5,180","1,339",722,"1,847",701,681,"7,753","14,660","9,167","8,228"
2020년09월_계_0~9세,"3,905",339,94,39,99,29,8,43,14,20,298,"1,695",673,554
2020년09월_계_10~19세,"5,263",849,141,67,235,41,10,65,25,13,494,"1,687",858,778
2020년09월_계_20~29세,"7,383","1,969",263,125,350,67,33,91,27,25,748,"1,908",995,782
2020년09월_계_30~39세,"5,887",591,219,96,282,76,27,94,28,45,609,"2,084",977,759
2020년09월_계_40~49세,"9,023","1,113",401,187,477,150,60,196,80,75,958,"2,567","1,532","1,227"
2020년09월_계_50~59세,"11,406","1,685",640,359,"1,002",296,151,349,141,127,"1,484","2,257","1,538","1,377"
2020년09월_계_60~69세,"10,999","1,832",670,368,"1,161",364,177,418,168,160,"1,591","1,397","1,301","1,392"
2020년09월_계_70~79세,"7,221","1,254",521,303,859,182,140,331,128,124,"1,027",680,830,842
2020년09월_계_80~89세,"3,922",572,340,158,605,119,95,223,79,83,486,321,388,453
2020년09월_계_90~99세,580,67,50,26,103,15,21,36,10,8,56,59,67,62
2020년09월_계_100세 이상,50,15,8,0,7,0,0,1,1,1,2,5,8,2
2020년09월_남_총인구수,"33,245","5,123","1,744",858,"2,666",727,394,959,353,372,"3,822","7,471","4,679","4,077"
2020년09월_남_연령구간인구수,"33,245","5,123","1,744",858,"2,666",727,394,959,353,372,"3,822","7,471","4,679","4,077"
2020년09월_남_0~9세,"1,987",162,52,21,53,16,4,24,11,10,160,859,335,280
2020년09월_남_10~19세,"2,733",395,69,38,155,23,5,43,11,6,260,858,470,400
2020년09월_남_20~29세,"4,143","1,050",176,68,224,34,22,61,17,14,421,"1,083",543,430
2020년09월_남_30~39세,"3,194",310,133,62,169,51,16,53,14,26,342,"1,080",522,416
2020년09월_남_40~49세,"4,979",628,267,115,317,108,43,141,53,57,513,"1,270",816,651
2020년09월_남_50~59세,"6,088",900,375,183,580,155,97,198,79,79,725,"1,171",860,686
2020년09월_남_60~69세,"5,490",930,346,193,593,202,104,218,81,91,742,703,628,659
2020년09월_남_70~79세,"3,181",549,216,114,361,85,61,152,56,57,474,306,364,386
2020년09월_남_80~89세,"1,328",174,101,59,200,50,36,64,30,31,174,126,126,157
2020년09월_남_90~99세,110,20,6,5,13,3,6,5,1,1,11,14,14,11
2020년09월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년09월_여_총인구수,"32,394","5,163","1,603",870,"2,514",612,328,888,348,309,"3,931","7,189","4,488","4,151"
2020년09월_여_연령구간인구수,"32,394","5,163","1,603",870,"2,514",612,328,888,348,309,"3,931","7,189","4,488","4,151"
2020년09월_여_0~9세,"1,918",177,42,18,46,13,4,19,3,10,138,836,338,274
2020년09월_여_10~19세,"2,530",454,72,29,80,18,5,22,14,7,234,829,388,378
2020년09월_여_20~29세,"3,240",919,87,57,126,33,11,30,10,11,327,825,452,352
2020년09월_여_30~39세,"2,693",281,86,34,113,25,11,41,14,19,267,"1,004",455,343
2020년09월_여_40~49세,"4,044",485,134,72,160,42,17,55,27,18,445,"1,297",716,576
2020년09월_여_50~59세,"5,318",785,265,176,422,141,54,151,62,48,759,"1,086",678,691
2020년09월_여_60~69세,"5,509",902,324,175,568,162,73,200,87,69,849,694,673,733
2020년09월_여_70~79세,"4,040",705,305,189,498,97,79,179,72,67,553,374,466,456
2020년09월_여_80~89세,"2,594",398,239,99,405,69,59,159,49,52,312,195,262,296
2020년09월_여_90~99세,470,47,44,21,90,12,15,31,9,7,45,45,53,51
2020년09월_여_100세 이상,38,10,5,0,6,0,0,1,1,1,2,4,7,1
2020년10월_계_총인구수,"65,544","10,250","3,328","1,734","5,195","1,339",724,"1,849",712,680,"7,741","14,654","9,129","8,209"
2020년10월_계_연령구간인구수,"65,544","10,250","3,328","1,734","5,195","1,339",724,"1,849",712,680,"7,741","14,654","9,129","8,209"
2020년10월_계_0~9세,"3,878",333,90,39,104,29,8,44,14,20,296,"1,679",666,556
2020년10월_계_10~19세,"5,233",827,142,65,240,41,9,65,27,13,495,"1,684",850,775
2020년10월_계_20~29세,"7,387","1,974",257,129,350,67,37,95,30,24,743,"1,906",998,777
2020년10월_계_30~39세,"5,838",578,214,96,286,76,25,93,28,45,603,"2,078",961,755
2020년10월_계_40~49세,"8,981","1,102",392,189,478,149,62,195,82,73,961,"2,550","1,525","1,223"
2020년10월_계_50~59세,"11,390","1,680",635,365,"1,001",297,149,349,142,128,"1,470","2,273","1,538","1,363"
2020년10월_계_60~69세,"11,063","1,848",681,364,"1,168",364,178,421,169,160,"1,590","1,417","1,306","1,397"
2020년10월_계_70~79세,"7,220","1,248",520,302,860,181,140,330,130,124,"1,036",684,819,846
2020년10월_계_80~89세,"3,925",578,339,157,602,121,93,222,78,83,488,319,392,453
2020년10월_계_90~99세,579,67,50,28,99,14,23,34,11,9,57,59,66,62
2020년10월_계_100세 이상,50,15,8,0,7,0,0,1,1,1,2,5,8,2
2020년10월_남_총인구수,"33,208","5,104","1,734",864,"2,672",728,398,961,363,371,"3,807","7,479","4,661","4,066"
2020년10월_남_연령구간인구수,"33,208","5,104","1,734",864,"2,672",728,398,961,363,371,"3,807","7,479","4,661","4,066"
2020년10월_남_0~9세,"1,984",159,48,20,58,16,4,25,12,10,156,861,336,279
2020년10월_남_10~19세,"2,712",390,70,36,154,23,4,43,12,6,262,854,460,398
2020년10월_남_20~29세,"4,140","1,050",171,72,221,35,26,63,19,13,416,"1,078",549,427
2020년10월_남_30~39세,"3,181",303,133,63,175,50,16,53,14,26,340,"1,085",512,411
2020년10월_남_40~49세,"4,951",619,260,115,312,107,43,140,54,56,516,"1,266",816,647
2020년10월_남_50~59세,"6,087",898,374,192,585,156,97,199,82,79,715,"1,173",856,681
2020년10월_남_60~69세,"5,531",940,352,188,596,203,105,222,80,92,738,715,633,667
2020년10월_남_70~79세,"3,178",542,215,115,361,83,61,149,59,57,480,308,361,387
2020년10월_남_80~89세,"1,322",178,101,56,197,52,36,63,30,31,173,124,124,157
2020년10월_남_90~99세,110,20,7,7,12,3,6,4,1,1,11,14,13,11
2020년10월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년10월_여_총인구수,"32,336","5,146","1,594",870,"2,523",611,326,888,349,309,"3,934","7,175","4,468","4,143"
2020년10월_여_연령구간인구수,"32,336","5,146","1,594",870,"2,523",611,326,888,349,309,"3,934","7,175","4,468","4,143"
2020년10월_여_0~9세,"1,894",174,42,19,46,13,4,19,2,10,140,818,330,277
2020년10월_여_10~19세,"2,521",437,72,29,86,18,5,22,15,7,233,830,390,377
2020년10월_여_20~29세,"3,247",924,86,57,129,32,11,32,11,11,327,828,449,350
2020년10월_여_30~39세,"2,657",275,81,33,111,26,9,40,14,19,263,993,449,344
2020년10월_여_40~49세,"4,030",483,132,74,166,42,19,55,28,17,445,"1,284",709,576
2020년10월_여_50~59세,"5,303",782,261,173,416,141,52,150,60,49,755,"1,100",682,682
2020년10월_여_60~69세,"5,532",908,329,176,572,161,73,199,89,68,852,702,673,730
2020년10월_여_70~79세,"4,042",706,305,187,499,98,79,181,71,67,556,376,458,459
2020년10월_여_80~89세,"2,603",400,238,101,405,69,57,159,48,52,315,195,268,296
2020년10월_여_90~99세,469,47,43,21,87,11,17,30,10,8,46,45,53,51
2020년10월_여_100세 이상,38,10,5,0,6,0,0,1,1,1,2,4,7,1
2020년11월_계_총인구수,"65,409","10,188","3,321","1,734","5,209","1,334",720,"1,855",708,680,"7,709","14,642","9,133","8,176"
2020년11월_계_연령구간인구수,"65,409","10,188","3,321","1,734","5,209","1,334",720,"1,855",708,680,"7,709","14,642","9,133","8,176"
2020년11월_계_0~9세,"3,865",330,94,37,106,29,9,45,14,19,290,"1,686",659,547
2020년11월_계_10~19세,"5,193",803,143,64,233,37,7,65,27,10,498,"1,678",853,775
2020년11월_계_20~29세,"7,344","1,953",249,134,352,69,37,93,30,24,741,"1,903","1,002",757
2020년11월_계_30~39세,"5,801",568,212,94,291,73,23,94,27,43,588,"2,080",955,753
2020년11월_계_40~49세,"8,950","1,102",394,189,482,147,62,198,80,74,957,"2,539","1,507","1,219"
2020년11월_계_50~59세,"11,365","1,676",633,362,"1,001",299,147,349,141,128,"1,458","2,271","1,548","1,352"
2020년11월_계_60~69세,"11,109","1,851",684,366,"1,174",365,178,426,169,165,"1,585","1,423","1,316","1,407"
2020년11월_계_70~79세,"7,205","1,240",517,303,858,180,141,332,130,122,"1,036",679,825,842
2020년11월_계_80~89세,"3,946",582,338,157,606,121,92,218,78,85,498,320,394,457
2020년11월_계_90~99세,581,68,49,28,99,14,24,34,11,9,56,58,66,65
2020년11월_계_100세 이상,50,15,8,0,7,0,0,1,1,1,2,5,8,2
2020년11월_남_총인구수,"33,106","5,061","1,731",866,"2,680",725,397,966,360,372,"3,781","7,460","4,658","4,049"
2020년11월_남_연령구간인구수,"33,106","5,061","1,731",866,"2,680",725,397,966,360,372,"3,781","7,460","4,658","4,049"
2020년11월_남_0~9세,"1,969",157,51,19,57,16,4,25,12,9,155,859,334,271
2020년11월_남_10~19세,"2,692",376,70,36,149,21,3,42,12,5,257,853,466,402
2020년11월_남_20~29세,"4,100","1,031",165,74,220,37,26,62,19,13,418,"1,069",550,416
2020년11월_남_30~39세,"3,148",295,129,62,178,48,14,55,13,24,329,"1,086",508,407
2020년11월_남_40~49세,"4,937",619,262,114,315,108,44,142,53,57,515,"1,255",807,646
2020년11월_남_50~59세,"6,087",901,373,192,591,154,96,197,82,80,707,"1,180",860,674
2020년11월_남_60~69세,"5,549",940,356,191,598,205,106,225,79,95,734,713,635,672
2020년11월_남_70~79세,"3,179",541,215,115,362,82,62,151,59,56,481,305,363,387
2020년11월_남_80~89세,"1,321",176,100,56,197,51,36,63,30,32,174,125,121,160
2020년11월_남_90~99세,112,20,7,7,12,3,6,4,1,1,11,14,13,13
2020년11월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년11월_여_총인구수,"32,303","5,127","1,590",868,"2,529",609,323,889,348,308,"3,928","7,182","4,475","4,127"
2020년11월_여_연령구간인구수,"32,303","5,127","1,590",868,"2,529",609,323,889,348,308,"3,928","7,182","4,475","4,127"
2020년11월_여_0~9세,"1,896",173,43,18,49,13,5,20,2,10,135,827,325,276
2020년11월_여_10~19세,"2,501",427,73,28,84,16,4,23,15,5,241,825,387,373
2020년11월_여_20~29세,"3,244",922,84,60,132,32,11,31,11,11,323,834,452,341
2020년11월_여_30~39세,"2,653",273,83,32,113,25,9,39,14,19,259,994,447,346
2020년11월_여_40~49세,"4,013",483,132,75,167,39,18,56,27,17,442,"1,284",700,573
2020년11월_여_50~59세,"5,278",775,260,170,410,145,51,152,59,48,751,"1,091",688,678
2020년11월_여_60~69세,"5,560",911,328,175,576,160,72,201,90,70,851,710,681,735
2020년11월_여_70~79세,"4,026",699,302,188,496,98,79,181,71,66,555,374,462,455
2020년11월_여_80~89세,"2,625",406,238,101,409,70,56,155,48,53,324,195,273,297
2020년11월_여_90~99세,469,48,42,21,87,11,18,30,10,8,45,44,53,52
2020년11월_여_100세 이상,38,10,5,0,6,0,0,1,1,1,2,4,7,1
2020년12월_계_총인구수,"65,243","10,044","3,333","1,747","5,209","1,338",725,"1,862",702,673,"7,719","14,644","9,092","8,155"
2020년12월_계_연령구간인구수,"65,243","10,044","3,333","1,747","5,209","1,338",725,"1,862",702,673,"7,719","14,644","9,092","8,155"
2020년12월_계_0~9세,"3,861",326,95,41,107,28,9,43,13,18,292,"1,685",655,549
2020년12월_계_10~19세,"5,134",760,144,64,231,37,8,64,28,11,497,"1,688",838,764
2020년12월_계_20~29세,"7,236","1,857",244,136,347,70,37,93,29,24,749,"1,889","1,008",753
2020년12월_계_30~39세,"5,795",565,223,93,288,75,23,97,23,41,594,"2,067",947,759
2020년12월_계_40~49세,"8,923","1,096",391,193,480,149,60,197,79,73,957,"2,547","1,501","1,200"
2020년12월_계_50~59세,"11,331","1,674",631,362,"1,000",295,148,350,140,125,"1,452","2,275","1,536","1,343"
2020년12월_계_60~69세,"11,167","1,858",694,371,"1,178",370,186,428,171,165,"1,584","1,428","1,312","1,422"
2020년12월_계_70~79세,"7,187","1,230",516,299,858,180,138,334,130,121,"1,036",678,827,840
2020년12월_계_80~89세,"3,976",593,338,159,612,119,93,220,76,85,499,324,397,461
2020년12월_계_90~99세,582,69,49,29,101,15,23,35,12,9,57,57,64,62
2020년12월_계_100세 이상,51,16,8,0,7,0,0,1,1,1,2,6,7,2
2020년12월_남_총인구수,"33,011","4,978","1,740",874,"2,684",729,398,972,359,367,"3,784","7,450","4,638","4,038"
2020년12월_남_연령구간인구수,"33,011","4,978","1,740",874,"2,684",729,398,972,359,367,"3,784","7,450","4,638","4,038"
2020년12월_남_0~9세,"1,962",152,52,20,59,15,4,23,11,9,154,859,332,272
2020년12월_남_10~19세,"2,665",356,71,37,146,21,4,42,14,5,256,855,462,396
2020년12월_남_20~29세,"4,042",973,163,74,223,37,26,64,18,13,428,"1,057",551,415
2020년12월_남_30~39세,"3,143",292,137,63,174,51,14,57,11,23,331,"1,075",505,410
2020년12월_남_40~49세,"4,910",620,260,114,311,109,42,141,51,56,513,"1,257",802,634
2020년12월_남_50~59세,"6,081",900,373,194,592,152,98,199,83,78,704,"1,186",851,671
2020년12월_남_60~69세,"5,577",943,362,195,601,208,108,225,81,94,731,713,636,680
2020년12월_남_70~79세,"3,179",537,214,113,364,82,62,153,59,56,482,306,365,386
2020년12월_남_80~89세,"1,328",180,98,57,201,50,35,64,30,32,174,126,121,160
2020년12월_남_90~99세,112,20,7,7,12,4,5,4,1,1,11,15,12,13
2020년12월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020년12월_여_총인구수,"32,232","5,066","1,593",873,"2,525",609,327,890,343,306,"3,935","7,194","4,454","4,117"
2020년12월_여_연령구간인구수,"32,232","5,066","1,593",873,"2,525",609,327,890,343,306,"3,935","7,194","4,454","4,117"
2020년12월_여_0~9세,"1,899",174,43,21,48,13,5,20,2,9,138,826,323,277
2020년12월_여_10~19세,"2,469",404,73,27,85,16,4,22,14,6,241,833,376,368
2020년12월_여_20~29세,"3,194",884,81,62,124,33,11,29,11,11,321,832,457,338
2020년12월_여_30~39세,"2,652",273,86,30,114,24,9,40,12,18,263,992,442,349
2020년12월_여_40~49세,"4,013",476,131,79,169,40,18,56,28,17,444,"1,290",699,566
2020년12월_여_50~59세,"5,250",774,258,168,408,143,50,151,57,47,748,"1,089",685,672
2020년12월_여_60~69세,"5,590",915,332,176,577,162,78,203,90,71,853,715,676,742
2020년12월_여_70~79세,"4,008",693,302,186,494,98,76,181,71,65,554,372,462,454
2020년12월_여_80~89세,"2,648",413,240,102,411,69,58,156,46,53,325,198,276,301
2020년12월_여_90~99세,470,49,42,22,89,11,18,31,11,8,46,42,52,49
2020년12월_여_100세 이상,39,11,5,0,6,0,0,1,1,1,2,5,6,1
2021년01월_계_총인구수,"64,946","9,907","3,325","1,743","5,182","1,326",724,"1,871",695,676,"7,708","14,577","9,086","8,126"
2021년01월_계_연령구간인구수,"64,946","9,907","3,325","1,743","5,182","1,326",724,"1,871",695,676,"7,708","14,577","9,086","8,126"
2021년01월_계_0~9세,"3,826",323,94,41,105,27,9,44,13,17,297,"1,665",646,545
2021년01월_계_10~19세,"5,070",744,143,64,219,36,8,67,26,10,492,"1,678",827,756
2021년01월_계_20~29세,"7,089","1,757",242,133,350,67,35,94,28,26,742,"1,857","1,015",743
2021년01월_계_30~39세,"5,734",558,216,94,281,71,23,95,22,36,584,"2,047",951,756
2021년01월_계_40~49세,"8,884","1,083",392,192,476,149,59,199,78,75,958,"2,532","1,494","1,197"
2021년01월_계_50~59세,"11,300","1,673",628,356,997,293,147,348,140,128,"1,441","2,285","1,537","1,327"
2021년01월_계_60~69세,"11,229","1,855",695,376,"1,177",371,189,434,170,168,"1,601","1,445","1,313","1,435"
2021년01월_계_70~79세,"7,172","1,230",516,297,847,175,138,333,129,121,"1,034",681,835,836
2021년01월_계_80~89세,"4,005",601,340,162,614,123,92,219,77,85,502,325,396,469
2021년01월_계_90~99세,583,66,51,28,108,14,24,37,11,9,55,56,64,60
2021년01월_계_100세 이상,54,17,8,0,8,0,0,1,1,1,2,6,8,2
2021년01월_남_총인구수,"32,836","4,900","1,736",874,"2,666",722,397,978,354,368,"3,772","7,406","4,625","4,038"
2021년01월_남_연령구간인구수,"32,836","4,900","1,736",874,"2,666",722,397,978,354,368,"3,772","7,406","4,625","4,038"
2021년01월_남_0~9세,"1,941",152,50,20,58,15,4,24,11,9,157,846,322,273
2021년01월_남_10~19세,"2,626",347,72,37,138,21,4,43,12,4,250,851,453,394
2021년01월_남_20~29세,"3,965",920,162,74,223,35,25,64,17,14,422,"1,042",553,414
2021년01월_남_30~39세,"3,099",286,135,62,171,49,14,55,11,20,326,"1,062",502,406
2021년01월_남_40~49세,"4,888",613,255,113,306,108,42,142,51,58,511,"1,250",800,639
2021년01월_남_50~59세,"6,067",897,373,194,589,150,96,198,83,77,702,"1,189",855,664
2021년01월_남_60~69세,"5,608",942,364,195,601,209,110,231,79,97,736,720,637,687
2021년01월_남_70~79세,"3,177",535,215,114,364,79,63,153,59,56,480,305,367,387
2021년01월_남_80~89세,"1,343",183,100,58,202,53,34,64,30,32,177,126,123,161
2021년01월_남_90~99세,110,20,7,7,13,3,5,4,1,1,11,14,12,12
2021년01월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2021년01월_여_총인구수,"32,110","5,007","1,589",869,"2,516",604,327,893,341,308,"3,936","7,171","4,461","4,088"
2021년01월_여_연령구간인구수,"32,110","5,007","1,589",869,"2,516",604,327,893,341,308,"3,936","7,171","4,461","4,088"
2021년01월_여_0~9세,"1,885",171,44,21,47,12,5,20,2,8,140,819,324,272
2021년01월_여_10~19세,"2,444",397,71,27,81,15,4,24,14,6,242,827,374,362
2021년01월_여_20~29세,"3,124",837,80,59,127,32,10,30,11,12,320,815,462,329
2021년01월_여_30~39세,"2,635",272,81,32,110,22,9,40,11,16,258,985,449,350
2021년01월_여_40~49세,"3,996",470,137,79,170,41,17,57,27,17,447,"1,282",694,558
2021년01월_여_50~59세,"5,233",776,255,162,408,143,51,150,57,51,739,"1,096",682,663
2021년01월_여_60~69세,"5,621",913,331,181,576,162,79,203,91,71,865,725,676,748
2021년01월_여_70~79세,"3,995",695,301,183,483,96,75,180,70,65,554,376,468,449
2021년01월_여_80~89세,"2,662",418,240,104,412,70,58,155,47,53,325,199,273,308
2021년01월_여_90~99세,473,46,44,21,95,11,19,33,10,8,44,42,52,48
2021년01월_여_100세 이상,42,12,5,0,7,0,0,1,1,1,2,5,7,1
2021년02월_계_총인구수,"64,680","9,785","3,308","1,733","5,176","1,325",722,"1,865",695,675,"7,675","14,535","9,074","8,112"
2021년02월_계_연령구간인구수,"64,680","9,785","3,308","1,733","5,176","1,325",722,"1,865",695,675,"7,675","14,535","9,074","8,112"
2021년02월_계_0~9세,"3,796",320,91,42,107,24,8,43,13,17,291,"1,658",645,537
2021년02월_계_10~19세,"5,039",720,142,64,212,37,9,67,27,12,486,"1,678",824,761
2021년02월_계_20~29세,"6,956","1,680",236,130,343,65,35,93,27,26,738,"1,847","1,001",735
2021년02월_계_30~39세,"5,645",541,210,94,272,71,21,92,22,36,584,"2,016",945,741
2021년02월_계_40~49세,"8,844","1,076",392,187,476,147,61,200,77,73,944,"2,518","1,488","1,205"
2021년02월_계_50~59세,"11,273","1,664",626,354,999,290,148,343,140,126,"1,439","2,284","1,542","1,318"
2021년02월_계_60~69세,"11,277","1,868",694,375,"1,188",377,188,438,171,169,"1,596","1,458","1,318","1,437"
2021년02월_계_70~79세,"7,185","1,231",518,299,843,177,137,332,130,123,"1,035",684,839,837
2021년02월_계_80~89세,"4,024",604,339,160,616,123,91,220,76,84,506,328,399,478
2021년02월_계_90~99세,588,64,52,28,112,14,24,36,11,9,54,58,65,61
2021년02월_계_100세 이상,53,17,8,0,8,0,0,1,1,0,2,6,8,2
2021년02월_남_총인구수,"32,670","4,833","1,725",866,"2,658",722,397,973,355,369,"3,749","7,383","4,616","4,024"
2021년02월_남_연령구간인구수,"32,670","4,833","1,725",866,"2,658",722,397,973,355,369,"3,749","7,383","4,616","4,024"
2021년02월_남_0~9세,"1,928",152,49,20,58,13,4,24,11,9,154,842,320,272
2021년02월_남_10~19세,"2,601",337,71,36,132,22,4,43,13,5,246,852,447,393
2021년02월_남_20~29세,"3,884",872,161,72,220,34,25,63,16,14,417,"1,037",545,408
2021년02월_남_30~39세,"3,048",278,132,61,167,49,13,51,11,20,325,"1,047",497,397
2021년02월_남_40~49세,"4,863",612,251,111,305,106,44,142,50,58,503,"1,243",796,642
2021년02월_남_50~59세,"6,054",887,372,192,591,150,96,197,84,75,705,"1,185",861,659
2021년02월_남_60~69세,"5,641",953,362,195,607,212,110,234,80,97,728,730,645,688
2021년02월_남_70~79세,"3,180",532,216,116,364,80,63,153,59,58,482,304,367,386
2021년02월_남_80~89세,"1,346",186,100,56,199,53,33,63,30,32,177,127,124,166
2021년02월_남_90~99세,113,19,8,7,14,3,5,3,1,1,12,15,13,12
2021년02월_남_100세 이상,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2021년02월_여_총인구수,"32,010","4,952","1,583",867,"2,518",603,325,892,340,306,"3,926","7,152","4,458","4,088"
2021년02월_여_연령구간인구수,"32,010","4,952","1,583",867,"2,518",603,325,892,340,306,"3,926","7,152","4,458","4,088"
2021년02월_여_0~9세,"1,868",168,42,22,49,11,4,19,2,8,137,816,325,265
2021년02월_여_10~19세,"2,438",383,71,28,80,15,5,24,14,7,240,826,377,368
2021년02월_여_20~29세,"3,072",808,75,58,123,31,10,30,11,12,321,810,456,327
2021년02월_여_30~39세,"2,597",263,78,33,105,22,8,41,11,16,259,969,448,344
2021년02월_여_40~49세,"3,981",464,141,76,171,41,17,58,27,15,441,"1,275",692,563
2021년02월_여_50~59세,"5,219",777,254,162,408,140,52,146,56,51,734,"1,099",681,659
2021년02월_여_60~69세,"5,636",915,332,180,581,165,78,204,91,72,868,728,673,749
2021년02월_여_70~79세,"4,005",699,302,183,479,97,74,179,71,65,553,380,472,451
2021년02월_여_80~89세,"2,678",418,239,104,417,70,58,157,46,52,329,201,275,312
2021년02월_여_90~99세,475,45,44,21,98,11,19,33,10,8,42,43,52,49
2021년02월_여_100세 이상,41,12,5,0,7,0,0,1,1,0,2,5,7,1
2021년03월_계_총인구수,"64,393","9,668","3,304","1,720","5,128","1,306",714,"1,843",678,668,"7,648","14,563","9,059","8,094"
2021년03월_계_연령구간인구수,"64,393","9,668","3,304","1,720","5,128","1,306",714,"1,843",678,668,"7,648","14,563","9,059","8,094"
2021년03월_계_0~9세,"3,772",316,90,42,103,22,8,44,13,15,287,"1,649",646,537
2021년03월_계_10~19세,"5,044",747,143,63,213,37,8,68,25,14,482,"1,687",810,747
2021년03월_계_20~29세,"6,975","1,694",233,128,341,66,33,85,27,24,731,"1,845","1,020",748
2021년03월_계_30~39세,"5,590",516,207,88,265,68,20,90,20,34,595,"2,023",929,735
2021년03월_계_40~49세,"8,792","1,059",391,187,469,140,62,192,76,72,942,"2,515","1,487","1,200"
2021년03월_계_50~59세,"11,145","1,619",627,351,987,281,142,341,128,126,"1,408","2,279","1,533","1,323"
2021년03월_계_60~69세,"11,330","1,852",696,378,"1,198",378,193,441,174,168,"1,606","1,488","1,320","1,438"
2021년03월_계_70~79세,"7,115","1,211",515,294,818,175,135,324,128,124,"1,032",685,842,832
2021년03월_계_80~89세,"4,022",591,342,163,615,126,89,224,76,82,506,329,402,477
2021년03월_계_90~99세,579,60,52,26,114,13,24,34,11,9,57,57,65,57
2021년03월_계_100세 이상,29,3,8,0,5,0,0,0,0,0,2,6,5,0
