카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2021년01월_남_100세 이상,48,23,1,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,25,9,1,0,2,3,0,1,3,1,1,1,3,0,,
2021년01월_여_총인구수,"322,380","127,137","11,875","1,890","2,133","2,091","1,530","1,052","2,844",976,"2,621","1,701","4,249","4,569","8,905","11,866","22,162","27,932","18,741","195,243","11,672","10,396","9,042","3,953","7,565","11,916","7,137","19,304","9,844","20,265","34,779","22,372","26,998",,
2021년01월_여_연령구간인구수,"322,380","127,137","11,875","1,890","2,133","2,091","1,530","1,052","2,844",976,"2,621","1,701","4,249","4,569","8,905","11,866","22,162","27,932","18,741","195,243","11,672","10,396","9,042","3,953","7,565","11,916","7,137","19,304","9,844","20,265","34,779","22,372","26,998",,
2021년01월_여_0~9세,"30,158","9,808",821,67,53,59,39,25,127,12,84,40,183,144,512,"1,065","2,285","2,946","1,346","20,350",579,936,661,143,352,474,411,"1,693",741,"2,798","5,091","1,903","4,568",,
2021년01월_여_10~19세,"32,939","12,621","1,300",115,82,119,87,40,165,30,133,84,292,309,679,"1,581","2,823","3,431","1,351","20,318","1,050","1,162",891,245,533,636,607,"2,363","1,109","2,737","4,585","2,001","2,399",,
2021년01월_여_20~29세,"45,697","16,588","1,263",142,164,147,100,75,252,53,260,245,477,504,"1,396","1,260","2,869","3,379","4,002","29,109","1,206","1,117",976,351,"1,086","3,210","1,224","2,877","1,259","2,433","4,384","5,011","3,975",,
2021년01월_여_30~39세,"49,201","15,658","1,203",122,124,139,69,55,200,35,198,166,395,341,"1,122","1,381","3,214","4,219","2,675","33,543",944,"1,331","1,099",260,890,"2,204",854,"2,562","1,184","3,599","7,410","4,026","7,180",,
2021년01월_여_40~49세,"54,053","20,741","2,190",167,200,224,126,75,305,53,297,183,563,645,"1,433","2,195","4,478","5,111","2,496","33,312","1,657","1,899","1,552",448,"1,081","1,654",980,"3,573","1,688","3,874","7,132","3,626","4,148",,
2021년01월_여_50~59세,"50,060","21,348","2,023",341,409,389,265,177,577,175,458,298,861,907,"1,602","2,016","3,414","4,236","3,200","28,712","1,949","1,671","1,615",790,"1,443","1,627","1,378","3,511","1,868","2,776","4,086","3,254","2,744",,
2021년01월_여_60~69세,"31,901","15,717","1,491",424,478,479,361,241,542,235,585,338,758,821,"1,218","1,245","1,725","2,607","2,169","16,184","1,996","1,182","1,132",790,"1,146","1,205","1,000","1,597","1,015","1,236","1,294","1,414","1,177",,
2021년01월_여_70~79세,"16,579","8,440",873,257,300,261,243,186,351,183,374,217,422,552,590,694,779,"1,215",943,"8,139","1,344",639,647,520,665,549,421,685,554,476,469,702,468,,
2021년01월_여_80~89세,"9,938","5,229",613,219,272,225,199,155,266,163,198,112,247,300,290,362,500,646,462,"4,709",804,395,405,340,319,289,217,383,356,281,265,368,287,,
2021년01월_여_90~99세,"1,727",926,98,36,49,49,39,21,53,34,27,16,44,43,55,64,74,134,90,801,122,62,59,54,43,62,44,58,69,52,61,64,51,,
2021년01월_여_100세 이상,127,61,0,0,2,0,2,2,6,3,7,2,7,3,8,3,1,8,7,66,21,2,5,12,7,6,1,2,1,3,2,3,1,,
2021년02월_계_총인구수,"658,295","257,397","24,342","4,125","4,320","4,340","3,194","2,317","6,040","2,108","5,469","3,563","8,807","9,414","18,175","23,661","45,044","55,831","36,647","400,898","24,258","21,840","19,852","8,523","15,988","25,741","14,037","37,806","18,987","40,645","69,952","46,337","56,932",,
2021년02월_계_연령구간인구수,"658,295","257,397","24,342","4,125","4,320","4,340","3,194","2,317","6,040","2,108","5,469","3,563","8,807","9,414","18,175","23,661","45,044","55,831","36,647","400,898","24,258","21,840","19,852","8,523","15,988","25,741","14,037","37,806","18,987","40,645","69,952","46,337","56,932",,
2021년02월_계_0~9세,"61,482","20,099","1,686",148,104,124,73,53,245,26,178,87,410,289,"1,086","2,152","4,705","5,967","2,766","41,383","1,196","1,836","1,398",288,758,961,876,"3,395","1,416","5,631","10,491","3,912","9,225",,
2021년02월_계_10~19세,"68,162","26,113","2,698",235,191,232,167,88,334,70,279,161,672,672,"1,454","3,236","5,848","7,031","2,745","42,049","2,230","2,355","1,895",543,"1,023","1,307","1,198","4,923","2,383","5,653","9,417","4,124","4,998",,
2021년02월_계_20~29세,"95,877","35,100","2,853",383,373,384,238,186,756,135,541,505,"1,086","1,174","2,847","2,771","6,244","7,082","7,542","60,777","2,798","2,562","2,459",876,"2,344","6,478","2,510","5,955","2,631","5,125","8,715","10,151","8,173",,
2021년02월_계_30~39세,"104,608","32,850","2,495",331,285,332,183,169,537,89,486,390,887,864,"2,526","2,588","6,772","8,383","5,533","71,758","2,142","2,825","2,706",714,"2,203","5,622","1,844","5,052","2,339","6,840","14,539","9,243","15,689",,
2021년02월_계_40~49세,"112,168","42,764","4,509",434,450,509,331,240,738,176,668,457,"1,219","1,349","2,956","4,401","9,028","10,196","5,103","69,404","3,680","4,161","3,631","1,098","2,403","3,819","1,941","6,700","3,186","7,867","14,132","7,449","9,337",,
2021년02월_계_50~59세,"102,951","43,604","4,469",757,854,853,607,442,"1,171",428,"1,057",657,"1,766","1,869","3,268","4,066","6,920","8,459","5,961","59,347","4,286","3,698","3,531","1,765","3,083","3,564","2,558","6,687","3,553","5,623","8,618","6,603","5,778",,
2021년02월_계_60~69세,"65,060","31,883","3,022",934,"1,035",979,776,517,"1,137",522,"1,185",719,"1,510","1,626","2,447","2,539","3,392","5,270","4,273","33,177","3,967","2,514","2,361","1,646","2,376","2,495","1,954","3,245","2,004","2,534","2,700","2,913","2,468",,
2021년02월_계_70~79세,"30,289","15,598","1,568",522,564,518,473,345,629,355,696,383,808,998,"1,077","1,255","1,347","2,236","1,824","14,691","2,476","1,188","1,156",961,"1,232",991,753,"1,200",897,893,861,"1,267",816,,
2021년02월_계_80~89세,"15,278","8,080",908,335,393,347,292,249,415,261,327,174,381,514,432,564,688,"1,023",777,"7,198","1,290",617,636,537,498,423,344,569,494,408,403,591,388,,
2021년02월_계_90~99세,"2,241","1,219",131,46,69,62,50,26,71,42,41,28,59,54,71,83,98,173,115,"1,022",163,81,74,81,58,74,57,75,82,67,73,78,59,,
2021년02월_계_100세 이상,179,87,3,0,2,0,4,2,7,4,11,2,9,5,11,6,2,11,8,92,30,3,5,14,10,7,2,5,2,4,3,6,1,,
2021년02월_남_총인구수,"336,095","130,449","12,488","2,241","2,184","2,255","1,676","1,261","3,212","1,135","2,846","1,866","4,569","4,847","9,282","11,801","22,932","27,946","17,908","205,646","12,629","11,442","10,785","4,565","8,450","13,801","6,898","18,557","9,191","20,407","35,099","23,873","29,949",,
2021년02월_남_연령구간인구수,"336,095","130,449","12,488","2,241","2,184","2,255","1,676","1,261","3,212","1,135","2,846","1,866","4,569","4,847","9,282","11,801","22,932","27,946","17,908","205,646","12,629","11,442","10,785","4,565","8,450","13,801","6,898","18,557","9,191","20,407","35,099","23,873","29,949",,
2021년02월_남_0~9세,"31,448","10,349",864,81,51,68,37,29,121,13,90,46,226,145,573,"1,087","2,444","3,054","1,420","21,099",621,908,754,144,408,490,464,"1,710",694,"2,842","5,385","2,010","4,669",,
2021년02월_남_10~19세,"35,271","13,563","1,420",122,107,118,82,47,169,45,150,80,380,366,778,"1,658","3,055","3,615","1,371","21,708","1,184","1,205",995,294,493,671,595,"2,572","1,286","2,927","4,809","2,095","2,582",,
2021년02월_남_20~29세,"50,412","18,618","1,600",245,213,236,139,112,510,81,279,259,626,660,"1,451","1,510","3,406","3,697","3,594","31,794","1,607","1,438","1,488",532,"1,276","3,277","1,279","3,100","1,389","2,693","4,352","5,121","4,242",,
2021년02월_남_30~39세,"55,647","17,269","1,302",202,155,194,116,113,332,55,291,226,490,526,"1,408","1,230","3,567","4,212","2,850","38,378","1,210","1,515","1,604",454,"1,306","3,411",990,"2,535","1,174","3,287","7,121","5,221","8,550",,
2021년02월_남_40~49세,"58,055","22,038","2,334",269,249,281,206,166,441,124,367,273,657,714,"1,535","2,199","4,549","5,081","2,593","36,017","2,029","2,256","2,072",647,"1,338","2,164",961,"3,120","1,495","3,998","6,975","3,805","5,157",,
2021년02월_남_50~59세,"52,831","22,261","2,431",423,449,470,349,262,600,250,605,366,910,963,"1,664","2,034","3,482","4,226","2,777","30,570","2,347","2,021","1,905",980,"1,653","1,927","1,195","3,174","1,675","2,831","4,515","3,339","3,008",,
2021년02월_남_60~69세,"32,887","16,036","1,508",511,551,497,408,274,594,287,598,376,742,799,"1,222","1,302","1,654","2,632","2,081","16,851","1,970","1,316","1,212",846,"1,216","1,279",944,"1,627",988,"1,284","1,401","1,490","1,278",,
2021년02월_남_70~79세,"13,708","7,162",694,263,268,255,231,159,279,172,323,162,388,451,488,566,562,"1,020",881,"6,546","1,135",547,512,445,563,435,336,511,342,411,394,560,355,,
2021년02월_남_80~89세,"5,283","2,844",301,114,122,121,100,95,146,99,125,65,135,209,145,194,187,368,318,"2,439",477,217,230,193,178,133,119,188,135,119,135,215,100,,
2021년02월_남_90~99세,504,286,33,11,19,15,7,4,19,8,14,13,13,12,15,18,25,38,22,218,40,18,13,28,16,13,14,17,12,14,11,14,8,,
2021년02월_남_100세 이상,49,23,1,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,26,9,1,0,2,3,1,1,3,1,1,1,3,0,,
2021년02월_여_총인구수,"322,200","126,948","11,854","1,884","2,136","2,085","1,518","1,056","2,828",973,"2,623","1,697","4,238","4,567","8,893","11,860","22,112","27,885","18,739","195,252","11,629","10,398","9,067","3,958","7,538","11,940","7,139","19,249","9,796","20,238","34,853","22,464","26,983",,
2021년02월_여_연령구간인구수,"322,200","126,948","11,854","1,884","2,136","2,085","1,518","1,056","2,828",973,"2,623","1,697","4,238","4,567","8,893","11,860","22,112","27,885","18,739","195,252","11,629","10,398","9,067","3,958","7,538","11,940","7,139","19,249","9,796","20,238","34,853","22,464","26,983",,
2021년02월_여_0~9세,"30,034","9,750",822,67,53,56,36,24,124,13,88,41,184,144,513,"1,065","2,261","2,913","1,346","20,284",575,928,644,144,350,471,412,"1,685",722,"2,789","5,106","1,902","4,556",,
2021년02월_여_10~19세,"32,891","12,550","1,278",113,84,114,85,41,165,25,129,81,292,306,676,"1,578","2,793","3,416","1,374","20,341","1,046","1,150",900,249,530,636,603,"2,351","1,097","2,726","4,608","2,029","2,416",,
2021년02월_여_20~29세,"45,465","16,482","1,253",138,160,148,99,74,246,54,262,246,460,514,"1,396","1,261","2,838","3,385","3,948","28,983","1,191","1,124",971,344,"1,068","3,201","1,231","2,855","1,242","2,432","4,363","5,030","3,931",,
2021년02월_여_30~39세,"48,961","15,581","1,193",129,130,138,67,56,205,34,195,164,397,338,"1,118","1,358","3,205","4,171","2,683","33,380",932,"1,310","1,102",260,897,"2,211",854,"2,517","1,165","3,553","7,418","4,022","7,139",,
2021년02월_여_40~49세,"54,113","20,726","2,175",165,201,228,125,74,297,52,301,184,562,635,"1,421","2,202","4,479","5,115","2,510","33,387","1,651","1,905","1,559",451,"1,065","1,655",980,"3,580","1,691","3,869","7,157","3,644","4,180",,
2021년02월_여_50~59세,"50,120","21,343","2,038",334,405,383,258,180,571,178,452,291,856,906,"1,604","2,032","3,438","4,233","3,184","28,777","1,939","1,677","1,626",785,"1,430","1,637","1,363","3,513","1,878","2,792","4,103","3,264","2,770",,
2021년02월_여_60~69세,"32,173","15,847","1,514",423,484,482,368,243,543,235,587,343,768,827,"1,225","1,237","1,738","2,638","2,192","16,326","1,997","1,198","1,149",800,"1,160","1,216","1,010","1,618","1,016","1,250","1,299","1,423","1,190",,
2021년02월_여_70~79세,"16,581","8,436",874,259,296,263,242,186,350,183,373,221,420,547,589,689,785,"1,216",943,"8,145","1,341",641,644,516,669,556,417,689,555,482,467,707,461,,
2021년02월_여_80~89세,"9,995","5,236",607,221,271,226,192,154,269,162,202,109,246,305,287,370,501,655,459,"4,759",813,400,406,344,320,290,225,381,359,289,268,376,288,,
2021년02월_여_90~99세,"1,737",933,98,35,50,47,43,22,52,34,27,15,46,42,56,65,73,135,93,804,123,63,61,53,42,61,43,58,70,53,62,64,51,,
2021년02월_여_100세 이상,130,64,2,0,2,0,3,2,6,3,7,2,7,3,8,3,1,8,7,66,21,2,5,12,7,6,1,2,1,3,2,3,1,,
2021년03월_계_총인구수,"657,549","256,931","24,296","4,128","4,314","4,333","3,201","2,298","6,041","2,113","5,472","3,729","8,733","9,357","18,135","23,516","44,940","55,618","36,707","400,618","24,144","21,770","19,866","8,484","15,931","25,782","14,012","37,680","18,956","40,630","69,895","46,471","56,997",,
2021년03월_계_연령구간인구수,"657,549","256,931","24,296","4,128","4,314","4,333","3,201","2,298","6,041","2,113","5,472","3,729","8,733","9,357","18,135","23,516","44,940","55,618","36,707","400,618","24,144","21,770","19,866","8,484","15,931","25,782","14,012","37,680","18,956","40,630","69,895","46,471","56,997",,
2021년03월_계_0~9세,"61,228","19,976","1,670",146,103,126,76,52,240,25,176,113,414,284,"1,076","2,130","4,640","5,930","2,775","41,252","1,178","1,816","1,397",292,754,963,876,"3,380","1,398","5,595","10,455","3,920","9,228",,
2021년03월_계_10~19세,"68,021","26,018","2,669",238,193,227,167,88,358,70,281,182,662,659,"1,435","3,205","5,818","6,992","2,774","42,003","2,222","2,353","1,875",536,"1,014","1,302","1,186","4,909","2,382","5,664","9,406","4,154","5,000",,
2021년03월_계_20~29세,"95,866","35,040","2,848",379,370,383,238,175,748,140,537,546,"1,072","1,172","2,846","2,752","6,228","7,036","7,570","60,826","2,809","2,546","2,457",882,"2,348","6,507","2,511","5,945","2,631","5,132","8,726","10,170","8,162",,
2021년03월_계_30~39세,"104,158","32,715","2,482",322,288,330,182,170,530,88,488,436,878,867,"2,528","2,553","6,738","8,300","5,535","71,443","2,115","2,818","2,707",711,"2,199","5,608","1,834","5,020","2,309","6,787","14,431","9,255","15,649",,
2021년03월_계_40~49세,"111,897","42,560","4,444",444,443,510,328,241,735,173,675,485,"1,204","1,343","2,925","4,376","8,980","10,176","5,078","69,337","3,665","4,127","3,628","1,085","2,387","3,807","1,921","6,651","3,163","7,896","14,150","7,457","9,400",,
2021년03월_계_50~59세,"102,621","43,376","4,476",740,847,844,601,430,"1,158",429,"1,053",657,"1,730","1,838","3,257","4,040","6,919","8,423","5,934","59,245","4,259","3,676","3,535","1,761","3,042","3,579","2,549","6,654","3,559","5,601","8,630","6,613","5,787",,
2021년03월_계_60~69세,"65,907","32,312","3,086",951,"1,049",990,789,524,"1,156",524,"1,195",724,"1,525","1,633","2,494","2,570","3,458","5,326","4,318","33,595","3,987","2,552","2,398","1,640","2,402","2,518","1,974","3,263","2,034","2,582","2,753","2,970","2,522",,
2021년03월_계_70~79세,"30,234","15,582","1,574",523,560,512,468,344,630,358,689,385,804,993,"1,069","1,243","1,362","2,232","1,836","14,652","2,454","1,173","1,156",962,"1,230",991,755,"1,210",901,897,863,"1,256",804,,
2021년03월_계_80~89세,"15,290","8,089",910,334,393,345,297,245,416,260,328,176,380,513,436,565,694,"1,021",776,"7,201","1,288",626,635,525,490,427,348,572,497,408,404,596,385,,
2021년03월_계_90~99세,"2,232","1,208",134,51,67,66,51,27,68,42,39,24,60,55,66,78,101,174,105,"1,024",157,81,74,88,58,77,57,74,82,65,74,78,59,,
2021년03월_계_100세 이상,95,55,3,0,1,0,4,2,2,4,11,1,4,0,3,4,2,8,6,40,10,2,4,2,7,3,1,2,0,3,3,2,1,,
2021년03월_남_총인구수,"335,763","130,221","12,475","2,252","2,181","2,245","1,677","1,256","3,218","1,134","2,857","1,953","4,525","4,811","9,269","11,722","22,892","27,857","17,897","205,542","12,596","11,426","10,799","4,565","8,426","13,809","6,876","18,486","9,167","20,390","35,058","23,930","30,014",,
2021년03월_남_연령구간인구수,"335,763","130,221","12,475","2,252","2,181","2,245","1,677","1,256","3,218","1,134","2,857","1,953","4,525","4,811","9,269","11,722","22,892","27,857","17,897","205,542","12,596","11,426","10,799","4,565","8,426","13,809","6,876","18,486","9,167","20,390","35,058","23,930","30,014",,
2021년03월_남_0~9세,"31,332","10,284",850,81,51,69,37,29,118,12,89,63,230,140,568,"1,072","2,406","3,052","1,417","21,048",614,901,756,146,403,491,463,"1,698",683,"2,832","5,361","2,007","4,693",,
2021년03월_남_10~19세,"35,219","13,542","1,400",123,107,116,82,46,191,46,153,91,372,357,776,"1,651","3,042","3,606","1,383","21,677","1,177","1,202",988,293,488,661,584,"2,567","1,292","2,928","4,807","2,111","2,579",,
2021년03월_남_20~29세,"50,399","18,574","1,606",246,211,233,139,108,501,83,277,278,622,666,"1,436","1,496","3,400","3,678","3,594","31,825","1,617","1,436","1,487",540,"1,279","3,290","1,279","3,098","1,382","2,686","4,362","5,131","4,238",,
2021년03월_남_30~39세,"55,371","17,195","1,303",196,154,194,116,112,331,56,289,254,480,523,"1,418","1,206","3,549","4,166","2,848","38,176","1,189","1,506","1,611",456,"1,303","3,400",988,"2,508","1,152","3,268","7,062","5,222","8,511",,
2021년03월_남_40~49세,"57,988","21,976","2,306",276,248,279,203,169,434,123,376,284,652,714,"1,524","2,186","4,546","5,069","2,587","36,012","2,037","2,246","2,060",645,"1,335","2,158",944,"3,103","1,486","4,002","6,965","3,811","5,220",,
2021년03월_남_50~59세,"52,659","22,097","2,431",417,444,463,343,257,597,247,605,366,886,945,"1,658","2,015","3,481","4,202","2,740","30,562","2,340","2,015","1,913",976,"1,632","1,934","1,191","3,158","1,682","2,828","4,532","3,350","3,011",,
2021년03월_남_60~69세,"33,307","16,248","1,542",519,559,504,419,279,600,287,604,379,751,796,"1,246","1,319","1,680","2,658","2,106","17,059","1,977","1,341","1,232",845,"1,227","1,295",951,"1,630","1,000","1,308","1,429","1,522","1,302",,
2021년03월_남_70~79세,"13,699","7,163",700,265,268,250,227,158,283,174,321,163,388,448,479,563,574,"1,018",884,"6,536","1,132",541,514,446,564,433,340,520,343,409,394,551,349,,
2021년03월_남_80~89세,"5,275","2,845",302,117,121,122,104,92,145,97,125,65,130,210,148,195,188,367,317,"2,430",476,220,226,187,177,134,122,187,135,117,134,212,103,,
2021년03월_남_90~99세,492,283,34,12,18,15,6,6,18,8,14,10,13,12,15,17,25,39,21,209,35,17,12,31,16,12,14,16,12,12,11,13,8,,
2021년03월_남_100세 이상,22,14,1,0,0,0,1,0,0,1,4,0,1,0,1,2,1,2,0,8,2,1,0,0,2,1,0,1,0,0,1,0,0,,
2021년03월_여_총인구수,"321,786","126,710","11,821","1,876","2,133","2,088","1,524","1,042","2,823",979,"2,615","1,776","4,208","4,546","8,866","11,794","22,048","27,761","18,810","195,076","11,548","10,344","9,067","3,919","7,505","11,973","7,136","19,194","9,789","20,240","34,837","22,541","26,983",,
2021년03월_여_연령구간인구수,"321,786","126,710","11,821","1,876","2,133","2,088","1,524","1,042","2,823",979,"2,615","1,776","4,208","4,546","8,866","11,794","22,048","27,761","18,810","195,076","11,548","10,344","9,067","3,919","7,505","11,973","7,136","19,194","9,789","20,240","34,837","22,541","26,983",,
2021년03월_여_0~9세,"29,896","9,692",820,65,52,57,39,23,122,13,87,50,184,144,508,"1,058","2,234","2,878","1,358","20,204",564,915,641,146,351,472,413,"1,682",715,"2,763","5,094","1,913","4,535",,
2021년03월_여_10~19세,"32,802","12,476","1,269",115,86,111,85,42,167,24,128,91,290,302,659,"1,554","2,776","3,386","1,391","20,326","1,045","1,151",887,243,526,641,602,"2,342","1,090","2,736","4,599","2,043","2,421",,
2021년03월_여_20~29세,"45,467","16,466","1,242",133,159,150,99,67,247,57,260,268,450,506,"1,410","1,256","2,828","3,358","3,976","29,001","1,192","1,110",970,342,"1,069","3,217","1,232","2,847","1,249","2,446","4,364","5,039","3,924",,
2021년03월_여_30~39세,"48,787","15,520","1,179",126,134,136,66,58,199,32,199,182,398,344,"1,110","1,347","3,189","4,134","2,687","33,267",926,"1,312","1,096",255,896,"2,208",846,"2,512","1,157","3,519","7,369","4,033","7,138",,
2021년03월_여_40~49세,"53,909","20,584","2,138",168,195,231,125,72,301,50,299,201,552,629,"1,401","2,190","4,434","5,107","2,491","33,325","1,628","1,881","1,568",440,"1,052","1,649",977,"3,548","1,677","3,894","7,185","3,646","4,180",,
2021년03월_여_50~59세,"49,962","21,279","2,045",323,403,381,258,173,561,182,448,291,844,893,"1,599","2,025","3,438","4,221","3,194","28,683","1,919","1,661","1,622",785,"1,410","1,645","1,358","3,496","1,877","2,773","4,098","3,263","2,776",,
2021년03월_여_60~69세,"32,600","16,064","1,544",432,490,486,370,245,556,237,591,345,774,837,"1,248","1,251","1,778","2,668","2,212","16,536","2,010","1,211","1,166",795,"1,175","1,223","1,023","1,633","1,034","1,274","1,324","1,448","1,220",,
2021년03월_여_70~79세,"16,535","8,419",874,258,292,262,241,186,347,184,368,222,416,545,590,680,788,"1,214",952,"8,116","1,322",632,642,516,666,558,415,690,558,488,469,705,455,,
2021년03월_여_80~89세,"10,015","5,244",608,217,272,223,193,153,271,163,203,111,250,303,288,370,506,654,459,"4,771",812,406,409,338,313,293,226,385,362,291,270,384,282,,
2021년03월_여_90~99세,"1,740",925,100,39,49,51,45,21,50,34,25,14,47,43,51,61,76,135,84,815,122,64,62,57,42,65,43,58,70,53,63,65,51,,
2021년03월_여_100세 이상,73,41,2,0,1,0,3,2,2,3,7,1,3,0,2,2,1,6,6,32,8,1,4,2,5,2,1,1,0,3,2,2,1,,
2021년04월_계_총인구수,"657,410","256,797","24,296","4,116","4,323","4,355","3,191","2,269","6,037","2,115","5,418","4,149","8,709","9,287","18,037","23,396","44,851","55,567","36,681","400,613","24,009","21,746","19,896","8,474","15,934","25,772","14,000","37,685","18,935","40,571","70,002","46,595","56,994",,
2021년04월_계_연령구간인구수,"657,410","256,797","24,296","4,116","4,323","4,355","3,191","2,269","6,037","2,115","5,418","4,149","8,709","9,287","18,037","23,396","44,851","55,567","36,681","400,613","24,009","21,746","19,896","8,474","15,934","25,772","14,000","37,685","18,935","40,571","70,002","46,595","56,994",,
2021년04월_계_0~9세,"60,997","19,901","1,668",140,106,127,78,51,239,25,171,157,410,275,"1,063","2,104","4,610","5,904","2,773","41,096","1,162","1,792","1,382",293,740,967,861,"3,360","1,393","5,549","10,431","3,949","9,217",,
2021년04월_계_10~19세,"67,896","25,911","2,646",230,191,225,164,89,350,69,278,210,659,653,"1,414","3,196","5,793","6,985","2,759","41,985","2,205","2,354","1,873",530,"1,017","1,296","1,199","4,904","2,378","5,658","9,419","4,131","5,021",,
2021년04월_계_20~29세,"95,742","34,970","2,861",377,365,383,234,167,747,141,529,600,"1,068","1,162","2,841","2,746","6,187","7,005","7,557","60,772","2,800","2,547","2,465",864,"2,334","6,451","2,488","5,964","2,631","5,126","8,797","10,181","8,124",,
2021년04월_계_30~39세,"103,917","32,663","2,482",322,289,333,180,168,532,90,482,538,868,849,"2,514","2,519","6,717","8,249","5,531","71,254","2,102","2,796","2,707",712,"2,204","5,635","1,846","5,010","2,285","6,746","14,362","9,265","15,584",,
2021년04월_계_40~49세,"111,870","42,497","4,421",442,436,511,326,235,729,175,679,535,"1,201","1,339","2,891","4,357","8,955","10,189","5,076","69,373","3,634","4,121","3,639","1,073","2,373","3,819","1,914","6,638","3,152","7,913","14,162","7,481","9,454",,
2021년04월_계_50~59세,"102,629","43,331","4,475",747,844,847,596,423,"1,148",426,"1,040",736,"1,721","1,819","3,235","4,027","6,910","8,428","5,909","59,298","4,242","3,676","3,531","1,761","3,049","3,581","2,533","6,650","3,556","5,599","8,689","6,643","5,788",,
2021년04월_계_60~69세,"66,426","32,546","3,117",946,"1,065","1,007",793,522,"1,170",529,"1,182",774,"1,532","1,634","2,489","2,561","3,504","5,372","4,349","33,880","3,969","2,575","2,425","1,668","2,422","2,528","1,987","3,296","2,053","2,606","2,788","3,004","2,559",,
2021년04월_계_70~79세,"30,247","15,577","1,576",524,566,509,464,336,637,356,675,394,802,985,"1,071","1,239","1,371","2,230","1,842","14,670","2,444","1,176","1,151",954,"1,239",996,760,"1,215",912,898,864,"1,257",804,,
2021년04월_계_80~89세,"15,359","8,128",912,338,391,344,300,250,414,258,332,177,381,516,449,564,703,"1,026",773,"7,231","1,289",629,646,528,491,419,353,576,492,408,414,603,383,,
2021년04월_계_90~99세,"2,233","1,217",135,50,69,69,52,26,69,42,39,27,63,55,67,79,98,171,106,"1,016",155,78,73,89,58,77,58,70,83,65,73,79,58,,
2021년04월_계_100세 이상,94,56,3,0,1,0,4,2,2,4,11,1,4,0,3,4,3,8,6,38,7,2,4,2,7,3,1,2,0,3,3,2,2,,
2021년04월_남_총인구수,"335,775","130,157","12,469","2,256","2,184","2,261","1,673","1,239","3,225","1,134","2,835","2,167","4,500","4,796","9,213","11,655","22,881","27,790","17,879","205,618","12,559","11,402","10,828","4,554","8,448","13,829","6,863","18,485","9,147","20,366","35,114","24,003","30,020",,
2021년04월_남_연령구간인구수,"335,775","130,157","12,469","2,256","2,184","2,261","1,673","1,239","3,225","1,134","2,835","2,167","4,500","4,796","9,213","11,655","22,881","27,790","17,879","205,618","12,559","11,402","10,828","4,554","8,448","13,829","6,863","18,485","9,147","20,366","35,114","24,003","30,020",,
2021년04월_남_0~9세,"31,191","10,235",852,79,52,70,37,28,119,12,85,87,225,134,557,"1,061","2,405","3,023","1,409","20,956",612,883,748,144,399,494,457,"1,682",683,"2,811","5,336","2,021","4,686",,
2021년04월_남_10~19세,"35,173","13,505","1,385",121,105,115,80,48,188,45,151,112,372,353,767,"1,647","3,040","3,597","1,379","21,668","1,167","1,208",987,287,493,655,587,"2,556","1,294","2,932","4,807","2,103","2,592",,
2021년04월_남_20~29세,"50,310","18,506","1,606",246,209,236,138,104,502,83,275,305,612,667,"1,432","1,479","3,382","3,653","3,577","31,804","1,618","1,431","1,485",535,"1,272","3,262","1,262","3,108","1,375","2,680","4,412","5,127","4,237",,
2021년04월_남_30~39세,"55,327","17,213","1,312",200,154,197,116,112,331,56,289,305,477,517,"1,420","1,192","3,549","4,140","2,846","38,114","1,187","1,495","1,617",459,"1,311","3,422",997,"2,513","1,136","3,250","7,021","5,231","8,475",,
2021년04월_남_40~49세,"58,000","21,958","2,292",276,239,281,201,167,435,125,381,306,650,712,"1,500","2,176","4,543","5,082","2,592","36,042","2,027","2,241","2,071",636,"1,327","2,170",941,"3,095","1,476","4,010","6,970","3,840","5,238",,
2021년04월_남_50~59세,"52,636","22,031","2,423",422,444,460,341,251,591,249,594,406,879,948,"1,647","2,001","3,457","4,194","2,724","30,605","2,327","2,011","1,922",974,"1,636","1,939","1,191","3,153","1,676","2,825","4,576","3,360","3,015",,
