카테고리,경상남도 의령군,경상남도 의령군 의령읍,경상남도 의령군 가례면,경상남도 의령군 칠곡면,경상남도 의령군 대의면,경상남도 의령군 화정면,경상남도 의령군 용덕면,경상남도 의령군 정곡면,경상남도 의령군 지정면,경상남도 의령군 낙서면,경상남도 의령군 부림면,경상남도 의령군 봉수면,경상남도 의령군 궁류면,경상남도 의령군 유곡면
2021년04월_남_50~59세,"2,527",878,176,110,106,149,160,147,164,53,284,73,115,112
2021년04월_남_60~69세,"2,929",708,249,161,127,196,205,184,275,110,275,143,141,155
2021년04월_남_70~79세,"1,640",374,117,87,77,94,106,102,161,52,209,82,87,92
2021년04월_남_80~89세,902,152,61,50,38,74,62,66,82,36,86,57,77,61
2021년04월_남_90~99세,95,17,10,7,4,5,6,12,5,1,5,6,6,11
2021년04월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년04월_여_총인구수,"13,555","4,829",851,603,538,773,780,743,908,396,"1,456",470,600,608
2021년04월_여_연령구간인구수,"13,555","4,829",851,603,538,773,780,743,908,396,"1,456",470,600,608
2021년04월_여_0~9세,514,324,13,6,19,14,19,24,18,6,44,9,7,11
2021년04월_여_10~19세,687,422,24,12,7,26,30,20,27,10,73,11,13,12
2021년04월_여_20~29세,863,470,45,28,24,39,41,41,46,11,76,15,9,18
2021년04월_여_30~39세,805,490,35,20,22,34,38,20,38,9,48,17,21,13
2021년04월_여_40~49세,"1,184",692,43,32,24,50,52,42,58,16,111,13,21,30
2021년04월_여_50~59세,"2,006",738,132,104,70,117,121,102,139,47,230,54,79,73
2021년04월_여_60~69세,"2,638",759,184,149,117,164,158,158,206,111,288,88,121,135
2021년04월_여_70~79세,"2,306",504,164,121,111,161,139,158,179,86,296,123,136,128
2021년04월_여_80~89세,"2,176",378,180,106,121,144,152,156,173,85,239,118,162,162
2021년04월_여_90~99세,371,51,29,25,23,24,30,22,24,14,51,22,31,25
2021년04월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년05월_계_총인구수,"26,627","9,567","1,703","1,178","1,028","1,517","1,534","1,429","1,834",752,"2,806",985,"1,130","1,164"
2021년05월_계_연령구간인구수,"26,627","9,567","1,703","1,178","1,028","1,517","1,534","1,429","1,834",752,"2,806",985,"1,130","1,164"
2021년05월_계_0~9세,"1,037",672,30,18,30,26,34,42,38,16,78,25,12,16
2021년05월_계_10~19세,"1,484",911,51,29,25,53,54,38,52,29,153,32,31,26
2021년05월_계_20~29세,"1,964",985,99,77,67,112,83,82,108,27,200,43,40,41
2021년05월_계_30~39세,"1,715",946,87,57,47,62,91,52,82,29,135,51,34,42
2021년05월_계_40~49세,"2,784","1,472",126,78,66,131,126,109,147,52,273,69,54,81
2021년05월_계_50~59세,"4,520","1,627",305,213,176,272,275,240,299,103,511,129,187,183
2021년05월_계_60~69세,"5,633","1,480",439,311,245,358,377,355,486,219,570,230,269,294
2021년05월_계_70~79세,"3,929",869,282,207,188,253,247,257,335,138,503,206,226,218
2021년05월_계_80~89세,"3,085",536,242,157,157,219,210,221,257,121,329,173,238,225
2021년05월_계_90~99세,470,68,40,31,27,31,37,33,30,17,54,27,39,36
2021년05월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년05월_남_총인구수,"13,089","4,734",849,578,490,745,764,685,934,357,"1,349",518,529,557
2021년05월_남_연령구간인구수,"13,089","4,734",849,578,490,745,764,685,934,357,"1,349",518,529,557
2021년05월_남_0~9세,532,352,17,12,10,11,16,19,20,10,36,17,5,7
2021년05월_남_10~19세,791,484,27,17,16,27,24,18,28,19,79,20,18,14
2021년05월_남_20~29세,"1,114",517,54,49,43,76,47,42,64,17,123,29,30,23
2021년05월_남_30~39세,919,460,51,38,26,28,58,32,43,20,87,33,13,30
2021년05월_남_40~49세,"1,599",775,84,48,41,81,73,67,89,36,164,57,34,50
2021년05월_남_50~59세,"2,517",890,174,110,106,152,156,139,159,55,282,75,110,109
2021년05월_남_60~69세,"2,983",716,252,160,129,197,215,193,284,110,278,143,147,159
2021년05월_남_70~79세,"1,635",366,118,88,77,94,107,100,159,52,210,84,88,92
2021년05월_남_80~89세,904,156,62,50,38,73,62,64,83,37,86,54,78,61
2021년05월_남_90~99세,94,18,10,6,4,6,6,11,5,1,4,6,6,11
2021년05월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년05월_여_총인구수,"13,538","4,833",854,600,538,772,770,744,900,395,"1,457",467,601,607
2021년05월_여_연령구간인구수,"13,538","4,833",854,600,538,772,770,744,900,395,"1,457",467,601,607
2021년05월_여_0~9세,505,320,13,6,20,15,18,23,18,6,42,8,7,9
2021년05월_여_10~19세,693,427,24,12,9,26,30,20,24,10,74,12,13,12
2021년05월_여_20~29세,850,468,45,28,24,36,36,40,44,10,77,14,10,18
2021년05월_여_30~39세,796,486,36,19,21,34,33,20,39,9,48,18,21,12
2021년05월_여_40~49세,"1,185",697,42,30,25,50,53,42,58,16,109,12,20,31
2021년05월_여_50~59세,"2,003",737,131,103,70,120,119,101,140,48,229,54,77,74
2021년05월_여_60~69세,"2,650",764,187,151,116,161,162,162,202,109,292,87,122,135
2021년05월_여_70~79세,"2,294",503,164,119,111,159,140,157,176,86,293,122,138,126
2021년05월_여_80~89세,"2,181",380,180,107,119,146,148,157,174,84,243,119,160,164
2021년05월_여_90~99세,376,50,30,25,23,25,31,22,25,16,50,21,33,25
2021년05월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년06월_계_총인구수,"26,526","9,524","1,701","1,179","1,023","1,511","1,532","1,426","1,818",751,"2,795",980,"1,129","1,157"
2021년06월_계_연령구간인구수,"26,526","9,524","1,701","1,179","1,023","1,511","1,532","1,426","1,818",751,"2,795",980,"1,129","1,157"
2021년06월_계_0~9세,"1,037",670,30,19,30,28,35,42,37,16,77,25,12,16
2021년06월_계_10~19세,"1,461",901,49,28,25,53,55,35,49,29,151,32,29,25
2021년06월_계_20~29세,"1,949",973,100,78,67,109,84,81,111,28,200,39,38,41
2021년06월_계_30~39세,"1,692",932,89,58,45,65,90,52,73,29,132,53,33,41
2021년06월_계_40~49세,"2,759","1,470",122,79,64,128,124,109,145,52,266,67,53,80
2021년06월_계_50~59세,"4,494","1,617",307,210,175,273,274,238,298,103,506,129,183,181
2021년06월_계_60~69세,"5,655","1,484",442,313,245,357,378,356,485,217,578,230,275,295
2021년06월_계_70~79세,"3,915",873,278,206,188,249,245,259,332,140,501,206,224,214
2021년06월_계_80~89세,"3,090",534,243,158,158,218,211,221,259,120,330,171,243,224
2021년06월_계_90~99세,468,69,39,30,26,31,36,33,29,16,54,28,39,38
2021년06월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년06월_남_총인구수,"13,035","4,708",849,579,489,745,764,683,924,355,"1,342",514,527,556
2021년06월_남_연령구간인구수,"13,035","4,708",849,579,489,745,764,683,924,355,"1,342",514,527,556
2021년06월_남_0~9세,537,351,17,13,11,13,17,19,20,10,37,17,5,7
2021년06월_남_10~19세,773,475,25,16,15,27,25,15,27,19,78,20,18,13
2021년06월_남_20~29세,"1,104",516,55,50,43,74,47,42,64,17,121,25,27,23
2021년06월_남_30~39세,909,454,52,36,25,32,57,33,37,20,85,36,13,29
2021년06월_남_40~49세,"1,580",771,82,49,41,78,73,67,86,35,161,54,33,50
2021년06월_남_50~59세,"2,511",884,177,110,105,154,156,137,162,57,279,75,108,107
2021년06월_남_60~69세,"2,996",720,252,160,128,198,215,194,283,107,282,143,150,164
2021년06월_남_70~79세,"1,628",364,116,88,79,92,106,101,157,54,209,84,88,90
2021년06월_남_80~89세,902,155,63,51,38,71,62,64,83,35,86,54,79,61
2021년06월_남_90~99세,94,18,10,6,4,6,6,11,5,1,4,6,6,11
2021년06월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년06월_여_총인구수,"13,491","4,816",852,600,534,766,768,743,894,396,"1,453",466,602,601
2021년06월_여_연령구간인구수,"13,491","4,816",852,600,534,766,768,743,894,396,"1,453",466,602,601
2021년06월_여_0~9세,500,319,13,6,19,15,18,23,17,6,40,8,7,9
2021년06월_여_10~19세,688,426,24,12,10,26,30,20,22,10,73,12,11,12
2021년06월_여_20~29세,845,457,45,28,24,35,37,39,47,11,79,14,11,18
2021년06월_여_30~39세,783,478,37,22,20,33,33,19,36,9,47,17,20,12
2021년06월_여_40~49세,"1,179",699,40,30,23,50,51,42,59,17,105,13,20,30
2021년06월_여_50~59세,"1,983",733,130,100,70,119,118,101,136,46,227,54,75,74
2021년06월_여_60~69세,"2,659",764,190,153,117,159,163,162,202,110,296,87,125,131
2021년06월_여_70~79세,"2,287",509,162,118,109,157,139,158,175,86,292,122,136,124
2021년06월_여_80~89세,"2,188",379,180,107,120,147,149,157,176,85,244,117,164,163
2021년06월_여_90~99세,374,51,29,24,22,25,30,22,24,15,50,22,33,27
2021년06월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년07월_계_총인구수,"26,530","9,529","1,694","1,179","1,019","1,514","1,533","1,427","1,812",748,"2,802",980,"1,129","1,164"
2021년07월_계_연령구간인구수,"26,530","9,529","1,694","1,179","1,019","1,514","1,533","1,427","1,812",748,"2,802",980,"1,129","1,164"
2021년07월_계_0~9세,"1,035",671,31,18,30,28,34,42,35,16,79,25,11,15
2021년07월_계_10~19세,"1,464",900,49,32,25,54,55,34,49,29,151,32,28,26
2021년07월_계_20~29세,"1,945",979,96,74,66,108,80,81,109,28,201,41,40,42
2021년07월_계_30~39세,"1,674",914,90,60,45,64,91,53,70,30,132,52,32,41
2021년07월_계_40~49세,"2,737","1,463",118,80,62,125,122,109,142,49,267,67,52,81
2021년07월_계_50~59세,"4,484","1,620",307,204,174,274,277,242,296,102,499,128,179,182
2021년07월_계_60~69세,"5,721","1,505",442,316,246,363,385,355,492,218,588,231,281,299
2021년07월_계_70~79세,"3,885",871,275,208,184,246,239,257,329,142,494,206,221,213
2021년07월_계_80~89세,"3,101",534,244,157,161,220,213,217,262,116,335,170,247,225
2021년07월_계_90~99세,478,71,40,30,26,32,37,37,28,17,56,28,38,38
2021년07월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년07월_남_총인구수,"13,055","4,719",847,581,485,749,765,684,922,353,"1,347",514,527,562
2021년07월_남_연령구간인구수,"13,055","4,719",847,581,485,749,765,684,922,353,"1,347",514,527,562
2021년07월_남_0~9세,537,353,17,12,11,14,16,19,19,10,38,17,5,6
2021년07월_남_10~19세,776,474,25,18,15,27,25,14,28,19,79,20,18,14
2021년07월_남_20~29세,"1,107",525,52,46,42,74,44,45,63,17,120,27,28,24
2021년07월_남_30~39세,897,442,53,39,25,32,58,33,35,21,83,36,12,28
2021년07월_남_40~49세,"1,568",768,81,50,40,75,73,66,84,32,162,54,32,51
2021년07월_남_50~59세,"2,500",884,176,106,103,157,158,139,161,55,276,72,105,108
2021년07월_남_60~69세,"3,042",734,253,165,127,200,219,193,287,109,291,144,153,167
2021년07월_남_70~79세,"1,620",367,115,88,79,89,102,102,156,55,206,84,87,90
2021년07월_남_80~89세,905,154,65,50,39,75,63,59,84,34,86,53,81,62
2021년07월_남_90~99세,102,18,10,7,4,6,7,14,5,1,6,7,6,11
2021년07월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년07월_여_총인구수,"13,475","4,810",847,598,534,765,768,743,890,395,"1,455",466,602,602
2021년07월_여_연령구간인구수,"13,475","4,810",847,598,534,765,768,743,890,395,"1,455",466,602,602
2021년07월_여_0~9세,498,318,14,6,19,14,18,23,16,6,41,8,6,9
2021년07월_여_10~19세,688,426,24,14,10,27,30,20,21,10,72,12,10,12
2021년07월_여_20~29세,838,454,44,28,24,34,36,36,46,11,81,14,12,18
2021년07월_여_30~39세,777,472,37,21,20,32,33,20,35,9,49,16,20,13
2021년07월_여_40~49세,"1,169",695,37,30,22,50,49,43,58,17,105,13,20,30
2021년07월_여_50~59세,"1,984",736,131,98,71,117,119,103,135,47,223,56,74,74
2021년07월_여_60~69세,"2,679",771,189,151,119,163,166,162,205,109,297,87,128,132
2021년07월_여_70~79세,"2,265",504,160,120,105,157,137,155,173,87,288,122,134,123
2021년07월_여_80~89세,"2,196",380,179,107,122,145,150,158,178,82,249,117,166,163
2021년07월_여_90~99세,376,53,30,23,22,26,30,23,23,16,50,21,32,27
2021년07월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년08월_계_총인구수,"26,475","9,511","1,691","1,168","1,019","1,511","1,520","1,425","1,812",746,"2,809",980,"1,130","1,153"
2021년08월_계_연령구간인구수,"26,475","9,511","1,691","1,168","1,019","1,511","1,520","1,425","1,812",746,"2,809",980,"1,130","1,153"
2021년08월_계_0~9세,"1,026",663,31,16,31,27,34,41,36,16,78,28,10,15
2021년08월_계_10~19세,"1,459",891,48,30,26,54,54,35,50,30,154,32,29,26
2021년08월_계_20~29세,"1,919",978,94,72,63,104,81,77,105,29,202,41,35,38
2021년08월_계_30~39세,"1,659",912,87,57,43,63,89,55,67,30,131,51,34,40
2021년08월_계_40~49세,"2,721","1,451",116,80,61,125,121,108,140,49,269,67,53,81
2021년08월_계_50~59세,"4,476","1,625",307,205,177,274,273,239,298,104,494,129,176,175
2021년08월_계_60~69세,"5,760","1,520",448,315,244,367,383,357,492,216,598,230,287,303
2021년08월_계_70~79세,"3,860",865,276,206,184,244,235,254,330,139,491,205,219,212
2021년08월_계_80~89세,"3,112",535,242,157,164,222,214,220,266,115,337,169,249,222
2021년08월_계_90~99세,477,70,40,30,26,31,36,39,28,17,55,28,38,39
2021년08월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년08월_남_총인구수,"13,039","4,713",844,577,488,751,757,685,924,353,"1,352",511,526,558
2021년08월_남_연령구간인구수,"13,039","4,713",844,577,488,751,757,685,924,353,"1,352",511,526,558
2021년08월_남_0~9세,532,347,17,11,12,15,16,20,20,9,36,18,5,6
2021년08월_남_10~19세,774,468,24,16,16,27,25,14,30,20,82,20,18,14
2021년08월_남_20~29세,"1,097",524,51,47,40,73,43,43,62,17,122,28,25,22
2021년08월_남_30~39세,889,441,51,38,25,32,58,33,33,21,80,35,14,28
2021년08월_남_40~49세,"1,560",764,79,49,39,73,72,67,83,32,166,53,32,51
2021년08월_남_50~59세,"2,504",889,177,107,106,157,155,139,163,57,275,71,103,105
2021년08월_남_60~69세,"3,062",743,256,164,128,205,218,193,286,108,294,145,155,167
2021년08월_남_70~79세,"1,613",365,114,87,77,90,100,103,160,54,203,83,86,91
2021년08월_남_80~89세,906,154,65,51,41,74,63,59,82,34,88,52,82,61
2021년08월_남_90~99세,101,18,10,7,4,5,7,14,5,1,6,6,6,12
2021년08월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년08월_여_총인구수,"13,436","4,798",847,591,531,760,763,740,888,393,"1,457",469,604,595
2021년08월_여_연령구간인구수,"13,436","4,798",847,591,531,760,763,740,888,393,"1,457",469,604,595
2021년08월_여_0~9세,494,316,14,5,19,12,18,21,16,7,42,10,5,9
2021년08월_여_10~19세,685,423,24,14,10,27,29,21,20,10,72,12,11,12
2021년08월_여_20~29세,822,454,43,25,23,31,38,34,43,12,80,13,10,16
2021년08월_여_30~39세,770,471,36,19,18,31,31,22,34,9,51,16,20,12
2021년08월_여_40~49세,"1,161",687,37,31,22,52,49,41,57,17,103,14,21,30
2021년08월_여_50~59세,"1,972",736,130,98,71,117,118,100,135,47,219,58,73,70
2021년08월_여_60~69세,"2,698",777,192,151,116,162,165,164,206,108,304,85,132,136
2021년08월_여_70~79세,"2,247",500,162,119,107,154,135,151,170,85,288,122,133,121
2021년08월_여_80~89세,"2,206",381,177,106,123,148,151,161,184,81,249,117,167,161
2021년08월_여_90~99세,376,52,30,23,22,26,29,25,23,16,49,22,32,27
2021년08월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년09월_계_총인구수,"26,381","9,496","1,684","1,152","1,016","1,499","1,514","1,420","1,805",746,"2,791",982,"1,126","1,150"
2021년09월_계_연령구간인구수,"26,381","9,496","1,684","1,152","1,016","1,499","1,514","1,420","1,805",746,"2,791",982,"1,126","1,150"
2021년09월_계_0~9세,"1,017",663,29,13,32,27,34,40,35,17,76,27,10,14
2021년09월_계_10~19세,"1,465",890,48,27,28,54,54,34,51,30,154,40,28,27
2021년09월_계_20~29세,"1,857",959,90,71,61,99,78,79,100,26,190,35,33,36
2021년09월_계_30~39세,"1,642",906,89,55,41,60,87,52,61,31,131,53,35,41
2021년09월_계_40~49세,"2,716","1,456",117,79,61,123,125,106,137,47,265,67,53,80
2021년09월_계_50~59세,"4,473","1,628",305,202,177,274,270,239,304,104,491,130,175,174
2021년09월_계_60~69세,"5,762","1,522",445,315,246,365,384,356,490,219,599,229,288,304
2021년09월_계_70~79세,"3,839",862,278,204,181,244,232,252,333,136,489,203,214,211
2021년09월_계_80~89세,"3,118",537,238,156,164,223,211,221,265,118,341,170,251,223
2021년09월_계_90~99세,486,72,43,30,25,30,39,41,29,17,55,28,39,38
2021년09월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년09월_남_총인구수,"13,001","4,705",840,570,488,746,754,682,922,353,"1,343",518,523,557
2021년09월_남_연령구간인구수,"13,001","4,705",840,570,488,746,754,682,922,353,"1,343",518,523,557
2021년09월_남_0~9세,533,350,15,9,13,15,17,20,20,9,36,18,5,6
2021년09월_남_10~19세,776,465,24,15,17,27,25,13,30,20,81,27,18,14
2021년09월_남_20~29세,"1,069",516,50,48,40,71,40,45,61,15,116,23,23,21
2021년09월_남_30~39세,878,438,51,38,23,30,56,30,30,22,80,37,15,28
2021년09월_남_40~49세,"1,558",764,79,48,40,71,76,66,83,31,163,53,32,52
2021년09월_남_50~59세,"2,505",894,177,105,105,156,152,141,165,57,276,72,102,103
2021년09월_남_60~69세,"3,067",742,257,163,129,205,219,193,286,110,292,146,156,169
2021년09월_남_70~79세,"1,610",366,114,87,77,93,100,101,159,54,203,83,83,90
2021년09월_남_80~89세,903,152,62,50,40,74,62,59,83,33,90,53,83,62
2021년09월_남_90~99세,101,18,11,7,4,4,7,14,5,2,6,6,6,11
2021년09월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년09월_여_총인구수,"13,380","4,791",844,582,528,753,760,738,883,393,"1,448",464,603,593
2021년09월_여_연령구간인구수,"13,380","4,791",844,582,528,753,760,738,883,393,"1,448",464,603,593
2021년09월_여_0~9세,484,313,14,4,19,12,17,20,15,8,40,9,5,8
2021년09월_여_10~19세,689,425,24,12,11,27,29,21,21,10,73,13,10,13
2021년09월_여_20~29세,788,443,40,23,21,28,38,34,39,11,74,12,10,15
2021년09월_여_30~39세,764,468,38,17,18,30,31,22,31,9,51,16,20,13
2021년09월_여_40~49세,"1,158",692,38,31,21,52,49,40,54,16,102,14,21,28
2021년09월_여_50~59세,"1,968",734,128,97,72,118,118,98,139,47,215,58,73,71
2021년09월_여_60~69세,"2,695",780,188,152,117,160,165,163,204,109,307,83,132,135
2021년09월_여_70~79세,"2,229",496,164,117,104,151,132,151,174,82,286,120,131,121
2021년09월_여_80~89세,"2,215",385,176,106,124,149,149,162,182,85,251,117,168,161
2021년09월_여_90~99세,385,54,32,23,21,26,32,27,24,15,49,22,33,27
2021년09월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년10월_계_총인구수,"26,370","9,470","1,682","1,155","1,022","1,507","1,510","1,434","1,804",743,"2,791",981,"1,122","1,149"
2021년10월_계_연령구간인구수,"26,370","9,470","1,682","1,155","1,022","1,507","1,510","1,434","1,804",743,"2,791",981,"1,122","1,149"
2021년10월_계_0~9세,"1,011",662,27,13,32,27,32,39,34,17,76,28,10,14
2021년10월_계_10~19세,"1,466",890,47,28,28,55,53,34,51,30,155,41,28,26
2021년10월_계_20~29세,"1,840",950,90,69,59,95,81,79,100,26,190,34,33,34
2021년10월_계_30~39세,"1,640",903,87,55,43,62,86,51,61,31,132,53,35,41
2021년10월_계_40~49세,"2,700","1,455",115,79,61,122,122,109,135,45,259,65,52,81
2021년10월_계_50~59세,"4,478","1,623",308,206,175,276,273,237,304,104,495,131,170,176
2021년10월_계_60~69세,"5,791","1,522",448,314,253,372,380,363,494,218,599,230,293,305
2021년10월_계_70~79세,"3,828",857,276,205,179,247,231,253,330,135,488,202,214,211
2021년10월_계_80~89세,"3,118",536,239,155,165,221,213,225,263,120,342,169,249,221
2021년10월_계_90~99세,492,71,43,31,27,30,39,44,32,16,55,28,38,38
2021년10월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년10월_남_총인구수,"12,992","4,692",838,570,491,747,751,692,920,351,"1,342",519,522,557
2021년10월_남_연령구간인구수,"12,992","4,692",838,570,491,747,751,692,920,351,"1,342",519,522,557
2021년10월_남_0~9세,529,351,13,9,13,15,16,19,19,9,35,19,5,6
2021년10월_남_10~19세,776,467,24,15,17,27,24,13,30,20,80,28,18,13
2021년10월_남_20~29세,"1,063",513,50,47,38,67,42,46,61,15,116,23,24,21
2021년10월_남_30~39세,873,435,52,38,24,30,54,29,30,22,80,36,16,27
2021년10월_남_40~49세,"1,543",760,77,47,40,69,76,68,82,29,161,51,30,53
2021년10월_남_50~59세,"2,509",891,179,108,103,158,154,142,165,57,277,73,98,104
2021년10월_남_60~69세,"3,087",742,258,163,134,210,215,196,288,109,294,148,160,170
2021년10월_남_70~79세,"1,611",366,113,86,76,94,101,104,156,55,204,82,84,90
2021년10월_남_80~89세,899,151,61,50,41,72,62,59,83,33,90,54,82,61
2021년10월_남_90~99세,101,16,11,7,5,5,7,16,6,2,5,5,5,11
2021년10월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년10월_여_총인구수,"13,378","4,778",844,585,531,760,759,742,884,392,"1,449",462,600,592
2021년10월_여_연령구간인구수,"13,378","4,778",844,585,531,760,759,742,884,392,"1,449",462,600,592
2021년10월_여_0~9세,482,311,14,4,19,12,16,20,15,8,41,9,5,8
2021년10월_여_10~19세,690,423,23,13,11,28,29,21,21,10,75,13,10,13
2021년10월_여_20~29세,777,437,40,22,21,28,39,33,39,11,74,11,9,13
2021년10월_여_30~39세,767,468,35,17,19,32,32,22,31,9,52,17,19,14
2021년10월_여_40~49세,"1,157",695,38,32,21,53,46,41,53,16,98,14,22,28
2021년10월_여_50~59세,"1,969",732,129,98,72,118,119,95,139,47,218,58,72,72
2021년10월_여_60~69세,"2,704",780,190,151,119,162,165,167,206,109,305,82,133,135
2021년10월_여_70~79세,"2,217",491,163,119,103,153,130,149,174,80,284,120,130,121
2021년10월_여_80~89세,"2,219",385,178,105,124,149,151,166,180,87,252,115,167,160
2021년10월_여_90~99세,391,55,32,24,22,25,32,28,26,14,50,23,33,27
2021년10월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년11월_계_총인구수,"26,330","9,468","1,681","1,155","1,018","1,505","1,506","1,430","1,809",737,"2,773",990,"1,115","1,143"
2021년11월_계_연령구간인구수,"26,330","9,468","1,681","1,155","1,018","1,505","1,506","1,430","1,809",737,"2,773",990,"1,115","1,143"
2021년11월_계_0~9세,999,659,27,11,33,28,32,34,32,17,75,28,9,14
2021년11월_계_10~19세,"1,458",885,47,29,28,54,55,37,53,28,147,41,26,28
2021년11월_계_20~29세,"1,832",950,90,70,59,95,79,81,96,26,189,35,32,30
2021년11월_계_30~39세,"1,630",893,87,55,45,62,83,51,66,31,132,54,32,39
2021년11월_계_40~49세,"2,693","1,461",116,77,60,120,124,108,133,44,252,61,53,84
2021년11월_계_50~59세,"4,486","1,629",308,210,172,274,273,241,305,103,493,138,169,171
2021년11월_계_60~69세,"5,786","1,519",447,313,252,374,376,363,493,218,597,234,294,306
2021년11월_계_70~79세,"3,814",859,277,202,177,248,229,249,333,135,482,204,212,207
2021년11월_계_80~89세,"3,126",541,237,157,164,219,216,223,266,118,349,168,246,222
2021년11월_계_90~99세,500,71,43,31,28,31,39,43,32,16,57,27,42,40
2021년11월_계_100세 이상,6,1,2,0,0,0,0,0,0,1,0,0,0,2
2021년11월_남_총인구수,"12,979","4,690",836,570,492,746,752,694,925,349,"1,333",523,519,550
2021년11월_남_연령구간인구수,"12,979","4,690",836,570,492,746,752,694,925,349,"1,333",523,519,550
2021년11월_남_0~9세,521,347,13,7,13,16,17,17,17,9,35,19,5,6
2021년11월_남_10~19세,766,460,24,16,17,26,24,14,32,18,78,28,16,13
2021년11월_남_20~29세,"1,065",522,49,47,38,66,42,48,58,16,114,24,24,17
2021년11월_남_30~39세,875,428,53,39,25,32,53,29,35,22,81,37,14,27
2021년11월_남_40~49세,"1,533",757,76,46,41,68,78,67,82,29,157,48,30,54
2021년11월_남_50~59세,"2,510",894,179,109,101,156,153,146,165,56,275,76,98,102
2021년11월_남_60~69세,"3,084",741,256,162,134,210,214,196,286,110,293,149,163,170
2021년11월_남_70~79세,"1,620",373,116,87,75,96,101,103,158,55,204,84,81,87
2021년11월_남_80~89세,901,151,60,50,43,70,63,58,86,32,91,53,82,62
2021년11월_남_90~99세,103,17,10,7,5,6,7,16,6,2,5,5,6,11
2021년11월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021년11월_여_총인구수,"13,351","4,778",845,585,526,759,754,736,884,388,"1,440",467,596,593
2021년11월_여_연령구간인구수,"13,351","4,778",845,585,526,759,754,736,884,388,"1,440",467,596,593
2021년11월_여_0~9세,478,312,14,4,20,12,15,17,15,8,40,9,4,8
2021년11월_여_10~19세,692,425,23,13,11,28,31,23,21,10,69,13,10,15
2021년11월_여_20~29세,767,428,41,23,21,29,37,33,38,10,75,11,8,13
2021년11월_여_30~39세,755,465,34,16,20,30,30,22,31,9,51,17,18,12
2021년11월_여_40~49세,"1,160",704,40,31,19,52,46,41,51,15,95,13,23,30
2021년11월_여_50~59세,"1,976",735,129,101,71,118,120,95,140,47,218,62,71,69
2021년11월_여_60~69세,"2,702",778,191,151,118,164,162,167,207,108,304,85,131,136
2021년11월_여_70~79세,"2,194",486,161,115,102,152,128,146,175,80,278,120,131,120
2021년11월_여_80~89세,"2,225",390,177,107,121,149,153,165,180,86,258,115,164,160
2021년11월_여_90~99세,397,54,33,24,23,25,32,27,26,14,52,22,36,29
2021년11월_여_100세 이상,5,1,2,0,0,0,0,0,0,1,0,0,0,1
2021년12월_계_총인구수,"26,322","9,458","1,676","1,158","1,025","1,509","1,515","1,424","1,804",740,"2,767",985,"1,119","1,142"
2021년12월_계_연령구간인구수,"26,322","9,458","1,676","1,158","1,025","1,509","1,515","1,424","1,804",740,"2,767",985,"1,119","1,142"
2021년12월_계_0~9세,986,656,25,11,32,25,31,34,32,19,70,28,9,14
2021년12월_계_10~19세,"1,444",876,48,28,32,54,56,37,53,26,141,39,26,28
2021년12월_계_20~29세,"1,826",943,87,70,61,92,82,81,93,26,194,37,33,27
2021년12월_계_30~39세,"1,620",892,84,56,46,64,82,49,64,31,129,54,31,38
2021년12월_계_40~49세,"2,685","1,458",117,78,62,118,124,107,130,47,247,59,54,84
2021년12월_계_50~59세,"4,488","1,630",307,209,173,275,277,238,306,102,496,137,168,170
2021년12월_계_60~69세,"5,813","1,525",449,314,254,377,379,362,496,217,601,231,297,311
2021년12월_계_70~79세,"3,805",858,275,200,175,251,231,247,330,138,481,203,212,204
2021년12월_계_80~89세,"3,144",549,238,160,161,222,214,228,269,116,351,168,246,222
2021년12월_계_90~99세,504,70,44,31,29,31,39,41,31,17,57,29,43,42
2021년12월_계_100세 이상,7,1,2,1,0,0,0,0,0,1,0,0,0,2
