카테고리,경상북도 칠곡군,경상북도 칠곡군 왜관읍,경상북도 칠곡군 북삼읍,경상북도 칠곡군 석적읍,경상북도 칠곡군 지천면,경상북도 칠곡군 동명면,경상북도 칠곡군 가산면,경상북도 칠곡군 약목면,경상북도 칠곡군 기산면
2020년11월_여_총인구수,"54,996","16,692","11,513","14,349","1,952","2,591","1,603","4,750","1,546"
2020년11월_여_연령구간인구수,"54,996","16,692","11,513","14,349","1,952","2,591","1,603","4,750","1,546"
2020년11월_여_0~9세,"4,640","1,147",903,"2,172",37,61,44,169,107
2020년11월_여_10~19세,"5,439","1,635","1,475","1,738",58,76,71,319,67
2020년11월_여_20~29세,"5,242","1,657","1,205","1,503",119,155,84,434,85
2020년11월_여_30~39세,"6,827","1,608","1,191","3,246",103,138,90,286,165
2020년11월_여_40~49세,"9,507","2,721","2,569","2,934",121,188,139,662,173
2020년11월_여_50~59세,"8,985","3,105","2,132","1,239",325,557,314,"1,047",266
2020년11월_여_60~69세,"6,587","2,215","1,045",811,441,615,389,800,271
2020년11월_여_70~79세,"4,315","1,442",593,424,386,401,264,590,215
2020년11월_여_80~89세,"2,949","1,005",355,243,307,317,171,383,168
2020년11월_여_90~99세,472,140,44,35,51,83,35,57,27
2020년11월_여_100세 이상,33,17,1,4,4,0,2,3,2
2020년12월_계_총인구수,"114,758","33,444","24,305","30,889","4,234","5,312","3,520","9,824","3,230"
2020년12월_계_연령구간인구수,"114,758","33,444","24,305","30,889","4,234","5,312","3,520","9,824","3,230"
2020년12월_계_0~9세,"9,524","2,336","1,900","4,447",78,122,89,321,231
2020년12월_계_10~19세,"11,541","3,394","3,140","3,718",125,168,142,687,167
2020년12월_계_20~29세,"12,032","3,890","2,918","2,929",309,416,249,"1,092",229
2020년12월_계_30~39세,"14,876","3,454","2,491","7,072",273,340,221,702,323
2020년12월_계_40~49세,"20,660","5,499","5,164","6,926",367,502,364,"1,412",426
2020년12월_계_50~59세,"19,625","6,287","4,812","3,042",821,"1,121",743,"2,233",566
2020년12월_계_60~69세,"13,758","4,434","2,230","1,595","1,023","1,313",861,"1,693",609
2020년12월_계_70~79세,"7,677","2,447","1,054",754,697,781,525,"1,036",383
2020년12월_계_80~89세,"4,406","1,488",533,356,472,455,271,576,255
2020년12월_계_90~99세,618,195,62,45,65,94,51,68,38
2020년12월_계_100세 이상,41,20,1,5,4,0,4,4,3
2020년12월_남_총인구수,"59,828","16,764","12,681","16,662","2,279","2,721","1,925","5,098","1,698"
2020년12월_남_연령구간인구수,"59,828","16,764","12,681","16,662","2,279","2,721","1,925","5,098","1,698"
2020년12월_남_0~9세,"4,901","1,187",985,"2,298",40,62,45,156,128
2020년12월_남_10~19세,"6,118","1,775","1,659","1,980",68,94,74,371,97
2020년12월_남_20~29세,"6,834","2,234","1,695","1,484",189,261,166,658,147
2020년12월_남_30~39세,"8,106","1,850","1,272","3,895",167,204,132,421,165
2020년12월_남_40~49세,"11,152","2,787","2,588","3,982",248,312,227,754,254
2020년12월_남_50~59세,"10,649","3,189","2,658","1,795",499,575,435,"1,191",307
2020년12월_남_60~69세,"7,130","2,210","1,172",779,578,690,470,895,336
2020년12월_남_70~79세,"3,346",996,459,329,311,377,260,446,168
2020년12월_남_80~89세,"1,443",482,177,108,165,136,97,192,86
2020년12월_남_90~99세,141,51,16,11,14,10,17,13,9
2020년12월_남_100세 이상,8,3,0,1,0,0,2,1,1
2020년12월_여_총인구수,"54,930","16,680","11,624","14,227","1,955","2,591","1,595","4,726","1,532"
2020년12월_여_연령구간인구수,"54,930","16,680","11,624","14,227","1,955","2,591","1,595","4,726","1,532"
2020년12월_여_0~9세,"4,623","1,149",915,"2,149",38,60,44,165,103
2020년12월_여_10~19세,"5,423","1,619","1,481","1,738",57,74,68,316,70
2020년12월_여_20~29세,"5,198","1,656","1,223","1,445",120,155,83,434,82
2020년12월_여_30~39세,"6,770","1,604","1,219","3,177",106,136,89,281,158
2020년12월_여_40~49세,"9,508","2,712","2,576","2,944",119,190,137,658,172
2020년12월_여_50~59세,"8,976","3,098","2,154","1,247",322,546,308,"1,042",259
2020년12월_여_60~69세,"6,628","2,224","1,058",816,445,623,391,798,273
2020년12월_여_70~79세,"4,331","1,451",595,425,386,404,265,590,215
2020년12월_여_80~89세,"2,963","1,006",356,248,307,319,174,384,169
2020년12월_여_90~99세,477,144,46,34,51,84,34,55,29
2020년12월_여_100세 이상,33,17,1,4,4,0,2,3,2
2021년01월_계_총인구수,"114,777","33,437","24,402","30,915","4,207","5,308","3,503","9,785","3,220"
2021년01월_계_연령구간인구수,"114,777","33,437","24,402","30,915","4,207","5,308","3,503","9,785","3,220"
2021년01월_계_0~9세,"9,489","2,323","1,905","4,435",77,119,86,315,229
2021년01월_계_10~19세,"11,545","3,397","3,146","3,728",113,172,141,683,165
2021년01월_계_20~29세,"11,993","3,871","2,937","2,915",308,410,247,"1,079",226
2021년01월_계_30~39세,"14,778","3,458","2,491","7,006",267,334,219,687,316
2021년01월_계_40~49세,"20,646","5,484","5,160","6,977",359,494,356,"1,394",422
2021년01월_계_50~59세,"19,673","6,264","4,852","3,087",812,"1,122",735,"2,236",565
2021년01월_계_60~69세,"13,879","4,485","2,253","1,606","1,032","1,321",865,"1,705",612
2021년01월_계_70~79세,"7,691","2,451","1,061",751,698,782,527,"1,035",386
2021년01월_계_80~89세,"4,421","1,486",536,361,473,459,270,581,255
2021년01월_계_90~99세,622,197,60,44,65,95,53,67,41
2021년01월_계_100세 이상,40,21,1,5,3,0,4,3,3
2021년01월_남_총인구수,"59,819","16,745","12,736","16,681","2,263","2,715","1,912","5,079","1,688"
2021년01월_남_연령구간인구수,"59,819","16,745","12,736","16,681","2,263","2,715","1,912","5,079","1,688"
2021년01월_남_0~9세,"4,905","1,188",995,"2,298",39,60,43,154,128
2021년01월_남_10~19세,"6,096","1,765","1,660","1,978",62,95,73,368,95
2021년01월_남_20~29세,"6,813","2,223","1,706","1,478",186,258,167,652,143
2021년01월_남_30~39세,"8,037","1,846","1,272","3,853",164,199,128,413,162
2021년01월_남_40~49세,"11,134","2,779","2,578","4,004",245,306,222,748,252
2021년01월_남_50~59세,"10,674","3,178","2,675","1,833",494,573,429,"1,188",304
2021년01월_남_60~69세,"7,203","2,230","1,196",788,583,696,472,901,337
2021년01월_남_70~79세,"3,355","1,001",459,326,313,377,261,448,170
2021년01월_남_80~89세,"1,452",481,179,112,163,140,98,193,86
2021년01월_남_90~99세,142,51,16,10,14,11,17,13,10
2021년01월_남_100세 이상,8,3,0,1,0,0,2,1,1
2021년01월_여_총인구수,"54,958","16,692","11,666","14,234","1,944","2,593","1,591","4,706","1,532"
2021년01월_여_연령구간인구수,"54,958","16,692","11,666","14,234","1,944","2,593","1,591","4,706","1,532"
2021년01월_여_0~9세,"4,584","1,135",910,"2,137",38,59,43,161,101
2021년01월_여_10~19세,"5,449","1,632","1,486","1,750",51,77,68,315,70
2021년01월_여_20~29세,"5,180","1,648","1,231","1,437",122,152,80,427,83
2021년01월_여_30~39세,"6,741","1,612","1,219","3,153",103,135,91,274,154
2021년01월_여_40~49세,"9,512","2,705","2,582","2,973",114,188,134,646,170
2021년01월_여_50~59세,"8,999","3,086","2,177","1,254",318,549,306,"1,048",261
2021년01월_여_60~69세,"6,676","2,255","1,057",818,449,625,393,804,275
2021년01월_여_70~79세,"4,336","1,450",602,425,385,405,266,587,216
2021년01월_여_80~89세,"2,969","1,005",357,249,310,319,172,388,169
2021년01월_여_90~99세,480,146,44,34,51,84,36,54,31
2021년01월_여_100세 이상,32,18,1,4,3,0,2,2,2
2021년02월_계_총인구수,"114,691","33,373","24,465","30,897","4,204","5,313","3,503","9,727","3,209"
2021년02월_계_연령구간인구수,"114,691","33,373","24,465","30,897","4,204","5,313","3,503","9,727","3,209"
2021년02월_계_0~9세,"9,412","2,298","1,903","4,393",78,119,88,310,223
2021년02월_계_10~19세,"11,537","3,395","3,155","3,728",112,171,139,669,168
2021년02월_계_20~29세,"11,904","3,842","2,914","2,911",303,411,244,"1,054",225
2021년02월_계_30~39세,"14,617","3,428","2,473","6,902",267,328,218,686,315
2021년02월_계_40~49세,"20,668","5,440","5,200","7,018",360,493,355,"1,383",419
2021년02월_계_50~59세,"19,744","6,287","4,873","3,152",809,"1,107",724,"2,228",564
2021년02월_계_60~69세,"13,995","4,515","2,287","1,623","1,033","1,342",880,"1,711",604
2021년02월_계_70~79세,"7,696","2,465","1,051",752,701,780,527,"1,031",389
2021년02월_계_80~89세,"4,446","1,481",547,369,472,467,268,585,257
2021년02월_계_90~99세,633,201,62,44,66,95,56,67,42
2021년02월_계_100세 이상,39,21,0,5,3,0,4,3,3
2021년02월_남_총인구수,"59,741","16,703","12,754","16,670","2,259","2,715","1,912","5,049","1,679"
2021년02월_남_연령구간인구수,"59,741","16,703","12,754","16,670","2,259","2,715","1,912","5,049","1,679"
2021년02월_남_0~9세,"4,870","1,171",994,"2,284",39,61,44,150,127
2021년02월_남_10~19세,"6,078","1,767","1,663","1,967",63,92,71,361,94
2021년02월_남_20~29세,"6,773","2,205","1,694","1,489",183,258,168,634,142
2021년02월_남_30~39세,"7,947","1,830","1,268","3,785",162,196,128,414,164
2021년02월_남_40~49세,"11,129","2,753","2,585","4,019",244,309,220,749,250
2021년02월_남_50~59세,"10,700","3,191","2,681","1,871",492,565,420,"1,178",302
2021년02월_남_60~69세,"7,263","2,244","1,211",802,581,708,483,907,327
2021년02월_남_70~79세,"3,369","1,007",461,327,318,374,261,447,174
2021년02월_남_80~89세,"1,455",479,181,115,163,141,96,194,86
2021년02월_남_90~99세,149,53,16,10,14,11,19,14,12
2021년02월_남_100세 이상,8,3,0,1,0,0,2,1,1
2021년02월_여_총인구수,"54,950","16,670","11,711","14,227","1,945","2,598","1,591","4,678","1,530"
2021년02월_여_연령구간인구수,"54,950","16,670","11,711","14,227","1,945","2,598","1,591","4,678","1,530"
2021년02월_여_0~9세,"4,542","1,127",909,"2,109",39,58,44,160,96
2021년02월_여_10~19세,"5,459","1,628","1,492","1,761",49,79,68,308,74
2021년02월_여_20~29세,"5,131","1,637","1,220","1,422",120,153,76,420,83
2021년02월_여_30~39세,"6,670","1,598","1,205","3,117",105,132,90,272,151
2021년02월_여_40~49세,"9,539","2,687","2,615","2,999",116,184,135,634,169
2021년02월_여_50~59세,"9,044","3,096","2,192","1,281",317,542,304,"1,050",262
2021년02월_여_60~69세,"6,732","2,271","1,076",821,452,634,397,804,277
2021년02월_여_70~79세,"4,327","1,458",590,425,383,406,266,584,215
2021년02월_여_80~89세,"2,991","1,002",366,254,309,326,172,391,171
2021년02월_여_90~99세,484,148,46,34,52,84,37,53,30
2021년02월_여_100세 이상,31,18,0,4,3,0,2,2,2
2021년03월_계_총인구수,"114,381","33,241","24,402","30,859","4,186","5,309","3,474","9,705","3,205"
2021년03월_계_연령구간인구수,"114,381","33,241","24,402","30,859","4,186","5,309","3,474","9,705","3,205"
2021년03월_계_0~9세,"9,311","2,281","1,871","4,354",73,117,85,309,221
2021년03월_계_10~19세,"11,462","3,364","3,139","3,721",108,168,134,659,169
2021년03월_계_20~29세,"11,831","3,807","2,901","2,917",298,406,238,"1,047",217
2021년03월_계_30~39세,"14,467","3,390","2,464","6,815",258,332,218,674,316
2021년03월_계_40~49세,"20,624","5,413","5,169","7,058",358,486,349,"1,373",418
2021년03월_계_50~59세,"19,711","6,272","4,884","3,172",797,"1,092",716,"2,215",563
2021년03월_계_60~69세,"14,157","4,556","2,312","1,649","1,049","1,360",882,"1,737",612
2021년03월_계_70~79세,"7,689","2,468","1,050",754,701,778,526,"1,031",381
2021년03월_계_80~89세,"4,489","1,491",550,375,473,478,269,591,262
2021년03월_계_90~99세,621,188,62,43,69,92,57,67,43
2021년03월_계_100세 이상,19,11,0,1,2,0,0,2,3
2021년03월_남_총인구수,"59,593","16,638","12,720","16,659","2,254","2,710","1,890","5,047","1,675"
2021년03월_남_연령구간인구수,"59,593","16,638","12,720","16,659","2,254","2,710","1,890","5,047","1,675"
2021년03월_남_0~9세,"4,821","1,170",972,"2,264",36,59,42,153,125
2021년03월_남_10~19세,"6,044","1,750","1,652","1,976",60,90,67,355,94
2021년03월_남_20~29세,"6,732","2,178","1,692","1,497",181,254,161,633,136
2021년03월_남_30~39세,"7,876","1,808","1,279","3,730",157,199,132,407,164
2021년03월_남_40~49세,"11,100","2,744","2,560","4,036",248,308,213,741,250
2021년03월_남_50~59세,"10,678","3,184","2,673","1,891",480,555,415,"1,180",300
2021년03월_남_60~69세,"7,361","2,265","1,231",813,591,719,489,919,334
2021년03월_남_70~79세,"3,368","1,010",461,326,319,374,257,450,171
2021년03월_남_80~89세,"1,466",479,184,117,166,142,95,195,88
2021년03월_남_90~99세,145,49,16,9,16,10,19,14,12
2021년03월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년03월_여_총인구수,"54,788","16,603","11,682","14,200","1,932","2,599","1,584","4,658","1,530"
2021년03월_여_연령구간인구수,"54,788","16,603","11,682","14,200","1,932","2,599","1,584","4,658","1,530"
2021년03월_여_0~9세,"4,490","1,111",899,"2,090",37,58,43,156,96
2021년03월_여_10~19세,"5,418","1,614","1,487","1,745",48,78,67,304,75
2021년03월_여_20~29세,"5,099","1,629","1,209","1,420",117,152,77,414,81
2021년03월_여_30~39세,"6,591","1,582","1,185","3,085",101,133,86,267,152
2021년03월_여_40~49세,"9,524","2,669","2,609","3,022",110,178,136,632,168
2021년03월_여_50~59세,"9,033","3,088","2,211","1,281",317,537,301,"1,035",263
2021년03월_여_60~69세,"6,796","2,291","1,081",836,458,641,393,818,278
2021년03월_여_70~79세,"4,321","1,458",589,428,382,404,269,581,210
2021년03월_여_80~89세,"3,023","1,012",366,258,307,336,174,396,174
2021년03월_여_90~99세,476,139,46,34,53,82,38,53,31
2021년03월_여_100세 이상,17,10,0,1,2,0,0,2,2
2021년04월_계_총인구수,"114,297","33,202","24,382","30,874","4,200","5,325","3,440","9,673","3,201"
2021년04월_계_연령구간인구수,"114,297","33,202","24,382","30,874","4,200","5,325","3,440","9,673","3,201"
2021년04월_계_0~9세,"9,222","2,273","1,861","4,299",75,122,71,302,219
2021년04월_계_10~19세,"11,439","3,331","3,119","3,752",116,167,131,655,168
2021년04월_계_20~29세,"11,825","3,822","2,903","2,920",293,400,232,"1,036",219
2021년04월_계_30~39세,"14,361","3,363","2,448","6,764",258,337,206,668,317
2021년04월_계_40~49세,"20,641","5,401","5,157","7,107",365,482,353,"1,361",415
2021년04월_계_50~59세,"19,701","6,270","4,878","3,199",796,"1,081",708,"2,213",556
2021년04월_계_60~69세,"14,286","4,574","2,358","1,666","1,054","1,382",890,"1,744",618
2021년04월_계_70~79세,"7,663","2,468","1,051",746,692,778,521,"1,031",376
2021년04월_계_80~89세,"4,504","1,496",542,375,477,482,272,594,266
2021년04월_계_90~99세,635,193,65,45,71,94,56,67,44
2021년04월_계_100세 이상,20,11,0,1,3,0,0,2,3
2021년04월_남_총인구수,"59,540","16,608","12,696","16,683","2,259","2,718","1,876","5,028","1,672"
2021년04월_남_연령구간인구수,"59,540","16,608","12,696","16,683","2,259","2,718","1,876","5,028","1,672"
2021년04월_남_0~9세,"4,773","1,164",967,"2,232",37,61,37,151,124
2021년04월_남_10~19세,"6,020","1,726","1,634","1,995",66,88,66,351,94
2021년04월_남_20~29세,"6,733","2,181","1,691","1,508",175,256,155,631,136
2021년04월_남_30~39세,"7,801","1,793","1,267","3,689",156,200,128,401,167
2021년04월_남_40~49세,"11,124","2,744","2,551","4,076",252,302,216,736,247
2021년04월_남_50~59세,"10,665","3,178","2,664","1,908",479,553,410,"1,176",297
2021년04월_남_60~69세,"7,438","2,278","1,261",826,594,728,494,922,335
2021년04월_남_70~79세,"3,360","1,010",462,323,315,375,256,450,169
2021년04월_남_80~89세,"1,473",482,182,116,168,144,95,196,90
2021년04월_남_90~99세,151,51,17,10,17,11,19,14,12
2021년04월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년04월_여_총인구수,"54,757","16,594","11,686","14,191","1,941","2,607","1,564","4,645","1,529"
2021년04월_여_연령구간인구수,"54,757","16,594","11,686","14,191","1,941","2,607","1,564","4,645","1,529"
2021년04월_여_0~9세,"4,449","1,109",894,"2,067",38,61,34,151,95
2021년04월_여_10~19세,"5,419","1,605","1,485","1,757",50,79,65,304,74
2021년04월_여_20~29세,"5,092","1,641","1,212","1,412",118,144,77,405,83
2021년04월_여_30~39세,"6,560","1,570","1,181","3,075",102,137,78,267,150
2021년04월_여_40~49세,"9,517","2,657","2,606","3,031",113,180,137,625,168
2021년04월_여_50~59세,"9,036","3,092","2,214","1,291",317,528,298,"1,037",259
2021년04월_여_60~69세,"6,848","2,296","1,097",840,460,654,396,822,283
2021년04월_여_70~79세,"4,303","1,458",589,423,377,403,265,581,207
2021년04월_여_80~89세,"3,031","1,014",360,259,309,338,177,398,176
2021년04월_여_90~99세,484,142,48,35,54,83,37,53,32
2021년04월_여_100세 이상,18,10,0,1,3,0,0,2,2
2021년05월_계_총인구수,"114,029","33,016","24,412","30,891","4,173","5,303","3,417","9,646","3,171"
2021년05월_계_연령구간인구수,"114,029","33,016","24,412","30,891","4,173","5,303","3,417","9,646","3,171"
2021년05월_계_0~9세,"9,166","2,261","1,851","4,269",76,123,71,302,213
2021년05월_계_10~19세,"11,415","3,322","3,117","3,750",113,168,128,646,171
2021년05월_계_20~29세,"11,811","3,804","2,926","2,928",297,395,228,"1,021",212
2021년05월_계_30~39세,"14,286","3,347","2,442","6,733",255,334,200,660,315
2021년05월_계_40~49세,"20,566","5,346","5,142","7,131",361,473,348,"1,354",411
2021년05월_계_50~59세,"19,708","6,250","4,906","3,220",793,"1,077",707,"2,199",556
2021년05월_계_60~69세,"14,308","4,562","2,369","1,686","1,049","1,379",886,"1,764",613
2021년05월_계_70~79세,"7,623","2,437","1,052",746,683,773,526,"1,037",369
2021년05월_계_80~89세,"4,486","1,486",540,382,472,487,265,592,262
2021년05월_계_90~99세,638,190,67,45,71,92,58,69,46
2021년05월_계_100세 이상,22,11,0,1,3,2,0,2,3
2021년05월_남_총인구수,"59,450","16,562","12,702","16,688","2,249","2,708","1,861","5,030","1,650"
2021년05월_남_연령구간인구수,"59,450","16,562","12,702","16,688","2,249","2,708","1,861","5,030","1,650"
2021년05월_남_0~9세,"4,743","1,152",967,"2,212",39,62,38,153,120
2021년05월_남_10~19세,"6,005","1,721","1,625","1,995",66,89,64,349,96
2021년05월_남_20~29세,"6,733","2,180","1,702","1,515",176,255,153,621,131
2021년05월_남_30~39세,"7,782","1,790","1,268","3,673",156,200,126,401,168
2021년05월_남_40~49세,"11,072","2,720","2,534","4,085",247,295,213,733,245
2021년05월_남_50~59세,"10,673","3,177","2,679","1,927",475,550,403,"1,168",294
2021년05월_남_60~69세,"7,473","2,284","1,267",832,598,728,492,940,332
2021년05월_남_70~79세,"3,344","1,007",461,320,310,369,259,453,165
2021년05월_남_80~89세,"1,474",480,181,119,166,149,95,198,86
2021년05월_남_90~99세,149,50,18,10,16,11,18,14,12
2021년05월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년05월_여_총인구수,"54,579","16,454","11,710","14,203","1,924","2,595","1,556","4,616","1,521"
2021년05월_여_연령구간인구수,"54,579","16,454","11,710","14,203","1,924","2,595","1,556","4,616","1,521"
2021년05월_여_0~9세,"4,423","1,109",884,"2,057",37,61,33,149,93
2021년05월_여_10~19세,"5,410","1,601","1,492","1,755",47,79,64,297,75
2021년05월_여_20~29세,"5,078","1,624","1,224","1,413",121,140,75,400,81
2021년05월_여_30~39세,"6,504","1,557","1,174","3,060",99,134,74,259,147
2021년05월_여_40~49세,"9,494","2,626","2,608","3,046",114,178,135,621,166
2021년05월_여_50~59세,"9,035","3,073","2,227","1,293",318,527,304,"1,031",262
2021년05월_여_60~69세,"6,835","2,278","1,102",854,451,651,394,824,281
2021년05월_여_70~79세,"4,279","1,430",591,426,373,404,267,584,204
2021년05월_여_80~89세,"3,012","1,006",359,263,306,338,170,394,176
2021년05월_여_90~99세,489,140,49,35,55,81,40,55,34
2021년05월_여_100세 이상,20,10,0,1,3,2,0,2,2
2021년06월_계_총인구수,"114,016","33,008","24,399","30,915","4,141","5,337","3,411","9,627","3,178"
2021년06월_계_연령구간인구수,"114,016","33,008","24,399","30,915","4,141","5,337","3,411","9,627","3,178"
2021년06월_계_0~9세,"9,090","2,252","1,833","4,230",72,126,69,295,213
2021년06월_계_10~19세,"11,419","3,309","3,119","3,773",112,171,124,641,170
2021년06월_계_20~29세,"11,752","3,794","2,915","2,910",290,400,222,"1,011",210
2021년06월_계_30~39세,"14,245","3,347","2,425","6,718",252,332,201,653,317
2021년06월_계_40~49세,"20,540","5,328","5,130","7,164",356,466,340,"1,344",412
2021년06월_계_50~59세,"19,712","6,256","4,900","3,237",778,"1,085",706,"2,197",553
2021년06월_계_60~69세,"14,463","4,598","2,410","1,713","1,046","1,400",897,"1,783",616
2021년06월_계_70~79세,"7,629","2,422","1,056",744,691,777,530,"1,038",371
2021년06월_계_80~89세,"4,503","1,499",542,380,470,487,265,594,266
2021년06월_계_90~99세,641,192,69,45,72,91,57,68,47
2021년06월_계_100세 이상,22,11,0,1,2,2,0,3,3
2021년06월_남_총인구수,"59,430","16,562","12,682","16,701","2,228","2,723","1,861","5,019","1,654"
2021년06월_남_연령구간인구수,"59,430","16,562","12,682","16,701","2,228","2,723","1,861","5,019","1,654"
2021년06월_남_0~9세,"4,692","1,144",958,"2,187",37,62,36,148,120
2021년06월_남_10~19세,"6,012","1,716","1,622","2,009",66,90,64,349,96
2021년06월_남_20~29세,"6,724","2,186","1,701","1,511",169,263,148,615,131
2021년06월_남_30~39세,"7,755","1,780","1,253","3,670",156,200,128,399,169
2021년06월_남_40~49세,"11,044","2,713","2,528","4,085",243,292,210,729,244
2021년06월_남_50~59세,"10,674","3,183","2,665","1,947",464,552,401,"1,168",294
2021년06월_남_60~69세,"7,550","2,301","1,291",845,596,736,501,944,336
2021년06월_남_70~79세,"3,354","1,004",464,320,314,371,261,456,164
2021년06월_남_80~89세,"1,473",482,182,117,167,147,95,196,87
2021년06월_남_90~99세,150,52,18,10,16,10,17,15,12
2021년06월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년06월_여_총인구수,"54,586","16,446","11,717","14,214","1,913","2,614","1,550","4,608","1,524"
2021년06월_여_연령구간인구수,"54,586","16,446","11,717","14,214","1,913","2,614","1,550","4,608","1,524"
2021년06월_여_0~9세,"4,398","1,108",875,"2,043",35,64,33,147,93
2021년06월_여_10~19세,"5,407","1,593","1,497","1,764",46,81,60,292,74
2021년06월_여_20~29세,"5,028","1,608","1,214","1,399",121,137,74,396,79
2021년06월_여_30~39세,"6,490","1,567","1,172","3,048",96,132,73,254,148
2021년06월_여_40~49세,"9,496","2,615","2,602","3,079",113,174,130,615,168
2021년06월_여_50~59세,"9,038","3,073","2,235","1,290",314,533,305,"1,029",259
2021년06월_여_60~69세,"6,913","2,297","1,119",868,450,664,396,839,280
2021년06월_여_70~79세,"4,275","1,418",592,424,377,406,269,582,207
2021년06월_여_80~89세,"3,030","1,017",360,263,303,340,170,398,179
2021년06월_여_90~99세,491,140,51,35,56,81,40,53,35
2021년06월_여_100세 이상,20,10,0,1,2,2,0,3,2
2021년07월_계_총인구수,"113,981","32,939","24,419","30,963","4,131","5,340","3,408","9,624","3,157"
2021년07월_계_연령구간인구수,"113,981","32,939","24,419","30,963","4,131","5,340","3,408","9,624","3,157"
2021년07월_계_0~9세,"9,000","2,228","1,804","4,194",72,127,70,297,208
2021년07월_계_10~19세,"11,413","3,294","3,134","3,779",111,172,121,634,168
2021년07월_계_20~29세,"11,735","3,768","2,918","2,937",284,384,224,"1,011",209
2021년07월_계_30~39세,"14,135","3,324","2,396","6,668",251,330,200,656,310
2021년07월_계_40~49세,"20,515","5,314","5,125","7,184",354,473,334,"1,328",403
2021년07월_계_50~59세,"19,779","6,245","4,936","3,283",776,"1,083",706,"2,199",551
2021년07월_계_60~69세,"14,575","4,640","2,428","1,740","1,047","1,405",897,"1,796",622
2021년07월_계_70~79세,"7,634","2,417","1,064",743,691,778,531,"1,037",373
2021년07월_계_80~89세,"4,524","1,503",545,386,471,492,268,594,265
2021년07월_계_90~99세,648,194,69,48,72,94,57,69,45
2021년07월_계_100세 이상,23,12,0,1,2,2,0,3,3
2021년07월_남_총인구수,"59,388","16,518","12,691","16,715","2,225","2,725","1,857","5,009","1,648"
2021년07월_남_연령구간인구수,"59,388","16,518","12,691","16,715","2,225","2,725","1,857","5,009","1,648"
2021년07월_남_0~9세,"4,645","1,135",938,"2,168",38,64,36,148,118
2021년07월_남_10~19세,"5,999","1,698","1,635","2,008",65,90,61,347,95
2021년07월_남_20~29세,"6,720","2,177","1,711","1,520",167,255,149,610,131
2021년07월_남_30~39세,"7,683","1,774","1,230","3,629",155,199,127,404,165
2021년07월_남_40~49세,"11,034","2,706","2,527","4,102",247,295,207,714,236
2021년07월_남_50~59세,"10,701","3,165","2,680","1,975",459,549,402,"1,171",300
2021년07월_남_60~69세,"7,609","2,321","1,302",863,596,745,500,944,338
2021년07월_남_70~79세,"3,370","1,004",468,322,314,370,263,461,168
2021년07월_남_80~89세,"1,470",484,182,118,167,147,94,193,85
2021년07월_남_90~99세,155,53,18,10,17,11,18,17,11
2021년07월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년07월_여_총인구수,"54,593","16,421","11,728","14,248","1,906","2,615","1,551","4,615","1,509"
2021년07월_여_연령구간인구수,"54,593","16,421","11,728","14,248","1,906","2,615","1,551","4,615","1,509"
2021년07월_여_0~9세,"4,355","1,093",866,"2,026",34,63,34,149,90
2021년07월_여_10~19세,"5,414","1,596","1,499","1,771",46,82,60,287,73
2021년07월_여_20~29세,"5,015","1,591","1,207","1,417",117,129,75,401,78
2021년07월_여_30~39세,"6,452","1,550","1,166","3,039",96,131,73,252,145
2021년07월_여_40~49세,"9,481","2,608","2,598","3,082",107,178,127,614,167
2021년07월_여_50~59세,"9,078","3,080","2,256","1,308",317,534,304,"1,028",251
2021년07월_여_60~69세,"6,966","2,319","1,126",877,451,660,397,852,284
2021년07월_여_70~79세,"4,264","1,413",596,421,377,408,268,576,205
2021년07월_여_80~89세,"3,054","1,019",363,268,304,345,174,401,180
2021년07월_여_90~99세,493,141,51,38,55,83,39,52,34
2021년07월_여_100세 이상,21,11,0,1,2,2,0,3,2
2021년08월_계_총인구수,"114,021","32,948","24,433","31,011","4,117","5,355","3,408","9,606","3,143"
2021년08월_계_연령구간인구수,"114,021","32,948","24,433","31,011","4,117","5,355","3,408","9,606","3,143"
2021년08월_계_0~9세,"8,924","2,213","1,781","4,173",76,124,67,286,204
2021년08월_계_10~19세,"11,417","3,296","3,140","3,784",111,173,116,626,171
2021년08월_계_20~29세,"11,751","3,769","2,917","2,955",278,392,225,"1,011",204
2021년08월_계_30~39세,"14,040","3,304","2,385","6,626",242,330,202,648,303
2021년08월_계_40~49세,"20,480","5,292","5,110","7,217",348,469,333,"1,310",401
2021년08월_계_50~59세,"19,839","6,252","4,950","3,322",776,"1,082",705,"2,200",552
2021년08월_계_60~69세,"14,694","4,684","2,469","1,750","1,049","1,414",900,"1,806",622
2021년08월_계_70~79세,"7,658","2,420","1,065",746,692,782,536,"1,048",369
2021년08월_계_80~89세,"4,545","1,511",544,386,474,497,266,597,270
2021년08월_계_90~99세,651,195,72,51,69,91,58,71,44
2021년08월_계_100세 이상,22,12,0,1,2,1,0,3,3
2021년08월_남_총인구수,"59,390","16,521","12,696","16,726","2,211","2,738","1,860","5,000","1,638"
2021년08월_남_연령구간인구수,"59,390","16,521","12,696","16,726","2,211","2,738","1,860","5,000","1,638"
