카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년01월_여_총인구수,"220,931","2,567","12,177","1,972","9,994","10,468","4,830","5,637","4,440","4,135","9,166","3,474","14,582","3,377","18,041","18,721","11,118","12,791","18,468","8,506","13,526","14,934","5,804","12,203"
2021년01월_여_연령구간인구수,"220,931","2,567","12,177","1,972","9,994","10,468","4,830","5,637","4,440","4,135","9,166","3,474","14,582","3,377","18,041","18,721","11,118","12,791","18,468","8,506","13,526","14,934","5,804","12,203"
2021년01월_여_0~9세,"16,491",182,"1,207",83,"1,107",815,126,296,140,143,605,81,"1,109",149,"1,676","2,214",665,777,"1,344",464,814,"1,119",316,"1,059"
2021년01월_여_10~19세,"20,680",187,"1,009",85,"1,103","1,111",219,439,208,211,576,169,"1,455",201,"1,922","1,546",808,"1,175","2,386",772,"1,136","2,138",312,"1,512"
2021년01월_여_20~29세,"28,509",276,"1,486",201,"1,046","1,123",431,728,"1,197",552,"1,159",932,"1,848",312,"1,981","1,828","1,778","1,778","2,512","1,076","1,978","1,950",619,"1,718"
2021년01월_여_30~39세,"25,618",323,"1,845",191,"1,474","1,195",309,530,451,396,949,394,"1,736",354,"2,373","3,157","1,190","1,299","1,721",716,"1,428","1,502",661,"1,424"
2021년01월_여_40~49세,"36,851",324,"2,041",202,"1,916","1,855",499,758,449,451,"1,271",351,"2,470",418,"3,445","3,132","1,590","2,056","3,704","1,305","2,037","3,410",717,"2,450"
2021년01월_여_50~59세,"39,483",382,"1,662",437,"1,439","1,787",937,"1,203",645,770,"1,492",618,"2,677",641,"2,967","3,065","2,176","2,502","3,623","1,798","2,857","2,665","1,132","2,008"
2021년01월_여_60~69세,"27,922",446,"1,393",412,"1,011","1,268","1,053",900,656,860,"1,456",515,"1,888",682,"2,096","2,160","1,552","1,784","1,633","1,313","1,770",990,"1,116",968
2021년01월_여_70~79세,"16,179",283,938,224,589,842,826,500,447,491,"1,028",277,865,404,"1,055","1,075",849,950,962,623,906,729,670,646
2021년01월_여_80~89세,"7,993",138,495,117,273,416,390,252,217,226,533,119,435,195,445,466,443,400,508,393,535,404,228,365
2021년01월_여_90~99세,"1,129",23,91,20,31,50,36,30,27,35,86,18,95,20,80,74,65,68,73,43,60,26,27,51
2021년01월_여_100세 이상,76,3,10,0,5,6,4,1,3,0,11,0,4,1,1,4,2,2,2,3,5,1,6,2
2021년02월_계_총인구수,"439,218","4,962","23,475","4,237","19,319","20,287","9,525","11,061","9,149","8,635","18,462","7,670","28,886","6,716","36,779","37,290","22,305","25,033","36,367","17,062","26,867","29,007","12,062","24,062"
2021년02월_계_연령구간인구수,"439,218","4,962","23,475","4,237","19,319","20,287","9,525","11,061","9,149","8,635","18,462","7,670","28,886","6,716","36,779","37,290","22,305","25,033","36,367","17,062","26,867","29,007","12,062","24,062"
2021년02월_계_0~9세,"33,476",350,"2,339",173,"2,180","1,726",253,600,282,299,"1,171",182,"2,261",312,"3,514","4,512","1,331","1,621","2,662",929,"1,665","2,308",622,"2,184"
2021년02월_계_10~19세,"42,942",356,"2,060",207,"2,270","2,260",458,902,450,480,"1,176",351,"3,026",419,"3,935","3,156","1,741","2,476","4,994","1,598","2,454","4,417",626,"3,130"
2021년02월_계_20~29세,"61,951",569,"2,847",484,"2,153","2,386","1,011","1,635","2,570","1,301","2,902","2,376","4,149",739,"4,255","3,924","3,809","3,700","5,396","2,425","4,313","4,156","1,362","3,489"
2021년02월_계_30~39세,"53,519",671,"3,671",464,"2,747","2,342",747,"1,160","1,155","1,037","2,147","1,019","3,610",817,"4,843","6,360","2,630","2,751","3,470","1,622","3,051","2,842","1,563","2,800"
2021년02월_계_40~49세,"72,048",710,"4,070",487,"3,699","3,481","1,126","1,471","1,040","1,016","2,652",813,"4,668",899,"7,005","6,464","3,144","3,980","6,756","2,523","3,765","5,994","1,623","4,662"
2021년02월_계_50~59세,"78,209",794,"3,263",894,"2,831","3,476","1,912","2,250","1,271","1,574","2,958","1,200","5,110","1,217","6,275","5,917","4,200","4,753","7,231","3,534","5,477","5,481","2,367","4,224"
2021년02월_계_60~69세,"54,707",778,"2,670",902,"1,906","2,401","2,022","1,730","1,235","1,582","2,735","1,019","3,697","1,283","4,169","4,278","3,122","3,358","3,381","2,654","3,646","2,021","2,223","1,895"
2021년02월_계_70~79세,"28,383",501,"1,618",425,"1,029","1,482","1,335",889,759,927,"1,762",486,"1,574",699,"1,980","1,905","1,524","1,666","1,631","1,134","1,586","1,134","1,249","1,088"
2021년02월_계_80~89세,"12,429",197,807,171,451,660,606,379,343,377,832,200,679,304,704,682,717,643,753,588,823,612,376,525
2021년02월_계_90~99세,"1,457",32,118,29,48,67,48,44,41,42,111,23,107,26,97,87,85,83,91,52,81,39,43,63
2021년02월_계_100세 이상,97,4,12,1,5,6,7,1,3,0,16,1,5,1,2,5,2,2,2,3,6,3,8,2
2021년02월_남_총인구수,"218,625","2,393","11,309","2,268","9,353","9,813","4,724","5,441","4,718","4,507","9,322","4,198","14,283","3,351","18,741","18,592","11,186","12,264","17,947","8,572","13,390","14,091","6,279","11,883"
2021년02월_남_연령구간인구수,"218,625","2,393","11,309","2,268","9,353","9,813","4,724","5,441","4,718","4,507","9,322","4,198","14,283","3,351","18,741","18,592","11,186","12,264","17,947","8,572","13,390","14,091","6,279","11,883"
2021년02월_남_0~9세,"17,125",165,"1,148",89,"1,093",904,132,305,147,159,577,100,"1,147",167,"1,848","2,311",677,846,"1,329",477,870,"1,192",307,"1,135"
2021년02월_남_10~19세,"22,305",169,"1,042",125,"1,171","1,150",246,467,235,272,597,179,"1,571",220,"2,020","1,609",931,"1,297","2,607",827,"1,338","2,289",316,"1,627"
2021년02월_남_20~29세,"33,480",293,"1,365",280,"1,106","1,271",587,909,"1,385",744,"1,751","1,430","2,290",423,"2,252","2,107","2,015","1,938","2,907","1,357","2,330","2,209",744,"1,787"
2021년02월_남_30~39세,"28,070",349,"1,832",276,"1,292","1,142",439,640,702,643,"1,197",635,"1,874",469,"2,487","3,213","1,459","1,466","1,755",899,"1,661","1,352",906,"1,382"
2021년02월_남_40~49세,"35,358",387,"2,020",280,"1,779","1,628",633,711,594,579,"1,398",467,"2,207",486,"3,568","3,347","1,553","1,933","3,091","1,233","1,730","2,610",912,"2,212"
2021년02월_남_50~59세,"38,774",412,"1,604",470,"1,387","1,699",984,"1,059",629,799,"1,467",595,"2,429",587,"3,304","2,852","2,041","2,252","3,600","1,736","2,618","2,789","1,254","2,207"
2021년02월_남_60~69세,"26,618",334,"1,277",483,885,"1,127",971,829,575,720,"1,280",500,"1,808",590,"2,068","2,102","1,551","1,569","1,725","1,332","1,857","1,020","1,097",918
2021년02월_남_70~79세,"12,209",217,682,201,445,642,508,388,315,434,730,211,701,298,919,825,669,714,671,514,686,413,581,445
2021년02월_남_80~89세,"4,363",58,307,54,177,236,213,121,124,151,297,75,242,107,260,215,271,235,243,188,281,203,146,159
2021년02월_남_90~99세,303,8,30,9,18,14,9,12,12,6,22,5,13,4,14,10,19,14,19,9,18,13,14,11
2021년02월_남_100세 이상,20,1,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2021년02월_여_총인구수,"220,593","2,569","12,166","1,969","9,966","10,474","4,801","5,620","4,431","4,128","9,140","3,472","14,603","3,365","18,038","18,698","11,119","12,769","18,420","8,490","13,477","14,916","5,783","12,179"
2021년02월_여_연령구간인구수,"220,593","2,569","12,166","1,969","9,966","10,474","4,801","5,620","4,431","4,128","9,140","3,472","14,603","3,365","18,038","18,698","11,119","12,769","18,420","8,490","13,477","14,916","5,783","12,179"
2021년02월_여_0~9세,"16,351",185,"1,191",84,"1,087",822,121,295,135,140,594,82,"1,114",145,"1,666","2,201",654,775,"1,333",452,795,"1,116",315,"1,049"
2021년02월_여_10~19세,"20,637",187,"1,018",82,"1,099","1,110",212,435,215,208,579,172,"1,455",199,"1,915","1,547",810,"1,179","2,387",771,"1,116","2,128",310,"1,503"
2021년02월_여_20~29세,"28,471",276,"1,482",204,"1,047","1,115",424,726,"1,185",557,"1,151",946,"1,859",316,"2,003","1,817","1,794","1,762","2,489","1,068","1,983","1,947",618,"1,702"
2021년02월_여_30~39세,"25,449",322,"1,839",188,"1,455","1,200",308,520,453,394,950,384,"1,736",348,"2,356","3,147","1,171","1,285","1,715",723,"1,390","1,490",657,"1,418"
2021년02월_여_40~49세,"36,690",323,"2,050",207,"1,920","1,853",493,760,446,437,"1,254",346,"2,461",413,"3,437","3,117","1,591","2,047","3,665","1,290","2,035","3,384",711,"2,450"
2021년02월_여_50~59세,"39,435",382,"1,659",424,"1,444","1,777",928,"1,191",642,775,"1,491",605,"2,681",630,"2,971","3,065","2,159","2,501","3,631","1,798","2,859","2,692","1,113","2,017"
2021년02월_여_60~69세,"28,089",444,"1,393",419,"1,021","1,274","1,051",901,660,862,"1,455",519,"1,889",693,"2,101","2,176","1,571","1,789","1,656","1,322","1,789","1,001","1,126",977
2021년02월_여_70~79세,"16,174",284,936,224,584,840,827,501,444,493,"1,032",275,873,401,"1,061","1,080",855,952,960,620,900,721,668,643
2021년02월_여_80~89세,"8,066",139,500,117,274,424,393,258,219,226,535,125,437,197,444,467,446,408,510,400,542,409,230,366
2021년02월_여_90~99세,"1,154",24,88,20,30,53,39,32,29,36,89,18,94,22,83,77,66,69,72,43,63,26,29,52
2021년02월_여_100세 이상,77,3,10,0,5,6,5,1,3,0,10,0,4,1,1,4,2,2,2,3,5,2,6,2
2021년03월_계_총인구수,"438,365","4,957","23,433","4,222","19,300","20,240","9,450","11,040","9,125","8,618","18,422","7,680","28,979","6,653","36,726","37,212","22,360","24,978","36,242","17,031","26,782","28,880","12,036","23,999"
2021년03월_계_연령구간인구수,"438,365","4,957","23,433","4,222","19,300","20,240","9,450","11,040","9,125","8,618","18,422","7,680","28,979","6,653","36,726","37,212","22,360","24,978","36,242","17,031","26,782","28,880","12,036","23,999"
2021년03월_계_0~9세,"33,229",354,"2,334",171,"2,183","1,718",252,594,276,294,"1,169",179,"2,252",302,"3,491","4,492","1,316","1,614","2,630",906,"1,645","2,284",618,"2,155"
2021년03월_계_10~19세,"42,656",354,"2,037",205,"2,268","2,250",440,897,452,476,"1,164",354,"3,013",408,"3,917","3,144","1,742","2,454","4,948","1,584","2,445","4,382",620,"3,102"
2021년03월_계_20~29세,"61,942",561,"2,865",484,"2,141","2,363","1,003","1,631","2,575","1,282","2,887","2,392","4,221",720,"4,239","3,899","3,887","3,703","5,365","2,426","4,286","4,135","1,375","3,502"
2021년03월_계_30~39세,"53,279",676,"3,642",467,"2,753","2,316",741,"1,150","1,139","1,036","2,138","1,024","3,630",809,"4,824","6,320","2,628","2,740","3,443","1,609","3,044","2,829","1,546","2,775"
2021년03월_계_40~49세,"71,680",703,"4,052",481,"3,694","3,480","1,106","1,461","1,029","1,032","2,639",819,"4,651",883,"6,984","6,458","3,116","3,952","6,699","2,508","3,755","5,923","1,614","4,641"
2021년03월_계_50~59세,"77,916",792,"3,266",881,"2,809","3,463","1,881","2,250","1,267","1,553","2,945","1,189","5,085","1,195","6,270","5,916","4,179","4,730","7,244","3,521","5,433","5,501","2,338","4,208"
2021년03월_계_60~69세,"55,146",784,"2,671",904,"1,917","2,425","2,033","1,738","1,246","1,596","2,747","1,010","3,743","1,303","4,179","4,300","3,159","3,392","3,427","2,695","3,671","2,034","2,238","1,934"
2021년03월_계_70~79세,"28,455",502,"1,617",429,"1,022","1,485","1,336",895,755,930,"1,753",486,"1,589",699,"2,012","1,909","1,523","1,659","1,638","1,141","1,592","1,139","1,253","1,091"
2021년03월_계_80~89세,"12,508",196,817,171,459,668,606,379,343,379,851,204,686,303,711,678,725,647,755,588,821,613,380,528
2021년03월_계_90~99세,"1,462",31,119,28,49,66,49,44,40,40,113,22,103,30,98,91,83,85,91,50,83,39,46,62
2021년03월_계_100세 이상,92,4,13,1,5,6,3,1,3,0,16,1,6,1,1,5,2,2,2,3,7,1,8,1
2021년03월_남_총인구수,"218,197","2,388","11,297","2,260","9,347","9,798","4,693","5,430","4,721","4,499","9,296","4,189","14,315","3,312","18,718","18,575","11,213","12,247","17,857","8,572","13,332","14,034","6,253","11,851"
2021년03월_남_연령구간인구수,"218,197","2,388","11,297","2,260","9,347","9,798","4,693","5,430","4,721","4,499","9,296","4,189","14,315","3,312","18,718","18,575","11,213","12,247","17,857","8,572","13,332","14,034","6,253","11,851"
2021년03월_남_0~9세,"17,010",166,"1,144",89,"1,094",902,133,299,144,158,574,97,"1,148",156,"1,841","2,315",674,841,"1,304",468,857,"1,178",305,"1,123"
2021년03월_남_10~19세,"22,167",169,"1,030",121,"1,167","1,147",238,463,233,268,592,182,"1,574",216,"2,016","1,596",929,"1,286","2,587",821,"1,331","2,274",308,"1,619"
2021년03월_남_20~29세,"33,448",286,"1,387",284,"1,103","1,267",581,908,"1,397",730,"1,747","1,427","2,302",409,"2,243","2,100","2,049","1,936","2,880","1,359","2,305","2,206",754,"1,788"
2021년03월_남_30~39세,"27,987",357,"1,826",281,"1,297","1,126",439,636,697,645,"1,190",635,"1,876",467,"2,471","3,200","1,460","1,472","1,733",900,"1,660","1,351",898,"1,370"
2021년03월_남_40~49세,"35,154",378,"2,004",273,"1,774","1,628",619,709,590,584,"1,384",469,"2,198",475,"3,565","3,344","1,539","1,913","3,065","1,229","1,723","2,582",908,"2,201"
2021년03월_남_50~59세,"38,670",411,"1,593",465,"1,383","1,698",974,"1,058",633,790,"1,460",592,"2,423",579,"3,301","2,861","2,035","2,261","3,605","1,727","2,604","2,796","1,232","2,189"
2021년03월_남_60~69세,"26,789",338,"1,280",479,886,"1,140",979,832,580,728,"1,286",492,"1,831",599,"2,069","2,104","1,566","1,576","1,748","1,352","1,860","1,014","1,103",947
2021년03월_남_70~79세,"12,272",216,689,206,441,637,507,393,313,435,736,212,708,299,939,831,671,710,675,518,691,417,581,447
2021년03월_남_80~89세,"4,382",58,312,53,184,239,214,121,123,155,299,77,242,107,259,210,272,237,242,188,281,203,148,158
2021년03월_남_90~99세,302,8,30,8,18,14,9,11,11,6,22,5,12,5,14,13,18,15,18,10,19,13,14,9
2021년03월_남_100세 이상,16,1,2,1,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,1,0,2,0
2021년03월_여_총인구수,"220,168","2,569","12,136","1,962","9,953","10,442","4,757","5,610","4,404","4,119","9,126","3,491","14,664","3,341","18,008","18,637","11,147","12,731","18,385","8,459","13,450","14,846","5,783","12,148"
2021년03월_여_연령구간인구수,"220,168","2,569","12,136","1,962","9,953","10,442","4,757","5,610","4,404","4,119","9,126","3,491","14,664","3,341","18,008","18,637","11,147","12,731","18,385","8,459","13,450","14,846","5,783","12,148"
2021년03월_여_0~9세,"16,219",188,"1,190",82,"1,089",816,119,295,132,136,595,82,"1,104",146,"1,650","2,177",642,773,"1,326",438,788,"1,106",313,"1,032"
2021년03월_여_10~19세,"20,489",185,"1,007",84,"1,101","1,103",202,434,219,208,572,172,"1,439",192,"1,901","1,548",813,"1,168","2,361",763,"1,114","2,108",312,"1,483"
2021년03월_여_20~29세,"28,494",275,"1,478",200,"1,038","1,096",422,723,"1,178",552,"1,140",965,"1,919",311,"1,996","1,799","1,838","1,767","2,485","1,067","1,981","1,929",621,"1,714"
2021년03월_여_30~39세,"25,292",319,"1,816",186,"1,456","1,190",302,514,442,391,948,389,"1,754",342,"2,353","3,120","1,168","1,268","1,710",709,"1,384","1,478",648,"1,405"
2021년03월_여_40~49세,"36,526",325,"2,048",208,"1,920","1,852",487,752,439,448,"1,255",350,"2,453",408,"3,419","3,114","1,577","2,039","3,634","1,279","2,032","3,341",706,"2,440"
2021년03월_여_50~59세,"39,246",381,"1,673",416,"1,426","1,765",907,"1,192",634,763,"1,485",597,"2,662",616,"2,969","3,055","2,144","2,469","3,639","1,794","2,829","2,705","1,106","2,019"
2021년03월_여_60~69세,"28,357",446,"1,391",425,"1,031","1,285","1,054",906,666,868,"1,461",518,"1,912",704,"2,110","2,196","1,593","1,816","1,679","1,343","1,811","1,020","1,135",987
2021년03월_여_70~79세,"16,183",286,928,223,581,848,829,502,442,495,"1,017",274,881,400,"1,073","1,078",852,949,963,623,901,722,672,644
2021년03월_여_80~89세,"8,126",138,505,118,275,429,392,258,220,224,552,127,444,196,452,468,453,410,513,400,540,410,232,370
2021년03월_여_90~99세,"1,160",23,89,20,31,52,40,33,29,34,91,17,91,25,84,78,65,70,73,40,64,26,32,53
2021년03월_여_100세 이상,76,3,11,0,5,6,3,1,3,0,10,0,5,1,1,4,2,2,2,3,6,1,6,1
2021년04월_계_총인구수,"438,248","4,951","23,421","4,224","19,268","20,204","9,430","11,002","9,078","8,579","18,317","7,684","29,586","6,613","36,692","37,171","22,382","24,922","36,149","16,974","26,779","28,824","12,012","23,986"
2021년04월_계_연령구간인구수,"438,248","4,951","23,421","4,224","19,268","20,204","9,430","11,002","9,078","8,579","18,317","7,684","29,586","6,613","36,692","37,171","22,382","24,922","36,149","16,974","26,779","28,824","12,012","23,986"
2021년04월_계_0~9세,"33,119",358,"2,318",169,"2,158","1,718",248,585,270,295,"1,149",174,"2,319",293,"3,482","4,483","1,322","1,599","2,616",898,"1,653","2,262",612,"2,138"
2021년04월_계_10~19세,"42,601",349,"2,029",206,"2,292","2,245",436,887,444,473,"1,159",356,"3,096",400,"3,910","3,150","1,733","2,447","4,918","1,563","2,433","4,368",621,"3,086"
2021년04월_계_20~29세,"61,826",554,"2,887",488,"2,117","2,349",987,"1,627","2,571","1,264","2,878","2,391","4,291",723,"4,237","3,882","3,898","3,679","5,329","2,410","4,276","4,123","1,362","3,503"
2021년04월_계_30~39세,"53,180",690,"3,626",464,"2,728","2,303",740,"1,140","1,136","1,040","2,115","1,026","3,752",796,"4,788","6,257","2,635","2,723","3,437","1,604","3,063","2,821","1,533","2,763"
2021년04월_계_40~49세,"71,588",694,"4,067",482,"3,696","3,468","1,116","1,457","1,027","1,021","2,625",825,"4,759",870,"6,961","6,466","3,099","3,956","6,653","2,485","3,737","5,875","1,614","4,635"
2021년04월_계_50~59세,"77,882",790,"3,262",878,"2,807","3,463","1,869","2,239","1,251","1,540","2,907","1,190","5,153","1,192","6,304","5,933","4,176","4,708","7,239","3,523","5,411","5,509","2,323","4,215"
2021년04월_계_60~69세,"55,431",780,"2,673",910,"1,928","2,436","2,035","1,743","1,249","1,598","2,759","1,013","3,808","1,301","4,164","4,315","3,170","3,409","3,469","2,702","3,689","2,073","2,253","1,954"
2021년04월_계_70~79세,"28,460",506,"1,605",424,"1,020","1,483","1,344",900,749,930,"1,740",482,"1,593",695,"2,033","1,906","1,526","1,664","1,635","1,141","1,604","1,132","1,255","1,093"
2021년04월_계_80~89세,"12,597",194,817,174,467,665,605,377,340,377,858,204,704,309,716,683,736,653,763,594,823,619,383,536
2021년04월_계_90~99세,"1,474",32,124,28,50,68,48,46,38,41,110,22,105,33,96,91,85,82,89,51,84,41,48,62
2021년04월_계_100세 이상,90,4,13,1,5,6,2,1,3,0,17,1,6,1,1,5,2,2,1,3,6,1,8,1
2021년04월_남_총인구수,"218,144","2,386","11,290","2,256","9,322","9,779","4,678","5,403","4,700","4,490","9,256","4,187","14,648","3,287","18,716","18,566","11,235","12,220","17,805","8,545","13,305","14,001","6,243","11,826"
2021년04월_남_연령구간인구수,"218,144","2,386","11,290","2,256","9,322","9,779","4,678","5,403","4,700","4,490","9,256","4,187","14,648","3,287","18,716","18,566","11,235","12,220","17,805","8,545","13,305","14,001","6,243","11,826"
2021년04월_남_0~9세,"16,979",169,"1,137",88,"1,090",897,132,290,142,159,565,94,"1,197",148,"1,826","2,315",681,830,"1,294",466,863,"1,177",303,"1,116"
2021년04월_남_10~19세,"22,122",167,"1,021",121,"1,171","1,146",232,459,230,266,595,182,"1,611",209,"2,021","1,603",926,"1,283","2,576",814,"1,316","2,264",306,"1,603"
2021년04월_남_20~29세,"33,420",286,"1,403",286,"1,089","1,263",575,908,"1,393",723,"1,742","1,419","2,348",414,"2,257","2,089","2,061","1,931","2,856","1,343","2,293","2,205",750,"1,786"
2021년04월_남_30~39세,"27,930",362,"1,815",277,"1,285","1,117",436,625,691,651,"1,181",639,"1,934",460,"2,465","3,170","1,454","1,475","1,726",900,"1,668","1,339",894,"1,366"
2021년04월_남_40~49세,"35,125",374,"2,009",272,"1,771","1,629",626,709,594,582,"1,379",468,"2,261",470,"3,550","3,353","1,533","1,907","3,041","1,228","1,711","2,554",904,"2,200"
2021년04월_남_50~59세,"38,645",411,"1,596",462,"1,383","1,686",965,"1,049",627,784,"1,447",596,"2,460",579,"3,320","2,868","2,040","2,248","3,608","1,726","2,583","2,798","1,226","2,183"
2021년04월_남_60~69세,"26,901",333,"1,278",483,887,"1,153",981,834,579,736,"1,282",494,"1,862",598,"2,057","2,111","1,565","1,579","1,764","1,351","1,872","1,030","1,111",961
2021년04월_남_70~79세,"12,294",217,690,206,441,637,508,395,313,430,732,212,714,296,948,837,676,710,675,515,696,415,585,446
2021년04월_남_80~89세,"4,407",57,309,52,187,237,215,121,120,154,304,77,248,108,258,208,279,242,246,192,282,206,148,157
2021년04월_남_90~99세,305,9,30,8,18,14,8,13,11,5,23,5,12,5,14,11,20,15,19,10,20,13,14,8
2021년04월_남_100세 이상,16,1,2,1,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,1,0,2,0
2021년04월_여_총인구수,"220,104","2,565","12,131","1,968","9,946","10,425","4,752","5,599","4,378","4,089","9,061","3,497","14,938","3,326","17,976","18,605","11,147","12,702","18,344","8,429","13,474","14,823","5,769","12,160"
2021년04월_여_연령구간인구수,"220,104","2,565","12,131","1,968","9,946","10,425","4,752","5,599","4,378","4,089","9,061","3,497","14,938","3,326","17,976","18,605","11,147","12,702","18,344","8,429","13,474","14,823","5,769","12,160"
2021년04월_여_0~9세,"16,140",189,"1,181",81,"1,068",821,116,295,128,136,584,80,"1,122",145,"1,656","2,168",641,769,"1,322",432,790,"1,085",309,"1,022"
2021년04월_여_10~19세,"20,479",182,"1,008",85,"1,121","1,099",204,428,214,207,564,174,"1,485",191,"1,889","1,547",807,"1,164","2,342",749,"1,117","2,104",315,"1,483"
2021년04월_여_20~29세,"28,406",268,"1,484",202,"1,028","1,086",412,719,"1,178",541,"1,136",972,"1,943",309,"1,980","1,793","1,837","1,748","2,473","1,067","1,983","1,918",612,"1,717"
2021년04월_여_30~39세,"25,250",328,"1,811",187,"1,443","1,186",304,515,445,389,934,387,"1,818",336,"2,323","3,087","1,181","1,248","1,711",704,"1,395","1,482",639,"1,397"
2021년04월_여_40~49세,"36,463",320,"2,058",210,"1,925","1,839",490,748,433,439,"1,246",357,"2,498",400,"3,411","3,113","1,566","2,049","3,612","1,257","2,026","3,321",710,"2,435"
2021년04월_여_50~59세,"39,237",379,"1,666",416,"1,424","1,777",904,"1,190",624,756,"1,460",594,"2,693",613,"2,984","3,065","2,136","2,460","3,631","1,797","2,828","2,711","1,097","2,032"
2021년04월_여_60~69세,"28,530",447,"1,395",427,"1,041","1,283","1,054",909,670,862,"1,477",519,"1,946",703,"2,107","2,204","1,605","1,830","1,705","1,351","1,817","1,043","1,142",993
2021년04월_여_70~79세,"16,166",289,915,218,579,846,836,505,436,500,"1,008",270,879,399,"1,085","1,069",850,954,960,626,908,717,670,647
2021년04월_여_80~89세,"8,190",137,508,122,280,428,390,256,220,223,554,127,456,201,458,475,457,411,517,402,541,413,235,379
2021년04월_여_90~99세,"1,169",23,94,20,32,54,40,33,27,36,87,17,93,28,82,80,65,67,70,41,64,28,34,54
2021년04월_여_100세 이상,74,3,11,0,5,6,2,1,3,0,11,0,5,1,1,4,2,2,1,3,5,1,6,1
2021년05월_계_총인구수,"437,892","4,912","23,358","4,209","19,212","20,163","9,408","10,987","9,087","8,570","18,250","7,687","29,897","6,623","36,722","37,091","22,385","24,892","36,162","16,878","26,698","28,788","11,980","23,933"
2021년05월_계_연령구간인구수,"437,892","4,912","23,358","4,209","19,212","20,163","9,408","10,987","9,087","8,570","18,250","7,687","29,897","6,623","36,722","37,091","22,385","24,892","36,162","16,878","26,698","28,788","11,980","23,933"
2021년05월_계_0~9세,"32,963",356,"2,308",171,"2,137","1,711",248,574,274,293,"1,138",173,"2,351",296,"3,475","4,460","1,323","1,585","2,612",886,"1,638","2,238",604,"2,112"
2021년05월_계_10~19세,"42,462",347,"2,023",199,"2,287","2,239",431,881,451,470,"1,144",358,"3,120",398,"3,896","3,149","1,722","2,442","4,895","1,557","2,414","4,343",612,"3,084"
2021년05월_계_20~29세,"61,812",555,"2,894",482,"2,116","2,358",982,"1,636","2,577","1,253","2,873","2,383","4,324",720,"4,242","3,859","3,912","3,685","5,348","2,389","4,263","4,127","1,346","3,488"
2021년05월_계_30~39세,"53,071",684,"3,646",470,"2,697","2,277",735,"1,138","1,144","1,039","2,090","1,040","3,829",802,"4,767","6,218","2,625","2,710","3,427","1,598","3,036","2,822","1,538","2,739"
2021년05월_계_40~49세,"71,258",687,"4,041",477,"3,697","3,456","1,114","1,435","1,025","1,017","2,609",825,"4,796",872,"6,933","6,440","3,097","3,936","6,625","2,453","3,704","5,803","1,604","4,612"
2021년05월_계_50~59세,"77,887",774,"3,269",865,"2,793","3,458","1,859","2,229","1,233","1,538","2,912","1,194","5,206","1,180","6,354","5,921","4,164","4,696","7,252","3,499","5,411","5,540","2,310","4,230"
2021년05월_계_60~69세,"55,773",777,"2,657",920,"1,937","2,453","2,035","1,752","1,257","1,609","2,749","1,012","3,858","1,314","4,180","4,349","3,199","3,443","3,509","2,706","3,710","2,110","2,267","1,970"
2021년05월_계_70~79세,"28,478",506,"1,589",424,"1,021","1,479","1,343",915,748,928,"1,738",477,"1,607",695,"2,053","1,914","1,519","1,654","1,637","1,142","1,608","1,136","1,252","1,093"
2021년05월_계_80~89세,"12,661",193,814,171,473,658,608,379,338,379,868,205,702,313,726,684,741,658,769,598,826,627,391,540
2021년05월_계_90~99세,"1,460",32,115,28,49,70,51,47,39,44,112,19,101,32,95,91,82,81,87,48,84,41,48,64
2021년05월_계_100세 이상,67,1,2,2,5,4,2,1,1,0,17,1,3,1,1,6,1,2,1,2,4,1,8,1
2021년05월_남_총인구수,"218,036","2,367","11,282","2,247","9,294","9,763","4,664","5,384","4,723","4,494","9,236","4,188","14,787","3,293","18,739","18,532","11,246","12,193","17,816","8,502","13,262","13,990","6,231","11,803"
2021년05월_남_연령구간인구수,"218,036","2,367","11,282","2,247","9,294","9,763","4,664","5,384","4,723","4,494","9,236","4,188","14,787","3,293","18,739","18,532","11,246","12,193","17,816","8,502","13,262","13,990","6,231","11,803"
2021년05월_남_0~9세,"16,897",170,"1,131",89,"1,079",895,132,283,145,158,561,96,"1,205",148,"1,827","2,311",685,821,"1,294",455,855,"1,165",297,"1,095"
2021년05월_남_10~19세,"22,062",163,"1,023",117,"1,162","1,142",232,457,233,267,589,184,"1,630",207,"2,010","1,604",917,"1,277","2,564",819,"1,303","2,246",303,"1,613"
2021년05월_남_20~29세,"33,417",287,"1,407",285,"1,096","1,268",573,911,"1,393",720,"1,736","1,414","2,349",411,"2,257","2,075","2,071","1,938","2,878","1,323","2,287","2,216",744,"1,778"
