카테고리,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020년07월_계_70~79세,"170,467","29,845","15,426","14,419","11,469","11,228","17,884","13,800","12,978","1,993","13,140","6,834","9,516","8,032","4,541","10,022","10,458","8,727"
2020년07월_계_80~89세,"99,078","14,784","7,872","6,912","7,075","6,247","9,589","8,072","8,035","1,075","7,899","4,206","6,270","5,236","3,294","6,330","6,510","4,456"
2020년07월_계_90~99세,"13,832","2,128","1,150",978,980,889,"1,257","1,179","1,162",164,"1,101",530,972,796,430,837,808,599
2020년07월_계_100세 이상,902,170,86,84,60,60,114,61,87,10,68,31,56,43,19,61,38,24
2020년07월_남_총인구수,"1,081,752","335,655","131,361","204,294","52,782","50,969","162,566","90,960","58,763","21,306","88,007","26,057","32,604","25,834","15,667","49,729","39,465","31,388"
2020년07월_남_연령구간인구수,"1,081,752","335,655","131,361","204,294","52,782","50,969","162,566","90,960","58,763","21,306","88,007","26,057","32,604","25,834","15,667","49,729","39,465","31,388"
2020년07월_남_0~9세,"90,576","32,370","10,833","21,537","3,129","3,194","17,320","8,072","3,808","2,034","8,163","1,381","1,631","1,187",667,"4,127","1,933","1,560"
2020년07월_남_10~19세,"106,045","35,793","13,829","21,964","4,359","4,395","17,622","9,199","5,162","3,354","8,214","2,284","2,516","1,829","1,068","4,915","2,973","2,362"
2020년07월_남_20~29세,"133,825","50,377","18,842","31,535","6,364","5,619","19,943","11,283","6,485","2,724","9,462","2,298","3,172","2,324","1,531","5,325","3,928","2,990"
2020년07월_남_30~39세,"146,459","56,705","17,816","38,889","5,184","5,215","26,014","12,339","5,825","2,318","13,160","2,069","2,465","1,990","1,213","5,518","3,518","2,926"
2020년07월_남_40~49세,"175,321","57,825","22,325","35,500","7,169","7,746","30,211","14,876","8,354","4,096","14,976","3,510","4,009","3,280","1,863","7,657","5,347","4,402"
2020년07월_남_50~59세,"179,404","52,785","22,556","30,229","9,673","9,241","24,582","15,055","10,462","3,469","14,410","5,066","5,772","4,657","2,900","8,264","7,354","5,714"
2020년07월_남_60~69세,"135,133","30,784","15,104","15,680","8,943","8,144","15,291","10,649","9,846","2,043","10,384","4,835","6,357","4,937","3,101","7,026","7,144","5,649"
2020년07월_남_70~79세,"76,939","13,407","7,037","6,370","5,230","5,012","7,897","6,423","5,724",887,"6,152","3,070","4,244","3,559","2,033","4,469","4,746","4,086"
2020년07월_남_80~89세,"34,599","5,075","2,732","2,343","2,459","2,200","3,373","2,821","2,771",345,"2,794","1,411","2,191","1,878","1,172","2,198","2,338","1,573"
2020년07월_남_90~99세,"3,246",488,264,224,259,190,279,235,305,36,278,124,240,184,116,211,179,122
2020년07월_남_100세 이상,205,46,23,23,13,13,34,8,21,0,14,9,7,9,3,19,5,4
2020년07월_여_총인구수,"1,038,940","322,625","127,858","194,767","52,614","49,632","150,753","84,164","58,757","21,466","78,050","25,639","33,240","26,389","15,283","50,291","39,144","30,893"
2020년07월_여_연령구간인구수,"1,038,940","322,625","127,858","194,767","52,614","49,632","150,753","84,164","58,757","21,466","78,050","25,639","33,240","26,389","15,283","50,291","39,144","30,893"
2020년07월_여_0~9세,"86,295","31,076","10,249","20,827","2,896","3,150","16,397","7,597","3,622","1,970","7,816","1,310","1,404","1,206",650,"3,790","1,814","1,597"
2020년07월_여_10~19세,"98,249","33,276","12,806","20,470","4,080","4,059","16,613","8,153","4,812","3,070","7,450","2,078","2,271","1,708",960,"4,739","2,806","2,174"
2020년07월_여_20~29세,"108,699","45,686","16,658","29,028","5,080","3,979","15,953","7,895","5,065","2,135","6,691","1,720","2,308","1,626","1,131","4,344","2,995","2,091"
2020년07월_여_30~39세,"126,198","50,186","16,187","33,999","4,549","4,442","22,709","10,006","5,218","2,373","10,067","1,848","2,068","1,559",902,"5,153","2,795","2,323"
2020년07월_여_40~49세,"153,622","54,269","21,025","33,244","6,408","6,381","25,352","13,000","7,338","4,346","11,629","2,815","3,349","2,707","1,329","6,960","4,350","3,389"
2020년07월_여_50~59세,"160,609","49,902","21,496","28,406","9,010","8,087","20,999","13,188","9,516","3,407","11,333","4,151","5,297","3,967","2,428","7,619","6,531","5,174"
2020년07월_여_60~69세,"135,978","30,319","14,959","15,360","8,968","8,525","15,469","10,700","9,745","2,191","10,094","4,730","6,411","5,139","2,923","7,333","7,307","6,124"
2020년07월_여_70~79세,"93,528","16,438","8,389","8,049","6,239","6,216","9,987","7,377","7,254","1,106","6,988","3,764","5,272","4,473","2,508","5,553","5,712","4,641"
2020년07월_여_80~89세,"64,479","9,709","5,140","4,569","4,616","4,047","6,216","5,251","5,264",730,"5,105","2,795","4,079","3,358","2,122","4,132","4,172","2,883"
2020년07월_여_90~99세,"10,586","1,640",886,754,721,699,978,944,857,128,823,406,732,612,314,626,629,477
2020년07월_여_100세 이상,697,124,63,61,47,47,80,53,66,10,54,22,49,34,16,42,33,20
2020년08월_계_총인구수,"2,120,519","658,212","258,942","399,270","105,353","100,538","313,871","175,272","117,340","42,802","166,067","51,641","65,723","52,137","30,863","99,984","78,420","62,296"
2020년08월_계_연령구간인구수,"2,120,519","658,212","258,942","399,270","105,353","100,538","313,871","175,272","117,340","42,802","166,067","51,641","65,723","52,137","30,863","99,984","78,420","62,296"
2020년08월_계_0~9세,"176,291","63,259","20,939","42,320","5,990","6,302","33,571","15,680","7,395","3,999","15,947","2,667","3,025","2,369","1,303","7,902","3,730","3,152"
2020년08월_계_10~19세,"203,833","68,864","26,544","42,320","8,397","8,430","34,294","17,334","9,931","6,381","15,637","4,359","4,760","3,529","2,019","9,627","5,745","4,526"
2020년08월_계_20~29세,"242,317","96,145","35,474","60,671","11,402","9,593","35,976","19,151","11,512","4,859","16,109","3,985","5,446","3,927","2,630","9,648","6,877","5,057"
2020년08월_계_30~39세,"271,792","106,559","33,827","72,732","9,707","9,588","48,738","22,340","10,966","4,665","23,105","3,882","4,494","3,537","2,095","10,638","6,256","5,222"
2020년08월_계_40~49세,"328,767","112,020","43,252","68,768","13,518","14,119","55,679","27,880","15,668","8,441","26,628","6,323","7,353","5,951","3,164","14,600","9,651","7,772"
2020년08월_계_50~59세,"340,074","102,763","44,033","58,730","18,729","17,272","45,733","28,244","19,909","6,909","25,774","9,178","11,021","8,604","5,320","15,889","13,830","10,899"
2020년08월_계_60~69세,"272,578","61,558","30,280","31,278","17,981","16,761","30,961","21,468","19,649","4,291","20,586","9,623","12,812","10,098","6,036","14,413","14,525","11,816"
2020년08월_계_70~79세,"170,826","29,910","15,453","14,457","11,487","11,261","17,928","13,841","13,032","2,009","13,197","6,828","9,496","8,058","4,544","10,034","10,442","8,759"
2020년08월_계_80~89세,"99,177","14,815","7,896","6,919","7,090","6,262","9,604","8,090","8,026","1,067","7,907","4,224","6,281","5,216","3,300","6,320","6,515","4,460"
2020년08월_계_90~99세,"13,960","2,147","1,158",989,992,889,"1,273","1,183","1,163",171,"1,109",542,980,806,433,853,811,608
2020년08월_계_100세 이상,904,172,86,86,60,61,114,61,89,10,68,30,55,42,19,60,38,25
2020년08월_남_총인구수,"1,081,807","335,724","131,244","204,480","52,741","50,941","162,873","91,076","58,656","21,300","88,049","26,032","32,560","25,776","15,623","49,715","39,353","31,388"
2020년08월_남_연령구간인구수,"1,081,807","335,724","131,244","204,480","52,741","50,941","162,873","91,076","58,656","21,300","88,049","26,032","32,560","25,776","15,623","49,715","39,353","31,388"
2020년08월_남_0~9세,"90,254","32,276","10,775","21,501","3,113","3,170","17,233","8,068","3,792","2,030","8,157","1,367","1,621","1,174",661,"4,120","1,922","1,550"
2020년08월_남_10~19세,"105,807","35,683","13,773","21,910","4,326","4,378","17,674","9,204","5,131","3,335","8,196","2,280","2,509","1,823","1,066","4,890","2,951","2,361"
2020년08월_남_20~29세,"133,757","50,454","18,833","31,621","6,352","5,627","19,959","11,296","6,448","2,715","9,433","2,289","3,164","2,304","1,507","5,325","3,908","2,976"
2020년08월_남_30~39세,"146,143","56,604","17,757","38,847","5,169","5,183","26,077","12,327","5,795","2,295","13,102","2,049","2,440","1,992","1,206","5,516","3,479","2,909"
2020년08월_남_40~49세,"175,173","57,779","22,259","35,520","7,133","7,747","30,237","14,893","8,341","4,110","14,999","3,497","4,012","3,259","1,843","7,623","5,309","4,391"
2020년08월_남_50~59세,"179,499","52,807","22,532","30,275","9,692","9,197","24,675","15,081","10,434","3,471","14,427","5,055","5,751","4,650","2,902","8,282","7,353","5,722"
2020년08월_남_60~69세,"135,921","31,053","15,225","15,828","8,970","8,214","15,409","10,684","9,864","2,077","10,475","4,869","6,374","4,938","3,096","7,057","7,170","5,671"
2020년08월_남_70~79세,"77,086","13,434","7,047","6,387","5,244","5,011","7,922","6,453","5,754",887,"6,163","3,071","4,238","3,565","2,042","4,476","4,724","4,102"
2020년08월_남_80~89세,"34,689","5,099","2,759","2,340","2,467","2,213","3,371","2,827","2,774",343,"2,803","1,418","2,204","1,874","1,177","2,191","2,350","1,578"
2020년08월_남_90~99세,"3,273",489,261,228,262,188,283,234,302,37,280,129,240,188,119,216,182,124
2020년08월_남_100세 이상,205,46,23,23,13,13,33,9,21,0,14,8,7,9,4,19,5,4
2020년08월_여_총인구수,"1,038,712","322,488","127,698","194,790","52,612","49,597","150,998","84,196","58,684","21,502","78,018","25,609","33,163","26,361","15,240","50,269","39,067","30,908"
2020년08월_여_연령구간인구수,"1,038,712","322,488","127,698","194,790","52,612","49,597","150,998","84,196","58,684","21,502","78,018","25,609","33,163","26,361","15,240","50,269","39,067","30,908"
2020년08월_여_0~9세,"86,037","30,983","10,164","20,819","2,877","3,132","16,338","7,612","3,603","1,969","7,790","1,300","1,404","1,195",642,"3,782","1,808","1,602"
2020년08월_여_10~19세,"98,026","33,181","12,771","20,410","4,071","4,052","16,620","8,130","4,800","3,046","7,441","2,079","2,251","1,706",953,"4,737","2,794","2,165"
2020년08월_여_20~29세,"108,560","45,691","16,641","29,050","5,050","3,966","16,017","7,855","5,064","2,144","6,676","1,696","2,282","1,623","1,123","4,323","2,969","2,081"
2020년08월_여_30~39세,"125,649","49,955","16,070","33,885","4,538","4,405","22,661","10,013","5,171","2,370","10,003","1,833","2,054","1,545",889,"5,122","2,777","2,313"
2020년08월_여_40~49세,"153,594","54,241","20,993","33,248","6,385","6,372","25,442","12,987","7,327","4,331","11,629","2,826","3,341","2,692","1,321","6,977","4,342","3,381"
2020년08월_여_50~59세,"160,575","49,956","21,501","28,455","9,037","8,075","21,058","13,163","9,475","3,438","11,347","4,123","5,270","3,954","2,418","7,607","6,477","5,177"
2020년08월_여_60~69세,"136,657","30,505","15,055","15,450","9,011","8,547","15,552","10,784","9,785","2,214","10,111","4,754","6,438","5,160","2,940","7,356","7,355","6,145"
2020년08월_여_70~79세,"93,740","16,476","8,406","8,070","6,243","6,250","10,006","7,388","7,278","1,122","7,034","3,757","5,258","4,493","2,502","5,558","5,718","4,657"
2020년08월_여_80~89세,"64,488","9,716","5,137","4,579","4,623","4,049","6,233","5,263","5,252",724,"5,104","2,806","4,077","3,342","2,123","4,129","4,165","2,882"
2020년08월_여_90~99세,"10,687","1,658",897,761,730,701,990,949,861,134,829,413,740,618,314,637,629,484
2020년08월_여_100세 이상,699,126,63,63,47,48,81,52,68,10,54,22,48,33,15,41,33,21
2020년09월_계_총인구수,"2,120,559","658,670","258,685","399,985","105,192","100,415","314,282","175,330","117,226","42,811","165,991","51,563","65,613","52,026","30,797","99,909","78,370","62,364"
2020년09월_계_연령구간인구수,"2,120,559","658,670","258,685","399,985","105,192","100,415","314,282","175,330","117,226","42,811","165,991","51,563","65,613","52,026","30,797","99,909","78,370","62,364"
2020년09월_계_0~9세,"175,426","63,008","20,830","42,178","5,945","6,265","33,503","15,596","7,340","3,973","15,837","2,637","2,993","2,346","1,294","7,851","3,705","3,133"
2020년09월_계_10~19세,"203,571","68,747","26,425","42,322","8,351","8,386","34,281","17,332","9,939","6,386","15,647","4,345","4,748","3,509","2,013","9,625","5,721","4,541"
2020년09월_계_20~29세,"242,345","96,272","35,437","60,835","11,379","9,574","36,037","19,181","11,515","4,842","16,079","3,985","5,424","3,925","2,596","9,615","6,876","5,045"
2020년09월_계_30~39세,"270,837","106,398","33,627","72,771","9,624","9,547","48,619","22,276","10,902","4,643","22,944","3,836","4,471","3,498","2,088","10,584","6,218","5,189"
2020년09월_계_40~49세,"328,482","111,977","43,137","68,840","13,477","14,071","55,859","27,840","15,582","8,465","26,626","6,304","7,292","5,915","3,157","14,546","9,614","7,757"
2020년09월_계_50~59세,"340,277","102,997","44,033","58,964","18,679","17,252","45,851","28,320","19,839","6,891","25,846","9,159","10,988","8,581","5,304","15,884","13,789","10,897"
2020년09월_계_60~69세,"274,204","62,069","30,538","31,531","18,090","16,821","31,164","21,579","19,767","4,352","20,670","9,677","12,862","10,118","6,039","14,496","14,596","11,904"
2020년09월_계_70~79세,"170,923","29,945","15,474","14,471","11,485","11,263","17,936","13,869","13,030","2,005","13,221","6,828","9,496","8,043","4,541","10,037","10,447","8,777"
2020년09월_계_80~89세,"99,426","14,897","7,923","6,974","7,095","6,271","9,626","8,081","8,037","1,073","7,926","4,218","6,294","5,229","3,307","6,348","6,548","4,476"
2020년09월_계_90~99세,"14,158","2,186","1,173","1,013","1,006",904,"1,293","1,195","1,184",170,"1,127",543,990,821,440,862,818,619
2020년09월_계_100세 이상,910,174,88,86,61,61,113,61,91,11,68,31,55,41,18,61,38,26
2020년09월_남_총인구수,"1,082,029","336,024","131,081","204,943","52,656","50,881","163,138","91,168","58,593","21,322","88,009","26,001","32,485","25,742","15,587","49,689","39,308","31,426"
2020년09월_남_연령구간인구수,"1,082,029","336,024","131,081","204,943","52,656","50,881","163,138","91,168","58,593","21,322","88,009","26,001","32,485","25,742","15,587","49,689","39,308","31,426"
2020년09월_남_0~9세,"89,831","32,155","10,727","21,428","3,097","3,159","17,200","8,032","3,766","2,016","8,092","1,348","1,599","1,169",659,"4,085","1,917","1,537"
2020년09월_남_10~19세,"105,716","35,637","13,695","21,942","4,308","4,357","17,656","9,202","5,147","3,336","8,207","2,270","2,509","1,813","1,059","4,909","2,935","2,371"
2020년09월_남_20~29세,"133,812","50,561","18,804","31,757","6,328","5,620","20,026","11,323","6,416","2,715","9,423","2,293","3,143","2,298","1,495","5,312","3,898","2,961"
2020년09월_남_30~39세,"145,639","56,513","17,637","38,876","5,128","5,154","26,000","12,324","5,769","2,289","13,018","2,014","2,423","1,969","1,200","5,480","3,460","2,898"
2020년09월_남_40~49세,"175,100","57,816","22,235","35,581","7,105","7,733","30,352","14,875","8,281","4,117","14,996","3,494","3,979","3,246","1,839","7,607","5,281","4,379"
2020년09월_남_50~59세,"179,635","52,890","22,511","30,379","9,666","9,183","24,740","15,131","10,421","3,467","14,472","5,049","5,726","4,650","2,888","8,283","7,342","5,727"
2020년09월_남_60~69세,"136,735","31,315","15,356","15,959","9,019","8,247","15,523","10,738","9,932","2,106","10,513","4,890","6,397","4,947","3,099","7,096","7,195","5,718"
2020년09월_남_70~79세,"77,179","13,457","7,050","6,407","5,252","5,002","7,933","6,464","5,753",889,"6,174","3,083","4,241","3,567","2,042","4,476","4,725","4,121"
2020년09월_남_80~89세,"34,845","5,130","2,774","2,356","2,475","2,218","3,383","2,834","2,782",349,"2,816","1,424","2,219","1,883","1,181","2,202","2,368","1,581"
2020년09월_남_90~99세,"3,331",504,269,235,265,195,292,236,305,38,284,128,242,191,121,220,182,128
2020년09월_남_100세 이상,206,46,23,23,13,13,33,9,21,0,14,8,7,9,4,19,5,5
2020년09월_여_총인구수,"1,038,530","322,646","127,604","195,042","52,536","49,534","151,144","84,162","58,633","21,489","77,982","25,562","33,128","26,284","15,210","50,220","39,062","30,938"
2020년09월_여_연령구간인구수,"1,038,530","322,646","127,604","195,042","52,536","49,534","151,144","84,162","58,633","21,489","77,982","25,562","33,128","26,284","15,210","50,220","39,062","30,938"
2020년09월_여_0~9세,"85,595","30,853","10,103","20,750","2,848","3,106","16,303","7,564","3,574","1,957","7,745","1,289","1,394","1,177",635,"3,766","1,788","1,596"
2020년09월_여_10~19세,"97,855","33,110","12,730","20,380","4,043","4,029","16,625","8,130","4,792","3,050","7,440","2,075","2,239","1,696",954,"4,716","2,786","2,170"
2020년09월_여_20~29세,"108,533","45,711","16,633","29,078","5,051","3,954","16,011","7,858","5,099","2,127","6,656","1,692","2,281","1,627","1,101","4,303","2,978","2,084"
2020년09월_여_30~39세,"125,198","49,885","15,990","33,895","4,496","4,393","22,619","9,952","5,133","2,354","9,926","1,822","2,048","1,529",888,"5,104","2,758","2,291"
2020년09월_여_40~49세,"153,382","54,161","20,902","33,259","6,372","6,338","25,507","12,965","7,301","4,348","11,630","2,810","3,313","2,669","1,318","6,939","4,333","3,378"
2020년09월_여_50~59세,"160,642","50,107","21,522","28,585","9,013","8,069","21,111","13,189","9,418","3,424","11,374","4,110","5,262","3,931","2,416","7,601","6,447","5,170"
2020년09월_여_60~69세,"137,469","30,754","15,182","15,572","9,071","8,574","15,641","10,841","9,835","2,246","10,157","4,787","6,465","5,171","2,940","7,400","7,401","6,186"
2020년09월_여_70~79세,"93,744","16,488","8,424","8,064","6,233","6,261","10,003","7,405","7,277","1,116","7,047","3,745","5,255","4,476","2,499","5,561","5,722","4,656"
2020년09월_여_80~89세,"64,581","9,767","5,149","4,618","4,620","4,053","6,243","5,247","5,255",724,"5,110","2,794","4,075","3,346","2,126","4,146","4,180","2,895"
2020년09월_여_90~99세,"10,827","1,682",904,778,741,709,"1,001",959,879,132,843,415,748,630,319,642,636,491
2020년09월_여_100세 이상,704,128,65,63,48,48,80,52,70,11,54,23,48,32,14,42,33,21
2020년10월_계_총인구수,"2,120,347","658,911","258,556","400,355","104,972","100,336","314,552","175,426","117,030","42,767","166,073","51,476","65,528","51,933","30,823","99,844","78,286","62,390"
2020년10월_계_연령구간인구수,"2,120,347","658,911","258,556","400,355","104,972","100,336","314,552","175,426","117,030","42,767","166,073","51,476","65,528","51,933","30,823","99,844","78,286","62,390"
2020년10월_계_0~9세,"174,262","62,635","20,685","41,950","5,873","6,210","33,279","15,530","7,304","3,932","15,711","2,614","2,967","2,327","1,285","7,797","3,663","3,135"
2020년10월_계_10~19세,"203,350","68,654","26,353","42,301","8,307","8,353","34,338","17,328","9,911","6,339","15,691","4,324","4,722","3,494","2,048","9,632","5,699","4,510"
2020년10월_계_20~29세,"242,446","96,365","35,411","60,954","11,344","9,559","36,143","19,184","11,445","4,849","16,084","3,977","5,431","3,910","2,622","9,606","6,866","5,061"
2020년10월_계_30~39세,"269,895","106,056","33,526","72,530","9,576","9,505","48,460","22,212","10,874","4,624","22,881","3,800","4,455","3,479","2,079","10,546","6,181","5,167"
2020년10월_계_40~49세,"328,045","111,999","43,016","68,983","13,426","14,020","55,915","27,807","15,495","8,436","26,634","6,268","7,242","5,868","3,120","14,473","9,602","7,740"
2020년10월_계_50~59세,"340,592","103,176","44,067","59,109","18,610","17,263","46,001","28,402","19,803","6,910","25,946","9,137","10,938","8,560","5,292","15,902","13,757","10,895"
2020년10월_계_60~69세,"275,826","62,658","30,792","31,866","18,181","16,902","31,372","21,710","19,852","4,397","20,717","9,721","12,946","10,144","6,070","14,554","14,648","11,954"
2020년10월_계_70~79세,"171,072","30,008","15,472","14,536","11,469","11,269","17,978","13,865","13,030","2,016","13,261","6,824","9,479","8,045","4,538","10,056","10,443","8,791"
2020년10월_계_80~89세,"99,693","14,992","7,961","7,031","7,109","6,280","9,652","8,125","8,034","1,079","7,947","4,234","6,299","5,235","3,310","6,342","6,560","4,495"
2020년10월_계_90~99세,"14,249","2,193","1,185","1,008","1,016",912,"1,300","1,203","1,191",174,"1,131",548,993,829,440,875,828,616
2020년10월_계_100세 이상,917,175,88,87,61,63,114,60,91,11,70,29,56,42,19,61,39,26
2020년10월_남_총인구수,"1,081,967","336,138","130,986","205,152","52,542","50,850","163,284","91,228","58,493","21,306","88,081","25,957","32,454","25,687","15,616","49,626","39,276","31,429"
2020년10월_남_연령구간인구수,"1,081,967","336,138","130,986","205,152","52,542","50,850","163,284","91,228","58,493","21,306","88,081","25,957","32,454","25,687","15,616","49,626","39,276","31,429"
2020년10월_남_0~9세,"89,222","31,992","10,648","21,344","3,053","3,125","17,076","8,002","3,741","1,996","8,021","1,330","1,581","1,166",654,"4,048","1,902","1,535"
2020년10월_남_10~19세,"105,647","35,608","13,692","21,916","4,286","4,339","17,682","9,194","5,129","3,321","8,238","2,265","2,507","1,808","1,078","4,917","2,927","2,348"
2020년10월_남_20~29세,"133,832","50,622","18,770","31,852","6,303","5,621","20,091","11,337","6,396","2,697","9,417","2,287","3,138","2,283","1,514","5,285","3,876","2,965"
2020년10월_남_30~39세,"145,159","56,296","17,565","38,731","5,107","5,136","25,915","12,279","5,757","2,294","13,010","1,995","2,423","1,955","1,193","5,467","3,450","2,882"
2020년10월_남_40~49세,"174,829","57,790","22,146","35,644","7,095","7,711","30,389","14,863","8,217","4,099","15,004","3,468","3,951","3,218","1,824","7,559","5,271","4,370"
2020년10월_남_50~59세,"179,829","52,974","22,524","30,450","9,605","9,178","24,837","15,170","10,412","3,482","14,521","5,052","5,701","4,651","2,885","8,293","7,339","5,729"
2020년10월_남_60~69세,"137,625","31,636","15,491","16,145","9,074","8,302","15,604","10,824","9,982","2,128","10,565","4,906","6,443","4,947","3,109","7,131","7,226","5,748"
2020년10월_남_70~79세,"77,324","13,509","7,064","6,445","5,255","5,007","7,977","6,456","5,765",898,"6,186","3,081","4,236","3,572","2,047","4,480","4,724","4,131"
2020년10월_남_80~89세,"34,953","5,160","2,789","2,371","2,482","2,221","3,392","2,858","2,771",351,"2,824","1,434","2,221","1,886","1,184","2,206","2,372","1,591"
2020년10월_남_90~99세,"3,342",505,274,231,269,197,288,238,302,40,281,131,246,192,123,221,184,125
2020년10월_남_100세 이상,205,46,23,23,13,13,33,7,21,0,14,8,7,9,5,19,5,5
2020년10월_여_총인구수,"1,038,380","322,773","127,570","195,203","52,430","49,486","151,268","84,198","58,537","21,461","77,992","25,519","33,074","26,246","15,207","50,218","39,010","30,961"
2020년10월_여_연령구간인구수,"1,038,380","322,773","127,570","195,203","52,430","49,486","151,268","84,198","58,537","21,461","77,992","25,519","33,074","26,246","15,207","50,218","39,010","30,961"
2020년10월_여_0~9세,"85,040","30,643","10,037","20,606","2,820","3,085","16,203","7,528","3,563","1,936","7,690","1,284","1,386","1,161",631,"3,749","1,761","1,600"
2020년10월_여_10~19세,"97,703","33,046","12,661","20,385","4,021","4,014","16,656","8,134","4,782","3,018","7,453","2,059","2,215","1,686",970,"4,715","2,772","2,162"
2020년10월_여_20~29세,"108,614","45,743","16,641","29,102","5,041","3,938","16,052","7,847","5,049","2,152","6,667","1,690","2,293","1,627","1,108","4,321","2,990","2,096"
2020년10월_여_30~39세,"124,736","49,760","15,961","33,799","4,469","4,369","22,545","9,933","5,117","2,330","9,871","1,805","2,032","1,524",886,"5,079","2,731","2,285"
2020년10월_여_40~49세,"153,216","54,209","20,870","33,339","6,331","6,309","25,526","12,944","7,278","4,337","11,630","2,800","3,291","2,650","1,296","6,914","4,331","3,370"
2020년10월_여_50~59세,"160,763","50,202","21,543","28,659","9,005","8,085","21,164","13,232","9,391","3,428","11,425","4,085","5,237","3,909","2,407","7,609","6,418","5,166"
2020년10월_여_60~69세,"138,201","31,022","15,301","15,721","9,107","8,600","15,768","10,886","9,870","2,269","10,152","4,815","6,503","5,197","2,961","7,423","7,422","6,206"
2020년10월_여_70~79세,"93,748","16,499","8,408","8,091","6,214","6,262","10,001","7,409","7,265","1,118","7,075","3,743","5,243","4,473","2,491","5,576","5,719","4,660"
2020년10월_여_80~89세,"64,740","9,832","5,172","4,660","4,627","4,059","6,260","5,267","5,263",728,"5,123","2,800","4,078","3,349","2,126","4,136","4,188","2,904"
2020년10월_여_90~99세,"10,907","1,688",911,777,747,715,"1,012",965,889,134,850,417,747,637,317,654,644,491
2020년10월_여_100세 이상,712,129,65,64,48,50,81,53,70,11,56,21,49,33,14,42,34,21
2020년11월_계_총인구수,"2,120,607","658,977","258,269","400,708","104,736","100,249","315,279","175,487","116,888","42,848","166,145","51,443","65,431","51,926","30,816","99,890","78,146","62,346"
2020년11월_계_연령구간인구수,"2,120,607","658,977","258,269","400,708","104,736","100,249","315,279","175,487","116,888","42,848","166,145","51,443","65,431","51,926","30,816","99,890","78,146","62,346"
2020년11월_계_0~9세,"173,387","62,331","20,480","41,851","5,824","6,177","33,122","15,479","7,283","3,892","15,628","2,587","2,941","2,312","1,269","7,770","3,656","3,116"
2020년11월_계_10~19세,"203,066","68,602","26,326","42,276","8,228","8,329","34,401","17,283","9,887","6,317","15,697","4,306","4,690","3,499","2,063","9,615","5,659","4,490"
2020년11월_계_20~29세,"242,686","96,383","35,352","61,031","11,346","9,520","36,364","19,236","11,424","4,886","16,078","3,987","5,425","3,886","2,610","9,635","6,853","5,053"
2020년11월_계_30~39세,"269,140","105,760","33,369","72,391","9,507","9,498","48,423","22,141","10,825","4,623","22,800","3,783","4,434","3,491","2,073","10,503","6,143","5,136"
2020년11월_계_40~49세,"327,972","112,012","42,959","69,053","13,342","13,981","56,088","27,862","15,426","8,423","26,681","6,258","7,214","5,847","3,102","14,462","9,568","7,706"
2020년11월_계_50~59세,"340,648","103,238","43,992","59,246","18,552","17,237","46,152","28,357","19,752","6,949","25,985","9,128","10,916","8,544","5,290","15,930","13,711","10,907"
2020년11월_계_60~69세,"277,356","63,131","31,020","32,111","18,261","16,991","31,598","21,869","19,933","4,448","20,811","9,747","12,985","10,189","6,104","14,622","14,674","11,993"
2020년11월_계_70~79세,"171,386","30,101","15,509","14,592","11,479","11,254","18,035","13,889","13,052","2,031","13,301","6,849","9,475","8,047","4,536","10,061","10,464","8,812"
2020년11월_계_80~89세,"99,736","15,031","7,978","7,053","7,111","6,272","9,676","8,110","8,033","1,090","7,956","4,210","6,307","5,237","3,303","6,356","6,551","4,493"
2020년11월_계_90~99세,"14,314","2,212","1,195","1,017","1,024",926,"1,308","1,204","1,183",179,"1,138",558,989,830,447,875,827,614
2020년11월_계_100세 이상,916,176,89,87,62,64,112,57,90,10,70,30,55,44,19,61,40,26
2020년11월_남_총인구수,"1,082,311","336,256","130,852","205,404","52,394","50,814","163,661","91,321","58,426","21,350","88,140","25,947","32,417","25,666","15,624","49,665","39,202","31,428"
2020년11월_남_연령구간인구수,"1,082,311","336,256","130,852","205,404","52,394","50,814","163,661","91,321","58,426","21,350","88,140","25,947","32,417","25,666","15,624","49,665","39,202","31,428"
2020년11월_남_0~9세,"88,844","31,870","10,541","21,329","3,024","3,111","17,014","7,972","3,739","1,975","7,991","1,317","1,558","1,158",644,"4,037","1,901","1,533"
2020년11월_남_10~19세,"105,463","35,571","13,681","21,890","4,249","4,314","17,691","9,185","5,105","3,311","8,244","2,248","2,488","1,809","1,097","4,911","2,902","2,338"
2020년11월_남_20~29세,"133,976","50,637","18,737","31,900","6,291","5,601","20,213","11,372","6,394","2,722","9,410","2,296","3,137","2,263","1,510","5,298","3,859","2,973"
2020년11월_남_30~39세,"144,828","56,177","17,508","38,669","5,073","5,137","25,899","12,256","5,728","2,304","12,956","1,988","2,411","1,961","1,190","5,457","3,423","2,868"
2020년11월_남_40~49세,"174,751","57,800","22,095","35,705","7,041","7,685","30,460","14,909","8,182","4,087","15,038","3,453","3,932","3,208","1,810","7,545","5,256","4,345"
