카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2020년05월_남_50~59세,"156,109","52,000","27,450","24,550","23,068","25,188","10,069","7,355","7,676","8,568","2,611","2,329","2,101","2,716","2,490","5,034","4,904"
2020년05월_남_60~69세,"121,940","35,298","19,292","16,006","17,922","19,404","8,103","6,264","7,089","6,880","2,462","2,153","2,085","2,572","2,339","4,654","4,715"
2020년05월_남_70~79세,"73,281","19,032","10,318","8,714","9,957","10,577","5,731","4,051","4,871","4,132","1,728","1,407","1,339","1,894","1,687","3,568","3,307"
2020년05월_남_80~89세,"30,118","6,853","3,671","3,182","3,359","4,030","2,647","1,948","2,253","1,743",782,798,696,977,884,"1,663","1,485"
2020년05월_남_90~99세,"2,910",617,343,274,298,435,254,208,256,159,92,74,62,94,96,138,127
2020년05월_남_100세 이상,172,30,16,14,36,22,21,10,13,9,9,4,4,7,1,1,5
2020년05월_여_총인구수,"910,203","332,775","173,541","159,234","132,884","142,904","55,285","41,338","42,065","44,693","12,637","12,113","11,152","13,623","14,427","27,815","26,492"
2020년05월_여_연령구간인구수,"910,203","332,775","173,541","159,234","132,884","142,904","55,285","41,338","42,065","44,693","12,637","12,113","11,152","13,623","14,427","27,815","26,492"
2020년05월_여_0~9세,"64,919","26,948","12,148","14,800","10,709","9,900","3,269","2,445","2,186","3,611",671,588,580,672,757,"1,310","1,273"
2020년05월_여_10~19세,"85,919","35,300","17,836","17,464","13,122","13,950","4,636","3,617","3,103","3,977",794,899,827,825,"1,106","1,964","1,799"
2020년05월_여_20~29세,"97,525","43,748","23,580","20,168","13,476","16,680","4,852","3,371","3,279","3,982",861,804,735,914,961,"1,917","1,945"
2020년05월_여_30~39세,"93,838","40,841","19,751","21,090","15,127","14,070","4,320","3,268","3,210","4,796",903,800,780,937,"1,079","1,866","1,841"
2020년05월_여_40~49세,"131,538","55,004","28,213","26,791","20,929","20,888","7,194","5,328","4,467","6,017","1,167","1,286","1,125","1,168","1,460","2,741","2,764"
2020년05월_여_50~59세,"146,028","53,932","29,609","24,323","21,022","24,472","8,698","6,497","6,471","6,830","2,008","1,907","1,630","2,096","2,104","4,219","4,142"
2020년05월_여_60~69세,"125,493","38,692","21,477","17,215","18,372","19,741","8,273","6,328","7,118","6,467","2,241","2,091","2,062","2,294","2,308","4,782","4,724"
2020년05월_여_70~79세,"93,859","23,793","12,857","10,936","12,312","13,326","7,583","5,649","6,364","4,905","2,072","1,991","1,774","2,419","2,517","4,812","4,342"
2020년05월_여_80~89세,"60,298","12,340","6,829","5,511","6,566","8,369","5,498","4,105","4,938","3,479","1,634","1,478","1,403","1,956","1,842","3,528","3,162"
2020년05월_여_90~99세,"10,122","2,045","1,177",868,"1,168","1,423",876,701,874,597,268,257,218,326,264,641,464
2020년05월_여_100세 이상,664,132,64,68,81,85,86,29,55,32,18,12,18,16,29,35,36
2020년06월_계_총인구수,"1,808,802","655,472","338,697","316,775","268,356","284,217","109,503","81,051","83,327","91,841","25,509","24,042","22,240","27,783","28,018","54,858","52,585"
2020년06월_계_연령구간인구수,"1,808,802","655,472","338,697","316,775","268,356","284,217","109,503","81,051","83,327","91,841","25,509","24,042","22,240","27,783","28,018","54,858","52,585"
2020년06월_계_0~9세,"132,723","55,174","25,166","30,008","21,708","20,021","6,664","5,170","4,522","7,246","1,352","1,258","1,207","1,402","1,579","2,770","2,650"
2020년06월_계_10~19세,"177,739","72,734","36,873","35,861","27,176","28,561","9,873","7,464","6,331","8,355","1,672","1,805","1,663","1,764","2,255","4,249","3,837"
2020년06월_계_20~29세,"211,553","92,261","49,099","43,162","29,653","36,512","10,747","7,593","7,329","8,960","1,982","1,802","1,693","2,195","2,125","4,348","4,353"
2020년06월_계_30~39세,"193,014","82,399","40,134","42,265","31,558","29,343","9,173","6,627","6,861","9,742","1,739","1,757","1,628","2,064","2,092","4,013","4,018"
2020년06월_계_40~49세,"271,605","107,657","54,043","53,614","43,931","42,642","15,164","10,961","10,255","13,617","2,820","2,909","2,638","2,972","3,397","6,370","6,272"
2020년06월_계_50~59세,"301,169","105,676","56,933","48,743","43,957","49,461","18,683","13,813","14,074","15,372","4,596","4,225","3,718","4,789","4,561","9,223","9,021"
2020년06월_계_60~69세,"248,891","74,463","41,035","33,428","36,505","39,325","16,471","12,666","14,296","13,464","4,712","4,263","4,166","4,892","4,693","9,480","9,495"
2020년06월_계_70~79세,"167,779","43,085","23,315","19,770","22,366","24,007","13,341","9,744","11,270","9,057","3,823","3,403","3,135","4,313","4,203","8,381","7,651"
2020년06월_계_80~89세,"90,368","19,192","10,492","8,700","9,908","12,372","8,140","6,051","7,169","5,223","2,424","2,275","2,087","2,945","2,723","5,209","4,650"
2020년06월_계_90~99세,"13,121","2,671","1,526","1,145","1,476","1,868","1,140",921,"1,150",760,362,327,283,425,360,780,598
2020년06월_계_100세 이상,840,160,81,79,118,105,107,41,70,45,27,18,22,22,30,35,40
2020년06월_남_총인구수,"899,137","322,788","165,043","157,745","135,579","141,545","54,267","39,703","41,262","47,126","12,876","11,952","11,073","14,175","13,605","27,076","26,110"
2020년06월_남_연령구간인구수,"899,137","322,788","165,043","157,745","135,579","141,545","54,267","39,703","41,262","47,126","12,876","11,952","11,073","14,175","13,605","27,076","26,110"
2020년06월_남_0~9세,"68,076","28,268","12,964","15,304","11,060","10,216","3,408","2,742","2,342","3,662",678,677,621,729,819,"1,469","1,385"
2020년06월_남_10~19세,"92,137","37,621","19,135","18,486","14,093","14,638","5,264","3,853","3,244","4,381",884,906,837,947,"1,149","2,285","2,035"
2020년06월_남_20~29세,"114,090","48,473","25,493","22,980","16,185","19,852","5,897","4,230","4,058","4,974","1,124","1,008",961,"1,283","1,169","2,458","2,418"
2020년06월_남_30~39세,"99,483","41,617","20,363","21,254","16,475","15,373","4,870","3,369","3,662","4,981",842,964,848,"1,131","1,023","2,147","2,181"
2020년06월_남_40~49세,"140,191","52,740","25,856","26,884","23,046","21,786","7,981","5,635","5,773","7,574","1,651","1,618","1,503","1,811","1,927","3,634","3,512"
2020년06월_남_50~59세,"155,636","51,865","27,403","24,462","23,003","25,097","10,024","7,320","7,637","8,552","2,596","2,335","2,093","2,704","2,479","5,028","4,903"
2020년06월_남_60~69세,"122,735","35,553","19,429","16,124","18,018","19,470","8,157","6,317","7,148","6,953","2,469","2,162","2,101","2,588","2,362","4,685","4,752"
2020년06월_남_70~79세,"73,606","19,132","10,361","8,771","10,012","10,641","5,747","4,068","4,882","4,139","1,742","1,419","1,353","1,895","1,697","3,572","3,307"
2020년06월_남_80~89세,"30,091","6,876","3,681","3,195","3,350","4,007","2,640","1,948","2,246","1,740",790,791,691,984,885,"1,659","1,484"
2020년06월_남_90~99세,"2,918",613,342,271,301,442,259,210,257,160,91,68,61,96,94,138,128
2020년06월_남_100세 이상,174,30,16,14,36,23,20,11,13,10,9,4,4,7,1,1,5
2020년06월_여_총인구수,"909,665","332,684","173,654","159,030","132,777","142,672","55,236","41,348","42,065","44,715","12,633","12,090","11,167","13,608","14,413","27,782","26,475"
2020년06월_여_연령구간인구수,"909,665","332,684","173,654","159,030","132,777","142,672","55,236","41,348","42,065","44,715","12,633","12,090","11,167","13,608","14,413","27,782","26,475"
2020년06월_여_0~9세,"64,647","26,906","12,202","14,704","10,648","9,805","3,256","2,428","2,180","3,584",674,581,586,673,760,"1,301","1,265"
2020년06월_여_10~19세,"85,602","35,113","17,738","17,375","13,083","13,923","4,609","3,611","3,087","3,974",788,899,826,817,"1,106","1,964","1,802"
2020년06월_여_20~29세,"97,463","43,788","23,606","20,182","13,468","16,660","4,850","3,363","3,271","3,986",858,794,732,912,956,"1,890","1,935"
2020년06월_여_30~39세,"93,531","40,782","19,771","21,011","15,083","13,970","4,303","3,258","3,199","4,761",897,793,780,933,"1,069","1,866","1,837"
2020년06월_여_40~49세,"131,414","54,917","28,187","26,730","20,885","20,856","7,183","5,326","4,482","6,043","1,169","1,291","1,135","1,161","1,470","2,736","2,760"
2020년06월_여_50~59세,"145,533","53,811","29,530","24,281","20,954","24,364","8,659","6,493","6,437","6,820","2,000","1,890","1,625","2,085","2,082","4,195","4,118"
2020년06월_여_60~69세,"126,156","38,910","21,606","17,304","18,487","19,855","8,314","6,349","7,148","6,511","2,243","2,101","2,065","2,304","2,331","4,795","4,743"
2020년06월_여_70~79세,"94,173","23,953","12,954","10,999","12,354","13,366","7,594","5,676","6,388","4,918","2,081","1,984","1,782","2,418","2,506","4,809","4,344"
2020년06월_여_80~89세,"60,277","12,316","6,811","5,505","6,558","8,365","5,500","4,103","4,923","3,483","1,634","1,484","1,396","1,961","1,838","3,550","3,166"
2020년06월_여_90~99세,"10,203","2,058","1,184",874,"1,175","1,426",881,711,893,600,271,259,222,329,266,642,470
2020년06월_여_100세 이상,666,130,65,65,82,82,87,30,57,35,18,14,18,15,29,34,35
2020년07월_계_총인구수,"1,808,044","655,784","339,317","316,467","268,243","283,853","109,355","81,028","83,177","91,828","25,477","24,014","22,205","27,706","28,016","54,811","52,547"
2020년07월_계_연령구간인구수,"1,808,044","655,784","339,317","316,467","268,243","283,853","109,355","81,028","83,177","91,828","25,477","24,014","22,205","27,706","28,016","54,811","52,547"
2020년07월_계_0~9세,"132,170","55,025","25,231","29,794","21,593","19,887","6,624","5,161","4,488","7,213","1,341","1,245","1,189","1,399","1,587","2,769","2,649"
2020년07월_계_10~19세,"177,163","72,511","36,767","35,744","27,094","28,454","9,832","7,442","6,298","8,352","1,670","1,808","1,662","1,741","2,251","4,222","3,826"
2020년07월_계_20~29세,"211,507","92,416","49,240","43,176","29,647","36,377","10,720","7,620","7,328","8,977","1,969","1,782","1,692","2,178","2,116","4,350","4,335"
2020년07월_계_30~39세,"192,445","82,347","40,240","42,107","31,450","29,191","9,131","6,601","6,823","9,675","1,732","1,753","1,601","2,050","2,078","3,996","4,017"
2020년07월_계_40~49세,"271,249","107,689","54,081","53,608","43,843","42,525","15,119","10,935","10,196","13,623","2,833","2,911","2,632","2,952","3,393","6,346","6,252"
2020년07월_계_50~59세,"300,996","105,759","56,995","48,764","43,949","49,454","18,664","13,780","14,025","15,331","4,574","4,214","3,711","4,770","4,551","9,215","8,999"
2020년07월_계_60~69세,"249,442","74,635","41,173","33,462","36,595","39,433","16,511","12,700","14,304","13,520","4,711","4,260","4,172","4,906","4,721","9,497","9,477"
2020년07월_계_70~79세,"168,563","43,373","23,489","19,884","22,511","24,148","13,355","9,774","11,321","9,094","3,835","3,409","3,144","4,298","4,203","8,398","7,700"
2020년07월_계_80~89세,"90,444","19,178","10,479","8,699","9,947","12,394","8,145","6,035","7,157","5,231","2,423","2,288","2,099","2,959","2,726","5,208","4,654"
2020년07월_계_90~99세,"13,219","2,688","1,539","1,149","1,496","1,884","1,147",937,"1,164",768,362,325,281,431,359,777,600
2020년07월_계_100세 이상,846,163,83,80,118,106,107,43,73,44,27,19,22,22,31,33,38
2020년07월_남_총인구수,"898,719","322,907","165,347","157,560","135,497","141,360","54,186","39,702","41,189","47,139","12,873","11,929","11,051","14,145","13,595","27,051","26,095"
2020년07월_남_연령구간인구수,"898,719","322,907","165,347","157,560","135,497","141,360","54,186","39,702","41,189","47,139","12,873","11,929","11,051","14,145","13,595","27,051","26,095"
2020년07월_남_0~9세,"67,777","28,195","12,987","15,208","11,001","10,143","3,384","2,742","2,328","3,630",668,672,613,731,821,"1,462","1,387"
2020년07월_남_10~19세,"91,848","37,539","19,135","18,404","14,037","14,573","5,232","3,841","3,229","4,371",890,912,836,930,"1,151","2,279","2,028"
2020년07월_남_20~29세,"114,084","48,550","25,581","22,969","16,189","19,809","5,875","4,243","4,059","4,986","1,116",992,960,"1,280","1,161","2,456","2,408"
2020년07월_남_30~39세,"99,112","41,522","20,368","21,154","16,417","15,285","4,843","3,358","3,635","4,970",838,965,838,"1,121","1,013","2,128","2,179"
2020년07월_남_40~49세,"140,036","52,779","25,865","26,914","23,010","21,718","7,971","5,619","5,737","7,563","1,659","1,615","1,496","1,802","1,927","3,631","3,509"
2020년07월_남_50~59세,"155,526","51,912","27,448","24,464","22,978","25,107","10,009","7,302","7,610","8,541","2,581","2,325","2,090","2,693","2,464","5,026","4,888"
2020년07월_남_60~69세,"123,068","35,629","19,478","16,151","18,060","19,536","8,177","6,340","7,166","6,994","2,479","2,161","2,098","2,610","2,380","4,692","4,746"
2020년07월_남_70~79세,"74,009","19,268","10,454","8,814","10,086","10,708","5,766","4,089","4,909","4,160","1,750","1,423","1,362","1,887","1,694","3,580","3,327"
2020년07월_남_80~89세,"30,154","6,872","3,668","3,204","3,380","4,018","2,648","1,939","2,241","1,753",793,793,693,985,889,"1,657","1,493"
2020년07월_남_90~99세,"2,930",611,347,264,302,440,260,218,262,161,90,67,61,99,94,139,126
2020년07월_남_100세 이상,175,30,16,14,37,23,21,11,13,10,9,4,4,7,1,1,4
2020년07월_여_총인구수,"909,325","332,877","173,970","158,907","132,746","142,493","55,169","41,326","41,988","44,689","12,604","12,085","11,154","13,561","14,421","27,760","26,452"
2020년07월_여_연령구간인구수,"909,325","332,877","173,970","158,907","132,746","142,493","55,169","41,326","41,988","44,689","12,604","12,085","11,154","13,561","14,421","27,760","26,452"
2020년07월_여_0~9세,"64,393","26,830","12,244","14,586","10,592","9,744","3,240","2,419","2,160","3,583",673,573,576,668,766,"1,307","1,262"
2020년07월_여_10~19세,"85,315","34,972","17,632","17,340","13,057","13,881","4,600","3,601","3,069","3,981",780,896,826,811,"1,100","1,943","1,798"
2020년07월_여_20~29세,"97,423","43,866","23,659","20,207","13,458","16,568","4,845","3,377","3,269","3,991",853,790,732,898,955,"1,894","1,927"
2020년07월_여_30~39세,"93,333","40,825","19,872","20,953","15,033","13,906","4,288","3,243","3,188","4,705",894,788,763,929,"1,065","1,868","1,838"
2020년07월_여_40~49세,"131,213","54,910","28,216","26,694","20,833","20,807","7,148","5,316","4,459","6,060","1,174","1,296","1,136","1,150","1,466","2,715","2,743"
2020년07월_여_50~59세,"145,470","53,847","29,547","24,300","20,971","24,347","8,655","6,478","6,415","6,790","1,993","1,889","1,621","2,077","2,087","4,189","4,111"
2020년07월_여_60~69세,"126,374","39,006","21,695","17,311","18,535","19,897","8,334","6,360","7,138","6,526","2,232","2,099","2,074","2,296","2,341","4,805","4,731"
2020년07월_여_70~79세,"94,554","24,105","13,035","11,070","12,425","13,440","7,589","5,685","6,412","4,934","2,085","1,986","1,782","2,411","2,509","4,818","4,373"
2020년07월_여_80~89세,"60,290","12,306","6,811","5,495","6,567","8,376","5,497","4,096","4,916","3,478","1,630","1,495","1,406","1,974","1,837","3,551","3,161"
2020년07월_여_90~99세,"10,289","2,077","1,192",885,"1,194","1,444",887,719,902,607,272,258,220,332,265,638,474
2020년07월_여_100세 이상,671,133,67,66,81,83,86,32,60,34,18,15,18,15,30,32,34
2020년08월_계_총인구수,"1,807,094","656,149","339,695","316,454","267,982","283,496","109,167","81,062","83,061","91,741","25,466","24,024","22,159","27,663","27,942","54,727","52,455"
2020년08월_계_연령구간인구수,"1,807,094","656,149","339,695","316,454","267,982","283,496","109,167","81,062","83,061","91,741","25,466","24,024","22,159","27,663","27,942","54,727","52,455"
2020년08월_계_0~9세,"131,521","54,837","25,221","29,616","21,450","19,772","6,572","5,159","4,471","7,152","1,324","1,245","1,183","1,402","1,574","2,755","2,625"
2020년08월_계_10~19세,"176,668","72,356","36,637","35,719","27,060","28,291","9,805","7,416","6,276","8,318","1,675","1,813","1,663","1,728","2,243","4,206","3,818"
2020년08월_계_20~29세,"211,321","92,560","49,351","43,209","29,568","36,311","10,685","7,623","7,283","8,958","1,969","1,775","1,679","2,162","2,085","4,344","4,319"
2020년08월_계_30~39세,"191,716","82,226","40,236","41,990","31,258","29,079","9,079","6,566","6,795","9,626","1,712","1,751","1,588","2,016","2,067","3,972","3,981"
2020년08월_계_40~49세,"270,761","107,597","54,020","53,577","43,758","42,427","15,086","10,912","10,174","13,607","2,815","2,899","2,621","2,958","3,378","6,286","6,243"
2020년08월_계_50~59세,"300,573","105,737","57,048","48,689","43,934","49,301","18,597","13,776","13,934","15,328","4,570","4,215","3,709","4,765","4,535","9,200","8,972"
2020년08월_계_60~69세,"250,774","75,174","41,451","33,723","36,776","39,666","16,572","12,772","14,363","13,577","4,739","4,269","4,174","4,920","4,731","9,545","9,496"
2020년08월_계_70~79세,"168,927","43,518","23,578","19,940","22,553","24,239","13,364","9,797","11,344","9,123","3,822","3,421","3,132","4,304","4,206","8,393","7,711"
2020년08월_계_80~89세,"90,648","19,256","10,508","8,748","9,985","12,397","8,151","6,056","7,171","5,240","2,449","2,290","2,108","2,962","2,729","5,206","4,648"
2020년08월_계_90~99세,"13,333","2,725","1,563","1,162","1,521","1,907","1,149",943,"1,176",768,363,324,280,423,363,785,606
2020년08월_계_100세 이상,852,163,82,81,119,106,107,42,74,44,28,22,22,23,31,35,36
2020년08월_남_총인구수,"898,296","323,103","165,542","157,561","135,367","141,163","54,088","39,728","41,140","47,109","12,845","11,938","11,023","14,144","13,569","27,019","26,060"
2020년08월_남_연령구간인구수,"898,296","323,103","165,542","157,561","135,367","141,163","54,088","39,728","41,140","47,109","12,845","11,938","11,023","14,144","13,569","27,019","26,060"
2020년08월_남_0~9세,"67,476","28,118","12,984","15,134","10,939","10,088","3,358","2,740","2,319","3,603",652,671,611,736,812,"1,454","1,375"
2020년08월_남_10~19세,"91,556","37,458","19,090","18,368","13,990","14,462","5,218","3,836","3,228","4,349",897,921,833,921,"1,150","2,270","2,023"
2020년08월_남_20~29세,"114,030","48,619","25,644","22,975","16,161","19,775","5,870","4,250","4,041","4,979","1,113",985,954,"1,273","1,142","2,457","2,411"
2020년08월_남_30~39세,"98,793","41,502","20,356","21,146","16,315","15,244","4,815","3,334","3,617","4,948",826,957,831,"1,107","1,012","2,128","2,157"
2020년08월_남_40~49세,"139,756","52,699","25,822","26,877","22,967","21,684","7,953","5,602","5,718","7,557","1,645","1,614","1,487","1,807","1,926","3,595","3,502"
2020년08월_남_50~59세,"155,283","51,876","27,479","24,397","22,977","24,991","9,964","7,303","7,584","8,533","2,577","2,323","2,090","2,702","2,463","5,026","4,874"
2020년08월_남_60~69세,"123,784","35,916","19,617","16,299","18,161","19,672","8,226","6,381","7,178","7,023","2,492","2,172","2,101","2,618","2,382","4,703","4,759"
2020년08월_남_70~79세,"74,225","19,351","10,499","8,852","10,115","10,756","5,757","4,100","4,927","4,184","1,740","1,431","1,357","1,896","1,698","3,584","3,329"
2020년08월_남_80~89세,"30,279","6,915","3,689","3,226","3,398","4,023","2,655","1,948","2,256","1,761",803,794,694,982,888,"1,660","1,502"
2020년08월_남_90~99세,"2,940",619,346,273,307,445,252,223,258,162,91,66,61,95,95,141,125
2020년08월_남_100세 이상,174,30,16,14,37,23,20,11,14,10,9,4,4,7,1,1,3
2020년08월_여_총인구수,"908,798","333,046","174,153","158,893","132,615","142,333","55,079","41,334","41,921","44,632","12,621","12,086","11,136","13,519","14,373","27,708","26,395"
2020년08월_여_연령구간인구수,"908,798","333,046","174,153","158,893","132,615","142,333","55,079","41,334","41,921","44,632","12,621","12,086","11,136","13,519","14,373","27,708","26,395"
2020년08월_여_0~9세,"64,045","26,719","12,237","14,482","10,511","9,684","3,214","2,419","2,152","3,549",672,574,572,666,762,"1,301","1,250"
2020년08월_여_10~19세,"85,112","34,898","17,547","17,351","13,070","13,829","4,587","3,580","3,048","3,969",778,892,830,807,"1,093","1,936","1,795"
2020년08월_여_20~29세,"97,291","43,941","23,707","20,234","13,407","16,536","4,815","3,373","3,242","3,979",856,790,725,889,943,"1,887","1,908"
2020년08월_여_30~39세,"92,923","40,724","19,880","20,844","14,943","13,835","4,264","3,232","3,178","4,678",886,794,757,909,"1,055","1,844","1,824"
2020년08월_여_40~49세,"131,005","54,898","28,198","26,700","20,791","20,743","7,133","5,310","4,456","6,050","1,170","1,285","1,134","1,151","1,452","2,691","2,741"
2020년08월_여_50~59세,"145,290","53,861","29,569","24,292","20,957","24,310","8,633","6,473","6,350","6,795","1,993","1,892","1,619","2,063","2,072","4,174","4,098"
2020년08월_여_60~69세,"126,990","39,258","21,834","17,424","18,615","19,994","8,346","6,391","7,185","6,554","2,247","2,097","2,073","2,302","2,349","4,842","4,737"
2020년08월_여_70~79세,"94,702","24,167","13,079","11,088","12,438","13,483","7,607","5,697","6,417","4,939","2,082","1,990","1,775","2,408","2,508","4,809","4,382"
2020년08월_여_80~89세,"60,369","12,341","6,819","5,522","6,587","8,374","5,496","4,108","4,915","3,479","1,646","1,496","1,414","1,980","1,841","3,546","3,146"
2020년08월_여_90~99세,"10,393","2,106","1,217",889,"1,214","1,462",897,720,918,606,272,258,219,328,268,644,481
2020년08월_여_100세 이상,678,133,66,67,82,83,87,31,60,34,19,18,18,16,30,34,33
2020년09월_계_총인구수,"1,806,441","656,688","339,975","316,713","268,025","283,064","108,963","80,905","82,914","91,806","25,444","24,032","22,149","27,566","27,871","54,656","52,358"
2020년09월_계_연령구간인구수,"1,806,441","656,688","339,975","316,713","268,025","283,064","108,963","80,905","82,914","91,806","25,444","24,032","22,149","27,566","27,871","54,656","52,358"
2020년09월_계_0~9세,"130,827","54,681","25,156","29,525","21,356","19,610","6,535","5,105","4,430","7,090","1,320","1,227","1,176","1,382","1,561","2,739","2,615"
2020년09월_계_10~19세,"176,197","72,244","36,549","35,695","27,005","28,153","9,753","7,385","6,252","8,339","1,670","1,820","1,670","1,729","2,220","4,187","3,770"
2020년09월_계_20~29세,"211,350","92,650","49,394","43,256","29,585","36,298","10,639","7,621","7,282","8,986","1,965","1,771","1,672","2,130","2,095","4,349","4,307"
2020년09월_계_30~39세,"190,981","82,186","40,172","42,014","31,126","28,866","9,004","6,503","6,762","9,577","1,694","1,739","1,578","1,991","2,044","3,945","3,966"
2020년09월_계_40~49세,"270,243","107,600","54,020","53,580","43,717","42,279","15,024","10,862","10,104","13,596","2,797","2,898","2,612","2,928","3,359","6,248","6,219"
2020년09월_계_50~59세,"300,340","105,799","57,090","48,709","43,940","49,198","18,571","13,766","13,901","15,330","4,558","4,232","3,702","4,746","4,503","9,157","8,937"
2020년09월_계_60~69세,"252,099","75,617","41,714","33,903","37,013","39,874","16,661","12,810","14,402","13,660","4,768","4,293","4,186","4,928","4,760","9,591","9,536"
2020년09월_계_70~79세,"169,305","43,675","23,694","19,981","22,642","24,329","13,370","9,802","11,362","9,152","3,822","3,408","3,131","4,306","4,200","8,386","7,720"
2020년09월_계_80~89세,"90,766","19,326","10,518","8,808","9,984","12,418","8,133","6,064","7,160","5,251","2,455","2,295","2,113","2,974","2,729","5,226","4,638"
2020년09월_계_90~99세,"13,471","2,746","1,585","1,161","1,536","1,933","1,162",945,"1,184",781,368,327,287,429,369,791,613
2020년09월_계_100세 이상,862,164,83,81,121,106,111,42,75,44,27,22,22,23,31,37,37
2020년09월_남_총인구수,"898,048","323,351","165,635","157,716","135,421","140,974","53,997","39,665","41,046","47,149","12,845","11,940","11,027","14,097","13,538","26,989","26,009"
2020년09월_남_연령구간인구수,"898,048","323,351","165,635","157,716","135,421","140,974","53,997","39,665","41,046","47,149","12,845","11,940","11,027","14,097","13,538","26,989","26,009"
2020년09월_남_0~9세,"67,059","28,017","12,924","15,093","10,879","10,013","3,338","2,698","2,293","3,562",650,659,607,734,804,"1,440","1,365"
2020년09월_남_10~19세,"91,319","37,398","19,052","18,346","13,954","14,398","5,190","3,822","3,218","4,349",894,923,841,920,"1,145","2,269","1,998"
2020년09월_남_20~29세,"114,113","48,663","25,638","23,025","16,209","19,776","5,852","4,256","4,033","5,010","1,113",980,957,"1,256","1,144","2,462","2,402"
2020년09월_남_30~39세,"98,476","41,495","20,334","21,161","16,238","15,144","4,776","3,311","3,602","4,939",825,954,822,"1,091",999,"2,128","2,152"
2020년09월_남_40~49세,"139,432","52,718","25,828","26,890","22,951","21,588","7,910","5,575","5,670","7,548","1,628","1,609","1,477","1,789","1,913","3,565","3,491"
2020년09월_남_50~59세,"155,180","51,902","27,518","24,384","23,006","24,955","9,966","7,296","7,561","8,520","2,577","2,328","2,093","2,698","2,438","4,989","4,851"
2020년09월_남_60~69세,"124,476","36,113","19,715","16,398","18,262","19,783","8,271","6,410","7,200","7,070","2,510","2,194","2,111","2,621","2,409","4,740","4,782"
2020년09월_남_70~79세,"74,492","19,429","10,552","8,877","10,175","10,815","5,773","4,108","4,938","4,213","1,744","1,427","1,355","1,894","1,703","3,584","3,334"
2020년09월_남_80~89세,"30,351","6,958","3,704","3,254","3,398","4,032","2,648","1,954","2,253","1,760",804,796,697,992,886,"1,670","1,503"
2020년09월_남_90~99세,"2,974",627,354,273,312,447,252,224,264,168,91,66,63,95,96,141,128
2020년09월_남_100세 이상,176,31,16,15,37,23,21,11,14,10,9,4,4,7,1,1,3
2020년09월_여_총인구수,"908,393","333,337","174,340","158,997","132,604","142,090","54,966","41,240","41,868","44,657","12,599","12,092","11,122","13,469","14,333","27,667","26,349"
2020년09월_여_연령구간인구수,"908,393","333,337","174,340","158,997","132,604","142,090","54,966","41,240","41,868","44,657","12,599","12,092","11,122","13,469","14,333","27,667","26,349"
2020년09월_여_0~9세,"63,768","26,664","12,232","14,432","10,477","9,597","3,197","2,407","2,137","3,528",670,568,569,648,757,"1,299","1,250"
2020년09월_여_10~19세,"84,878","34,846","17,497","17,349","13,051","13,755","4,563","3,563","3,034","3,990",776,897,829,809,"1,075","1,918","1,772"
2020년09월_여_20~29세,"97,237","43,987","23,756","20,231","13,376","16,522","4,787","3,365","3,249","3,976",852,791,715,874,951,"1,887","1,905"
2020년09월_여_30~39세,"92,505","40,691","19,838","20,853","14,888","13,722","4,228","3,192","3,160","4,638",869,785,756,900,"1,045","1,817","1,814"
2020년09월_여_40~49세,"130,811","54,882","28,192","26,690","20,766","20,691","7,114","5,287","4,434","6,048","1,169","1,289","1,135","1,139","1,446","2,683","2,728"
2020년09월_여_50~59세,"145,160","53,897","29,572","24,325","20,934","24,243","8,605","6,470","6,340","6,810","1,981","1,904","1,609","2,048","2,065","4,168","4,086"
2020년09월_여_60~69세,"127,623","39,504","21,999","17,505","18,751","20,091","8,390","6,400","7,202","6,590","2,258","2,099","2,075","2,307","2,351","4,851","4,754"
2020년09월_여_70~79세,"94,813","24,246","13,142","11,104","12,467","13,514","7,597","5,694","6,424","4,939","2,078","1,981","1,776","2,412","2,497","4,802","4,386"
2020년09월_여_80~89세,"60,415","12,368","6,814","5,554","6,586","8,386","5,485","4,110","4,907","3,491","1,651","1,499","1,416","1,982","1,843","3,556","3,135"
2020년09월_여_90~99세,"10,497","2,119","1,231",888,"1,224","1,486",910,721,920,613,277,261,224,334,273,650,485
2020년09월_여_100세 이상,686,133,67,66,84,83,90,31,61,34,18,18,18,16,30,36,34
2020년10월_계_총인구수,"1,805,937","657,185","339,877","317,308","267,987","282,847","108,861","80,863","82,786","91,553","25,411","24,034","22,140","27,508","27,857","54,588","52,317"
2020년10월_계_연령구간인구수,"1,805,937","657,185","339,877","317,308","267,987","282,847","108,861","80,863","82,786","91,553","25,411","24,034","22,140","27,508","27,857","54,588","52,317"
2020년10월_계_0~9세,"129,908","54,476","24,993","29,483","21,182","19,445","6,465","5,070","4,363","6,991","1,289","1,224","1,162","1,364","1,555","2,724","2,598"
2020년10월_계_10~19세,"175,976","72,137","36,472","35,665","27,003","28,070","9,732","7,393","6,282","8,352","1,684","1,812","1,671","1,709","2,221","4,170","3,740"
