카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2020년12월_계_10~19세,"61,269","6,040","1,265",327,329,125,151,212,688,571,644,"7,752","10,570",723,"3,895","3,100",770,"8,100","5,198","10,809"
2020년12월_계_20~29세,"69,111","5,416","2,190",616,625,314,283,449,"1,341","1,114","1,435","12,387","10,980","1,248","6,175","5,775","1,027","6,909","4,359","6,468"
2020년12월_계_30~39세,"69,554","8,897","4,039",551,586,259,234,427,"1,255","1,217","1,231","8,326","9,534","1,004","4,411","2,991",794,"6,930","4,613","12,255"
2020년12월_계_40~49세,"98,471","10,854","2,907",811,732,360,344,572,"1,387","1,253","1,440","11,861","15,507","1,339","6,440","5,056","1,244","12,018","7,784","16,562"
2020년12월_계_50~59세,"96,955","8,279","2,723","1,483","1,632",832,729,"1,115","2,003","1,744","2,112","16,284","14,748","2,019","8,745","7,604","1,562","9,237","5,989","8,115"
2020년12월_계_60~69세,"58,306","5,951","1,497","1,367","1,821",945,818,"1,685","1,596","1,582","1,560","7,685","7,455","1,616","5,249","4,584","1,133","4,602","2,916","4,244"
2020년12월_계_70~79세,"26,397","2,640",473,755,"1,050",593,383,970,727,877,705,"3,174","3,125",749,"2,233","1,919",496,"2,304","1,379","1,845"
2020년12월_계_80~89세,"11,467","1,186",282,382,610,296,161,446,293,339,274,"1,493","1,297",322,874,892,193,985,521,621
2020년12월_계_90~99세,"1,411",149,35,70,72,32,34,73,41,47,25,165,167,31,102,84,20,110,71,83
2020년12월_계_100세 이상,88,12,0,2,1,1,4,3,7,5,6,10,6,1,10,5,5,7,1,2
2020년12월_남_총인구수,"274,313","28,805","9,295","3,593","4,166","2,045","1,770","3,163","5,049","4,712","5,135","36,885","40,481","5,060","20,697","17,194","3,953","28,224","18,284","35,802"
2020년12월_남_연령구간인구수,"274,313","28,805","9,295","3,593","4,166","2,045","1,770","3,163","5,049","4,712","5,135","36,885","40,481","5,060","20,697","17,194","3,953","28,224","18,284","35,802"
2020년12월_남_0~9세,"25,138","3,352","1,411",126,107,53,48,82,293,328,323,"2,517","3,753",277,"1,338",797,285,"2,672","1,825","5,551"
2020년12월_남_10~19세,"31,857","3,150",645,179,200,64,83,114,336,304,334,"4,010","5,569",385,"2,050","1,632",381,"4,159","2,702","5,560"
2020년12월_남_20~29세,"37,641","2,996","1,104",386,400,196,166,283,745,613,786,"6,726","5,961",689,"3,320","3,249",565,"3,721","2,361","3,374"
2020년12월_남_30~39세,"35,869","4,614","2,093",308,377,156,142,253,709,638,684,"4,376","4,802",569,"2,392","1,678",420,"3,465","2,343","5,850"
2020년12월_남_40~49세,"48,948","5,823","1,520",509,471,219,212,327,710,657,748,"5,521","7,329",734,"3,261","2,503",619,"5,833","3,764","8,188"
2020년12월_남_50~59세,"49,810","4,284","1,370",856,936,466,415,593,"1,023",872,"1,050","8,000","7,561","1,085","4,383","3,811",799,"4,851","3,161","4,294"
2020년12월_남_60~69세,"29,715","2,968",839,743,993,509,444,889,815,784,788,"4,040","3,773",874,"2,706","2,422",585,"2,203","1,387","1,953"
2020년12월_남_70~79세,"11,449","1,202",228,332,498,276,197,462,320,378,320,"1,249","1,300",334,959,811,223,970,564,826
2020년12월_남_80~89세,"3,584",385,76,143,175,98,54,144,89,128,98,408,398,110,257,275,69,322,163,192
2020년12월_남_90~99세,276,29,9,10,9,8,8,15,6,9,3,35,35,3,26,15,5,24,13,14
2020년12월_남_100세 이상,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2020년12월_여_총인구수,"268,025","27,127","8,914","2,994","3,490","1,796","1,453","2,959","4,863","4,660","4,894","37,034","40,261","4,541","20,047","16,394","3,829","28,374","18,216","36,179"
2020년12월_여_연령구간인구수,"268,025","27,127","8,914","2,994","3,490","1,796","1,453","2,959","4,863","4,660","4,894","37,034","40,261","4,541","20,047","16,394","3,829","28,374","18,216","36,179"
2020년12월_여_0~9세,"24,171","3,156","1,387",97,91,31,34,88,281,295,274,"2,265","3,600",272,"1,272",781,253,"2,724","1,844","5,426"
2020년12월_여_10~19세,"29,412","2,890",620,148,129,61,68,98,352,267,310,"3,742","5,001",338,"1,845","1,468",389,"3,941","2,496","5,249"
2020년12월_여_20~29세,"31,470","2,420","1,086",230,225,118,117,166,596,501,649,"5,661","5,019",559,"2,855","2,526",462,"3,188","1,998","3,094"
2020년12월_여_30~39세,"33,685","4,283","1,946",243,209,103,92,174,546,579,547,"3,950","4,732",435,"2,019","1,313",374,"3,465","2,270","6,405"
2020년12월_여_40~49세,"49,523","5,031","1,387",302,261,141,132,245,677,596,692,"6,340","8,178",605,"3,179","2,553",625,"6,185","4,020","8,374"
2020년12월_여_50~59세,"47,145","3,995","1,353",627,696,366,314,522,980,872,"1,062","8,284","7,187",934,"4,362","3,793",763,"4,386","2,828","3,821"
2020년12월_여_60~69세,"28,591","2,983",658,624,828,436,374,796,781,798,772,"3,645","3,682",742,"2,543","2,162",548,"2,399","1,529","2,291"
2020년12월_여_70~79세,"14,948","1,438",245,423,552,317,186,508,407,499,385,"1,925","1,825",415,"1,274","1,108",273,"1,334",815,"1,019"
2020년12월_여_80~89세,"7,883",801,206,239,435,198,107,302,204,211,176,"1,085",899,212,617,617,124,663,358,429
2020년12월_여_90~99세,"1,135",120,26,60,63,24,26,58,35,38,22,130,132,28,76,69,15,86,58,69
2020년12월_여_100세 이상,62,10,0,1,1,1,3,2,4,4,5,7,6,1,5,4,3,3,0,2
2021년01월_계_총인구수,"542,296","55,880","18,235","6,585","7,620","3,845","3,209","6,093","9,888","9,326","10,023","73,928","80,720","9,597","40,625","33,451","7,752","56,771","36,482","72,266"
2021년01월_계_연령구간인구수,"542,296","55,880","18,235","6,585","7,620","3,845","3,209","6,093","9,888","9,326","10,023","73,928","80,720","9,597","40,625","33,451","7,752","56,771","36,482","72,266"
2021년01월_계_0~9세,"48,925","6,472","2,797",223,194,81,83,167,559,611,599,"4,750","7,302",537,"2,591","1,565",530,"5,328","3,640","10,896"
2021년01월_계_10~19세,"61,163","6,036","1,270",323,325,124,144,213,687,567,641,"7,712","10,539",742,"3,867","3,062",760,"8,068","5,190","10,893"
2021년01월_계_20~29세,"68,971","5,414","2,160",612,612,308,278,441,"1,338","1,104","1,427","12,340","10,949","1,251","6,112","5,723","1,029","6,991","4,361","6,521"
2021년01월_계_30~39세,"69,258","8,818","4,035",548,596,260,232,415,"1,252","1,210","1,236","8,359","9,495",985,"4,412","2,955",780,"6,925","4,567","12,178"
2021년01월_계_40~49세,"98,308","10,833","2,932",808,719,356,338,574,"1,382","1,236","1,427","11,826","15,464","1,344","6,381","5,022","1,234","11,997","7,795","16,640"
2021년01월_계_50~59세,"97,182","8,302","2,726","1,479","1,620",834,724,"1,102","1,989","1,745","2,099","16,272","14,826","1,997","8,737","7,562","1,567","9,345","6,005","8,251"
2021년01월_계_60~69세,"58,938","6,004","1,524","1,379","1,829",954,823,"1,685","1,610","1,586","1,582","7,801","7,515","1,627","5,293","4,658","1,139","4,680","2,934","4,315"
2021년01월_계_70~79세,"26,486","2,653",476,753,"1,041",592,384,974,729,867,706,"3,179","3,146",763,"2,236","1,921",495,"2,322","1,392","1,857"
2021년01월_계_80~89세,"11,547","1,182",280,387,609,302,164,448,293,347,274,"1,514","1,305",318,884,891,192,"1,002",525,630
2021년01월_계_90~99세,"1,427",154,35,71,74,33,34,71,42,48,25,164,173,32,102,87,21,106,72,83
2021년01월_계_100세 이상,91,12,0,2,1,1,5,3,7,5,7,11,6,1,10,5,5,7,1,2
2021년01월_남_총인구수,"274,253","28,796","9,299","3,584","4,146","2,046","1,763","3,147","5,035","4,686","5,128","36,886","40,434","5,051","20,653","17,116","3,935","28,304","18,299","35,945"
2021년01월_남_연령구간인구수,"274,253","28,796","9,299","3,584","4,146","2,046","1,763","3,147","5,035","4,686","5,128","36,886","40,434","5,051","20,653","17,116","3,935","28,304","18,299","35,945"
2021년01월_남_0~9세,"24,925","3,330","1,403",124,103,53,50,81,287,322,317,"2,494","3,727",277,"1,338",789,280,"2,645","1,804","5,501"
2021년01월_남_10~19세,"31,805","3,149",651,177,194,64,78,114,335,299,334,"3,989","5,559",392,"2,039","1,611",378,"4,137","2,704","5,601"
2021년01월_남_20~29세,"37,564","3,015","1,094",389,393,192,165,276,739,614,783,"6,703","5,922",677,"3,287","3,216",562,"3,766","2,375","3,396"
2021년01월_남_30~39세,"35,718","4,556","2,079",303,386,156,144,246,704,636,680,"4,395","4,780",564,"2,400","1,664",419,"3,470","2,315","5,821"
2021년01월_남_40~49세,"48,859","5,833","1,530",508,464,217,211,328,708,645,750,"5,501","7,304",735,"3,219","2,486",612,"5,808","3,776","8,224"
2021년01월_남_50~59세,"49,892","4,295","1,373",845,930,466,408,585,"1,015",872,"1,045","7,987","7,595","1,079","4,386","3,790",793,"4,900","3,166","4,362"
2021년01월_남_60~69세,"30,069","2,991",852,750,994,515,446,890,828,784,796,"4,109","3,804",876,"2,728","2,458",594,"2,245","1,412","1,997"
2021년01월_남_70~79세,"11,506","1,211",231,336,497,274,198,466,320,373,321,"1,251","1,312",340,964,810,222,976,570,834
2021년01월_남_80~89세,"3,610",384,77,143,176,101,53,145,89,129,98,419,396,109,261,274,68,330,164,194
2021년01월_남_90~99세,279,30,9,8,9,8,9,15,7,11,3,35,35,2,26,17,5,23,12,15
2021년01월_남_100세 이상,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2021년01월_여_총인구수,"268,043","27,084","8,936","3,001","3,474","1,799","1,446","2,946","4,853","4,640","4,895","37,042","40,286","4,546","19,972","16,335","3,817","28,467","18,183","36,321"
2021년01월_여_연령구간인구수,"268,043","27,084","8,936","3,001","3,474","1,799","1,446","2,946","4,853","4,640","4,895","37,042","40,286","4,546","19,972","16,335","3,817","28,467","18,183","36,321"
2021년01월_여_0~9세,"24,000","3,142","1,394",99,91,28,33,86,272,289,282,"2,256","3,575",260,"1,253",776,250,"2,683","1,836","5,395"
2021년01월_여_10~19세,"29,358","2,887",619,146,131,60,66,99,352,268,307,"3,723","4,980",350,"1,828","1,451",382,"3,931","2,486","5,292"
2021년01월_여_20~29세,"31,407","2,399","1,066",223,219,116,113,165,599,490,644,"5,637","5,027",574,"2,825","2,507",467,"3,225","1,986","3,125"
2021년01월_여_30~39세,"33,540","4,262","1,956",245,210,104,88,169,548,574,556,"3,964","4,715",421,"2,012","1,291",361,"3,455","2,252","6,357"
2021년01월_여_40~49세,"49,449","5,000","1,402",300,255,139,127,246,674,591,677,"6,325","8,160",609,"3,162","2,536",622,"6,189","4,019","8,416"
2021년01월_여_50~59세,"47,290","4,007","1,353",634,690,368,316,517,974,873,"1,054","8,285","7,231",918,"4,351","3,772",774,"4,445","2,839","3,889"
2021년01월_여_60~69세,"28,869","3,013",672,629,835,439,377,795,782,802,786,"3,692","3,711",751,"2,565","2,200",545,"2,435","1,522","2,318"
2021년01월_여_70~79세,"14,980","1,442",245,417,544,318,186,508,409,494,385,"1,928","1,834",423,"1,272","1,111",273,"1,346",822,"1,023"
2021년01월_여_80~89세,"7,937",798,203,244,433,201,111,303,204,218,176,"1,095",909,209,623,617,124,672,361,436
2021년01월_여_90~99세,"1,148",124,26,63,65,25,25,56,35,37,22,129,138,30,76,70,16,83,60,68
2021년01월_여_100세 이상,65,10,0,1,1,1,4,2,4,4,6,8,6,1,5,4,3,3,0,2
2021년02월_계_총인구수,"542,254","55,933","18,241","6,564","7,602","3,834","3,193","6,090","9,836","9,299","10,003","73,910","80,633","9,610","40,501","33,380","7,731","56,936","36,422","72,536"
2021년02월_계_연령구간인구수,"542,254","55,933","18,241","6,564","7,602","3,834","3,193","6,090","9,836","9,299","10,003","73,910","80,633","9,610","40,501","33,380","7,731","56,936","36,422","72,536"
2021년02월_계_0~9세,"48,694","6,423","2,791",223,192,81,80,164,550,602,588,"4,743","7,270",540,"2,555","1,544",523,"5,329","3,595","10,901"
2021년02월_계_10~19세,"60,998","6,080","1,261",315,327,121,139,213,681,568,637,"7,649","10,464",736,"3,842","3,069",745,"8,056","5,179","10,916"
2021년02월_계_20~29세,"68,842","5,399","2,143",602,606,301,273,432,"1,330","1,087","1,414","12,335","10,937","1,250","6,061","5,731","1,026","7,012","4,347","6,556"
2021년02월_계_30~39세,"68,821","8,735","4,021",547,593,260,228,415,"1,235","1,209","1,230","8,343","9,402",979,"4,376","2,922",780,"6,904","4,515","12,127"
2021년02월_계_40~49세,"98,248","10,874","2,943",805,714,352,334,572,"1,373","1,245","1,415","11,769","15,435","1,354","6,354","4,982","1,221","11,983","7,794","16,729"
2021년02월_계_50~59세,"97,432","8,333","2,749","1,467","1,610",832,726,"1,088","1,974","1,717","2,104","16,282","14,882","1,988","8,743","7,523","1,570","9,464","6,041","8,339"
2021년02월_계_60~69세,"59,481","6,069","1,540","1,390","1,834",956,820,"1,706","1,618","1,597","1,598","7,918","7,601","1,645","5,316","4,691","1,150","4,722","2,950","4,360"
2021년02월_계_70~79세,"26,530","2,655",481,750,"1,036",587,388,969,727,869,710,"3,152","3,139",765,"2,249","1,934",496,"2,335","1,405","1,883"
2021년02월_계_80~89세,"11,669","1,193",278,393,614,310,166,455,298,349,274,"1,545","1,321",320,896,890,194,"1,015",521,637
2021년02월_계_90~99세,"1,448",160,34,70,75,33,34,73,43,50,26,164,176,32,99,89,21,109,74,86
2021년02월_계_100세 이상,91,12,0,2,1,1,5,3,7,6,7,10,6,1,10,5,5,7,1,2
2021년02월_남_총인구수,"274,198","28,814","9,305","3,584","4,143","2,045","1,761","3,145","5,007","4,661","5,125","36,865","40,410","5,061","20,582","17,075","3,922","28,381","18,281","36,031"
2021년02월_남_연령구간인구수,"274,198","28,814","9,305","3,584","4,143","2,045","1,761","3,145","5,007","4,661","5,125","36,865","40,410","5,061","20,582","17,075","3,922","28,381","18,281","36,031"
2021년02월_남_0~9세,"24,799","3,299","1,401",124,106,53,47,80,282,314,313,"2,487","3,725",279,"1,325",774,274,"2,643","1,788","5,485"
2021년02월_남_10~19세,"31,719","3,176",645,172,196,63,75,114,330,300,333,"3,958","5,520",387,"2,019","1,617",369,"4,138","2,695","5,612"
2021년02월_남_20~29세,"37,501","2,999","1,085",387,391,185,164,269,734,609,773,"6,696","5,937",677,"3,260","3,216",562,"3,779","2,377","3,401"
2021년02월_남_30~39세,"35,492","4,524","2,069",303,382,158,146,247,692,624,683,"4,385","4,732",566,"2,376","1,636",421,"3,466","2,294","5,788"
2021년02월_남_40~49세,"48,837","5,845","1,540",507,462,215,211,326,704,652,748,"5,481","7,289",734,"3,215","2,471",606,"5,794","3,773","8,264"
2021년02월_남_50~59세,"49,980","4,311","1,385",837,931,467,407,580,"1,009",852,"1,046","7,983","7,599","1,083","4,387","3,773",789,"4,953","3,177","4,411"
2021년02월_남_60~69세,"30,371","3,027",863,759,993,521,447,902,832,790,804,"4,169","3,868",883,"2,736","2,476",604,"2,261","1,421","2,015"
2021년02월_남_70~79세,"11,550","1,214",233,343,498,271,200,463,321,378,327,"1,245","1,305",339,969,819,222,985,576,842
2021년02월_남_80~89세,"3,649",387,76,142,176,105,53,149,94,130,96,423,400,111,265,275,68,335,167,197
2021년02월_남_90~99세,274,30,8,9,8,7,10,14,6,11,1,35,35,2,25,17,5,23,12,16
2021년02월_남_100세 이상,26,2,0,1,0,0,1,1,3,1,1,3,0,0,5,1,2,4,1,0
2021년02월_여_총인구수,"268,056","27,119","8,936","2,980","3,459","1,789","1,432","2,945","4,829","4,638","4,878","37,045","40,223","4,549","19,919","16,305","3,809","28,555","18,141","36,505"
2021년02월_여_연령구간인구수,"268,056","27,119","8,936","2,980","3,459","1,789","1,432","2,945","4,829","4,638","4,878","37,045","40,223","4,549","19,919","16,305","3,809","28,555","18,141","36,505"
2021년02월_여_0~9세,"23,895","3,124","1,390",99,86,28,33,84,268,288,275,"2,256","3,545",261,"1,230",770,249,"2,686","1,807","5,416"
2021년02월_여_10~19세,"29,279","2,904",616,143,131,58,64,99,351,268,304,"3,691","4,944",349,"1,823","1,452",376,"3,918","2,484","5,304"
2021년02월_여_20~29세,"31,341","2,400","1,058",215,215,116,109,163,596,478,641,"5,639","5,000",573,"2,801","2,515",464,"3,233","1,970","3,155"
2021년02월_여_30~39세,"33,329","4,211","1,952",244,211,102,82,168,543,585,547,"3,958","4,670",413,"2,000","1,286",359,"3,438","2,221","6,339"
2021년02월_여_40~49세,"49,411","5,029","1,403",298,252,137,123,246,669,593,667,"6,288","8,146",620,"3,139","2,511",615,"6,189","4,021","8,465"
2021년02월_여_50~59세,"47,452","4,022","1,364",630,679,365,319,508,965,865,"1,058","8,299","7,283",905,"4,356","3,750",781,"4,511","2,864","3,928"
2021년02월_여_60~69세,"29,110","3,042",677,631,841,435,373,804,786,807,794,"3,749","3,733",762,"2,580","2,215",546,"2,461","1,529","2,345"
2021년02월_여_70~79세,"14,980","1,441",248,407,538,316,188,506,406,491,383,"1,907","1,834",426,"1,280","1,115",274,"1,350",829,"1,041"
2021년02월_여_80~89세,"8,020",806,202,251,438,205,113,306,204,219,178,"1,122",921,209,631,615,126,680,354,440
2021년02월_여_90~99세,"1,174",130,26,61,67,26,24,59,37,39,25,129,141,30,74,72,16,86,62,70
2021년02월_여_100세 이상,65,10,0,1,1,1,4,2,4,5,6,7,6,1,5,4,3,3,0,2
2021년03월_계_총인구수,"540,863","55,730","18,251","6,500","7,471","3,815","3,139","6,013","9,743","9,213","9,921","73,735","80,531","9,559","40,264","33,284","7,677","56,951","36,351","72,715"
2021년03월_계_연령구간인구수,"540,863","55,730","18,251","6,500","7,471","3,815","3,139","6,013","9,743","9,213","9,921","73,735","80,531","9,559","40,264","33,284","7,677","56,951","36,351","72,715"
2021년03월_계_0~9세,"48,368","6,395","2,799",221,186,86,78,164,555,607,577,"4,700","7,240",546,"2,522","1,526",511,"5,287","3,571","10,797"
2021년03월_계_10~19세,"60,774","6,074","1,261",312,308,119,138,211,670,561,630,"7,566","10,431",732,"3,823","3,049",747,"8,038","5,145","10,959"
2021년03월_계_20~29세,"68,649","5,351","2,136",598,608,307,261,420,"1,323","1,065","1,425","12,259","10,909","1,239","6,019","5,737","1,001","7,042","4,334","6,615"
2021년03월_계_30~39세,"68,505","8,667","4,004",530,570,254,220,406,"1,224","1,207","1,207","8,373","9,395",967,"4,315","2,929",779,"6,887","4,490","12,081"
2021년03월_계_40~49세,"97,838","10,885","2,965",786,694,349,325,560,"1,354","1,220","1,404","11,691","15,335","1,361","6,289","4,932","1,217","11,952","7,756","16,763"
2021년03월_계_50~59세,"97,199","8,311","2,735","1,445","1,571",821,714,"1,072","1,961","1,697","2,076","16,254","14,884","1,963","8,689","7,458","1,553","9,490","6,064","8,441"
2021년03월_계_60~69세,"59,908","6,065","1,552","1,399","1,837",961,818,"1,692","1,617","1,585","1,602","7,995","7,678","1,658","5,389","4,732","1,148","4,792","2,975","4,413"
2021년03월_계_70~79세,"26,494","2,641",488,747,"1,017",579,386,965,712,866,704,"3,172","3,160",743,"2,220","1,935",497,"2,331","1,412","1,919"
2021년03월_계_80~89세,"11,662","1,185",280,390,606,307,164,447,289,349,271,"1,556","1,325",320,899,896,196,"1,016",530,636
2021년03월_계_90~99세,"1,415",152,31,72,74,32,32,75,37,50,23,160,168,29,99,87,23,109,73,89
2021년03월_계_100세 이상,51,4,0,0,0,0,3,1,1,6,2,9,6,1,0,3,5,7,1,2
2021년03월_남_총인구수,"273,581","28,730","9,321","3,559","4,072","2,035","1,728","3,120","4,976","4,619","5,097","36,773","40,346","5,048","20,461","17,030","3,893","28,389","18,262","36,122"
2021년03월_남_연령구간인구수,"273,581","28,730","9,321","3,559","4,072","2,035","1,728","3,120","4,976","4,619","5,097","36,773","40,346","5,048","20,461","17,030","3,893","28,389","18,262","36,122"
2021년03월_남_0~9세,"24,653","3,289","1,413",124,102,55,46,79,285,320,309,"2,474","3,709",282,"1,304",772,266,"2,618","1,781","5,425"
2021년03월_남_10~19세,"31,587","3,169",649,172,183,62,73,117,322,296,329,"3,901","5,487",387,"2,008","1,602",373,"4,136","2,683","5,638"
2021년03월_남_20~29세,"37,447","2,971","1,076",384,392,188,157,263,736,593,781,"6,665","5,927",679,"3,253","3,221",546,"3,793","2,375","3,447"
2021년03월_남_30~39세,"35,288","4,487","2,050",291,367,155,142,245,691,623,669,"4,391","4,722",562,"2,349","1,637",422,"3,442","2,285","5,758"
2021년03월_남_40~49세,"48,670","5,861","1,555",496,448,216,209,325,695,641,742,"5,456","7,247",741,"3,164","2,458",606,"5,784","3,754","8,272"
2021년03월_남_50~59세,"49,861","4,310","1,380",833,912,455,398,573,"1,005",842,"1,031","7,957","7,590","1,068","4,370","3,728",781,"4,968","3,188","4,472"
2021년03월_남_60~69세,"30,601","3,021",876,764,"1,000",525,445,899,832,788,809,"4,210","3,915",886,"2,769","2,493",601,"2,296","1,432","2,040"
2021년03월_남_70~79세,"11,561","1,206",237,346,488,270,198,459,312,375,327,"1,260","1,319",332,957,824,220,989,581,861
2021년03월_남_80~89세,"3,640",388,79,140,172,103,52,146,91,131,99,424,399,109,264,276,69,336,170,192
2021년03월_남_90~99세,260,27,6,9,8,6,8,14,6,9,1,33,31,2,23,18,7,23,12,17
2021년03월_남_100세 이상,13,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021년03월_여_총인구수,"267,282","27,000","8,930","2,941","3,399","1,780","1,411","2,893","4,767","4,594","4,824","36,962","40,185","4,511","19,803","16,254","3,784","28,562","18,089","36,593"
2021년03월_여_연령구간인구수,"267,282","27,000","8,930","2,941","3,399","1,780","1,411","2,893","4,767","4,594","4,824","36,962","40,185","4,511","19,803","16,254","3,784","28,562","18,089","36,593"
2021년03월_여_0~9세,"23,715","3,106","1,386",97,84,31,32,85,270,287,268,"2,226","3,531",264,"1,218",754,245,"2,669","1,790","5,372"
2021년03월_여_10~19세,"29,187","2,905",612,140,125,57,65,94,348,265,301,"3,665","4,944",345,"1,815","1,447",374,"3,902","2,462","5,321"
2021년03월_여_20~29세,"31,202","2,380","1,060",214,216,119,104,157,587,472,644,"5,594","4,982",560,"2,766","2,516",455,"3,249","1,959","3,168"
2021년03월_여_30~39세,"33,217","4,180","1,954",239,203,99,78,161,533,584,538,"3,982","4,673",405,"1,966","1,292",357,"3,445","2,205","6,323"
2021년03월_여_40~49세,"49,168","5,024","1,410",290,246,133,116,235,659,579,662,"6,235","8,088",620,"3,125","2,474",611,"6,168","4,002","8,491"
2021년03월_여_50~59세,"47,338","4,001","1,355",612,659,366,316,499,956,855,"1,045","8,297","7,294",895,"4,319","3,730",772,"4,522","2,876","3,969"
2021년03월_여_60~69세,"29,307","3,044",676,635,837,436,373,793,785,797,793,"3,785","3,763",772,"2,620","2,239",547,"2,496","1,543","2,373"
2021년03월_여_70~79세,"14,933","1,435",251,401,529,309,188,506,400,491,377,"1,912","1,841",411,"1,263","1,111",277,"1,342",831,"1,058"
2021년03월_여_80~89세,"8,022",797,201,250,434,204,112,301,198,218,172,"1,132",926,211,635,620,127,680,360,444
2021년03월_여_90~99세,"1,155",125,25,63,66,26,24,61,31,41,22,127,137,27,76,69,16,86,61,72
2021년03월_여_100세 이상,38,3,0,0,0,0,3,1,0,5,2,7,6,1,0,2,3,3,0,2
2021년04월_계_총인구수,"540,686","55,739","18,232","6,481","7,434","3,801","3,125","5,976","9,726","9,173","9,883","73,747","80,478","9,526","40,285","33,212","7,648","57,018","36,348","72,854"
2021년04월_계_연령구간인구수,"540,686","55,739","18,232","6,481","7,434","3,801","3,125","5,976","9,726","9,173","9,883","73,747","80,478","9,526","40,285","33,212","7,648","57,018","36,348","72,854"
2021년04월_계_0~9세,"48,096","6,383","2,790",217,178,82,78,155,559,598,573,"4,683","7,207",544,"2,499","1,511",506,"5,253","3,556","10,724"
2021년04월_계_10~19세,"60,670","6,098","1,269",308,292,120,140,213,668,559,637,"7,500","10,429",716,"3,827","3,022",737,"8,018","5,126","10,991"
2021년04월_계_20~29세,"68,563","5,330","2,116",595,599,306,259,413,"1,313","1,048","1,397","12,267","10,863","1,227","5,995","5,721","1,004","7,062","4,355","6,693"
2021년04월_계_30~39세,"68,269","8,610","3,973",531,571,246,216,392,"1,211","1,202","1,203","8,398","9,377",962,"4,309","2,927",775,"6,887","4,463","12,016"
2021년04월_계_40~49세,"97,762","10,914","2,983",773,691,351,326,558,"1,360","1,209","1,400","11,624","15,283","1,351","6,290","4,903","1,204","11,981","7,755","16,806"
2021년04월_계_50~59세,"97,230","8,298","2,731","1,440","1,562",812,712,"1,063","1,945","1,682","2,068","16,278","14,916","1,974","8,674","7,451","1,545","9,508","6,088","8,483"
2021년04월_계_60~69세,"60,346","6,121","1,567","1,406","1,843",966,814,"1,696","1,625","1,601","1,599","8,087","7,723","1,651","5,453","4,747","1,161","4,822","2,989","4,475"
2021년04월_계_70~79세,"26,550","2,638",491,745,"1,021",578,382,963,712,873,705,"3,176","3,176",746,"2,231","1,934",493,"2,346","1,411","1,929"
2021년04월_계_80~89세,"11,718","1,187",279,393,602,308,163,447,294,346,276,"1,564","1,334",325,908,901,194,"1,021",530,646
2021년04월_계_90~99세,"1,429",156,33,73,74,32,32,75,38,49,23,161,164,29,99,92,24,112,74,89
2021년04월_계_100세 이상,53,4,0,0,1,0,3,1,1,6,2,9,6,1,0,3,5,8,1,2
2021년04월_남_총인구수,"273,479","28,723","9,321","3,544","4,052","2,031","1,722","3,100","4,978","4,596","5,084","36,776","40,315","5,028","20,468","17,004","3,872","28,403","18,285","36,177"
2021년04월_남_연령구간인구수,"273,479","28,723","9,321","3,544","4,052","2,031","1,722","3,100","4,978","4,596","5,084","36,776","40,315","5,028","20,468","17,004","3,872","28,403","18,285","36,177"
2021년04월_남_0~9세,"24,511","3,283","1,408",122,94,52,47,73,293,314,309,"2,454","3,698",286,"1,295",762,264,"2,586","1,783","5,388"
2021년04월_남_10~19세,"31,495","3,173",654,168,174,63,74,118,316,297,337,"3,867","5,479",375,"2,009","1,592",361,"4,126","2,661","5,651"
2021년04월_남_20~29세,"37,452","2,965","1,073",384,389,191,155,259,740,585,769,"6,658","5,912",674,"3,244","3,207",553,"3,807","2,400","3,487"
2021년04월_남_30~39세,"35,180","4,462","2,028",291,368,152,139,237,680,623,667,"4,423","4,698",561,"2,337","1,643",420,"3,439","2,274","5,738"
2021년04월_남_40~49세,"48,618","5,868","1,567",489,449,216,209,325,699,632,741,"5,435","7,237",731,"3,168","2,444",600,"5,789","3,746","8,273"
2021년04월_남_50~59세,"49,872","4,297","1,380",833,905,451,396,567,"1,004",833,"1,030","7,952","7,590","1,073","4,361","3,732",772,"4,988","3,217","4,491"
2021년04월_남_60~69세,"30,825","3,053",887,766,"1,001",527,446,901,832,798,805,"4,262","3,945",883,"2,800","2,501",605,"2,309","1,439","2,065"
2021년04월_남_70~79세,"11,589","1,205",240,342,492,270,196,459,312,374,326,"1,259","1,322",332,965,827,218,997,583,870
2021년04월_남_80~89세,"3,666",389,79,140,172,103,52,146,95,130,99,430,404,111,267,277,70,335,170,197
2021년04월_남_90~99세,258,27,5,9,8,6,8,15,6,9,1,34,30,2,22,18,7,23,11,17
2021년04월_남_100세 이상,13,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
