카테고리,충청북도 영동군,충청북도 영동군 영동읍,충청북도 영동군 용산면,충청북도 영동군 황간면,충청북도 영동군 추풍령면,충청북도 영동군 매곡면,충청북도 영동군 상촌면,충청북도 영동군 양강면,충청북도 영동군 용화면,충청북도 영동군 학산면,충청북도 영동군 양산면,충청북도 영동군 심천면
2020년10월_여_80~89세,"2,545",651,243,250,159,169,192,202,81,219,155,224
2020년10월_여_90~99세,402,90,36,32,28,21,41,28,13,47,32,34
2020년10월_여_100세 이상,27,9,5,4,0,1,2,1,1,3,0,1
2020년11월_계_총인구수,"47,561","20,996","3,325","4,361","2,277","1,954","2,390","3,242","1,004","2,860","1,866","3,286"
2020년11월_계_연령구간인구수,"47,561","20,996","3,325","4,361","2,277","1,954","2,390","3,242","1,004","2,860","1,866","3,286"
2020년11월_계_0~9세,"2,376","1,544",109,172,49,56,72,111,28,83,47,105
2020년11월_계_10~19세,"3,416","2,081",152,309,122,94,108,175,50,112,75,138
2020년11월_계_20~29세,"4,472","2,724",239,291,147,118,114,327,47,164,108,193
2020년11월_계_30~39세,"3,290","1,967",165,268,98,78,108,177,37,124,74,194
2020년11월_계_40~49세,"5,383","3,063",313,426,208,157,184,274,80,217,176,285
2020년11월_계_50~59세,"8,503","3,560",653,812,449,367,410,629,192,512,340,579
2020년11월_계_60~69세,"9,155","2,973",789,974,521,472,581,686,239,716,417,787
2020년11월_계_70~79세,"6,511","1,975",494,681,399,319,478,507,188,515,355,600
2020년11월_계_80~89세,"3,885",983,356,385,247,259,280,318,123,353,226,355
2020년11월_계_90~99세,531,111,49,38,36,33,52,37,19,60,48,48
2020년11월_계_100세 이상,39,15,6,5,1,1,3,1,1,4,0,2
2020년11월_남_총인구수,"23,657","10,373","1,687","2,196","1,117",964,"1,162","1,648",502,"1,441",927,"1,640"
2020년11월_남_연령구간인구수,"23,657","10,373","1,687","2,196","1,117",964,"1,162","1,648",502,"1,441",927,"1,640"
2020년11월_남_0~9세,"1,221",786,59,96,24,30,30,50,15,50,27,54
2020년11월_남_10~19세,"1,766","1,065",74,163,60,52,66,99,29,52,37,69
2020년11월_남_20~29세,"2,510","1,451",142,177,91,69,68,211,24,101,66,110
2020년11월_남_30~39세,"1,741",999,99,141,53,43,59,100,22,70,48,107
2020년11월_남_40~49세,"2,919","1,565",170,242,116,98,106,159,47,145,100,171
2020년11월_남_50~59세,"4,509","1,828",364,436,241,197,222,341,112,277,182,309
2020년11월_남_60~69세,"4,665","1,484",411,508,255,242,302,348,129,361,223,402
2020년11월_남_70~79세,"2,853",835,245,291,179,132,209,218,78,237,156,273
2020년11월_남_80~89세,"1,335",334,111,134,88,92,89,113,40,133,72,129
2020년11월_남_90~99세,127,21,11,7,9,9,10,9,6,14,16,15
2020년11월_남_100세 이상,11,5,1,1,1,0,1,0,0,1,0,1
2020년11월_여_총인구수,"23,904","10,623","1,638","2,165","1,160",990,"1,228","1,594",502,"1,419",939,"1,646"
2020년11월_여_연령구간인구수,"23,904","10,623","1,638","2,165","1,160",990,"1,228","1,594",502,"1,419",939,"1,646"
2020년11월_여_0~9세,"1,155",758,50,76,25,26,42,61,13,33,20,51
2020년11월_여_10~19세,"1,650","1,016",78,146,62,42,42,76,21,60,38,69
2020년11월_여_20~29세,"1,962","1,273",97,114,56,49,46,116,23,63,42,83
2020년11월_여_30~39세,"1,549",968,66,127,45,35,49,77,15,54,26,87
2020년11월_여_40~49세,"2,464","1,498",143,184,92,59,78,115,33,72,76,114
2020년11월_여_50~59세,"3,994","1,732",289,376,208,170,188,288,80,235,158,270
2020년11월_여_60~69세,"4,490","1,489",378,466,266,230,279,338,110,355,194,385
2020년11월_여_70~79세,"3,658","1,140",249,390,220,187,269,289,110,278,199,327
2020년11월_여_80~89세,"2,550",649,245,251,159,167,191,205,83,220,154,226
2020년11월_여_90~99세,404,90,38,31,27,24,42,28,13,46,32,33
2020년11월_여_100세 이상,28,10,5,4,0,1,2,1,1,3,0,1
2020년12월_계_총인구수,"47,475","20,911","3,298","4,376","2,300","1,943","2,388","3,249","1,014","2,852","1,872","3,272"
2020년12월_계_연령구간인구수,"47,475","20,911","3,298","4,376","2,300","1,943","2,388","3,249","1,014","2,852","1,872","3,272"
2020년12월_계_0~9세,"2,336","1,524",105,173,49,54,67,108,29,81,44,102
2020년12월_계_10~19세,"3,390","2,064",147,309,124,93,104,180,51,110,77,131
2020년12월_계_20~29세,"4,453","2,697",236,299,148,116,117,326,46,165,111,192
2020년12월_계_30~39세,"3,271","1,959",158,264,95,77,105,180,38,127,74,194
2020년12월_계_40~49세,"5,362","3,048",308,423,212,153,186,282,82,212,177,279
2020년12월_계_50~59세,"8,486","3,547",654,815,453,369,411,617,193,508,342,577
2020년12월_계_60~69세,"9,201","2,983",788,982,532,470,585,693,244,717,415,792
2020년12월_계_70~79세,"6,511","1,979",493,682,403,316,477,506,186,519,355,595
2020년12월_계_80~89세,"3,901",984,356,386,248,262,280,319,125,351,230,360
2020년12월_계_90~99세,524,111,47,38,34,32,53,37,19,58,47,48
2020년12월_계_100세 이상,40,15,6,5,2,1,3,1,1,4,0,2
2020년12월_남_총인구수,"23,624","10,322","1,675","2,210","1,131",958,"1,163","1,653",510,"1,433",933,"1,636"
2020년12월_남_연령구간인구수,"23,624","10,322","1,675","2,210","1,131",958,"1,163","1,653",510,"1,433",933,"1,636"
2020년12월_남_0~9세,"1,190",767,57,95,25,27,27,49,15,48,27,53
2020년12월_남_10~19세,"1,766","1,066",71,163,63,52,65,101,30,49,38,68
2020년12월_남_20~29세,"2,499","1,435",140,183,90,70,70,206,24,105,66,110
2020년12월_남_30~39세,"1,726",988,98,137,50,41,57,104,24,71,49,107
2020년12월_남_40~49세,"2,907","1,557",167,240,117,96,108,165,49,139,102,167
2020년12월_남_50~59세,"4,513","1,825",363,442,247,198,222,334,113,278,180,311
2020년12월_남_60~69세,"4,691","1,487",413,512,262,241,306,352,133,357,227,401
2020년12월_남_70~79세,"2,852",835,244,294,182,131,206,218,77,239,155,271
2020년12월_남_80~89세,"1,349",337,111,136,86,94,91,115,39,133,75,132
2020년12월_남_90~99세,120,20,10,7,8,8,10,9,6,13,14,15
2020년12월_남_100세 이상,11,5,1,1,1,0,1,0,0,1,0,1
2020년12월_여_총인구수,"23,851","10,589","1,623","2,166","1,169",985,"1,225","1,596",504,"1,419",939,"1,636"
2020년12월_여_연령구간인구수,"23,851","10,589","1,623","2,166","1,169",985,"1,225","1,596",504,"1,419",939,"1,636"
2020년12월_여_0~9세,"1,146",757,48,78,24,27,40,59,14,33,17,49
2020년12월_여_10~19세,"1,624",998,76,146,61,41,39,79,21,61,39,63
2020년12월_여_20~29세,"1,954","1,262",96,116,58,46,47,120,22,60,45,82
2020년12월_여_30~39세,"1,545",971,60,127,45,36,48,76,14,56,25,87
2020년12월_여_40~49세,"2,455","1,491",141,183,95,57,78,117,33,73,75,112
2020년12월_여_50~59세,"3,973","1,722",291,373,206,171,189,283,80,230,162,266
2020년12월_여_60~69세,"4,510","1,496",375,470,270,229,279,341,111,360,188,391
2020년12월_여_70~79세,"3,659","1,144",249,388,221,185,271,288,109,280,200,324
2020년12월_여_80~89세,"2,552",647,245,250,162,168,189,204,86,218,155,228
2020년12월_여_90~99세,404,91,37,31,26,24,43,28,13,45,33,33
2020년12월_여_100세 이상,29,10,5,4,1,1,2,1,1,3,0,1
2021년01월_계_총인구수,"47,230","20,833","3,279","4,363","2,302","1,924","2,363","3,220","1,008","2,839","1,853","3,246"
2021년01월_계_연령구간인구수,"47,230","20,833","3,279","4,363","2,302","1,924","2,363","3,220","1,008","2,839","1,853","3,246"
2021년01월_계_0~9세,"2,305","1,516",101,170,49,48,66,104,30,80,40,101
2021년01월_계_10~19세,"3,350","2,050",143,304,126,94,101,176,53,107,73,123
2021년01월_계_20~29세,"4,377","2,655",234,298,145,109,113,314,44,162,109,194
2021년01월_계_30~39세,"3,234","1,938",161,264,94,75,101,173,39,123,74,192
2021년01월_계_40~49세,"5,314","3,031",304,421,217,154,184,280,78,206,175,264
2021년01월_계_50~59세,"8,434","3,532",643,812,451,365,404,618,190,502,339,578
2021년01월_계_60~69세,"9,232","3,003",796,979,532,466,582,698,245,723,415,793
2021년01월_계_70~79세,"6,525","1,985",493,686,404,319,478,504,183,525,352,596
2021년01월_계_80~89세,"3,893",989,350,387,247,262,278,317,126,349,229,359
2021년01월_계_90~99세,526,117,48,37,35,31,54,35,19,58,47,45
2021년01월_계_100세 이상,40,17,6,5,2,1,2,1,1,4,0,1
2021년01월_남_총인구수,"23,487","10,280","1,668","2,201","1,129",946,"1,149","1,640",504,"1,423",926,"1,621"
2021년01월_남_연령구간인구수,"23,487","10,280","1,668","2,201","1,129",946,"1,149","1,640",504,"1,423",926,"1,621"
2021년01월_남_0~9세,"1,169",760,54,92,25,23,26,47,17,47,25,53
2021년01월_남_10~19세,"1,744","1,056",70,162,64,51,63,99,31,48,36,64
2021년01월_남_20~29세,"2,461","1,424",138,176,88,66,67,200,23,103,66,110
2021년01월_남_30~39세,"1,700",973,100,137,47,43,54,99,24,68,50,105
2021년01월_남_40~49세,"2,887","1,543",166,243,120,96,107,167,46,136,104,159
2021년01월_남_50~59세,"4,470","1,816",357,439,245,195,219,330,108,272,178,311
2021년01월_남_60~69세,"4,717","1,500",419,508,262,239,302,361,135,363,227,401
2021년01월_남_70~79세,"2,872",845,245,298,182,133,209,217,76,242,152,273
2021년01월_남_80~89세,"1,336",336,108,138,87,93,90,112,38,130,74,130
2021년01월_남_90~99세,120,21,10,7,8,7,11,8,6,13,14,15
2021년01월_남_100세 이상,11,6,1,1,1,0,1,0,0,1,0,0
2021년01월_여_총인구수,"23,743","10,553","1,611","2,162","1,173",978,"1,214","1,580",504,"1,416",927,"1,625"
2021년01월_여_연령구간인구수,"23,743","10,553","1,611","2,162","1,173",978,"1,214","1,580",504,"1,416",927,"1,625"
2021년01월_여_0~9세,"1,136",756,47,78,24,25,40,57,13,33,15,48
2021년01월_여_10~19세,"1,606",994,73,142,62,43,38,77,22,59,37,59
2021년01월_여_20~29세,"1,916","1,231",96,122,57,43,46,114,21,59,43,84
2021년01월_여_30~39세,"1,534",965,61,127,47,32,47,74,15,55,24,87
2021년01월_여_40~49세,"2,427","1,488",138,178,97,58,77,113,32,70,71,105
2021년01월_여_50~59세,"3,964","1,716",286,373,206,170,185,288,82,230,161,267
2021년01월_여_60~69세,"4,515","1,503",377,471,270,227,280,337,110,360,188,392
2021년01월_여_70~79세,"3,653","1,140",248,388,222,186,269,287,107,283,200,323
2021년01월_여_80~89세,"2,557",653,242,249,160,169,188,205,88,219,155,229
2021년01월_여_90~99세,406,96,38,30,27,24,43,27,13,45,33,30
2021년01월_여_100세 이상,29,11,5,4,1,1,1,1,1,3,0,1
2021년02월_계_총인구수,"47,023","20,711","3,274","4,354","2,284","1,925","2,366","3,204",995,"2,835","1,848","3,227"
2021년02월_계_연령구간인구수,"47,023","20,711","3,274","4,354","2,284","1,925","2,366","3,204",995,"2,835","1,848","3,227"
2021년02월_계_0~9세,"2,265","1,493",103,164,46,48,69,101,27,78,38,98
2021년02월_계_10~19세,"3,329","2,036",143,304,121,92,99,178,50,109,75,122
2021년02월_계_20~29세,"4,273","2,595",229,283,142,110,110,306,45,158,107,188
2021년02월_계_30~39세,"3,204","1,920",156,264,91,76,105,173,34,122,74,189
2021년02월_계_40~49세,"5,289","3,017",304,421,214,153,187,280,78,204,170,261
2021년02월_계_50~59세,"8,355","3,514",632,811,448,359,396,615,186,496,333,565
2021년02월_계_60~69세,"9,307","3,016",811,985,535,472,584,699,248,730,421,806
2021년02월_계_70~79세,"6,518","1,988",497,683,402,319,478,503,178,526,353,591
2021년02월_계_80~89세,"3,906",992,347,395,246,264,280,313,129,349,230,361
2021년02월_계_90~99세,537,123,46,39,37,31,56,35,19,59,47,45
2021년02월_계_100세 이상,40,17,6,5,2,1,2,1,1,4,0,1
2021년02월_남_총인구수,"23,396","10,228","1,665","2,197","1,129",947,"1,154","1,629",497,"1,422",918,"1,610"
2021년02월_남_연령구간인구수,"23,396","10,228","1,665","2,197","1,129",947,"1,154","1,629",497,"1,422",918,"1,610"
2021년02월_남_0~9세,"1,145",746,54,90,24,23,28,43,15,46,23,53
2021년02월_남_10~19세,"1,734","1,052",71,160,62,50,61,100,28,49,38,63
2021년02월_남_20~29세,"2,409","1,390",136,170,87,68,64,195,24,103,63,109
2021년02월_남_30~39세,"1,686",969,95,137,49,43,58,96,22,66,50,101
2021년02월_남_40~49세,"2,872","1,538",166,244,120,94,109,167,46,133,99,156
2021년02월_남_50~59세,"4,440","1,809",352,441,245,192,214,332,107,272,176,300
2021년02월_남_60~69세,"4,761","1,507",428,508,263,243,306,362,136,364,231,413
2021년02월_남_70~79세,"2,869",851,245,294,183,133,209,217,74,245,149,269
2021년02월_남_80~89세,"1,345",337,108,145,86,93,93,109,39,129,75,131
2021년02월_남_90~99세,124,23,9,7,9,8,11,8,6,14,14,15
2021년02월_남_100세 이상,11,6,1,1,1,0,1,0,0,1,0,0
2021년02월_여_총인구수,"23,627","10,483","1,609","2,157","1,155",978,"1,212","1,575",498,"1,413",930,"1,617"
2021년02월_여_연령구간인구수,"23,627","10,483","1,609","2,157","1,155",978,"1,212","1,575",498,"1,413",930,"1,617"
2021년02월_여_0~9세,"1,120",747,49,74,22,25,41,58,12,32,15,45
2021년02월_여_10~19세,"1,595",984,72,144,59,42,38,78,22,60,37,59
2021년02월_여_20~29세,"1,864","1,205",93,113,55,42,46,111,21,55,44,79
2021년02월_여_30~39세,"1,518",951,61,127,42,33,47,77,12,56,24,88
2021년02월_여_40~49세,"2,417","1,479",138,177,94,59,78,113,32,71,71,105
2021년02월_여_50~59세,"3,915","1,705",280,370,203,167,182,283,79,224,157,265
2021년02월_여_60~69세,"4,546","1,509",383,477,272,229,278,337,112,366,190,393
2021년02월_여_70~79세,"3,649","1,137",252,389,219,186,269,286,104,281,204,322
2021년02월_여_80~89세,"2,561",655,239,250,160,171,187,204,90,220,155,230
2021년02월_여_90~99세,413,100,37,32,28,23,45,27,13,45,33,30
2021년02월_여_100세 이상,29,11,5,4,1,1,1,1,1,3,0,1
2021년03월_계_총인구수,"46,577","20,471","3,254","4,318","2,253","1,911","2,353","3,173",989,"2,799","1,834","3,222"
2021년03월_계_연령구간인구수,"46,577","20,471","3,254","4,318","2,253","1,911","2,353","3,173",989,"2,799","1,834","3,222"
2021년03월_계_0~9세,"2,245","1,486",100,163,45,48,67,101,27,77,35,96
2021년03월_계_10~19세,"3,282","1,987",151,298,110,89,104,176,50,105,78,134
2021년03월_계_20~29세,"4,166","2,526",220,285,142,110,105,297,44,151,103,183
2021년03월_계_30~39세,"3,178","1,909",155,263,90,75,103,176,33,119,70,185
2021년03월_계_40~49세,"5,192","2,973",303,409,209,153,185,262,72,198,166,262
2021년03월_계_50~59세,"8,229","3,451",629,805,437,346,384,618,188,482,331,558
2021년03월_계_60~69세,"9,379","3,057",816,986,538,474,592,701,251,733,427,804
2021년03월_계_70~79세,"6,452","1,961",484,668,402,320,473,497,176,529,349,593
2021년03월_계_80~89세,"3,926","1,000",350,403,245,268,285,312,128,344,229,362
2021년03월_계_90~99세,515,117,44,38,35,27,53,33,19,59,46,44
2021년03월_계_100세 이상,13,4,2,0,0,1,2,0,1,2,0,1
2021년03월_남_총인구수,"23,207","10,123","1,656","2,184","1,117",942,"1,150","1,610",493,"1,407",912,"1,613"
2021년03월_남_연령구간인구수,"23,207","10,123","1,656","2,184","1,117",942,"1,150","1,610",493,"1,407",912,"1,613"
2021년03월_남_0~9세,"1,142",747,53,91,23,22,27,43,16,45,22,53
2021년03월_남_10~19세,"1,709","1,032",74,157,55,48,65,99,28,46,39,66
2021년03월_남_20~29세,"2,353","1,355",127,173,86,67,62,189,23,100,62,109
2021년03월_남_30~39세,"1,668",960,96,137,50,43,56,96,21,64,47,98
2021년03월_남_40~49세,"2,836","1,527",168,237,119,94,111,156,43,129,97,155
2021년03월_남_50~59세,"4,383","1,776",349,441,239,188,211,336,108,264,174,297
2021년03월_남_60~69세,"4,817","1,534",432,508,267,243,308,363,138,370,238,416
2021년03월_남_70~79세,"2,833",832,237,289,185,134,206,214,71,247,145,273
2021년03월_남_80~89세,"1,351",340,110,144,85,96,95,107,40,127,76,131
2021년03월_남_90~99세,113,19,10,7,8,7,8,7,5,15,12,15
2021년03월_남_100세 이상,2,1,0,0,0,0,1,0,0,0,0,0
2021년03월_여_총인구수,"23,370","10,348","1,598","2,134","1,136",969,"1,203","1,563",496,"1,392",922,"1,609"
2021년03월_여_연령구간인구수,"23,370","10,348","1,598","2,134","1,136",969,"1,203","1,563",496,"1,392",922,"1,609"
2021년03월_여_0~9세,"1,103",739,47,72,22,26,40,58,11,32,13,43
2021년03월_여_10~19세,"1,573",955,77,141,55,41,39,77,22,59,39,68
2021년03월_여_20~29세,"1,813","1,171",93,112,56,43,43,108,21,51,41,74
2021년03월_여_30~39세,"1,510",949,59,126,40,32,47,80,12,55,23,87
2021년03월_여_40~49세,"2,356","1,446",135,172,90,59,74,106,29,69,69,107
2021년03월_여_50~59세,"3,846","1,675",280,364,198,158,173,282,80,218,157,261
2021년03월_여_60~69세,"4,562","1,523",384,478,271,231,284,338,113,363,189,388
2021년03월_여_70~79세,"3,619","1,129",247,379,217,186,267,283,105,282,204,320
2021년03월_여_80~89세,"2,575",660,240,259,160,172,190,205,88,217,153,231
2021년03월_여_90~99세,402,98,34,31,27,20,45,26,14,44,34,29
2021년03월_여_100세 이상,11,3,2,0,0,1,1,0,1,2,0,1
2021년04월_계_총인구수,"46,497","20,432","3,254","4,303","2,246","1,918","2,356","3,169",988,"2,795","1,826","3,210"
2021년04월_계_연령구간인구수,"46,497","20,432","3,254","4,303","2,246","1,918","2,356","3,169",988,"2,795","1,826","3,210"
2021년04월_계_0~9세,"2,229","1,480",99,161,46,48,66,101,27,75,33,93
2021년04월_계_10~19세,"3,278","1,988",151,300,105,90,107,172,50,105,77,133
2021년04월_계_20~29세,"4,140","2,512",223,278,141,111,105,292,43,150,103,182
2021년04월_계_30~39세,"3,139","1,899",157,259,89,75,101,168,32,114,67,178
2021년04월_계_40~49세,"5,154","2,959",299,407,210,153,183,262,68,193,163,257
2021년04월_계_50~59세,"8,199","3,442",625,789,433,347,385,619,192,482,327,558
2021년04월_계_60~69세,"9,459","3,074",818,997,541,480,596,711,252,746,432,812
2021년04월_계_70~79세,"6,436","1,954",487,668,405,319,469,496,175,524,351,588
2021년04월_계_80~89세,"3,931","1,006",350,402,240,265,291,314,130,343,226,364
2021년04월_계_90~99세,520,114,43,42,36,29,51,34,18,61,47,45
2021년04월_계_100세 이상,12,4,2,0,0,1,2,0,1,2,0,0
2021년04월_남_총인구수,"23,178","10,098","1,659","2,170","1,116",949,"1,154","1,609",493,"1,408",911,"1,611"
2021년04월_남_연령구간인구수,"23,178","10,098","1,659","2,170","1,116",949,"1,154","1,609",493,"1,408",911,"1,611"
2021년04월_남_0~9세,"1,130",741,52,90,24,22,27,44,16,43,21,50
2021년04월_남_10~19세,"1,710","1,033",75,158,55,48,66,97,28,45,39,66
2021년04월_남_20~29세,"2,333","1,349",126,167,85,69,62,185,22,99,61,108
2021년04월_남_30~39세,"1,649",951,98,135,49,44,55,93,20,62,46,96
2021년04월_남_40~49세,"2,814","1,519",166,232,120,93,111,156,39,126,97,155
2021년04월_남_50~59세,"4,370","1,772",342,436,236,189,211,338,113,266,172,295
2021년04월_남_60~69세,"4,861","1,536",437,510,270,247,312,368,138,380,240,423
2021년04월_남_70~79세,"2,839",836,240,289,187,136,204,214,72,243,145,273
2021년04월_남_80~89세,"1,356",341,113,146,81,94,97,106,40,129,78,131
2021년04월_남_90~99세,114,19,10,7,9,7,8,8,5,15,12,14
2021년04월_남_100세 이상,2,1,0,0,0,0,1,0,0,0,0,0
2021년04월_여_총인구수,"23,319","10,334","1,595","2,133","1,130",969,"1,202","1,560",495,"1,387",915,"1,599"
2021년04월_여_연령구간인구수,"23,319","10,334","1,595","2,133","1,130",969,"1,202","1,560",495,"1,387",915,"1,599"
2021년04월_여_0~9세,"1,099",739,47,71,22,26,39,57,11,32,12,43
2021년04월_여_10~19세,"1,568",955,76,142,50,42,41,75,22,60,38,67
2021년04월_여_20~29세,"1,807","1,163",97,111,56,42,43,107,21,51,42,74
2021년04월_여_30~39세,"1,490",948,59,124,40,31,46,75,12,52,21,82
2021년04월_여_40~49세,"2,340","1,440",133,175,90,60,72,106,29,67,66,102
2021년04월_여_50~59세,"3,829","1,670",283,353,197,158,174,281,79,216,155,263
2021년04월_여_60~69세,"4,598","1,538",381,487,271,233,284,343,114,366,192,389
2021년04월_여_70~79세,"3,597","1,118",247,379,218,183,265,282,103,281,206,315
2021년04월_여_80~89세,"2,575",665,237,256,159,171,194,208,90,214,148,233
2021년04월_여_90~99세,406,95,33,35,27,22,43,26,13,46,35,31
2021년04월_여_100세 이상,10,3,2,0,0,1,1,0,1,2,0,0
2021년05월_계_총인구수,"46,442","20,391","3,253","4,291","2,236","1,917","2,363","3,163",983,"2,797","1,831","3,217"
2021년05월_계_연령구간인구수,"46,442","20,391","3,253","4,291","2,236","1,917","2,363","3,163",983,"2,797","1,831","3,217"
2021년05월_계_0~9세,"2,220","1,468",98,166,44,49,67,100,26,76,34,92
2021년05월_계_10~19세,"3,257","1,981",147,294,102,90,107,171,52,103,75,135
2021년05월_계_20~29세,"4,120","2,502",221,274,140,114,105,286,41,153,102,182
2021년05월_계_30~39세,"3,116","1,882",158,256,87,74,101,171,31,114,65,177
2021년05월_계_40~49세,"5,119","2,936",297,406,206,151,178,263,69,191,163,259
2021년05월_계_50~59세,"8,169","3,441",628,781,431,341,378,610,193,477,327,562
2021년05월_계_60~69세,"9,542","3,100",823,"1,003",544,482,613,720,248,755,433,821
2021년05월_계_70~79세,"6,411","1,952",483,662,406,321,467,495,173,519,353,580
2021년05월_계_80~89세,"3,951","1,011",350,407,239,264,293,316,131,345,230,365
2021년05월_계_90~99세,524,114,46,42,37,30,51,31,18,62,49,44
2021년05월_계_100세 이상,13,4,2,0,0,1,3,0,1,2,0,0
2021년05월_남_총인구수,"23,171","10,078","1,665","2,162","1,110",951,"1,162","1,608",491,"1,409",915,"1,620"
2021년05월_남_연령구간인구수,"23,171","10,078","1,665","2,162","1,110",951,"1,162","1,608",491,"1,409",915,"1,620"
2021년05월_남_0~9세,"1,131",736,52,95,22,24,28,43,15,44,22,50
2021년05월_남_10~19세,"1,695","1,029",72,153,54,47,65,98,29,44,37,67
2021년05월_남_20~29세,"2,330","1,348",126,164,82,72,62,181,22,102,61,110
2021년05월_남_30~39세,"1,638",945,99,131,48,44,55,94,20,61,45,96
2021년05월_남_40~49세,"2,787","1,497",165,233,119,93,106,158,39,124,98,155
2021년05월_남_50~59세,"4,358","1,775",346,429,235,184,213,333,114,262,172,295
2021년05월_남_60~69세,"4,919","1,551",442,517,271,249,323,373,135,387,240,431
2021년05월_남_70~79세,"2,830",833,238,283,190,138,203,214,72,241,148,270
2021년05월_남_80~89세,"1,364",344,114,150,80,93,96,107,40,130,79,131
2021년05월_남_90~99세,116,19,11,7,9,7,9,7,5,14,13,15
2021년05월_남_100세 이상,3,1,0,0,0,0,2,0,0,0,0,0
2021년05월_여_총인구수,"23,271","10,313","1,588","2,129","1,126",966,"1,201","1,555",492,"1,388",916,"1,597"
2021년05월_여_연령구간인구수,"23,271","10,313","1,588","2,129","1,126",966,"1,201","1,555",492,"1,388",916,"1,597"
2021년05월_여_0~9세,"1,089",732,46,71,22,25,39,57,11,32,12,42
2021년05월_여_10~19세,"1,562",952,75,141,48,43,42,73,23,59,38,68
2021년05월_여_20~29세,"1,790","1,154",95,110,58,42,43,105,19,51,41,72
2021년05월_여_30~39세,"1,478",937,59,125,39,30,46,77,11,53,20,81
2021년05월_여_40~49세,"2,332","1,439",132,173,87,58,72,105,30,67,65,104
2021년05월_여_50~59세,"3,811","1,666",282,352,196,157,165,277,79,215,155,267
2021년05월_여_60~69세,"4,623","1,549",381,486,273,233,290,347,113,368,193,390
2021년05월_여_70~79세,"3,581","1,119",245,379,216,183,264,281,101,278,205,310
2021년05월_여_80~89세,"2,587",667,236,257,159,171,197,209,91,215,151,234
2021년05월_여_90~99세,408,95,35,35,28,23,42,24,13,48,36,29
2021년05월_여_100세 이상,10,3,2,0,0,1,1,0,1,2,0,0
2021년06월_계_총인구수,"46,316","20,324","3,257","4,281","2,233","1,915","2,361","3,156",980,"2,784","1,830","3,195"
2021년06월_계_연령구간인구수,"46,316","20,324","3,257","4,281","2,233","1,915","2,361","3,156",980,"2,784","1,830","3,195"
2021년06월_계_0~9세,"2,211","1,469",92,166,44,50,65,100,26,73,33,93
2021년06월_계_10~19세,"3,243","1,964",151,292,103,89,105,172,51,103,79,134
2021년06월_계_20~29세,"4,081","2,483",218,270,136,113,107,279,40,150,102,183
2021년06월_계_30~39세,"3,079","1,860",161,252,86,71,100,168,31,117,63,170
2021년06월_계_40~49세,"5,102","2,925",291,408,209,150,179,263,68,187,163,259
2021년06월_계_50~59세,"8,097","3,425",623,771,426,337,377,601,189,464,326,558
2021년06월_계_60~69세,"9,623","3,121",842,"1,017",546,488,617,730,251,761,433,817
2021년06월_계_70~79세,"6,388","1,948",485,654,406,319,463,497,173,515,354,574
2021년06월_계_80~89세,"3,953","1,009",345,409,240,267,294,314,132,350,228,365
2021년06월_계_90~99세,526,116,47,42,37,30,51,32,18,62,49,42
2021년06월_계_100세 이상,13,4,2,0,0,1,3,0,1,2,0,0
2021년06월_남_총인구수,"23,096","10,040","1,665","2,150","1,108",953,"1,162","1,611",487,"1,402",914,"1,604"
2021년06월_남_연령구간인구수,"23,096","10,040","1,665","2,150","1,108",953,"1,162","1,611",487,"1,402",914,"1,604"
2021년06월_남_0~9세,"1,131",737,50,95,23,25,28,43,15,44,21,50
2021년06월_남_10~19세,"1,684","1,018",73,153,54,47,63,99,28,43,40,66
2021년06월_남_20~29세,"2,309","1,340",122,159,79,71,64,181,21,100,60,112
2021년06월_남_30~39세,"1,626",940,102,130,48,42,55,94,20,62,43,90
2021년06월_남_40~49세,"2,768","1,484",161,232,120,94,106,157,39,122,97,156
2021년06월_남_50~59세,"4,320","1,770",343,420,234,182,215,329,109,255,171,292
2021년06월_남_60~69세,"4,958","1,556",452,525,269,254,323,380,138,391,242,428
2021년06월_남_70~79세,"2,820",832,240,281,191,138,201,215,71,237,149,265
2021년06월_남_80~89세,"1,361",343,111,148,81,93,97,105,41,134,78,130
2021년06월_남_90~99세,116,19,11,7,9,7,8,8,5,14,13,15
2021년06월_남_100세 이상,3,1,0,0,0,0,2,0,0,0,0,0
2021년06월_여_총인구수,"23,220","10,284","1,592","2,131","1,125",962,"1,199","1,545",493,"1,382",916,"1,591"
2021년06월_여_연령구간인구수,"23,220","10,284","1,592","2,131","1,125",962,"1,199","1,545",493,"1,382",916,"1,591"
2021년06월_여_0~9세,"1,080",732,42,71,21,25,37,57,11,29,12,43
2021년06월_여_10~19세,"1,559",946,78,139,49,42,42,73,23,60,39,68
2021년06월_여_20~29세,"1,772","1,143",96,111,57,42,43,98,19,50,42,71
2021년06월_여_30~39세,"1,453",920,59,122,38,29,45,74,11,55,20,80
2021년06월_여_40~49세,"2,334","1,441",130,176,89,56,73,106,29,65,66,103
2021년06월_여_50~59세,"3,777","1,655",280,351,192,155,162,272,80,209,155,266
2021년06월_여_60~69세,"4,665","1,565",390,492,277,234,294,350,113,370,191,389
2021년06월_여_70~79세,"3,568","1,116",245,373,215,181,262,282,102,278,205,309
2021년06월_여_80~89세,"2,592",666,234,261,159,174,197,209,91,216,150,235
2021년06월_여_90~99세,410,97,36,35,28,23,43,24,13,48,36,27
