카테고리,충청남도 예산군,충청남도 예산군 예산읍,충청남도 예산군 삽교읍,충청남도 예산군 대술면,충청남도 예산군 신양면,충청남도 예산군 광시면,충청남도 예산군 대흥면,충청남도 예산군 응봉면,충청남도 예산군 덕산면,충청남도 예산군 봉산면,충청남도 예산군 고덕면,충청남도 예산군 신암면,충청남도 예산군 오가면
2020년08월_남_연령구간인구수,"39,353","16,685","4,940","1,310","1,569","1,577",888,"1,316","3,324","1,276","2,322","1,813","2,333"
2020년08월_남_0~9세,"1,922","1,130",271,29,36,45,20,31,139,38,66,54,63
2020년08월_남_10~19세,"2,951","1,699",335,47,95,68,31,81,213,69,127,74,112
2020년08월_남_20~29세,"3,908","1,965",610,78,100,94,50,113,285,92,166,155,200
2020년08월_남_30~39세,"3,479","1,620",622,92,111,80,54,96,254,94,156,128,172
2020년08월_남_40~49세,"5,309","2,569",641,166,163,174,96,163,422,146,270,204,295
2020년08월_남_50~59세,"7,353","3,070",838,249,269,321,147,243,691,238,459,351,477
2020년08월_남_60~69세,"7,170","2,531",778,308,358,361,247,285,681,265,461,404,491
2020년08월_남_70~79세,"4,724","1,467",530,218,264,247,168,182,413,203,413,282,337
2020년08월_남_80~89세,"2,350",582,296,117,166,171,73,111,204,115,196,150,169
2020년08월_남_90~99세,182,50,19,5,7,16,2,10,22,15,8,11,17
2020년08월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년08월_여_총인구수,"39,067","16,885","4,894","1,227","1,524","1,622",895,"1,212","3,387","1,254","2,246","1,774","2,147"
2020년08월_여_연령구간인구수,"39,067","16,885","4,894","1,227","1,524","1,622",895,"1,212","3,387","1,254","2,246","1,774","2,147"
2020년08월_여_0~9세,"1,808","1,039",271,33,32,40,15,29,134,41,66,50,58
2020년08월_여_10~19세,"2,794","1,658",310,45,67,69,31,63,200,79,126,53,93
2020년08월_여_20~29세,"2,969","1,592",491,57,57,82,41,76,200,47,108,105,113
2020년08월_여_30~39세,"2,777","1,448",495,68,74,61,36,49,210,56,94,90,96
2020년08월_여_40~49세,"4,342","2,482",503,69,113,114,57,86,344,98,167,137,172
2020년08월_여_50~59세,"6,477","2,915",759,187,221,235,133,222,648,191,346,264,356
2020년08월_여_60~69세,"7,355","2,754",822,288,352,325,223,274,704,263,471,388,491
2020년08월_여_70~79세,"5,718","1,780",634,255,318,332,178,215,512,243,470,358,423
2020년08월_여_80~89세,"4,165","1,053",526,190,251,324,146,170,370,197,350,295,293
2020년08월_여_90~99세,629,154,76,33,37,39,34,28,60,37,46,34,51
2020년08월_여_100세 이상,33,10,7,2,2,1,1,0,5,2,2,0,1
2020년09월_계_총인구수,"78,370","33,519","9,904","2,525","3,072","3,201","1,779","2,530","6,704","2,535","4,555","3,586","4,460"
2020년09월_계_연령구간인구수,"78,370","33,519","9,904","2,525","3,072","3,201","1,779","2,530","6,704","2,535","4,555","3,586","4,460"
2020년09월_계_0~9세,"3,705","2,161",537,62,64,82,37,60,269,78,134,108,113
2020년09월_계_10~19세,"5,721","3,337",653,90,161,136,60,145,409,147,249,128,206
2020년09월_계_20~29세,"6,876","3,557","1,121",133,150,179,92,190,480,143,270,251,310
2020년09월_계_30~39세,"6,218","3,033","1,119",160,186,141,89,142,463,152,249,221,263
2020년09월_계_40~49세,"9,614","5,026","1,161",230,272,288,152,249,759,242,439,335,461
2020년09월_계_50~59세,"13,789","5,972","1,593",435,484,551,278,468,"1,338",428,800,610,832
2020년09월_계_60~69세,"14,596","5,315","1,622",591,710,693,472,564,"1,391",528,929,801,980
2020년09월_계_70~79세,"10,447","3,260","1,164",474,582,580,337,393,928,449,878,643,759
2020년09월_계_80~89세,"6,548","1,643",832,306,415,495,225,282,575,312,551,444,468
2020년09월_계_90~99세,818,203,95,41,46,55,36,36,87,53,54,45,67
2020년09월_계_100세 이상,38,12,7,3,2,1,1,1,5,3,2,0,1
2020년09월_남_총인구수,"39,308","16,643","4,979","1,304","1,558","1,580",889,"1,316","3,318","1,278","2,311","1,812","2,320"
2020년09월_남_연령구간인구수,"39,308","16,643","4,979","1,304","1,558","1,580",889,"1,316","3,318","1,278","2,311","1,812","2,320"
2020년09월_남_0~9세,"1,917","1,131",267,29,35,43,21,32,137,39,67,56,60
2020년09월_남_10~19세,"2,935","1,684",339,46,94,68,33,82,211,69,124,74,111
2020년09월_남_20~29세,"3,898","1,960",614,77,97,96,50,115,285,91,163,151,199
2020년09월_남_30~39세,"3,460","1,599",632,92,113,81,54,93,251,94,154,129,168
2020년09월_남_40~49세,"5,281","2,556",648,164,159,173,94,162,415,145,274,199,292
2020년09월_남_50~59세,"7,342","3,067",839,247,265,320,149,246,693,243,454,348,471
2020년09월_남_60~69세,"7,195","2,540",792,305,358,365,248,285,680,260,461,410,491
2020년09월_남_70~79세,"4,725","1,468",528,221,263,248,164,180,417,205,410,285,336
2020년09월_남_80~89세,"2,368",588,300,117,166,171,74,113,206,115,195,148,175
2020년09월_남_90~99세,182,48,20,5,8,15,2,7,23,16,9,12,17
2020년09월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년09월_여_총인구수,"39,062","16,876","4,925","1,221","1,514","1,621",890,"1,214","3,386","1,257","2,244","1,774","2,140"
2020년09월_여_연령구간인구수,"39,062","16,876","4,925","1,221","1,514","1,621",890,"1,214","3,386","1,257","2,244","1,774","2,140"
2020년09월_여_0~9세,"1,788","1,030",270,33,29,39,16,28,132,39,67,52,53
2020년09월_여_10~19세,"2,786","1,653",314,44,67,68,27,63,198,78,125,54,95
2020년09월_여_20~29세,"2,978","1,597",507,56,53,83,42,75,195,52,107,100,111
2020년09월_여_30~39세,"2,758","1,434",487,68,73,60,35,49,212,58,95,92,95
2020년09월_여_40~49세,"4,333","2,470",513,66,113,115,58,87,344,97,165,136,169
2020년09월_여_50~59세,"6,447","2,905",754,188,219,231,129,222,645,185,346,262,361
2020년09월_여_60~69세,"7,401","2,775",830,286,352,328,224,279,711,268,468,391,489
2020년09월_여_70~79세,"5,722","1,792",636,253,319,332,173,213,511,244,468,358,423
2020년09월_여_80~89세,"4,180","1,055",532,189,249,324,151,169,369,197,356,296,293
2020년09월_여_90~99세,636,155,75,36,38,40,34,29,64,37,45,33,50
2020년09월_여_100세 이상,33,10,7,2,2,1,1,0,5,2,2,0,1
2020년10월_계_총인구수,"78,286","33,499","9,903","2,512","3,068","3,193","1,771","2,523","6,708","2,527","4,550","3,574","4,458"
2020년10월_계_연령구간인구수,"78,286","33,499","9,903","2,512","3,068","3,193","1,771","2,523","6,708","2,527","4,550","3,574","4,458"
2020년10월_계_0~9세,"3,663","2,144",530,62,64,80,37,59,266,75,133,104,109
2020년10월_계_10~19세,"5,699","3,337",645,87,158,136,57,143,400,148,249,129,210
2020년10월_계_20~29세,"6,866","3,565","1,117",133,150,176,89,187,486,142,266,245,310
2020년10월_계_30~39세,"6,181","3,007","1,127",157,185,136,90,140,453,150,250,219,267
2020년10월_계_40~49세,"9,602","5,025","1,156",231,270,287,149,248,769,238,441,333,455
2020년10월_계_50~59세,"13,757","5,957","1,601",434,487,553,279,462,"1,331",424,794,603,832
2020년10월_계_60~69세,"14,648","5,335","1,623",586,717,692,471,570,"1,400",531,931,805,987
2020년10월_계_70~79세,"10,443","3,270","1,163",472,577,581,335,392,930,447,876,648,752
2020년10월_계_80~89세,"6,560","1,645",837,307,412,494,227,282,580,315,553,440,468
2020년10월_계_90~99세,828,203,97,39,46,57,36,39,88,54,55,47,67
2020년10월_계_100세 이상,39,11,7,4,2,1,1,1,5,3,2,1,1
2020년10월_남_총인구수,"39,276","16,629","4,981","1,297","1,558","1,575",886,"1,309","3,328","1,273","2,310","1,810","2,320"
2020년10월_남_연령구간인구수,"39,276","16,629","4,981","1,297","1,558","1,575",886,"1,309","3,328","1,273","2,310","1,810","2,320"
2020년10월_남_0~9세,"1,902","1,121",264,30,36,42,21,31,136,38,67,55,61
2020년10월_남_10~19세,"2,927","1,691",331,44,91,67,31,79,209,68,125,76,115
2020년10월_남_20~29세,"3,876","1,952",612,76,97,96,48,115,287,92,157,148,196
2020년10월_남_30~39세,"3,450","1,585",643,92,111,77,55,90,251,92,154,128,172
2020년10월_남_40~49세,"5,271","2,546",646,163,157,174,92,161,424,143,277,197,291
2020년10월_남_50~59세,"7,339","3,066",843,249,269,318,150,242,690,242,453,346,471
2020년10월_남_60~69세,"7,226","2,552",793,302,363,365,248,288,682,258,463,417,495
2020년10월_남_70~79세,"4,724","1,477",529,219,262,251,161,181,418,205,407,284,330
2020년10월_남_80~89세,"2,372",590,301,116,165,168,78,112,208,118,198,146,172
2020년10월_남_90~99세,184,47,19,5,7,17,2,9,23,16,9,13,17
2020년10월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년10월_여_총인구수,"39,010","16,870","4,922","1,215","1,510","1,618",885,"1,214","3,380","1,254","2,240","1,764","2,138"
2020년10월_여_연령구간인구수,"39,010","16,870","4,922","1,215","1,510","1,618",885,"1,214","3,380","1,254","2,240","1,764","2,138"
2020년10월_여_0~9세,"1,761","1,023",266,32,28,38,16,28,130,37,66,49,48
2020년10월_여_10~19세,"2,772","1,646",314,43,67,69,26,64,191,80,124,53,95
2020년10월_여_20~29세,"2,990","1,613",505,57,53,80,41,72,199,50,109,97,114
2020년10월_여_30~39세,"2,731","1,422",484,65,74,59,35,50,202,58,96,91,95
2020년10월_여_40~49세,"4,331","2,479",510,68,113,113,57,87,345,95,164,136,164
2020년10월_여_50~59세,"6,418","2,891",758,185,218,235,129,220,641,182,341,257,361
2020년10월_여_60~69세,"7,422","2,783",830,284,354,327,223,282,718,273,468,388,492
2020년10월_여_70~79세,"5,719","1,793",634,253,315,330,174,211,512,242,469,364,422
2020년10월_여_80~89세,"4,188","1,055",536,191,247,326,149,170,372,197,355,294,296
2020년10월_여_90~99세,644,156,78,34,39,40,34,30,65,38,46,34,50
2020년10월_여_100세 이상,34,9,7,3,2,1,1,0,5,2,2,1,1
2020년11월_계_총인구수,"78,146","33,441","9,935","2,485","3,057","3,184","1,766","2,523","6,703","2,517","4,546","3,540","4,449"
2020년11월_계_연령구간인구수,"78,146","33,441","9,935","2,485","3,057","3,184","1,766","2,523","6,703","2,517","4,546","3,540","4,449"
2020년11월_계_0~9세,"3,656","2,136",541,61,63,81,36,57,261,76,133,102,109
2020년11월_계_10~19세,"5,659","3,328",641,77,156,133,58,142,400,146,245,125,208
2020년11월_계_20~29세,"6,853","3,537","1,124",133,149,175,87,191,487,140,276,241,313
2020년11월_계_30~39세,"6,143","2,996","1,141",152,184,128,84,139,452,145,246,211,265
2020년11월_계_40~49세,"9,568","5,005","1,164",231,266,287,150,248,759,237,443,328,450
2020년11월_계_50~59세,"13,711","5,940","1,602",429,482,553,280,461,"1,334",430,785,592,823
2020년11월_계_60~69세,"14,674","5,353","1,624",582,724,687,465,572,"1,408",530,934,808,987
2020년11월_계_70~79세,"10,464","3,274","1,163",468,573,592,341,390,936,443,875,651,758
2020년11월_계_80~89세,"6,551","1,656",833,309,412,491,226,284,574,314,550,433,469
2020년11월_계_90~99세,827,205,95,39,46,56,38,37,88,53,56,48,66
2020년11월_계_100세 이상,40,11,7,4,2,1,1,2,4,3,3,1,1
2020년11월_남_총인구수,"39,202","16,605","4,996","1,284","1,551","1,565",883,"1,313","3,321","1,271","2,308","1,789","2,316"
2020년11월_남_연령구간인구수,"39,202","16,605","4,996","1,284","1,551","1,565",883,"1,313","3,321","1,271","2,308","1,789","2,316"
2020년11월_남_0~9세,"1,901","1,114",272,30,35,42,21,31,135,39,67,54,61
2020년11월_남_10~19세,"2,902","1,684",327,37,91,64,31,79,210,69,121,73,116
2020년11월_남_20~29세,"3,859","1,936",614,78,93,94,47,117,284,88,164,146,198
2020년11월_남_30~39세,"3,423","1,583",644,89,110,73,52,89,245,93,151,123,171
2020년11월_남_40~49세,"5,256","2,537",655,163,153,175,92,162,416,142,281,196,284
2020년11월_남_50~59세,"7,314","3,062",843,247,266,315,152,240,693,244,445,338,469
2020년11월_남_60~69세,"7,245","2,565",792,298,369,362,244,292,687,258,464,418,496
2020년11월_남_70~79세,"4,748","1,479",532,220,262,257,164,180,422,205,409,286,332
2020년11월_남_80~89세,"2,363",593,299,116,165,167,78,113,206,116,197,141,172
2020년11월_남_90~99세,186,50,18,5,7,16,2,9,23,16,9,14,17
2020년11월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년11월_여_총인구수,"38,944","16,836","4,939","1,201","1,506","1,619",883,"1,210","3,382","1,246","2,238","1,751","2,133"
2020년11월_여_연령구간인구수,"38,944","16,836","4,939","1,201","1,506","1,619",883,"1,210","3,382","1,246","2,238","1,751","2,133"
2020년11월_여_0~9세,"1,755","1,022",269,31,28,39,15,26,126,37,66,48,48
2020년11월_여_10~19세,"2,757","1,644",314,40,65,69,27,63,190,77,124,52,92
2020년11월_여_20~29세,"2,994","1,601",510,55,56,81,40,74,203,52,112,95,115
2020년11월_여_30~39세,"2,720","1,413",497,63,74,55,32,50,207,52,95,88,94
2020년11월_여_40~49세,"4,312","2,468",509,68,113,112,58,86,343,95,162,132,166
2020년11월_여_50~59세,"6,397","2,878",759,182,216,238,128,221,641,186,340,254,354
2020년11월_여_60~69세,"7,429","2,788",832,284,355,325,221,280,721,272,470,390,491
2020년11월_여_70~79세,"5,716","1,795",631,248,311,335,177,210,514,238,466,365,426
2020년11월_여_80~89세,"4,188","1,063",534,193,247,324,148,171,368,198,353,292,297
2020년11월_여_90~99세,641,155,77,34,39,40,36,28,65,37,47,34,49
2020년11월_여_100세 이상,35,9,7,3,2,1,1,1,4,2,3,1,1
2020년12월_계_총인구수,"78,084","33,401","9,955","2,470","3,057","3,184","1,769","2,537","6,677","2,502","4,545","3,533","4,454"
2020년12월_계_연령구간인구수,"78,084","33,401","9,955","2,470","3,057","3,184","1,769","2,537","6,677","2,502","4,545","3,533","4,454"
2020년12월_계_0~9세,"3,631","2,128",544,58,63,83,36,55,251,72,140,96,105
2020년12월_계_10~19세,"5,656","3,310",643,74,157,138,62,141,394,145,250,132,210
2020년12월_계_20~29세,"6,830","3,541","1,115",130,148,169,86,195,482,139,276,236,313
2020년12월_계_30~39세,"6,130","2,987","1,151",147,181,136,82,138,449,139,242,212,266
2020년12월_계_40~49세,"9,523","4,980","1,168",227,270,284,149,245,751,234,442,328,445
2020년12월_계_50~59세,"13,677","5,935","1,589",429,481,549,277,466,"1,331",425,785,590,820
2020년12월_계_60~69세,"14,743","5,365","1,646",584,730,686,464,583,"1,419",536,930,802,998
2020년12월_계_70~79세,"10,451","3,274","1,162",468,569,589,344,391,931,444,870,653,756
2020년12월_계_80~89세,"6,567","1,658",834,310,411,494,230,281,577,311,553,433,475
2020년12월_계_90~99세,836,211,96,39,45,55,38,40,88,54,55,50,65
2020년12월_계_100세 이상,40,12,7,4,2,1,1,2,4,3,2,1,1
2020년12월_남_총인구수,"39,156","16,592","5,005","1,276","1,547","1,567",883,"1,320","3,311","1,260","2,303","1,781","2,311"
2020년12월_남_연령구간인구수,"39,156","16,592","5,005","1,276","1,547","1,567",883,"1,320","3,311","1,260","2,303","1,781","2,311"
2020년12월_남_0~9세,"1,891","1,110",273,29,36,44,21,29,131,37,71,52,58
2020년12월_남_10~19세,"2,906","1,677",332,37,91,67,33,79,208,68,122,74,118
2020년12월_남_20~29세,"3,841","1,943",606,75,90,91,46,119,282,87,163,144,195
2020년12월_남_30~39세,"3,401","1,579",644,85,107,79,51,88,243,88,145,123,169
2020년12월_남_40~49세,"5,229","2,527",658,160,157,171,91,159,415,140,278,193,280
2020년12월_남_50~59세,"7,298","3,058",837,248,264,316,150,246,688,242,448,335,466
2020년12월_남_60~69세,"7,288","2,569",805,300,369,361,245,297,695,261,464,417,505
2020년12월_남_70~79세,"4,740","1,476",535,220,261,256,164,179,421,205,406,288,329
2020년12월_남_80~89세,"2,367",599,296,116,164,167,80,113,206,114,197,141,174
2020년12월_남_90~99세,190,52,19,5,8,15,2,10,22,17,9,14,17
2020년12월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2020년12월_여_총인구수,"38,928","16,809","4,950","1,194","1,510","1,617",886,"1,217","3,366","1,242","2,242","1,752","2,143"
2020년12월_여_연령구간인구수,"38,928","16,809","4,950","1,194","1,510","1,617",886,"1,217","3,366","1,242","2,242","1,752","2,143"
2020년12월_여_0~9세,"1,740","1,018",271,29,27,39,15,26,120,35,69,44,47
2020년12월_여_10~19세,"2,750","1,633",311,37,66,71,29,62,186,77,128,58,92
2020년12월_여_20~29세,"2,989","1,598",509,55,58,78,40,76,200,52,113,92,118
2020년12월_여_30~39세,"2,729","1,408",507,62,74,57,31,50,206,51,97,89,97
2020년12월_여_40~49세,"4,294","2,453",510,67,113,113,58,86,336,94,164,135,165
2020년12월_여_50~59세,"6,379","2,877",752,181,217,233,127,220,643,183,337,255,354
2020년12월_여_60~69세,"7,455","2,796",841,284,361,325,219,286,724,275,466,385,493
2020년12월_여_70~79세,"5,711","1,798",627,248,308,333,180,212,510,239,464,365,427
2020년12월_여_80~89세,"4,200","1,059",538,194,247,327,150,168,371,197,356,292,301
2020년12월_여_90~99세,646,159,77,34,37,40,36,30,66,37,46,36,48
2020년12월_여_100세 이상,35,10,7,3,2,1,1,1,4,2,2,1,1
2021년01월_계_총인구수,"78,129","33,455","10,001","2,457","3,048","3,179","1,765","2,530","6,688","2,514","4,529","3,533","4,430"
2021년01월_계_연령구간인구수,"78,129","33,455","10,001","2,457","3,048","3,179","1,765","2,530","6,688","2,514","4,529","3,533","4,430"
2021년01월_계_0~9세,"3,599","2,119",537,58,63,80,36,55,253,72,129,95,102
2021년01월_계_10~19세,"5,756","3,396",665,72,154,140,64,141,395,144,251,132,202
2021년01월_계_20~29세,"6,787","3,523","1,102",126,145,167,86,190,488,138,276,235,311
2021년01월_계_30~39세,"6,114","2,964","1,167",143,173,137,77,142,452,145,240,210,264
2021년01월_계_40~49세,"9,518","4,978","1,183",226,270,284,147,241,753,232,438,328,438
2021년01월_계_50~59세,"13,582","5,907","1,579",421,471,550,269,464,"1,325",424,772,587,813
2021년01월_계_60~69세,"14,850","5,401","1,663",584,741,689,471,585,"1,419",546,941,807,"1,003"
2021년01월_계_70~79세,"10,455","3,286","1,174",470,567,587,341,383,931,442,873,651,750
2021년01월_계_80~89세,"6,581","1,659",829,311,410,490,234,287,583,312,548,436,482
2021년01월_계_90~99세,848,210,96,42,52,54,39,39,86,56,59,51,64
2021년01월_계_100세 이상,39,12,6,4,2,1,1,3,3,3,2,1,1
2021년01월_남_총인구수,"39,195","16,621","5,031","1,273","1,541","1,567",882,"1,317","3,316","1,271","2,298","1,781","2,297"
2021년01월_남_연령구간인구수,"39,195","16,621","5,031","1,273","1,541","1,567",882,"1,317","3,316","1,271","2,298","1,781","2,297"
2021년01월_남_0~9세,"1,872","1,109",268,28,36,42,21,29,129,37,66,51,56
2021년01월_남_10~19세,"2,964","1,717",348,37,89,70,36,78,210,69,124,73,113
2021년01월_남_20~29세,"3,816","1,931",596,72,88,91,47,115,291,85,163,145,192
2021년01월_남_30~39세,"3,392","1,567",653,84,105,80,46,90,243,91,143,123,167
2021년01월_남_40~49세,"5,224","2,528",668,158,155,172,91,158,415,137,276,191,275
2021년01월_남_50~59세,"7,270","3,047",838,246,261,314,147,243,682,246,444,335,467
2021년01월_남_60~69세,"7,339","2,590",808,302,372,362,248,301,693,267,469,421,506
2021년01월_남_70~79세,"4,739","1,480",538,222,260,255,161,175,425,204,407,284,328
2021년01월_남_80~89세,"2,382",599,296,118,164,166,83,117,207,116,196,144,176
2021년01월_남_90~99세,192,51,18,5,11,15,2,10,21,18,10,14,17
2021년01월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2021년01월_여_총인구수,"38,934","16,834","4,970","1,184","1,507","1,612",883,"1,213","3,372","1,243","2,231","1,752","2,133"
2021년01월_여_연령구간인구수,"38,934","16,834","4,970","1,184","1,507","1,612",883,"1,213","3,372","1,243","2,231","1,752","2,133"
2021년01월_여_0~9세,"1,727","1,010",269,30,27,38,15,26,124,35,63,44,46
2021년01월_여_10~19세,"2,792","1,679",317,35,65,70,28,63,185,75,127,59,89
2021년01월_여_20~29세,"2,971","1,592",506,54,57,76,39,75,197,53,113,90,119
2021년01월_여_30~39세,"2,722","1,397",514,59,68,57,31,52,209,54,97,87,97
2021년01월_여_40~49세,"4,294","2,450",515,68,115,112,56,83,338,95,162,137,163
2021년01월_여_50~59세,"6,312","2,860",741,175,210,236,122,221,643,178,328,252,346
2021년01월_여_60~69세,"7,511","2,811",855,282,369,327,223,284,726,279,472,386,497
2021년01월_여_70~79세,"5,716","1,806",636,248,307,332,180,208,506,238,466,367,422
2021년01월_여_80~89세,"4,199","1,060",533,193,246,324,151,170,376,196,352,292,306
2021년01월_여_90~99세,656,159,78,37,41,39,37,29,65,38,49,37,47
2021년01월_여_100세 이상,34,10,6,3,2,1,1,2,3,2,2,1,1
2021년02월_계_총인구수,"78,048","33,391","10,045","2,450","3,050","3,185","1,761","2,517","6,678","2,511","4,520","3,526","4,414"
2021년02월_계_연령구간인구수,"78,048","33,391","10,045","2,450","3,050","3,185","1,761","2,517","6,678","2,511","4,520","3,526","4,414"
2021년02월_계_0~9세,"3,584","2,103",543,56,66,79,37,51,253,73,128,95,100
2021년02월_계_10~19세,"5,690","3,358",662,71,154,140,64,131,389,144,248,127,202
2021년02월_계_20~29세,"6,743","3,519","1,109",122,140,166,79,194,472,134,269,231,308
2021년02월_계_30~39세,"6,085","2,921","1,187",143,171,134,79,138,460,140,240,210,262
2021년02월_계_40~49세,"9,464","4,958","1,176",224,274,281,144,241,751,234,431,321,429
2021년02월_계_50~59세,"13,560","5,904","1,582",422,473,546,271,461,"1,318",427,766,586,804
2021년02월_계_60~69세,"14,971","5,453","1,677",585,741,698,473,589,"1,431",549,950,811,"1,014"
2021년02월_계_70~79세,"10,425","3,277","1,172",465,562,593,340,383,936,438,869,645,745
2021년02월_계_80~89세,"6,630","1,672",837,316,412,492,235,287,582,312,556,446,483
2021년02월_계_90~99세,856,213,94,42,55,54,39,39,83,57,61,53,66
2021년02월_계_100세 이상,40,13,6,4,2,2,0,3,3,3,2,1,1
2021년02월_남_총인구수,"39,184","16,594","5,059","1,271","1,540","1,566",881,"1,316","3,316","1,274","2,292","1,782","2,293"
2021년02월_남_연령구간인구수,"39,184","16,594","5,059","1,271","1,540","1,566",881,"1,316","3,316","1,274","2,292","1,782","2,293"
2021년02월_남_0~9세,"1,862","1,092",273,28,36,42,22,28,129,40,64,52,56
2021년02월_남_10~19세,"2,936","1,702",345,37,88,70,36,73,207,71,124,70,113
2021년02월_남_20~29세,"3,805","1,941",596,71,85,90,45,118,285,83,157,145,189
2021년02월_남_30~39세,"3,376","1,537",667,83,104,77,46,89,252,87,144,122,168
2021년02월_남_40~49세,"5,198","2,523",668,156,154,170,90,159,411,136,273,189,269
2021년02월_남_50~59세,"7,264","3,046",835,248,265,312,149,240,680,251,437,334,467
2021년02월_남_60~69세,"7,414","2,621",819,305,373,364,247,308,697,268,477,425,510
2021년02월_남_70~79세,"4,726","1,474",535,218,258,260,160,174,427,202,410,280,328
2021년02월_남_80~89세,"2,400",603,302,119,164,166,84,116,208,117,196,149,176
2021년02월_남_90~99세,198,53,19,5,13,15,2,10,20,18,10,16,17
2021년02월_남_100세 이상,5,2,0,1,0,0,0,1,0,1,0,0,0
2021년02월_여_총인구수,"38,864","16,797","4,986","1,179","1,510","1,619",880,"1,201","3,362","1,237","2,228","1,744","2,121"
2021년02월_여_연령구간인구수,"38,864","16,797","4,986","1,179","1,510","1,619",880,"1,201","3,362","1,237","2,228","1,744","2,121"
2021년02월_여_0~9세,"1,722","1,011",270,28,30,37,15,23,124,33,64,43,44
2021년02월_여_10~19세,"2,754","1,656",317,34,66,70,28,58,182,73,124,57,89
2021년02월_여_20~29세,"2,938","1,578",513,51,55,76,34,76,187,51,112,86,119
2021년02월_여_30~39세,"2,709","1,384",520,60,67,57,33,49,208,53,96,88,94
2021년02월_여_40~49세,"4,266","2,435",508,68,120,111,54,82,340,98,158,132,160
2021년02월_여_50~59세,"6,296","2,858",747,174,208,234,122,221,638,176,329,252,337
2021년02월_여_60~69세,"7,557","2,832",858,280,368,334,226,281,734,281,473,386,504
2021년02월_여_70~79세,"5,699","1,803",637,247,304,333,180,209,509,236,459,365,417
2021년02월_여_80~89세,"4,230","1,069",535,197,248,326,151,171,374,195,360,297,307
2021년02월_여_90~99세,658,160,75,37,42,39,37,29,63,39,51,37,49
2021년02월_여_100세 이상,35,11,6,3,2,2,0,2,3,2,2,1,1
2021년03월_계_총인구수,"77,585","33,113","10,021","2,437","3,036","3,155","1,766","2,525","6,678","2,495","4,500","3,493","4,366"
2021년03월_계_연령구간인구수,"77,585","33,113","10,021","2,437","3,036","3,155","1,766","2,525","6,678","2,495","4,500","3,493","4,366"
2021년03월_계_0~9세,"3,554","2,060",555,57,66,78,37,53,257,68,128,97,98
2021년03월_계_10~19세,"5,660","3,336",663,72,156,142,63,132,382,142,248,127,197
2021년03월_계_20~29세,"6,702","3,519","1,095",119,133,167,79,195,476,132,268,223,296
2021년03월_계_30~39세,"6,015","2,872","1,191",138,170,131,79,139,456,139,235,205,260
2021년03월_계_40~49세,"9,368","4,908","1,179",222,273,273,144,239,747,228,422,310,423
2021년03월_계_50~59세,"13,401","5,840","1,544",420,462,539,268,458,"1,315",427,758,577,793
2021년03월_계_60~69세,"15,047","5,470","1,694",584,746,692,487,592,"1,441",554,956,820,"1,011"
2021년03월_계_70~79세,"10,319","3,232","1,161",461,559,589,332,387,931,429,865,633,740
2021년03월_계_80~89세,"6,642","1,656",846,322,416,487,237,287,586,316,556,451,482
2021년03월_계_90~99세,849,212,91,39,53,55,40,40,84,58,62,50,65
2021년03월_계_100세 이상,28,8,2,3,2,2,0,3,3,2,2,0,1
2021년03월_남_총인구수,"39,006","16,469","5,055","1,262","1,537","1,557",886,"1,319","3,324","1,273","2,287","1,767","2,270"
2021년03월_남_연령구간인구수,"39,006","16,469","5,055","1,262","1,537","1,557",886,"1,319","3,324","1,273","2,287","1,767","2,270"
2021년03월_남_0~9세,"1,835","1,065",272,29,37,42,21,29,132,36,66,52,54
2021년03월_남_10~19세,"2,936","1,693",351,36,89,73,38,75,205,73,123,69,111
2021년03월_남_20~29세,"3,785","1,942",588,69,84,92,45,117,285,80,161,140,182
2021년03월_남_30~39세,"3,340","1,510",676,80,103,75,46,88,250,88,141,119,164
2021년03월_남_40~49세,"5,150","2,490",667,157,154,166,89,158,414,134,267,184,270
2021년03월_남_50~59세,"7,189","3,025",810,247,259,312,146,237,678,250,432,334,459
2021년03월_남_60~69세,"7,487","2,638",835,303,378,359,257,311,705,277,484,429,511
2021년03월_남_70~79세,"4,672","1,454",530,215,256,259,156,176,423,199,405,275,324
2021년03월_남_80~89세,"2,405",598,303,122,165,163,85,116,210,118,197,150,178
2021년03월_남_90~99세,203,52,23,3,12,16,3,11,22,18,11,15,17
2021년03월_남_100세 이상,4,2,0,1,0,0,0,1,0,0,0,0,0
2021년03월_여_총인구수,"38,579","16,644","4,966","1,175","1,499","1,598",880,"1,206","3,354","1,222","2,213","1,726","2,096"
2021년03월_여_연령구간인구수,"38,579","16,644","4,966","1,175","1,499","1,598",880,"1,206","3,354","1,222","2,213","1,726","2,096"
2021년03월_여_0~9세,"1,719",995,283,28,29,36,16,24,125,32,62,45,44
2021년03월_여_10~19세,"2,724","1,643",312,36,67,69,25,57,177,69,125,58,86
2021년03월_여_20~29세,"2,917","1,577",507,50,49,75,34,78,191,52,107,83,114
2021년03월_여_30~39세,"2,675","1,362",515,58,67,56,33,51,206,51,94,86,96
