카테고리,전라남도 강진군,전라남도 강진군 강진읍,전라남도 강진군 군동면,전라남도 강진군 칠량면,전라남도 강진군 대구면,전라남도 강진군 도암면,전라남도 강진군 신전면,전라남도 강진군 성전면,전라남도 강진군 작천면,전라남도 강진군 병영면,전라남도 강진군 옴천면,전라남도 강진군 마량면
2020년09월_계_60~69세,"6,136","2,003",728,473,260,556,387,593,349,327,109,351
2020년09월_계_70~79세,"5,250","1,423",608,451,246,516,320,525,387,316,135,323
2020년09월_계_80~89세,"3,555",786,482,323,138,377,257,361,297,248,104,182
2020년09월_계_90~99세,514,111,71,41,28,56,27,57,41,45,19,18
2020년09월_계_100세 이상,29,10,2,2,1,6,1,3,2,2,0,0
2020년09월_남_총인구수,"16,773","6,625","2,091","1,132",547,"1,228",855,"1,376",912,791,319,897
2020년09월_남_연령구간인구수,"16,773","6,625","2,091","1,132",547,"1,228",855,"1,376",912,791,319,897
2020년09월_남_0~9세,901,523,115,41,8,27,30,58,30,21,10,38
2020년09월_남_10~19세,"1,304",681,186,54,25,77,48,64,41,54,27,47
2020년09월_남_20~29세,"1,619",838,213,82,41,79,49,109,66,56,18,68
2020년09월_남_30~39세,"1,284",658,168,64,29,67,35,88,57,42,9,67
2020년09월_남_40~49세,"2,124",954,254,116,66,125,107,148,94,97,41,122
2020년09월_남_50~59세,"3,066","1,136",377,226,101,217,168,245,192,150,68,186
2020년09월_남_60~69세,"3,052",963,391,245,121,283,185,304,172,162,55,171
2020년09월_남_70~79세,"2,242",622,235,195,114,225,147,224,157,122,63,138
2020년09월_남_80~89세,"1,078",227,137,104,38,114,83,123,95,78,22,57
2020년09월_남_90~99세,99,22,15,5,4,13,3,12,7,9,6,3
2020년09월_남_100세 이상,4,1,0,0,0,1,0,1,1,0,0,0
2020년09월_여_총인구수,"17,976","7,131","2,226","1,205",608,"1,316",950,"1,444",963,883,336,914
2020년09월_여_연령구간인구수,"17,976","7,131","2,226","1,205",608,"1,316",950,"1,444",963,883,336,914
2020년09월_여_0~9세,908,496,124,29,18,36,48,58,21,30,8,40
2020년09월_여_10~19세,"1,235",689,143,70,21,63,51,69,37,35,21,36
2020년09월_여_20~29세,"1,276",712,144,63,27,50,36,66,48,43,15,72
2020년09월_여_30~39세,"1,226",673,149,47,24,54,51,86,43,32,16,51
2020년09월_여_40~49세,"1,685",946,217,81,41,77,56,99,38,52,14,64
2020년09월_여_50~59세,"2,637","1,117",336,174,81,161,134,191,132,124,41,146
2020년09월_여_60~69세,"3,084","1,040",337,228,139,273,202,289,177,165,54,180
2020년09월_여_70~79세,"3,008",801,373,256,132,291,173,301,230,194,72,185
2020년09월_여_80~89세,"2,477",559,345,219,100,263,174,238,202,170,82,125
2020년09월_여_90~99세,415,89,56,36,24,43,24,45,34,36,13,15
2020년09월_여_100세 이상,25,9,2,2,1,5,1,2,1,2,0,0
2020년10월_계_총인구수,"34,724","13,774","4,324","2,318","1,160","2,532","1,807","2,804","1,865","1,671",655,"1,814"
2020년10월_계_연령구간인구수,"34,724","13,774","4,324","2,318","1,160","2,532","1,807","2,804","1,865","1,671",655,"1,814"
2020년10월_계_0~9세,"1,801","1,029",236,69,29,57,78,110,50,49,18,76
2020년10월_계_10~19세,"2,541","1,371",334,121,42,140,98,131,78,89,48,89
2020년10월_계_20~29세,"2,895","1,551",360,142,70,131,85,173,113,98,33,139
2020년10월_계_30~39세,"2,490","1,330",316,110,52,116,85,167,99,73,25,117
2020년10월_계_40~49세,"3,796","1,891",469,190,109,205,166,246,130,148,55,187
2020년10월_계_50~59세,"5,694","2,253",714,399,182,373,301,437,322,272,110,331
2020년10월_계_60~69세,"6,156","2,021",738,468,259,556,388,593,350,328,108,347
2020년10월_계_70~79세,"5,237","1,419",600,451,248,517,317,522,384,318,134,327
2020년10월_계_80~89세,"3,574",792,487,325,140,373,260,365,296,249,105,182
2020년10월_계_90~99세,511,107,68,41,28,58,28,57,41,45,19,19
2020년10월_계_100세 이상,29,10,2,2,1,6,1,3,2,2,0,0
2020년10월_남_총인구수,"16,783","6,647","2,093","1,125",548,"1,224",858,"1,371",905,794,319,899
2020년10월_남_연령구간인구수,"16,783","6,647","2,093","1,125",548,"1,224",858,"1,371",905,794,319,899
2020년10월_남_0~9세,896,530,111,41,10,24,30,54,29,20,10,37
2020년10월_남_10~19세,"1,308",681,190,55,22,76,48,63,41,54,27,51
2020년10월_남_20~29세,"1,631",847,214,81,41,82,48,108,65,58,18,69
2020년10월_남_30~39세,"1,273",657,168,62,29,63,35,86,56,41,10,66
2020년10월_남_40~49세,"2,115",949,248,113,68,128,108,149,92,97,40,123
2020년10월_남_50~59세,"3,065","1,134",381,225,101,216,168,246,192,149,68,185
2020년10월_남_60~69세,"3,070",979,395,242,120,283,187,302,173,166,55,168
2020년10월_남_70~79세,"2,235",617,235,196,114,224,146,224,154,122,63,140
2020년10월_남_80~89세,"1,088",231,137,105,39,113,85,126,95,78,22,57
2020년10월_남_90~99세,98,21,14,5,4,14,3,12,7,9,6,3
2020년10월_남_100세 이상,4,1,0,0,0,1,0,1,1,0,0,0
2020년10월_여_총인구수,"17,941","7,127","2,231","1,193",612,"1,308",949,"1,433",960,877,336,915
2020년10월_여_연령구간인구수,"17,941","7,127","2,231","1,193",612,"1,308",949,"1,433",960,877,336,915
2020년10월_여_0~9세,905,499,125,28,19,33,48,56,21,29,8,39
2020년10월_여_10~19세,"1,233",690,144,66,20,64,50,68,37,35,21,38
2020년10월_여_20~29세,"1,264",704,146,61,29,49,37,65,48,40,15,70
2020년10월_여_30~39세,"1,217",673,148,48,23,53,50,81,43,32,15,51
2020년10월_여_40~49세,"1,681",942,221,77,41,77,58,97,38,51,15,64
2020년10월_여_50~59세,"2,629","1,119",333,174,81,157,133,191,130,123,42,146
2020년10월_여_60~69세,"3,086","1,042",343,226,139,273,201,291,177,162,53,179
2020년10월_여_70~79세,"3,002",802,365,255,134,293,171,298,230,196,71,187
2020년10월_여_80~89세,"2,486",561,350,220,101,260,175,239,201,171,83,125
2020년10월_여_90~99세,413,86,54,36,24,44,25,45,34,36,13,16
2020년10월_여_100세 이상,25,9,2,2,1,5,1,2,1,2,0,0
2020년11월_계_총인구수,"34,670","13,760","4,313","2,314","1,152","2,522","1,805","2,803","1,865","1,674",651,"1,811"
2020년11월_계_연령구간인구수,"34,670","13,760","4,313","2,314","1,152","2,522","1,805","2,803","1,865","1,674",651,"1,811"
2020년11월_계_0~9세,"1,785","1,025",233,69,28,52,76,109,50,48,18,77
2020년11월_계_10~19세,"2,523","1,366",333,119,40,139,97,130,77,87,46,89
2020년11월_계_20~29세,"2,883","1,544",360,140,67,130,83,176,111,101,33,138
2020년11월_계_30~39세,"2,476","1,322",313,111,52,112,88,168,97,74,25,114
2020년11월_계_40~49세,"3,792","1,893",474,186,105,206,165,245,131,147,55,185
2020년11월_계_50~59세,"5,673","2,248",708,401,184,375,298,430,320,272,107,330
2020년11월_계_60~69세,"6,178","2,028",737,469,260,556,391,597,355,328,108,349
2020년11월_계_70~79세,"5,245","1,419",601,452,249,516,319,521,383,322,133,330
2020년11월_계_80~89세,"3,572",798,488,323,137,372,258,365,298,247,106,180
2020년11월_계_90~99세,514,107,64,42,29,58,29,59,41,46,20,19
2020년11월_계_100세 이상,29,10,2,2,1,6,1,3,2,2,0,0
2020년11월_남_총인구수,"16,756","6,643","2,090","1,123",546,"1,217",858,"1,367",902,795,317,898
2020년11월_남_연령구간인구수,"16,756","6,643","2,090","1,123",546,"1,217",858,"1,367",902,795,317,898
2020년11월_남_0~9세,886,526,108,40,10,23,29,54,28,20,10,38
2020년11월_남_10~19세,"1,298",685,187,55,21,74,48,61,39,51,26,51
2020년11월_남_20~29세,"1,619",839,215,80,39,80,46,110,64,60,18,68
2020년11월_남_30~39세,"1,275",658,171,61,29,63,37,84,55,42,10,65
2020년11월_남_40~49세,"2,111",950,251,111,65,127,107,150,93,95,40,122
2020년11월_남_50~59세,"3,059","1,133",376,225,104,219,167,243,190,151,65,186
2020년11월_남_60~69세,"3,075",980,396,242,121,280,189,302,176,165,57,167
2020년11월_남_70~79세,"2,247",618,238,197,114,225,148,226,154,123,62,142
2020년11월_남_80~89세,"1,083",230,136,107,39,111,84,124,95,78,23,56
2020년11월_남_90~99세,99,23,12,5,4,14,3,12,7,10,6,3
2020년11월_남_100세 이상,4,1,0,0,0,1,0,1,1,0,0,0
2020년11월_여_총인구수,"17,914","7,117","2,223","1,191",606,"1,305",947,"1,436",963,879,334,913
2020년11월_여_연령구간인구수,"17,914","7,117","2,223","1,191",606,"1,305",947,"1,436",963,879,334,913
2020년11월_여_0~9세,899,499,125,29,18,29,47,55,22,28,8,39
2020년11월_여_10~19세,"1,225",681,146,64,19,65,49,69,38,36,20,38
2020년11월_여_20~29세,"1,264",705,145,60,28,50,37,66,47,41,15,70
2020년11월_여_30~39세,"1,201",664,142,50,23,49,51,84,42,32,15,49
2020년11월_여_40~49세,"1,681",943,223,75,40,79,58,95,38,52,15,63
2020년11월_여_50~59세,"2,614","1,115",332,176,80,156,131,187,130,121,42,144
2020년11월_여_60~69세,"3,103","1,048",341,227,139,276,202,295,179,163,51,182
2020년11월_여_70~79세,"2,998",801,363,255,135,291,171,295,229,199,71,188
2020년11월_여_80~89세,"2,489",568,352,216,98,261,174,241,203,169,83,124
2020년11월_여_90~99세,415,84,52,37,25,44,26,47,34,36,14,16
2020년11월_여_100세 이상,25,9,2,2,1,5,1,2,1,2,0,0
2020년12월_계_총인구수,"34,597","13,722","4,328","2,316","1,157","2,514","1,797","2,796","1,847","1,669",648,"1,803"
2020년12월_계_연령구간인구수,"34,597","13,722","4,328","2,316","1,157","2,514","1,797","2,796","1,847","1,669",648,"1,803"
2020년12월_계_0~9세,"1,775","1,023",237,67,29,51,76,107,45,49,16,75
2020년12월_계_10~19세,"2,520","1,361",343,118,42,140,95,129,74,85,49,84
2020년12월_계_20~29세,"2,865","1,538",352,142,68,126,80,178,109,100,34,138
2020년12월_계_30~39세,"2,461","1,313",315,110,53,113,87,161,94,74,26,115
2020년12월_계_40~49세,"3,773","1,872",480,189,103,205,166,250,127,147,54,180
2020년12월_계_50~59세,"5,649","2,244",700,400,182,368,294,428,323,271,107,332
2020년12월_계_60~69세,"6,198","2,036",743,469,262,555,393,600,353,330,105,352
2020년12월_계_70~79세,"5,233","1,419",602,452,250,517,321,517,380,315,133,327
2020년12월_계_80~89세,"3,566",794,489,322,138,371,256,366,297,249,104,180
2020년12월_계_90~99세,528,112,65,45,29,62,28,57,43,47,20,20
2020년12월_계_100세 이상,29,10,2,2,1,6,1,3,2,2,0,0
2020년12월_남_총인구수,"16,715","6,625","2,099","1,120",552,"1,216",849,"1,364",889,790,318,893
2020년12월_남_연령구간인구수,"16,715","6,625","2,099","1,120",552,"1,216",849,"1,364",889,790,318,893
2020년12월_남_0~9세,875,520,112,39,11,23,27,52,26,20,8,37
2020년12월_남_10~19세,"1,300",684,193,54,22,75,47,61,37,50,28,49
2020년12월_남_20~29세,"1,611",834,212,82,41,80,45,110,61,58,20,68
2020년12월_남_30~39세,"1,269",654,173,59,29,65,37,82,53,42,10,65
2020년12월_남_40~49세,"2,091",937,251,113,64,126,107,151,88,95,40,119
2020년12월_남_50~59세,"3,049","1,137",369,222,105,215,163,241,193,152,65,187
2020년12월_남_60~69세,"3,088",985,400,244,122,281,189,304,175,164,57,167
2020년12월_남_70~79세,"2,245",618,241,195,115,225,148,227,154,122,61,139
2020년12월_남_80~89세,"1,084",233,135,106,39,111,84,123,94,77,23,59
2020년12월_남_90~99세,99,22,13,6,4,14,2,12,7,10,6,3
2020년12월_남_100세 이상,4,1,0,0,0,1,0,1,1,0,0,0
2020년12월_여_총인구수,"17,882","7,097","2,229","1,196",605,"1,298",948,"1,432",958,879,330,910
2020년12월_여_연령구간인구수,"17,882","7,097","2,229","1,196",605,"1,298",948,"1,432",958,879,330,910
2020년12월_여_0~9세,900,503,125,28,18,28,49,55,19,29,8,38
2020년12월_여_10~19세,"1,220",677,150,64,20,65,48,68,37,35,21,35
2020년12월_여_20~29세,"1,254",704,140,60,27,46,35,68,48,42,14,70
2020년12월_여_30~39세,"1,192",659,142,51,24,48,50,79,41,32,16,50
2020년12월_여_40~49세,"1,682",935,229,76,39,79,59,99,39,52,14,61
2020년12월_여_50~59세,"2,600","1,107",331,178,77,153,131,187,130,119,42,145
2020년12월_여_60~69세,"3,110","1,051",343,225,140,274,204,296,178,166,48,185
2020년12월_여_70~79세,"2,988",801,361,257,135,292,173,290,226,193,72,188
2020년12월_여_80~89세,"2,482",561,354,216,99,260,172,243,203,172,81,121
2020년12월_여_90~99세,429,90,52,39,25,48,26,45,36,37,14,17
2020년12월_여_100세 이상,25,9,2,2,1,5,1,2,1,2,0,0
2021년01월_계_총인구수,"34,568","13,667","4,381","2,311","1,154","2,503","1,796","2,797","1,849","1,664",644,"1,802"
2021년01월_계_연령구간인구수,"34,568","13,667","4,381","2,311","1,154","2,503","1,796","2,797","1,849","1,664",644,"1,802"
2021년01월_계_0~9세,"1,739",997,241,64,28,50,74,106,43,48,14,74
2021년01월_계_10~19세,"2,512","1,352",353,118,40,138,95,126,71,85,48,86
2021년01월_계_20~29세,"2,883","1,536",365,142,69,123,79,182,114,100,37,136
2021년01월_계_30~39세,"2,431","1,297",328,106,51,107,85,158,90,71,24,114
2021년01월_계_40~49세,"3,755","1,865",479,193,100,197,163,252,128,147,51,180
2021년01월_계_50~59세,"5,634","2,241",702,392,184,369,293,427,322,273,104,327
2021년01월_계_60~69세,"6,238","2,029",752,474,263,563,399,601,360,330,108,359
2021년01월_계_70~79세,"5,222","1,421",606,452,247,513,322,516,376,313,131,325
2021년01월_계_80~89세,"3,582",805,486,319,142,373,256,366,299,248,107,181
2021년01월_계_90~99세,541,114,67,49,29,62,29,60,44,47,20,20
2021년01월_계_100세 이상,31,10,2,2,1,8,1,3,2,2,0,0
2021년01월_남_총인구수,"16,693","6,586","2,126","1,116",548,"1,213",848,"1,372",888,786,316,894
2021년01월_남_연령구간인구수,"16,693","6,586","2,126","1,116",548,"1,213",848,"1,372",888,786,316,894
2021년01월_남_0~9세,857,503,117,38,10,24,26,52,24,20,7,36
2021년01월_남_10~19세,"1,298",682,194,55,21,74,48,61,35,50,27,51
2021년01월_남_20~29세,"1,615",829,220,80,41,78,43,114,63,57,21,69
2021년01월_남_30~39세,"1,252",642,180,57,28,63,37,81,50,40,9,65
2021년01월_남_40~49세,"2,084",938,251,116,62,122,105,152,89,94,38,117
2021년01월_남_50~59세,"3,035","1,131",369,214,107,215,162,244,193,152,62,186
2021년01월_남_60~69세,"3,111",981,405,247,121,287,193,305,179,163,60,170
2021년01월_남_70~79세,"2,242",615,240,197,115,226,148,228,152,122,61,138
2021년01월_남_80~89세,"1,092",242,136,104,39,109,84,122,95,77,25,59
2021년01월_남_90~99세,103,22,14,8,4,14,2,12,7,11,6,3
2021년01월_남_100세 이상,4,1,0,0,0,1,0,1,1,0,0,0
2021년01월_여_총인구수,"17,875","7,081","2,255","1,195",606,"1,290",948,"1,425",961,878,328,908
2021년01월_여_연령구간인구수,"17,875","7,081","2,255","1,195",606,"1,290",948,"1,425",961,878,328,908
2021년01월_여_0~9세,882,494,124,26,18,26,48,54,19,28,7,38
2021년01월_여_10~19세,"1,214",670,159,63,19,64,47,65,36,35,21,35
2021년01월_여_20~29세,"1,268",707,145,62,28,45,36,68,51,43,16,67
2021년01월_여_30~39세,"1,179",655,148,49,23,44,48,77,40,31,15,49
2021년01월_여_40~49세,"1,671",927,228,77,38,75,58,100,39,53,13,63
2021년01월_여_50~59세,"2,599","1,110",333,178,77,154,131,183,129,121,42,141
2021년01월_여_60~69세,"3,127","1,048",347,227,142,276,206,296,181,167,48,189
2021년01월_여_70~79세,"2,980",806,366,255,132,287,174,288,224,191,70,187
2021년01월_여_80~89세,"2,490",563,350,215,103,264,172,244,204,171,82,122
2021년01월_여_90~99세,438,92,53,41,25,48,27,48,37,36,14,17
2021년01월_여_100세 이상,27,9,2,2,1,7,1,2,1,2,0,0
2021년02월_계_총인구수,"34,487","13,616","4,389","2,311","1,142","2,499","1,796","2,787","1,844","1,657",639,"1,807"
2021년02월_계_연령구간인구수,"34,487","13,616","4,389","2,311","1,142","2,499","1,796","2,787","1,844","1,657",639,"1,807"
2021년02월_계_0~9세,"1,722",979,244,65,28,51,72,101,43,50,14,75
2021년02월_계_10~19세,"2,503","1,344",354,121,40,139,97,126,65,83,46,88
2021년02월_계_20~29세,"2,849","1,528",367,139,63,120,71,182,112,96,37,134
2021년02월_계_30~39세,"2,388","1,272",327,105,50,105,85,151,86,72,22,113
2021년02월_계_40~49세,"3,765","1,878",478,194,102,192,160,248,129,149,51,184
2021년02월_계_50~59세,"5,616","2,219",707,387,183,373,299,431,319,268,104,326
2021년02월_계_60~69세,"6,262","2,048",748,476,260,565,398,605,364,329,109,360
2021년02월_계_70~79세,"5,215","1,419",604,452,243,513,325,514,382,313,128,322
2021년02월_계_80~89세,"3,590",806,489,320,142,372,258,364,300,248,107,184
2021년02월_계_90~99세,545,113,69,49,30,61,30,62,42,47,21,21
2021년02월_계_100세 이상,32,10,2,3,1,8,1,3,2,2,0,0
2021년02월_남_총인구수,"16,667","6,566","2,125","1,116",544,"1,215",849,"1,366",885,784,316,901
2021년02월_남_연령구간인구수,"16,667","6,566","2,125","1,116",544,"1,215",849,"1,366",885,784,316,901
2021년02월_남_0~9세,858,498,119,40,10,25,26,50,24,22,7,37
2021년02월_남_10~19세,"1,289",674,197,55,21,75,49,59,31,49,26,53
2021년02월_남_20~29세,"1,605",823,220,80,39,76,39,117,63,56,22,70
2021년02월_남_30~39세,"1,223",632,176,56,27,61,38,74,49,39,9,62
2021년02월_남_40~49세,"2,088",946,249,116,64,122,102,150,86,95,37,121
2021년02월_남_50~59세,"3,023","1,119",372,208,106,218,167,243,191,149,63,187
2021년02월_남_60~69세,"3,127",997,399,248,120,289,189,309,184,163,60,169
2021년02월_남_70~79세,"2,244",613,240,199,112,226,151,227,154,123,60,139
2021년02월_남_80~89세,"1,101",241,139,106,41,109,86,121,95,77,26,60
2021년02월_남_90~99세,104,22,14,7,4,13,2,15,7,11,6,3
2021년02월_남_100세 이상,5,1,0,1,0,1,0,1,1,0,0,0
2021년02월_여_총인구수,"17,820","7,050","2,264","1,195",598,"1,284",947,"1,421",959,873,323,906
2021년02월_여_연령구간인구수,"17,820","7,050","2,264","1,195",598,"1,284",947,"1,421",959,873,323,906
2021년02월_여_0~9세,864,481,125,25,18,26,46,51,19,28,7,38
2021년02월_여_10~19세,"1,214",670,157,66,19,64,48,67,34,34,20,35
2021년02월_여_20~29세,"1,244",705,147,59,24,44,32,65,49,40,15,64
2021년02월_여_30~39세,"1,165",640,151,49,23,44,47,77,37,33,13,51
2021년02월_여_40~49세,"1,677",932,229,78,38,70,58,98,43,54,14,63
2021년02월_여_50~59세,"2,593","1,100",335,179,77,155,132,188,128,119,41,139
2021년02월_여_60~69세,"3,135","1,051",349,228,140,276,209,296,180,166,49,191
2021년02월_여_70~79세,"2,971",806,364,253,131,287,174,287,228,190,68,183
2021년02월_여_80~89세,"2,489",565,350,214,101,263,172,243,205,171,81,124
2021년02월_여_90~99세,441,91,55,42,26,48,28,47,35,36,15,18
2021년02월_여_100세 이상,27,9,2,2,1,7,1,2,1,2,0,0
2021년03월_계_총인구수,"34,327","13,527","4,392","2,312","1,134","2,490","1,785","2,792","1,840","1,627",635,"1,793"
2021년03월_계_연령구간인구수,"34,327","13,527","4,392","2,312","1,134","2,490","1,785","2,792","1,840","1,627",635,"1,793"
2021년03월_계_0~9세,"1,695",960,249,64,25,49,69,103,41,47,14,74
2021년03월_계_10~19세,"2,489","1,336",349,123,43,134,95,127,66,82,46,88
2021년03월_계_20~29세,"2,840","1,519",367,142,64,120,73,185,111,93,37,129
2021년03월_계_30~39세,"2,358","1,251",330,102,50,104,83,154,85,69,22,108
2021년03월_계_40~49세,"3,707","1,845",473,190,98,192,160,244,126,145,49,185
2021년03월_계_50~59세,"5,603","2,219",708,387,183,375,297,434,312,263,104,321
2021년03월_계_60~69세,"6,279","2,045",756,478,258,568,398,606,373,328,107,362
2021년03월_계_70~79세,"5,178","1,412",601,454,240,507,321,511,378,303,129,322
2021년03월_계_80~89세,"3,586",813,487,318,140,370,257,363,302,249,106,181
2021년03월_계_90~99세,564,117,70,52,32,63,31,65,44,46,21,23
2021년03월_계_100세 이상,28,10,2,2,1,8,1,0,2,2,0,0
2021년03월_남_총인구수,"16,605","6,523","2,133","1,116",543,"1,207",848,"1,371",886,770,316,892
2021년03월_남_연령구간인구수,"16,605","6,523","2,133","1,116",543,"1,207",848,"1,371",886,770,316,892
2021년03월_남_0~9세,843,485,126,39,9,24,24,50,24,20,7,35
2021년03월_남_10~19세,"1,280",670,193,55,21,73,49,59,32,48,27,53
2021년03월_남_20~29세,"1,595",814,220,82,40,73,41,120,61,54,22,68
2021년03월_남_30~39세,"1,215",624,176,57,27,61,39,78,48,38,9,58
2021년03월_남_40~49세,"2,066",932,245,114,63,120,104,151,85,95,36,121
2021년03월_남_50~59세,"3,019","1,121",374,206,108,219,164,242,188,147,65,185
2021년03월_남_60~69세,"3,140",999,404,246,119,292,190,310,191,162,58,169
2021년03월_남_70~79세,"2,235",608,241,203,111,224,152,224,153,118,61,140
2021년03월_남_80~89세,"1,105",247,141,105,41,108,83,121,96,78,25,60
2021년03월_남_90~99세,102,22,13,8,4,12,2,16,7,9,6,3
2021년03월_남_100세 이상,5,1,0,1,0,1,0,0,1,1,0,0
2021년03월_여_총인구수,"17,722","7,004","2,259","1,196",591,"1,283",937,"1,421",954,857,319,901
2021년03월_여_연령구간인구수,"17,722","7,004","2,259","1,196",591,"1,283",937,"1,421",954,857,319,901
2021년03월_여_0~9세,852,475,123,25,16,25,45,53,17,27,7,39
2021년03월_여_10~19세,"1,209",666,156,68,22,61,46,68,34,34,19,35
2021년03월_여_20~29세,"1,245",705,147,60,24,47,32,65,50,39,15,61
2021년03월_여_30~39세,"1,143",627,154,45,23,43,44,76,37,31,13,50
2021년03월_여_40~49세,"1,641",913,228,76,35,72,56,93,41,50,13,64
2021년03월_여_50~59세,"2,584","1,098",334,181,75,156,133,192,124,116,39,136
2021년03월_여_60~69세,"3,139","1,046",352,232,139,276,208,296,182,166,49,193
2021년03월_여_70~79세,"2,943",804,360,251,129,283,169,287,225,185,68,182
2021년03월_여_80~89세,"2,481",566,346,213,99,262,174,242,206,171,81,121
2021년03월_여_90~99세,462,95,57,44,28,51,29,49,37,37,15,20
2021년03월_여_100세 이상,23,9,2,1,1,7,1,0,1,1,0,0
2021년04월_계_총인구수,"34,314","13,520","4,410","2,307","1,141","2,503","1,770","2,784","1,835","1,629",628,"1,787"
2021년04월_계_연령구간인구수,"34,314","13,520","4,410","2,307","1,141","2,503","1,770","2,784","1,835","1,629",628,"1,787"
2021년04월_계_0~9세,"1,687",950,252,64,26,51,66,101,41,47,15,74
2021년04월_계_10~19세,"2,471","1,330",343,119,45,141,95,124,63,81,45,85
2021년04월_계_20~29세,"2,842","1,529",368,142,62,120,70,185,110,94,36,126
2021년04월_계_30~39세,"2,351","1,233",336,102,55,106,81,158,85,67,20,108
2021년04월_계_40~49세,"3,699","1,846",473,189,96,195,158,240,126,145,49,182
2021년04월_계_50~59세,"5,593","2,215",717,390,182,377,293,430,312,261,98,318
2021년04월_계_60~69세,"6,321","2,057",757,477,261,568,402,612,377,333,112,365
2021년04월_계_70~79세,"5,151","1,416",604,450,241,499,315,503,370,303,127,323
2021년04월_계_80~89세,"3,602",817,486,320,140,375,258,364,305,249,104,184
2021년04월_계_90~99세,569,117,72,52,32,63,31,67,44,47,22,22
2021년04월_계_100세 이상,28,10,2,2,1,8,1,0,2,2,0,0
2021년04월_남_총인구수,"16,602","6,517","2,147","1,118",546,"1,211",841,"1,365",883,771,312,891
2021년04월_남_연령구간인구수,"16,602","6,517","2,147","1,118",546,"1,211",841,"1,365",883,771,312,891
2021년04월_남_0~9세,842,479,128,39,9,25,22,51,25,20,8,36
2021년04월_남_10~19세,"1,268",667,190,51,22,78,49,57,30,47,26,51
2021년04월_남_20~29세,"1,603",821,223,82,39,72,41,119,61,55,23,67
2021년04월_남_30~39세,"1,213",621,178,57,30,62,37,80,48,36,7,57
2021년04월_남_40~49세,"2,053",926,245,115,63,121,103,147,83,96,36,118
2021년04월_남_50~59세,"3,015","1,121",379,207,107,219,160,244,188,144,62,184
2021년04월_남_60~69세,"3,166","1,001",408,249,121,291,194,311,192,167,60,172
2021년04월_남_70~79세,"2,220",612,242,200,110,220,149,219,151,118,59,140
2021년04월_남_80~89세,"1,115",246,141,109,41,110,84,121,97,78,25,63
2021년04월_남_90~99세,102,22,13,8,4,12,2,16,7,9,6,3
2021년04월_남_100세 이상,5,1,0,1,0,1,0,0,1,1,0,0
2021년04월_여_총인구수,"17,712","7,003","2,263","1,189",595,"1,292",929,"1,419",952,858,316,896
2021년04월_여_연령구간인구수,"17,712","7,003","2,263","1,189",595,"1,292",929,"1,419",952,858,316,896
2021년04월_여_0~9세,845,471,124,25,17,26,44,50,16,27,7,38
2021년04월_여_10~19세,"1,203",663,153,68,23,63,46,67,33,34,19,34
2021년04월_여_20~29세,"1,239",708,145,60,23,48,29,66,49,39,13,59
2021년04월_여_30~39세,"1,138",612,158,45,25,44,44,78,37,31,13,51
2021년04월_여_40~49세,"1,646",920,228,74,33,74,55,93,43,49,13,64
2021년04월_여_50~59세,"2,578","1,094",338,183,75,158,133,186,124,117,36,134
2021년04월_여_60~69세,"3,155","1,056",349,228,140,277,208,301,185,166,52,193
2021년04월_여_70~79세,"2,931",804,362,250,131,279,166,284,219,185,68,183
2021년04월_여_80~89세,"2,487",571,345,211,99,265,174,243,208,171,79,121
2021년04월_여_90~99세,467,95,59,44,28,51,29,51,37,38,16,19
2021년04월_여_100세 이상,23,9,2,1,1,7,1,0,1,1,0,0
2021년05월_계_총인구수,"34,275","13,486","4,418","2,287","1,136","2,508","1,776","2,786","1,833","1,624",628,"1,793"
2021년05월_계_연령구간인구수,"34,275","13,486","4,418","2,287","1,136","2,508","1,776","2,786","1,833","1,624",628,"1,793"
2021년05월_계_0~9세,"1,682",948,250,61,25,51,67,102,41,47,15,75
2021년05월_계_10~19세,"2,457","1,328",337,118,44,141,95,124,60,80,45,85
2021년05월_계_20~29세,"2,818","1,505",375,140,64,118,69,179,112,93,36,127
2021년05월_계_30~39세,"2,343","1,226",337,101,53,104,80,161,83,67,19,112
2021년05월_계_40~49세,"3,674","1,829",470,188,97,197,160,239,124,139,50,181
2021년05월_계_50~59세,"5,606","2,216",721,388,181,378,291,431,317,264,99,320
2021년05월_계_60~69세,"6,338","2,061",764,473,260,574,408,612,375,336,112,363
2021년05월_계_70~79세,"5,139","1,425",605,443,239,494,313,504,366,300,126,324
2021년05월_계_80~89세,"3,610",817,483,322,141,378,260,367,309,250,103,180
2021년05월_계_90~99세,579,121,74,51,31,64,32,67,44,46,23,26
2021년05월_계_100세 이상,29,10,2,2,1,9,1,0,2,2,0,0
2021년05월_남_총인구수,"16,582","6,508","2,152","1,106",543,"1,215",847,"1,360",882,766,313,890
2021년05월_남_연령구간인구수,"16,582","6,508","2,152","1,106",543,"1,215",847,"1,360",882,766,313,890
2021년05월_남_0~9세,833,478,123,36,8,25,24,50,25,20,8,36
2021년05월_남_10~19세,"1,268",670,187,52,22,78,49,58,30,46,26,50
2021년05월_남_20~29세,"1,594",815,226,81,40,72,40,112,60,55,23,70
2021년05월_남_30~39세,"1,201",614,178,56,29,61,37,82,47,35,6,56
2021년05월_남_40~49세,"2,032",913,243,116,63,121,104,147,81,91,37,116
2021년05월_남_50~59세,"3,030","1,125",387,205,106,222,158,243,192,146,63,183
