년도,월,나이,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021,1,60,"70,875","8,079","2,799","6,469","4,675","1,301","1,160","1,232","2,101","1,694","1,947","2,044",884,"1,987","1,143","3,507","2,428","1,732","2,490","1,388","2,988","2,383","2,025","2,085","2,038","2,502","1,634","4,553","1,607"
2021,1,70,"32,261","3,764","1,610","2,947","2,087",747,648,714,"1,250",850,861,"1,102",418,"1,027",254,"1,542","1,193","1,011",754,692,"1,341",936,"1,023","1,200",751,"1,049",561,"1,466",463
2021,1,80,"14,579","1,513",845,"1,424",948,366,396,341,728,524,515,660,267,560,125,635,462,433,318,245,570,372,373,410,265,384,232,486,182
2021,1,90,"2,105",227,117,171,166,48,75,49,139,85,80,64,31,81,17,84,66,51,53,35,66,45,38,62,47,55,43,78,32
2021,1,100,119,17,7,9,4,3,3,4,11,9,6,8,1,8,1,2,1,1,3,2,7,1,3,1,0,2,1,4,0
2021,2,총,"859,329","81,881","17,406","86,696","41,929","7,145","5,862","6,917","10,975","7,144","9,962","10,341","3,990","11,412","21,733","43,935","28,752","24,458","32,408","13,660","23,220","51,476","35,737","42,236","53,142","42,735","31,371","84,494","28,312"
2021,2,0,"103,355","8,274",895,"10,641","4,104",282,217,253,448,168,301,382,94,400,"4,019","4,405","2,586","2,451","4,290","1,285","1,780","6,314","4,257","5,764","9,104","6,331","4,508","14,633","5,169"
2021,2,10,"97,247","9,829","1,440","10,125","3,541",479,345,396,798,310,474,614,159,752,"2,133","3,909","3,143","3,970","4,012","1,805","2,243","6,922","6,560","5,362","8,921","4,255","3,016","9,258","2,476"
2021,2,20,"105,426","10,243","1,772","10,374","5,677",804,585,746,992,540,975,"1,043",398,"1,353","2,376","7,120","5,095","2,988","4,079","1,714","3,112","8,023","3,747","6,306","4,200","5,167","4,489","8,609","2,899"
2021,2,30,"150,264","11,399","1,585","15,853","7,210",644,496,749,882,521,"1,016",888,366,"1,153","4,794","8,909","4,536","3,035","5,784","1,536","2,946","9,689","4,164","8,244","9,066","10,464","7,454","19,248","7,633"
2021,2,40,"165,462","15,834","2,749","17,462","6,840",940,710,"1,000","1,428",817,"1,459","1,311",476,"1,630","4,169","7,820","5,126","5,417","6,062","2,676","3,965","10,320","8,753","8,546","13,274","8,226","6,010","17,236","5,206"
2021,2,50,"116,634","12,612","3,553","11,088","6,609","1,516","1,213","1,420","2,169","1,597","2,309","2,203",899,"2,430","2,670","5,953","4,094","3,314","4,541","2,267","4,177","6,456","4,768","4,241","5,460","4,218","3,386","8,855","2,616"
2021,2,60,"71,632","8,151","2,822","6,572","4,716","1,314","1,172","1,234","2,122","1,718","1,966","2,065",883,"2,017","1,172","3,540","2,448","1,767","2,510","1,401","2,997","2,388","2,045","2,102","2,042","2,571","1,663","4,612","1,622"
2021,2,70,"32,333","3,766","1,614","2,962","2,106",740,647,718,"1,252",848,859,"1,095",414,"1,014",257,"1,547","1,196","1,026",756,690,"1,351",939,"1,027","1,193",759,"1,047",570,"1,469",471
2021,2,80,"14,715","1,523",853,"1,436",950,375,397,348,731,531,513,668,269,572,125,645,462,436,322,250,568,377,375,417,268,394,232,493,185
2021,2,90,"2,140",232,116,174,172,48,77,49,142,85,83,64,31,83,17,85,65,53,49,34,74,47,38,59,48,60,42,78,35
2021,2,100,121,18,7,9,4,3,3,4,11,9,7,8,1,8,1,2,1,1,3,2,7,1,3,2,0,2,1,3,0
2021,3,총,"860,865","81,903","17,378","86,960","42,026","7,085","5,830","6,952","10,901","7,108","9,943","10,268","3,972","11,432","21,790","43,916","28,987","24,402","32,392","13,626","23,269","51,406","35,650","42,182","53,078","43,156","32,264","84,662","28,327"
2021,3,0,"103,000","8,208",897,"10,612","4,082",270,218,255,450,169,317,374,95,402,"4,020","4,365","2,607","2,422","4,268","1,269","1,771","6,257","4,200","5,716","9,006","6,312","4,711","14,590","5,137"
2021,3,10,"97,518","9,840","1,437","10,186","3,566",473,330,395,785,294,472,604,160,747,"2,148","3,932","3,155","3,976","4,002","1,803","2,252","6,896","6,569","5,336","8,964","4,282","3,106","9,312","2,496"
2021,3,20,"106,084","10,298","1,768","10,450","5,719",802,593,760,986,538,976,"1,039",399,"1,360","2,350","7,126","5,165","2,974","4,095","1,706","3,126","8,106","3,742","6,369","4,218","5,264","4,606","8,668","2,881"
2021,3,30,"149,877","11,346","1,590","15,829","7,171",634,498,766,886,522,"1,020",881,369,"1,178","4,767","8,847","4,599","2,985","5,716","1,517","2,941","9,621","4,107","8,220","8,951","10,570","7,614","19,140","7,592"
2021,3,40,"165,873","15,847","2,725","17,518","6,880",921,697,"1,004","1,411",804,"1,455","1,300",469,"1,605","4,206","7,850","5,140","5,404","6,082","2,661","3,963","10,260","8,768","8,499","13,288","8,321","6,209","17,333","5,253"
2021,3,50,"116,791","12,600","3,536","11,100","6,575","1,493","1,197","1,419","2,126","1,599","2,297","2,155",895,"2,417","2,688","5,964","4,115","3,343","4,543","2,275","4,164","6,481","4,762","4,257","5,535","4,276","3,444","8,911","2,624"
2021,3,60,"72,461","8,225","2,847","6,680","4,788","1,334","1,181","1,240","2,144","1,721","1,962","2,093",880,"2,048","1,204","3,563","2,476","1,786","2,557","1,406","3,047","2,425","2,055","2,121","2,043","2,606","1,717","4,667","1,645"
2021,3,70,"32,284","3,749","1,613","2,961","2,110",731,643,715,"1,242",844,850,"1,084",410,"1,014",261,"1,539","1,200","1,022",756,700,"1,349",943,"1,030","1,184",757,"1,062",580,"1,458",477
2021,3,80,"14,771","1,543",849,"1,442",958,379,390,345,726,530,508,675,265,567,128,645,464,437,323,255,577,369,378,421,269,401,235,502,190
2021,3,90,"2,123",233,113,176,172,48,80,49,138,85,82,62,29,86,17,83,65,52,48,33,72,47,36,58,47,60,42,78,32
2021,3,100,83,14,3,6,5,0,3,4,7,2,4,1,1,8,1,2,1,1,2,1,7,1,3,1,0,2,0,3,0
2021,4,총,"864,687","82,025","17,381","87,197","42,229","7,099","5,815","6,930","10,915","7,093","9,930","10,280","3,985","11,407","21,840","43,737","32,913","24,146","32,203","13,570","23,061","51,326","35,584","42,119","52,936","43,308","32,606","84,738","28,314"
2021,4,0,"103,071","8,161",884,"10,571","4,089",267,219,249,450,166,312,375,95,402,"4,010","4,308","3,376","2,343","4,213","1,254","1,738","6,214","4,148","5,663","8,904","6,285","4,741","14,497","5,137"
2021,4,10,"97,937","9,841","1,436","10,225","3,577",472,322,393,786,289,465,600,161,739,"2,172","3,901","3,485","3,924","3,997","1,781","2,221","6,888","6,576","5,311","9,013","4,264","3,177","9,407","2,514"
2021,4,20,"106,675","10,315","1,778","10,505","5,756",805,596,750,990,546,974,"1,041",396,"1,350","2,348","7,115","5,608","3,006","4,051","1,715","3,100","8,107","3,742","6,388","4,209","5,298","4,644","8,701","2,841"
2021,4,30,"150,419","11,343","1,572","15,791","7,198",634,502,761,898,516,"1,016",897,370,"1,168","4,752","8,765","5,711","2,900","5,671","1,510","2,903","9,555","4,061","8,218","8,839","10,650","7,639","19,032","7,547"
2021,4,40,"166,670","15,863","2,747","17,579","6,903",921,690,996,"1,409",800,"1,450","1,292",473,"1,607","4,234","7,845","5,783","5,326","6,063","2,636","3,931","10,261","8,748","8,460","13,294","8,328","6,300","17,431","5,300"
2021,4,50,"117,230","12,611","3,525","11,171","6,569","1,499","1,183","1,423","2,110","1,580","2,294","2,135",895,"2,399","2,693","5,943","4,497","3,340","4,510","2,274","4,119","6,503","4,792","4,271","5,548","4,327","3,485","8,920","2,614"
2021,4,60,"73,311","8,327","2,858","6,759","4,878","1,340","1,187","1,243","2,166","1,735","1,978","2,120",886,"2,071","1,224","3,588","2,665","1,799","2,581","1,413","3,051","2,422","2,064","2,139","2,055","2,624","1,750","4,725","1,663"
2021,4,70,"32,290","3,768","1,607","2,956","2,117",733,645,709,"1,230",838,842,"1,082",414,"1,008",261,"1,538","1,251","1,014",746,696,"1,344",950,"1,028","1,175",754,"1,068",591,"1,447",478
2021,4,80,"14,874","1,553",857,"1,456",963,379,389,352,732,538,512,674,265,568,128,648,472,439,322,255,578,378,387,434,274,402,234,497,188
2021,4,90,"2,130",228,114,178,174,49,80,50,137,83,83,63,29,88,18,84,65,54,48,35,69,47,35,59,46,60,44,78,32
2021,4,100,80,15,3,6,5,0,2,4,7,2,4,1,1,7,0,2,0,1,1,1,7,1,3,1,0,2,1,3,0
2021,5,총,"867,819","82,113","17,419","87,411","42,379","7,084","5,822","6,956","10,923","7,103","9,953","10,324","4,024","11,498","21,965","43,698","34,576","24,110","32,224","13,560","23,008","51,314","35,598","42,123","52,952","43,498","32,790","84,991","28,403"
2021,5,0,"102,843","8,105",889,"10,516","4,065",255,222,256,446,169,300,379,97,398,"4,028","4,253","3,656","2,314","4,191","1,236","1,699","6,153","4,109","5,617","8,837","6,289","4,743","14,452","5,169"
2021,5,10,"98,358","9,851","1,433","10,261","3,597",472,319,387,780,290,470,598,168,749,"2,187","3,891","3,601","3,919","4,004","1,776","2,198","6,899","6,606","5,330","9,068","4,296","3,186","9,498","2,524"
2021,5,20,"107,105","10,307","1,782","10,550","5,784",805,592,757,995,539,990,"1,051",399,"1,350","2,357","7,131","5,788","3,008","4,037","1,722","3,118","8,153","3,750","6,378","4,206","5,300","4,678","8,763","2,815"
2021,5,30,"150,633","11,347","1,583","15,766","7,221",629,510,769,899,511,"1,011",897,381,"1,185","4,739","8,728","6,156","2,908","5,688","1,503","2,894","9,550","4,042","8,226","8,741","10,647","7,649","18,934","7,519"
2021,5,40,"167,039","15,839","2,736","17,623","6,945",917,683,989,"1,404",796,"1,448","1,289",477,"1,605","4,262","7,827","6,063","5,250","6,058","2,619","3,885","10,204","8,721","8,439","13,329","8,379","6,356","17,559","5,337"
2021,5,50,"118,063","12,665","3,525","11,238","6,593","1,487","1,180","1,427","2,105","1,592","2,290","2,141",898,"2,416","2,715","5,965","4,714","3,383","4,504","2,292","4,123","6,535","4,832","4,307","5,615","4,393","3,520","8,965","2,643"
2021,5,60,"74,146","8,408","2,881","6,846","4,915","1,363","1,203","1,256","2,188","1,735","2,001","2,154",897,"2,109","1,261","3,616","2,762","1,799","2,622","1,410","3,093","2,435","2,081","2,146","2,092","2,654","1,769","4,770","1,680"
2021,5,70,"32,428","3,782","1,607","2,973","2,109",727,641,708,"1,227",846,843,"1,076",408,"1,008",269,"1,545","1,287","1,023",745,709,"1,345",954,"1,025","1,182",748,"1,073",609,"1,469",490
2021,5,80,"14,990","1,571",864,"1,455",972,381,389,350,736,541,512,672,268,581,128,657,480,451,327,257,578,383,395,439,271,404,235,500,193
2021,5,90,"2,130",223,116,176,172,48,81,53,136,82,84,66,30,90,18,83,68,54,47,35,68,47,35,57,45,61,44,78,33
2021,5,100,84,15,3,7,6,0,2,4,7,2,4,1,1,7,1,2,1,1,1,1,7,1,2,2,0,2,1,3,0
2021,6,총,"870,361","83,372","17,466","87,492","42,516","7,061","5,823","6,998","10,931","7,121","9,995","10,343","4,042","11,534","21,975","43,631","35,272","24,084","32,173","13,564","22,989","51,327","35,497","42,127","52,941","43,577","32,978","85,079","28,453"
2021,6,0,"102,681","8,236",882,"10,465","4,055",254,217,250,442,172,299,377,95,394,"4,018","4,207","3,742","2,304","4,158","1,226","1,681","6,127","4,061","5,600","8,759","6,267","4,759","14,458","5,176"
2021,6,10,"98,682","9,944","1,430","10,286","3,632",467,319,390,776,285,465,599,165,744,"2,201","3,877","3,634","3,894","4,010","1,779","2,183","6,923","6,585","5,347","9,123","4,321","3,202","9,558","2,543"
2021,6,20,"107,390","10,515","1,786","10,561","5,798",793,590,755,999,535,989,"1,043",409,"1,356","2,336","7,151","5,902","3,010","4,023","1,717","3,126","8,116","3,771","6,370","4,229","5,262","4,728","8,736","2,784"
2021,6,30,"150,747","11,710","1,597","15,692","7,229",626,514,783,904,515,"1,017",901,385,"1,195","4,722","8,676","6,309","2,903","5,669","1,504","2,871","9,541","3,979","8,226","8,648","10,633","7,647","18,869","7,482"
2021,6,40,"167,704","16,020","2,744","17,703","6,980",914,677,999,"1,402",800,"1,438","1,297",481,"1,608","4,279","7,815","6,164","5,234","6,069","2,614","3,891","10,189","8,734","8,450","13,354","8,443","6,401","17,621","5,383"
2021,6,50,"118,242","12,762","3,503","11,236","6,587","1,472","1,175","1,435","2,093","1,573","2,291","2,134",890,"2,422","2,714","5,962","4,814","3,382","4,493","2,292","4,112","6,559","4,825","4,303","5,637","4,405","3,541","8,959","2,671"
2021,6,60,"75,067","8,542","2,929","6,930","4,970","1,375","1,214","1,267","2,205","1,760","2,046","2,170",903,"2,115","1,290","3,660","2,836","1,817","2,645","1,430","3,120","2,477","2,090","2,165","2,112","2,692","1,806","4,809","1,692"
2021,6,70,"32,550","3,821","1,610","2,971","2,118",730,640,710,"1,228",847,844,"1,078",408,"1,012",268,"1,536","1,309","1,031",736,708,"1,351",956,"1,023","1,175",762,"1,078",617,"1,487",496
2021,6,80,"15,095","1,580",868,"1,465",968,383,395,353,741,550,518,678,274,590,129,662,495,455,321,259,580,391,394,431,273,410,235,501,196
2021,6,90,"2,122",228,114,177,173,47,80,52,134,82,84,65,31,91,17,83,66,53,48,35,67,47,33,58,44,64,41,78,30
2021,6,100,81,14,3,6,6,0,2,4,7,2,4,1,1,7,1,2,1,1,1,0,7,1,2,2,0,2,1,3,0
2021,7,총,"872,537","84,079","17,476","87,562","42,675","7,041","5,828","6,991","10,941","7,163","10,018","10,340","4,049","11,550","22,026","43,722","35,589","24,075","32,142","13,517","23,007","51,249","35,389","42,104","52,825","43,613","33,727","85,366","28,473"
2021,7,0,"102,441","8,291",873,"10,413","4,056",253,212,249,442,173,299,372,93,394,"4,028","4,198","3,765","2,277","4,140","1,202","1,673","6,061","4,021","5,583","8,660","6,253","4,849","14,429","5,182"
2021,7,10,"98,959","10,013","1,428","10,284","3,625",462,319,391,769,288,460,591,170,739,"2,217","3,877","3,651","3,908","4,020","1,781","2,182","6,918","6,571","5,323","9,146","4,340","3,293","9,629","2,564"
2021,7,20,"107,647","10,577","1,795","10,593","5,841",790,588,751,995,536,"1,000","1,040",414,"1,350","2,320","7,209","5,950","3,006","3,990","1,701","3,128","8,125","3,759","6,370","4,238","5,236","4,838","8,763","2,744"
2021,7,30,"150,628","11,871","1,594","15,620","7,256",623,513,782,899,519,"1,022",909,384,"1,202","4,698","8,651","6,377","2,887","5,661","1,491","2,857","9,489","3,922","8,233","8,535","10,599","7,783","18,809","7,442"
2021,7,40,"168,213","16,140","2,736","17,769","6,998",915,675,992,"1,405",808,"1,438","1,299",485,"1,590","4,316","7,827","6,210","5,237","6,063","2,599","3,892","10,164","8,698","8,417","13,352","8,473","6,551","17,732","5,432"
2021,7,50,"118,881","12,884","3,512","11,288","6,612","1,463","1,176","1,428","2,104","1,567","2,291","2,121",890,"2,430","2,729","5,978","4,873","3,387","4,476","2,302","4,115","6,603","4,845","4,325","5,695","4,440","3,660","9,021","2,666"
2021,7,60,"75,691","8,625","2,941","6,949","5,019","1,375","1,228","1,282","2,220","1,783","2,056","2,167",901,"2,138","1,300","3,689","2,883","1,827","2,680","1,429","3,149","2,487","2,120","2,182","2,123","2,712","1,833","4,885","1,708"
2021,7,70,"32,652","3,837","1,604","2,984","2,116",724,639,698,"1,222",852,844,"1,095",408,"1,010",268,"1,546","1,317","1,042",735,711,"1,357",957,"1,016","1,180",749,"1,078",638,"1,518",507
2021,7,80,"15,209","1,600",875,"1,481",978,389,397,359,744,551,519,679,272,598,132,660,497,451,329,265,579,397,400,431,279,410,240,499,198
2021,7,90,"2,134",227,115,175,168,47,79,55,134,84,85,66,31,92,17,84,65,52,47,36,68,46,35,59,48,70,41,78,30
2021,7,100,82,14,3,6,6,0,2,4,7,2,4,1,1,7,1,3,1,1,1,0,7,2,2,1,0,2,1,3,0
2021,8,총,"875,987","84,334","17,454","87,731","42,895","7,028","5,824","6,990","10,958","7,172","10,067","10,324","4,040","11,535","22,993","43,690","35,893","24,074","32,070","13,533","23,049","51,168","35,348","41,972","52,747","43,811","35,058","85,550","28,679"
2021,8,0,"102,341","8,282",858,"10,390","4,061",248,212,244,442,172,308,362,94,388,"4,167","4,170","3,824","2,245","4,100","1,197","1,671","6,010","3,998","5,522","8,565","6,236","5,017","14,351","5,207"
2021,8,10,"99,539","10,053","1,426","10,313","3,674",453,322,389,773,290,454,583,166,729,"2,359","3,859","3,656","3,909","4,028","1,789","2,175","6,887","6,563","5,331","9,164","4,362","3,502","9,697","2,633"
2021,8,20,"107,983","10,601","1,787","10,644","5,887",797,574,745,"1,003",543,991,"1,037",414,"1,338","2,390","7,207","6,000","3,028","3,972","1,692","3,127","8,106","3,737","6,333","4,254","5,293","5,038","8,731","2,714"
2021,8,30,"150,854","11,908","1,587","15,547","7,260",625,516,784,896,527,"1,045",911,380,"1,190","4,870","8,613","6,430","2,886","5,621","1,490","2,865","9,446","3,910","8,188","8,457","10,651","7,976","18,823","7,452"
2021,8,40,"168,926","16,148","2,720","17,852","7,014",906,674,982,"1,411",798,"1,457","1,296",474,"1,584","4,543","7,806","6,266","5,225","6,052","2,604","3,917","10,151","8,654","8,393","13,332","8,502","6,826","17,820","5,519"
2021,8,50,"119,739","12,963","3,515","11,346","6,658","1,444","1,174","1,437","2,102","1,559","2,281","2,116",896,"2,424","2,862","6,017","4,910","3,407","4,494","2,307","4,117","6,639","4,886","4,354","5,743","4,464","3,868","9,070","2,686"
2021,8,60,"76,287","8,676","2,956","6,980","5,074","1,390","1,237","1,289","2,220","1,791","2,067","2,174",904,"2,160","1,369","3,724","2,908","1,830","2,689","1,432","3,156","2,514","2,137","2,176","2,160","2,731","1,882","4,942","1,719"
2021,8,70,"32,764","3,855","1,605","2,997","2,118",726,634,694,"1,219",852,853,"1,102",410,"1,020",271,"1,539","1,320","1,039",732,716,"1,360",972,"1,019","1,177",741,"1,082",660,"1,531",520
2021,8,80,"15,327","1,611",882,"1,482",972,391,397,366,752,553,522,678,270,603,143,668,509,454,334,270,582,394,406,442,281,418,246,501,200
2021,8,90,"2,145",224,115,173,171,48,82,56,133,85,85,64,31,91,18,84,69,50,48,36,72,47,36,55,50,70,42,81,29
2021,8,100,82,13,3,7,6,0,2,4,7,2,4,1,1,8,1,3,1,1,0,0,7,2,2,1,0,2,1,3,0
2021,9,총,"878,879","84,427","17,506","87,801","43,069","6,978","5,792","7,048","10,973","7,225","10,079","10,311","4,025","11,563","23,832","43,732","36,033","24,045","32,049","13,542","23,060","51,089","35,386","42,014","52,780","43,989","35,878","85,733","28,920"
2021,9,0,"102,101","8,248",856,"10,320","4,065",244,216,238,432,175,306,359,92,384,"4,305","4,123","3,820","2,220","4,067","1,193","1,664","5,935","3,982","5,496","8,494","6,224","5,109","14,285","5,249"
2021,9,10,"99,903","10,040","1,429","10,333","3,692",444,313,393,777,289,455,576,159,728,"2,434","3,849","3,672","3,913","4,038","1,781","2,169","6,877","6,572","5,338","9,214","4,387","3,599","9,766","2,666"
2021,9,20,"108,368","10,654","1,782","10,651","5,870",794,563,761,"1,003",549,990,"1,045",414,"1,351","2,447","7,250","6,019","3,025","3,987","1,707","3,131","8,125","3,734","6,364","4,262","5,332","5,159","8,686","2,713"
2021,9,30,"150,979","11,873","1,595","15,483","7,305",614,501,790,900,536,"1,053",897,385,"1,200","5,088","8,589","6,441","2,862","5,593","1,469","2,878","9,413","3,907","8,170","8,386","10,674","8,113","18,790","7,474"
2021,9,40,"169,569","16,138","2,721","17,930","7,036",885,680,983,"1,397",802,"1,456","1,291",467,"1,578","4,689","7,814","6,291","5,202","6,066","2,605","3,907","10,118","8,650","8,407","13,384","8,538","6,993","17,934","5,607"
2021,9,50,"120,517","13,000","3,521","11,387","6,686","1,445","1,155","1,453","2,097","1,562","2,281","2,119",888,"2,438","2,972","6,052","4,939","3,435","4,474","2,318","4,121","6,674","4,920","4,385","5,794","4,500","4,015","9,158","2,728"
2021,9,60,"76,916","8,743","2,993","7,026","5,127","1,396","1,251","1,301","2,247","1,809","2,068","2,180",910,"2,161","1,441","3,749","2,946","1,844","2,699","1,448","3,162","2,525","2,158","2,186","2,177","2,747","1,912","4,971","1,739"
2021,9,70,"32,812","3,866","1,607","2,995","2,128",710,627,697,"1,220",863,859,"1,099",410,"1,020",283,"1,542","1,316","1,030",742,716,"1,358",972,"1,018","1,168",735,"1,095",677,"1,546",513
2021,9,80,"15,454","1,629",880,"1,489",979,398,402,371,756,552,526,679,266,605,148,678,516,459,336,271,586,401,407,443,282,421,256,514,204
2021,9,90,"2,180",223,119,179,175,48,83,57,137,86,82,65,33,90,24,84,72,54,47,34,77,47,37,56,51,69,44,80,27
2021,9,100,80,13,3,8,6,0,1,4,7,2,3,1,1,8,1,2,1,1,0,0,7,2,1,1,1,2,1,3,0
2021,10,총,"881,154","84,553","17,505","87,985","43,196","6,972","5,832","7,047","11,015","7,243","10,113","10,321","4,022","11,529","24,305","43,758","36,089","24,016","31,991","13,544","23,034","51,066","35,362","42,012","52,852","44,062","36,363","85,802","29,565"
2021,10,0,"101,759","8,186",844,"10,268","4,060",241,210,237,432,175,304,352,89,385,"4,365","4,087","3,810","2,198","4,019","1,187","1,653","5,892","3,946","5,451","8,445","6,210","5,133","14,238","5,342"
2021,10,10,"100,268","10,061","1,430","10,374","3,712",447,317,394,778,287,464,575,156,718,"2,492","3,837","3,660","3,915","4,055","1,785","2,147","6,859","6,573","5,337","9,253","4,414","3,667","9,808","2,753"
2021,10,20,"108,628","10,666","1,770","10,635","5,867",790,585,762,999,548,"1,004","1,048",413,"1,336","2,493","7,279","6,043","3,026","3,989","1,710","3,133","8,160","3,746","6,367","4,276","5,307","5,244","8,641","2,791"
2021,10,30,"150,834","11,879","1,591","15,466","7,313",603,500,785,906,528,"1,038",900,387,"1,207","5,149","8,565","6,430","2,846","5,527","1,468","2,869","9,360","3,906","8,110","8,333","10,676","8,187","18,727","7,578"
2021,10,40,"170,148","16,173","2,709","17,982","7,085",881,680,983,"1,408",801,"1,456","1,293",469,"1,570","4,789","7,809","6,316","5,185","6,068","2,594","3,893","10,089","8,570","8,468","13,438","8,567","7,086","18,024","5,762"
2021,10,50,"121,286","13,022","3,520","11,465","6,705","1,452","1,158","1,457","2,116","1,566","2,311","2,125",889,"2,435","3,053","6,096","4,932","3,453","4,481","2,315","4,145","6,723","4,972","4,419","5,864","4,519","4,112","9,176","2,805"
2021,10,60,"77,479","8,796","3,023","7,093","5,157","1,404","1,268","1,301","2,255","1,830","2,075","2,180",914,"2,157","1,489","3,765","2,982","1,838","2,722","1,459","3,172","2,546","2,167","2,190","2,185","2,776","1,946","5,015","1,774"
2021,10,70,"32,953","3,895","1,608","3,006","2,138",712,633,689,"1,226",865,857,"1,098",403,"1,017",299,"1,553","1,318","1,036",746,719,"1,350",982,"1,030","1,167",730,"1,093",687,"1,572",524
2021,10,80,"15,528","1,635",886,"1,502",982,394,398,377,755,553,521,684,265,604,152,682,522,462,338,273,588,408,413,446,276,431,259,515,207
2021,10,90,"2,190",227,121,187,171,48,82,58,133,88,79,65,36,93,23,83,74,56,46,34,77,45,38,56,51,66,41,83,29
2021,10,100,81,13,3,7,6,0,1,4,7,2,4,1,1,7,1,2,2,1,0,0,7,2,1,1,1,3,1,3,0
2021,11,총,"884,225","84,647","17,480","87,980","43,208","6,949","6,355","7,041","11,033","7,264","10,108","10,314","4,023","11,462","24,537","43,750","36,105","23,956","31,964","13,536","23,000","51,030","35,244","41,950","52,778","44,344","37,219","85,898","31,050"
2021,11,0,"101,557","8,162",827,"10,185","4,041",233,218,234,422,179,307,354,84,372,"4,388","4,049","3,805","2,174","3,997","1,174","1,645","5,867","3,883","5,388","8,363","6,177","5,192","14,201","5,636"
2021,11,10,"100,678","10,075","1,440","10,405","3,693",447,329,390,773,291,464,563,158,714,"2,524","3,840","3,662","3,901","4,067","1,780","2,141","6,837","6,567","5,353","9,269","4,441","3,822","9,868","2,864"
2021,11,20,"108,910","10,673","1,764","10,618","5,860",783,692,749,"1,009",552,986,"1,046",406,"1,325","2,498","7,247","6,037","3,014","3,980","1,709","3,120","8,152","3,733","6,383","4,286","5,368","5,380","8,622","2,918"
2021,11,30,"151,040","11,832","1,584","15,346","7,334",607,596,793,917,534,"1,046",890,402,"1,202","5,172","8,545","6,425","2,834","5,488","1,462","2,850","9,317","3,879","8,016","8,245","10,692","8,321","18,576","8,135"
2021,11,40,"170,968","16,201","2,712","18,032","7,090",874,752,978,"1,398",806,"1,442","1,287",465,"1,544","4,877","7,845","6,313","5,162","6,078","2,591","3,902","10,077","8,520","8,494","13,463","8,651","7,263","18,138","6,013"
2021,11,50,"122,098","13,058","3,508","11,537","6,701","1,450","1,221","1,461","2,127","1,564","2,316","2,132",887,"2,431","3,084","6,099","4,957","3,481","4,495","2,324","4,152","6,762","4,994","4,427","5,928","4,579","4,264","9,273","2,886"
2021,11,60,"78,061","8,844","3,035","7,124","5,199","1,408","1,359","1,308","2,264","1,828","2,088","2,193",917,"2,173","1,513","3,802","2,983","1,849","2,729","1,469","3,181","2,577","2,185","2,216","2,170","2,813","1,982","5,032","1,820"
2021,11,70,"33,044","3,915","1,604","3,033","2,125",708,688,688,"1,227",861,852,"1,098",399,999,302,"1,553","1,322","1,029",751,719,"1,336",983,"1,026","1,173",731,"1,118",693,"1,577",534
2021,11,80,"15,598","1,642",883,"1,505",991,393,414,379,754,559,525,684,266,605,155,683,524,457,335,274,594,412,419,443,273,434,260,521,214
2021,11,90,"2,204",231,121,188,169,46,86,58,135,87,79,67,38,94,23,85,75,54,44,34,79,44,37,56,49,68,40,87,30
2021,11,100,67,14,2,7,5,0,0,3,7,3,3,0,1,3,1,2,2,1,0,0,0,2,1,1,1,3,2,3,0
2021,12,총,"887,015","84,747","17,530","88,036","43,217","6,956","6,493","7,016","11,061","7,262","10,083","10,325","4,027","11,425","24,737","43,696","36,133","23,914","31,874","13,561","22,929","50,932","35,207","41,806","52,628","45,102","38,257","86,063","31,998"
2021,12,0,"101,318","8,115",811,"10,151","4,021",230,225,222,417,175,301,356,86,365,"4,387","4,031","3,789","2,154","3,975","1,173","1,616","5,818","3,859","5,307","8,271","6,164","5,307","14,132","5,860"
2021,12,10,"101,090","10,099","1,445","10,418","3,682",448,335,382,772,293,468,570,155,709,"2,569","3,827","3,647","3,881","4,078","1,761","2,135","6,809","6,585","5,362","9,278","4,462","4,014","9,960","2,946"
2021,12,20,"109,069","10,658","1,784","10,583","5,847",779,708,745,"1,011",547,990,"1,039",413,"1,332","2,508","7,238","6,044","3,015","3,942","1,721","3,098","8,177","3,714","6,331","4,262","5,492","5,530","8,602","2,959"
2021,12,30,"151,247","11,858","1,600","15,319","7,332",614,621,789,923,544,"1,038",895,401,"1,171","5,167","8,513","6,442","2,826","5,441","1,462","2,831","9,243","3,858","7,982","8,167","10,801","8,435","18,538","8,436"
2021,12,40,"171,781","16,212","2,704","18,076","7,108",874,771,968,"1,394",802,"1,444","1,293",467,"1,525","4,943","7,829","6,341","5,143","6,103","2,601","3,879","10,056","8,512","8,481","13,452","8,784","7,564","18,259","6,196"
